NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_7,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,1666.6844,-133.95393000149812,2425.400101270796,NA
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,42,0,-0.27991316,1,1,1,1,0,0,2019.4579,-103.2279214141519,12283.285934889556,0.13189095962598793
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,3456.8801,-132.39146504466314,123962.67050279239,0.13226770293690723
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,3002.4673,-68.76361967520684,8036.744412694015,0.12398854065638994
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,3534.9387,-141.6353965297248,107023.78746115793,0.12756142290621833
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,5397.1963,-964.1372691420195,571716.0517283832,0.13649300726579452
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,2642.844,-76.88619237010492,11030.465437948513,0.12457753082411764
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,42,0,-0.27991316,1,1,1,1,0,0,318.30356,-87.51357252630665,4224.160418134826,0.3505705491392595
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.6962128,70,37,0,-0.17504825,1,1,1,0,0,0,3142.8572,-91.12759452938,37674.61066499904,NA
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8669333,90,42,0,-0.27991316,1,1,1,1,0,0,1371.4286,-39.18141778290109,2448.568186352082,0.31397641176985336
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.5310965,100,42,0,-0.27991316,1,1,1,1,0,0,5940.4712,-1085.9616843519157,801840.9434240487,NA
-917722071823e7,5524248,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9469762,100,43,0,-0.38128665,1,1,0,1,1,1,1372.4333,-43.82880698280823,7656.461502859127,0.8540833376760268
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5231752,80,42,0,-0.27991316,1,1,1,1,0,0,7185.7144,-1218.3436467534964,1107145.6939791038,NA
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.0709057,100,42,0,-0.27991316,1,1,1,1,0,0,5694.0679,-273.0049795009816,154742.49765991612,NA
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3138523,80,54,0,0.6692791,1,1,1,1,0,0,7223.5503,-912.6259897113747,442948.84632887505,0.06883745749033579
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21524,100,48,0,-0.19400316,1,1,1,1,1,0,2411.7019,-160.0857790785607,4262.428087741584,0.09981928700257685
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1737862,100,45,0.2857143,-0.66407734,1,1,1,1,0,0,622.72992,-58.3079231175553,270.3813614112494,NA
-914729183109e7,42124415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521461,100,42,0,-0.27991316,1,1,1,1,0,0,290.04068,-68.0502911062978,1428.0063759318316,0.09312136617733041
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9401712,100,40,0.14285715,-0.6986354,1,1,0,1,0,0,507.43497,-40.6882748589367,387.3351111696748,0.058515802828036444
-9.0883933711600005e+018,42124511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.635304,100,42,0,-0.27991316,1,1,1,1,0,0,3356.6106,-249.53173645399633,11448.682371445098,0.10651887218462094
-9.0883933711600005e+018,42124847,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.1737862,90,42,0,-0.27991316,1,1,1,1,0,0,685.71429,-73.64603080968368,1280.948489222846,0.11859384702802094
-9.0883933711600005e+018,42124914,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.7334018,100,42,0,-0.27991316,1,1,1,1,0,0,1200,-74.17671094738431,1114.334965555408,0.14446834432476205
-9.0883933711600005e+018,42125580,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.4297194,90,42,0,-0.27991316,1,1,1,1,0,0,885.71429,-55.00236707293566,1121.4861245206348,0.16748532232923644
-908821747816e7,80117247,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5496092,100,72,0.14285715,-0.014401549,1,1,0,0,1,0,4640.2993,-228.7083967102451,5991.859000224231,NA
-908383493402e7,42126016,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.2370591,100,42,0,-0.27991316,1,1,1,1,0,0,2063.5842,-133.4742627241892,20369.766551121462,0.07373334405539964
-908131838248e7,80118911,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0900769,50,60,0.2857143,-0.36501375,1,1,1,0,0,0,1714.2858,-92.13296609107802,2413.5500892389173,NA
