dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_choose_same1,dummy_choose_same2,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,dummy_dow6,dummy_suc6,dummy_prenda_tipo5,dummy_edo_civil4,dummy_choose_same3,dummy_trabajo9,pro_4,ganancia,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
0,0,0,1,0,1,0,0,0,0,2800,90,35,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.23694284,0.05373927497200766,0.00576564365584622,0.4015792819075915
0,0,0,1,0,1,0,0,0,0,3280,90,35,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.23694205,0.06663016030745239,0.007136434693802857,0.4016788577172849
1,0,0,0,0,0,0,0,1,0,450,100,60,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0.47391099,0.03199762691444527,0.002019981007143929,0.5668419057862789
0,1,0,0,0,0,0,0,1,0,830,100,81,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0.10044578,0.02948724102678454,0.00910927039636325,0.5825092489371252
0,0,0,0,0,0,0,0,0,1,1280,100,50,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0.47131252,0.05672556563455231,0.0033322877797269785,0.6050095793888592
0,0,0,1,0,0,0,0,0,0,2000,100,39,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0.35106495,0.026496382209009992,0.003928737743411015,0.45158930340783765
0,1,0,0,0,0,0,0,0,1,1200,100,29,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-1,0.1112658990992425,0.0016343845768557828,0.6046469085533084
0,0,1,0,0,1,0,0,0,0,4430,100,37,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,-0.52868843,0.06438725509063645,0.005385707351273987,0.3365066426780753
0,0,1,0,0,1,0,0,0,0,3290,100,37,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,-0.52868998,0.06129011697330301,0.003661632173856519,0.32368401672677327
0,0,0,0,0,0,0,0,0,0,730,100,56,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0.23694517,0.0010424451112926068,0.001019403072473923,0.533654827469267
0,0,0,1,0,1,0,0,0,0,1460,100,31,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.18028079,0.016460473464939316,0.002037554733980221,0.4584015433486064
0,0,0,0,0,0,0,1,0,0,2750,95,62,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-1,0.006161888537666239,0.00543535155768958,0.5341277827262916
0,0,0,0,0,0,0,1,0,0,4950,95,62,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,-0.52611315,0.044604695899978855,0.0032346219595101606,0.5171148045455318
1,0,0,0,0,0,0,0,0,1,1060,100,25,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,-1,0.05757703918417866,0.003541040668899576,0.569130750142953
0,0,1,0,0,0,0,1,0,0,450,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.14788354689248887,0.004884369913449476,0.3611034110992681
0,0,1,0,0,0,0,1,0,0,910,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.143565436545106,0.0049813480002563245,0.357639562692721
0,0,1,0,0,0,0,1,0,0,1490,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.12870536356262718,0.0033811367808124614,0.357254272609729
0,0,1,0,0,0,0,1,0,0,690,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.15078855659634965,0.005022212630623735,0.35023880527432216
0,0,1,0,0,0,0,1,0,0,1920,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.12817625939163724,0.0017792098467230852,0.3691222691094349
0,0,1,0,0,0,0,1,0,0,5040,100,53,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.11685847723699891,0.0026582569182631117,0.39314948772154834
1,0,0,0,0,0,0,1,0,0,250,100,25,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,-1,0.07214002421374395,0.002251147387991843,0.5770989450790457
0,1,0,0,0,1,0,0,0,0,2850,100,49,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0.16552983,0.04322479176248042,0.005480496784038648,0.6348853024560841
0,0,1,0,0,0,0,0,0,1,430,100,24,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-0.52609301,0.052087371723814946,0.0023835723850706724,0.5461918057191907
1,0,0,0,0,0,0,1,0,0,18300,100,51,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0.20959453,0.03233266988149009,0.004496440024647517,0.6560508053072792
0,0,1,0,0,0,0,0,0,0,1060,100,25,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0.22664151,0.060816147948566796,0.0024466975407950635,0.5423171929999547
0,0,0,1,0,0,0,0,0,1,330,100,59,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.76306057,0.07956044336730525,0.0061799203012060195,0.4308299123431031
0,0,0,1,0,0,0,0,0,1,950,100,59,1,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.76305264,0.05122388714102234,0.0024871452589070313,0.4337525099034543
1,0,0,0,0,0,1,0,0,0,3390,100,43,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,-1,0.11482587081406356,0.004875696017383483,0.5916276542294931
0,0,0,0,0,1,0,0,0,0,22190,100,54,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,-1,0.02555524282307508,0.00429045705201384,0.6029246710824835
0,0,0,0,1,0,0,1,0,0,3000,100,50,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.015453369,0.024412313573001568,0.003594513578265588,0.5895165475751781
0,1,0,0,0,0,1,0,0,0,6570,100,30,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0.23951748,0.06545529211850819,0.00318168958312239,0.5728390877108218
0,0,0,0,1,1,0,0,0,0,460,70,39,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,-0.52123916,0.009465056960827946,0.008755425377434574,0.5182721659307481
0,1,0,0,0,0,0,0,0,1,1710,100,25,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.52868426,0.08970464363657311,0.0024922307230226867,0.5873648668534318
0,0,1,0,0,0,0,0,1,0,1070,100,33,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0.18800938,-0.02757649903734413,0.0038417609978764217,0.5025471551502418
0,1,0,0,0,1,0,0,0,0,580,100,47,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.12877586,0.052702464042320554,0.006536494600359587,0.6472996718071629
0,0,0,0,1,0,0,0,0,0,2500,100,53,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,-0.51379597,0.021020783943307687,0.012087868519144684,0.5944706670254442
0,1,0,0,0,0,0,0,0,0,5500,100,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,-1,0.037278593236772885,0.0037370238730799832,0.546163088869497
0,0,0,1,0,0,0,1,0,0,480,50,44,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.28843752,0.11765119242241733,0.0027682939060333996,0.5177579228270195
0,0,0,1,0,0,0,1,0,0,380,50,44,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0.28844732,0.10955372552670292,0.003686522843003772,0.5080312920971213
0,0,0,0,1,0,0,1,0,0,330,100,55,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0.08801723186290558,0.0034918664659239766,0.553596026259803
0,0,0,0,0,0,0,1,0,0,1340,95,45,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-1,0.053265079741714905,0.0036460555480281416,0.5777214738669728
0,0,0,0,0,0,0,1,0,0,1510,95,45,1,4,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,-1,0.051050127924988455,0.007468080535282435,0.5763047405032232
1,0,0,0,0,0,0,1,0,0,840,100,53,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0.1653571,0.05353102872511449,0.010295424160418997,0.5335258026924435
0,0,0,1,0,0,0,0,1,0,1000,100,28,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0.30647999,-0.005468295059606855,0.00884797624013729,0.4891621383608498
0,0,0,1,0,0,0,0,1,0,1060,100,28,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,-1,-0.04627379515664695,0.005078923101117973,0.48750818669174456
0,0,1,0,0,0,0,1,0,0,1720,100,45,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,-0.52869183,0.08860113549618286,0.004514843235805777,0.4251149168578097
0,0,1,0,0,0,0,1,0,0,2810,100,45,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,-0.52868682,0.08003336577140022,0.0020375611428220053,0.44306627535177945
0,0,1,0,0,0,0,1,0,0,1420,100,45,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,-0.52868307,0.0980616457616661,0.0028507231724133305,0.427756041712994
0,0,1,0,0,0,0,1,0,0,2410,100,45,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,-0.52868879,0.09767447493477553,0.004394518230935139,0.42928700965474054
1,0,0,0,0,0,0,0,0,0,5780,100,49,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0.57640827,0.034956679421566154,0.005975972863496472,0.6284422540989912
0,0,0,1,0,0,0,1,0,0,1460,100,43,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.45786986,0.0371573378438965,0.006957547121837203,0.431095974691155
0,0,0,1,0,0,0,1,0,0,1710,100,43,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.45787719,0.0355385222889658,0.005343136021616969,0.4404274416451509
0,0,0,0,0,0,0,0,1,0,1520,100,34,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,-1,0.02069172020465621,0.0018290439320832108,0.5701126214487728
0,0,0,1,0,1,0,0,0,0,2800,100,41,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0.011146417603569563,0.0013273047681435215,0.4355534241636336
0,0,0,0,0,1,0,0,0,0,8010,100,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0.23436707,-0.015005962962736182,0.006200524422833006,0.5037091919989001
0,0,0,0,1,1,0,0,0,0,5110,100,57,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,-0.45788455,0.011404400025715447,0.002305258318686828,0.6582803361738306
0,0,0,0,1,1,0,0,0,0,1540,100,57,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,-0.45788962,0.03333033765100904,0.00874695260306861,0.6513447161885068
0,0,0,0,1,1,0,0,0,0,5480,100,57,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,-0.45788503,0.011684765670293421,0.006255280959464162,0.6595518716482057
1,0,0,0,0,0,0,1,0,0,1000,100,71,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0.15695997,0.05067347402656218,0.002419951279522753,0.5832260771284877
0,0,0,0,0,0,0,0,1,0,5660,100,32,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.16483037,-0.02332193079607605,0.0060440201706629644,0.4718845363019227
0,0,0,0,0,0,0,0,1,0,2190,100,32,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0.47389033,-0.047354395378371265,0.009388738420398298,0.5242245652834261
