NombrePignorante,prenda,suc_x_dia,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_7,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,-1.1983111,0.1003395571195468,2.7939244956301165e-4,0.2756214986632915
-921795913329e7,42125560,254,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,42,0,-0.27991316,1,1,1,1,0,0,-1.9288812,0.10367514990050512,3.2111744624972136e-4,0.2657527775135699
-920046646976e7,42123980,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,-1.1648319,0.10468618015876663,1.999361009857135e-4,0.2610354845935974
-920046646976e7,42123978,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,-1.090142,0.10458726603385952,1.9628257703094697e-4,0.2621239447711402
-920046646976e7,42123981,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,-1.0901434,0.10459729621985538,1.9667158634652706e-4,0.2603136512430091
-920046646976e7,42123979,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,-1.0901425,0.1046170194155103,1.95226083896406e-4,0.25679455625173614
-920046646976e7,42123982,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,-1.0901418,0.10458726603385952,1.9628257703094697e-4,0.2621239447711402
-919254357393e7,10463882,536,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,42,0,-0.27991316,1,1,1,1,0,0,-1.2369599,0.08783147456441165,0.0012429066771575718,0.3581673221545328
-919139368339e7,80118883,434,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.6962128,70,37,0,-0.17504825,1,1,1,0,0,0,-1.4285715,0.10527236214568791,2.9921360948343084e-4,0.1239673023361299
-918983174523e7,10463572,525,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8669333,90,42,0,-0.27991316,1,1,1,1,0,0,-1.4285715,0.0886072203398831,0.0012703812986012118,0.34651748416295114
-918733416171e7,78133242,299,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.5310965,100,42,0,-0.27991316,1,1,1,1,0,0,-1.1390748,0.10250572170787489,5.079707500124694e-4,0.13739337027390186
-917722071823e7,5524248,110,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9469762,100,43,0,-0.38128665,1,1,0,1,1,1,-1.2162979,0.09972413519086035,1.5979586107458426e-4,0.23017549727568315
-917719051673e7,78133232,299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5231752,80,42,0,-0.27991316,1,1,1,1,0,0,-1.4285715,0.10260241986489954,4.886132941968929e-4,0.14101451510402624
-916988485595e7,80117265,389,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.0709057,100,42,0,-0.27991316,1,1,1,1,0,0,-1.9110745,0.10354894267217156,4.54012094549714e-4,0.08759788850846907
