NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_3,fc_admin,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1617.7201,-1117.6303026328917,239438.35610903281,0.29118455641755786
-921795913329e7,42125004,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,836.18573,428.47974599524264,248346.81798417287,0.5065350742152881
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2179.6357,-0.7246185974659245,114314.31792134966,0.7976440795626053
-921470677922e7,5521267,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1784.8298,49.314193232757795,182099.8697777577,0.5942699324666019
-921470677922e7,5521269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4293.5806,40.76646173321047,205490.65111403953,0.5989987364896329
-921470677922e7,5521268,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5966.0898,-12.791086994195506,154473.68471589987,0.5967635574070121
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3455.7498,-15.7973857706954,178123.28333797233,0.7254348204521769
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5276.2905,57.37503026814288,166204.0844690711,0.7302437665816591
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3379.4397,-53.10883277263965,150779.25725847846,0.7248867497732037
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2583.6396,-23.07266220967534,120037.98484914069,0.728933959532079
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2912.0803,-66.60815877928152,82276.89140837191,0.7256357138154057
-919509556883e7,78134087,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2088.7197,220.26111638293708,151906.21223241594,0.9469917462401817
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309.24002,-2324.7787144163494,2448023.1783995293,0.366911491139739
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3142.8572,195.88597817386392,864116.25257689494,4.5814725800195075e-4
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1371.4286,-187.4395073673414,371086.1296699962,0.6475553281852964
-918733416171e7,78131744,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3383.79,144.97727061226354,302837.0198716663,0.36428210126333355
-918733416171e7,78131743,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3333.5798,245.37468578135304,547589.762500192,0.3707167039929347
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5775.1099,274.8955839143234,256812.6016649743,0.35750957425193186
-918733416171e7,78135078,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,6548.73,-156.89975799623284,372529.59597425355,0.2066653115753774
-917722071823e7,5524548,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2199.7,-281.6720077153293,95488.03458323225,0.9953821421991524
-917722071823e7,5523042,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3161.8901,-306.3696600562616,142026.09674886373,0.9951928967765524
-917722071823e7,5524544,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1188.8601,-297.2720260740322,98479.4662376655,0.9947523104154203
-917722071823e7,5524542,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,722.62994,-263.6305903077989,56797.08595319097,0.9953330026075927
-917722071823e7,5524547,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,488.60001,-174.3544003533415,176850.49395827134,0.995897090608629
-917722071823e7,5524550,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1179.88,-233.4810778399909,162563.49587396314,0.996173789477361
-917722071823e7,5524543,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,990.71991,-324.7483923953504,303247.48094683466,0.9967841749091751
-917722071823e7,5524545,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2167.7485,-253.23914268885915,97120.05779539314,0.9956831498227602
-917722071823e7,5514576,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1438.6072,-248.30688884685225,174060.65417856272,0.9941178067963782
-917722071823e7,5524549,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2048.7,-279.84388384060674,184933.74271963764,0.9968132719242186
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7185.7144,799.0398208586928,209599.2617866474,0.48083142773099025
-917015649395e7,42125031,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1671.4286,68.88646952585185,140509.8943482673,0.59802152730021
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6115.4385,-256.92792442078854,152666.8776062016,0.37796983489503155
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7698.9814,607.9362005192645,839061.3107880561,0.45297595505114974
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2573.3271,337.3995053016307,142233.75545414505,8.817046687715071e-4
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,606.25995,388.17102947063296,472467.2816925506,0.589686165008871
-915384904715e7,42125947,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,456.69998,95.96096689611514,136314.76459005696,0.5959900847063576
-915384904715e7,42125949,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,950.43994,57.77281273282012,126918.84153664451,0.5978002395562388
-914972513898e7,10462855,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,547.55994,-1286.4922618567043,206106.22780699862,0.7282535875252407
