nombrepignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,masqueprepa,estresado_seguido,oc,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,tau_hat_oobpredictions,insample,pago_frec_vol_promise
-4.86084752801e+18,42122458,0,0,0,0,1,0,0,1,0,0,1100,100,63,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-92.707695,0,
4.33508264626e+18,78134362,0,0,0,0,1,0,0,0,1,0,1840,70,30,1,2,.42857143,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,-198.15315,0,
-4.96824201117e+18,80118077,0,0,0,0,1,0,0,0,0,1,2300,80,25,1,1,.14285715,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,,1,0
9.15324928909e+18,80117038,0,0,1,0,0,0,0,0,0,1,100,100,25,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,,1,0
-8.20813963544e+18,42125110,0,0,1,0,0,0,0,1,0,0,2410,100,45,1,1,.2857143,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,-120.96698,0,
-2.30731303694e+18,78133712,0,0,0,0,1,0,0,0,1,0,1040,100,46,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,,1,0
-5.56938564202e+18,78134126,0,0,0,1,0,0,0,0,1,0,1060,80,19,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,,1,1
-7.86715958217e+18,80117073,0,0,0,1,0,0,0,0,0,1,800,100,49,1,2,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,-26.598385,0,
2.78402064595e+17,3594333,0,0,1,0,0,1,0,0,0,0,1060,100,41,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,-32.82708,0,
6.66065113301e+18,10463492,0,0,0,0,0,0,0,0,0,0,1170,100,25,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,-7.3378878,0,
6.85837455271e+18,5514416,0,0,0,1,0,0,1,0,0,0,770,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-131.4111,0,
7.27300190818e+18,10463313,0,1,0,0,0,0,0,0,0,0,3950,100,33,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,,1,0
-1.51177120668e+18,5521299,0,0,0,0,1,0,1,0,0,0,1780,100,65,1,1,.14285715,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,-287.77014,0,
-5.64679036529e+18,10462946,0,0,1,0,0,0,0,0,0,0,740,100,21,1,1,.42857143,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,,1,0
1.06778360729e+18,78131730,0,0,0,0,0,0,0,0,1,0,2060,100,39,1,2,.42857143,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,,1,0
1.86979971592e+18,80118329,0,0,0,0,1,0,0,0,0,1,6420,60,48,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-474.71021,0,
-1.29399223400e+18,42123849,0,0,0,1,0,0,0,1,0,0,770,100,38,1,1,.42857143,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,-78.838127,0,
-8.52644270811e+18,78134221,1,0,0,0,0,0,0,0,1,0,80,100,46,2,2,.42857143,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,,1,1
-2.37600376265e+18,80117548,0,1,0,0,0,0,0,0,0,1,2630,100,32,1,1,.2857143,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,-54.293674,0,
-5.17041328660e+18,3595400,0,0,1,0,0,1,0,0,0,0,490,90,41,2,2,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-71.646942,0,
-6.44030885492e+18,78136230,0,0,1,0,0,0,0,0,1,0,630,90,20,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,-40.340168,0,
-1.74951621921e+18,78136146,0,0,1,0,0,0,0,0,1,0,1950,40,21,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,-63.946148,0,
-7.41179946014e+18,78136082,1,0,0,0,0,0,0,0,1,0,3870,100,58,3,2,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,-135.42862,0,
8.73986392211e+18,80115947,0,0,1,0,0,0,0,0,0,1,2300,100,54,1,1,.14285715,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,,1,0
4.27086641899e+18,78136329,0,1,0,0,0,0,0,0,1,0,560,70,18,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,,1,0
7.63128029101e+18,80118579,0,1,0,0,0,0,0,0,0,1,1060,100,62,4,3,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,18.02457,0,
2.97188152436e+18,42124260,0,0,0,0,1,0,0,1,0,0,830,90,53,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,-68.369522,0,
-7.02996763928e+18,80117722,1,0,0,0,0,0,0,0,0,1,1550,80,43,1,2,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,-58.721622,0,
-2.70207908303e+18,10462520,0,0,0,0,1,0,0,0,0,0,1500,100,43,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,-104.28818,0,
3.92155132411e+18,42125387,0,1,0,0,0,0,0,1,0,0,840,100,32,2,2,.2857143,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,-103.12753,0,
-3.26168246943e+18,80116859,0,0,1,0,0,0,0,0,0,1,250,50,22,1,1,.14285715,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,-43.278866,0,
-5.46102263995e+18,80119369,0,0,0,1,0,0,0,0,0,1,1100,100,52,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,,1,0
5.39646523084e+17,78136285,1,0,0,0,0,0,0,0,1,0,4220,100,59,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,,1,0
-6.90243175834e+18,3594404,0,0,0,0,0,1,0,0,0,0,5090,100,56,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,,1,0
2.00997112780e+17,80115935,0,1,0,0,0,0,0,0,0,1,990,100,50,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,-19.949789,0,
-9.01810222760e+18,80117884,0,0,0,0,0,0,0,0,0,1,610,100,42,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,.13947055,0,
3.84396508775e+18,80116899,0,0,0,1,0,0,0,0,0,1,7140,100,43,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,,1,0
-3.63362979978e+18,80117689,0,0,0,0,0,0,0,0,0,1,3720,100,39,1,1,.5714286,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,,1,0
-1.00035737795e+18,80115989,1,0,0,0,0,0,0,0,0,1,230,100,36,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,-.37499318,0,
-5.08280001107e+18,3591715,0,0,0,1,0,1,0,0,0,0,840,75,74,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,-122.64114,0,
-8.09142248197e+18,3591978,1,0,0,0,0,1,0,0,0,0,2130,20,58,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,,1,1
3.16667346553e+18,5521213,0,1,0,0,0,0,1,0,0,0,2480,50,20,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,,1,0
-5.50603819969e+18,80116893,0,0,0,1,0,0,0,0,0,1,1070,100,30,1,1,.14285715,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,,1,0
-8.21801480267e+18,78133137,0,0,0,1,0,0,0,0,1,0,1060,100,28,2,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,-105.28285,0,
-2.36019718546e+18,78134233,1,0,0,0,0,0,0,0,1,0,5440,100,60,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,,1,1
-4.40402621312e+18,10462422,0,0,1,0,0,0,0,0,0,0,3500,100,77,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,-61.989475,0,
4.59669470106e+18,5514153,0,0,0,0,1,0,1,0,0,0,470,80,31,1,2,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,-147.58351,0,
-4.86116538401e+18,78136328,0,1,0,0,0,0,0,0,1,0,2230,100,41,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,,1,0
2.16449917917e+18,5523032,0,0,1,0,0,0,1,0,0,0,2120,50,31,1,1,.2857143,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,-168.79863,0,
-2.92531447467e+18,42125789,0,0,0,0,1,0,0,1,0,0,2370,100,55,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,-115.08305,0,
3.17822816612e+18,3594508,0,0,0,0,0,1,0,0,0,0,680,100,55,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-62.61293,0,
8.45173208950e+18,80117349,1,0,0,0,0,0,0,0,0,1,800,100,68,1,1,.42857143,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,-113.86671,0,
-9.00563117851e+17,5524162,0,0,0,0,0,0,1,0,0,0,1720,100,62,1,1,.14285715,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,,1,1
2.34966852607e+18,42123881,0,0,0,0,1,0,0,1,0,0,460,100,28,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,-67.811516,0,
-8.20745823235e+18,80116849,0,0,1,0,0,0,0,0,0,1,3440,100,39,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,47.94828,0,
6.85837455271e+18,5514409,0,0,0,1,0,0,1,0,0,0,3580,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-141.62154,0,
6.85837455271e+18,5514412,0,0,0,1,0,0,1,0,0,0,1460,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-165.62978,0,
6.85837455271e+18,5514408,0,0,0,1,0,0,1,0,0,0,3650,80,35,1,1,.42857143,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-176.82701,0,
6.23871275462e+18,78132722,0,0,0,0,0,0,0,0,1,0,950,70,30,1,1,.42857143,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,,1,0
8.75979355709e+18,78133869,0,0,1,0,0,0,0,0,1,0,1460,90,28,1,2,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,-63.472359,0,
6.68698196881e+18,10462951,0,1,0,0,0,0,0,0,0,0,430,100,45,1,1,.2857143,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,-35.456425,0,
6.09355548851e+17,42122480,1,0,0,0,0,0,0,1,0,0,770,80,44,1,1,.5,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,,1,0
-1.74951621921e+18,78136142,0,0,1,0,0,0,0,0,1,0,2700,40,21,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,18.250063,0,
-5.56062306618e+18,80118595,0,1,0,0,0,0,0,0,0,1,4510,90,84,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,-95.350807,0,
-1.54579635435e+18,3592384,0,0,1,0,0,1,0,0,0,0,1380,80,64,1,1,.14285715,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-154.07758,0,
1.86506172381e+18,80117064,0,0,0,1,0,0,0,0,0,1,2000,90,30,1,1,.2857143,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,-161.36613,0,
-8.93172895562e+18,78134579,0,0,0,0,0,0,0,0,1,0,510,100,45,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,,1,1
6.58342781200e+18,78134206,0,0,0,0,0,0,0,0,1,0,1180,100,46,1,2,.2857143,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,-132.99277,0,
-3.45665466270e+18,78133954,0,0,0,0,1,0,0,0,1,0,3630,90,50,1,1,.14285715,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-219.22108,0,
5.94695689716e+18,5514111,0,0,0,1,0,0,1,0,0,0,950,50,67,1,1,.85714287,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,-154.09579,0,
-1.17360278887e+18,80115928,0,0,1,0,0,0,0,0,0,1,850,100,49,1,3,.14285715,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,-96.968872,0,
6.37289680449e+18,78133848,0,1,0,0,0,0,0,0,1,0,1240,100,32,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,14.071135,0,
-6.28292062455e+18,42123860,0,0,0,1,0,0,0,1,0,0,100,50,52,1,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,-27.077999,0,
-3.30069787948e+17,3592143,0,0,1,0,0,1,0,0,0,0,1290,70,24,1,2,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,-84.387527,0,
6.30901222220e+18,78132906,0,0,0,0,1,0,0,0,1,0,1770,90,60,1,1,.14285715,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,-140.342,0,
2.76201406380e+18,10463783,0,0,0,0,1,0,0,0,0,0,1240,100,37,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,,1,1
8.33380830273e+17,10463967,1,0,0,0,0,0,0,0,0,0,480,100,25,2,2,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,-34.446602,0,
-8.71304440962e+18,3586635,0,0,1,0,0,1,0,0,0,0,770,100,56,1,2,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,-121.17155,0,
2.80796760152e+18,80115965,0,1,0,0,0,0,0,0,0,1,1940,50,35,1,1,.2857143,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,-51.62075,0,
7.78106986209e+17,80117019,0,1,0,0,0,0,0,0,0,1,510,80,44,1,2,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,-.35528249,0,
-8.20813963544e+18,42125109,0,0,1,0,0,0,0,1,0,0,1420,100,45,1,1,.2857143,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,-129.18365,0,
4.15943475559e+18,10462814,1,0,0,0,0,0,0,0,0,0,3000,100,26,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,,1,0
8.22921165625e+18,78136190,1,0,0,0,0,0,0,0,1,0,1420,100,32,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,-56.545124,0,
-1.91654462738e+18,3594340,0,0,1,0,0,1,0,0,0,0,2000,100,45,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,-73.805031,0,
4.97290824846e+18,3592055,1,0,0,0,0,1,0,0,0,0,2930,90,40,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,,1,1
5.85150697577e+18,42124997,1,0,0,0,0,0,0,1,0,0,880,100,21,1,1,.2857143,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,-67.365341,0,
8.22163839961e+17,80116794,1,0,0,0,0,0,0,0,0,1,1970,100,45,1,4,.85714287,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,-204.73666,0,
-3.76776829221e+18,10462543,1,0,0,0,0,0,0,0,0,0,1750,100,43,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,-69.307129,0,
-3.28943546999e+18,80117965,0,0,1,0,0,0,0,0,0,1,1000,100,53,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,,1,0
-1.74951621921e+18,78136147,0,0,1,0,0,0,0,0,1,0,7150,40,21,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,-346.48944,0,
-8.80112004998e+18,78134335,0,0,0,1,0,0,0,0,1,0,1280,90,37,1,1,.2857143,0,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,-130.29039,0,
-6.73348402701e+18,78133629,0,1,0,0,0,0,0,0,1,0,1280,100,32,1,1,.2857143,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,,1,0
-5.47927472407e+18,78133893,0,0,0,1,0,0,0,0,1,0,840,100,51,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,,1,0
-7.46889877976e+18,10463420,0,1,0,0,0,0,0,0,0,0,660,100,28,1,1,.14285715,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,-77.844666,0,
-7.66859716447e+18,10463784,0,0,0,0,1,0,0,0,0,0,1060,70,27,1,2,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,,1,1
-6.16691360526e+16,3592161,0,0,1,0,0,1,0,0,0,0,4020,100,64,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,-175.48447,0,
-4.29255857289e+18,80117890,0,0,0,0,0,0,0,0,0,1,1650,20,27,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-76.84539,0,
-4.02273180776e+18,42125411,0,0,1,0,0,0,0,1,0,0,730,80,22,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,-40.068069,0,
4.76972562219e+18,80117826,0,0,0,1,0,0,0,0,0,1,800,100,58,1,1,.42857143,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,-97.652252,0,
-8.62495702462e+18,10463192,0,1,0,0,0,0,0,0,0,0,2090,100,60,1,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,,1,0
-6.44941144211e+18,10463980,0,0,1,0,0,0,0,0,0,0,8180,100,35,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,-370.4433,0,
2.55418320407e+18,3594332,0,0,1,0,0,1,0,0,0,0,180,100,31,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,-29.696003,0,
5.35504838085e+18,3594052,0,0,1,0,0,1,0,0,0,0,4940,90,63,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,-255.97115,0,
2.24428968496e+18,78133915,0,0,0,1,0,0,0,0,1,0,440,90,30,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,,1,1
-1.54579635435e+18,3592381,0,0,1,0,0,1,0,0,0,0,1120,80,64,1,1,.14285715,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-135.79959,0,
7.78106986209e+17,80117802,0,0,1,0,0,0,0,0,0,1,350,90,44,2,2,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,-98.101471,0,
-2.49946501145e+18,3592036,1,0,0,0,0,1,0,0,0,0,1380,100,38,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,,1,1
2.10089262969e+18,80118391,1,0,0,0,0,0,0,0,0,1,2030,60,58,1,1,.5714286,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,-178.67125,0,
-4.29702657548e+18,80116793,1,0,0,0,0,0,0,0,0,1,850,100,42,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-14.091019,0,
-8.72718870260e+18,3595417,0,0,1,0,0,1,0,0,0,0,3290,100,37,1,1,.2857143,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,-23.613802,0,
8.27897393110e+18,42125626,0,0,0,0,1,0,0,1,0,0,960,60,57,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,-108.34771,0,
-1.64161368401e+18,10463062,0,0,1,0,0,0,0,0,0,0,1860,100,58,4,4,.14285715,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,-125.94672,0,
9.05510873287e+18,10463080,0,0,0,1,0,0,0,0,0,0,1680,100,37,2,3,.14285715,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,-36.072285,0,
2.07769400773e+18,78133836,0,1,0,0,0,0,0,0,1,0,1100,50,51,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,40.659229,0,
-6.85597651912e+18,10463312,0,1,0,0,0,0,0,0,0,0,230,100,34,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,0
-1.33643808259e+18,78134067,0,1,0,0,0,0,0,0,1,0,2080,100,36,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,-11.590888,0,
5.47700533795e+18,80117100,0,0,0,0,1,0,0,0,0,1,1600,100,52,2,3,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,,1,0
-4.56991146646e+18,5522725,0,0,0,1,0,0,1,0,0,0,1400,100,38,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,-97.566925,0,
-6.77922675783e+18,42125176,0,0,0,0,0,0,0,1,0,0,100,100,27,1,1,.14285715,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,-56.054096,0,
-7.63785527751e+18,80117687,0,0,0,0,0,0,0,0,0,1,1120,100,39,1,1,.5714286,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,,1,0
5.10809998792e+18,78133274,0,1,0,0,0,0,0,0,1,0,570,100,32,1,1,.2857143,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,,1,0
-7.79478748521e+18,42125369,0,1,0,0,0,0,0,1,0,0,4410,90,44,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,-24.803137,0,
-3.81738346669e+18,42125960,1,0,0,0,0,0,0,1,0,0,780,100,54,2,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,-85.59951,0,
-1.01103720607e+18,80118529,1,0,0,0,0,0,0,0,0,1,1720,100,20,1,2,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,,1,0
9.03249293620e+18,80117242,0,0,0,1,0,0,0,0,0,1,660,100,37,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-30.076513,0,
6.25657051235e+18,3594032,0,1,0,0,0,1,0,0,0,0,1030,100,38,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,11.755117,0,
5.18208363501e+18,78134584,0,0,0,0,0,0,0,0,1,0,770,100,33,2,2,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,,1,0
-8.29721636916e+18,78134609,1,0,0,0,0,0,0,0,1,0,3010,75,42,1,1,.2857143,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,,1,0
-4.38381265267e+18,42124320,1,0,0,0,0,0,0,1,0,0,530,100,52,1,1,.2857143,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,,1,1
-9.82318826788e+17,3595215,1,0,0,0,0,1,0,0,0,0,9280,100,32,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,-730.49261,0,
-6.20920543129e+18,80117200,0,0,1,0,0,0,0,0,0,1,2090,100,58,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,-198.12514,0,
-6.42472980751e+18,3591858,0,1,0,0,0,1,0,0,0,0,300,80,56,1,1,.85714287,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,-54.567921,0,
5.77427621028e+17,80116973,1,0,0,0,0,0,0,0,0,1,5230,100,76,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,-376.96182,0,
3.97347848356e+18,10463317,0,1,0,0,0,0,0,0,0,0,5840,70,35,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,,1,1
-4.96572786726e+18,78133831,0,1,0,0,0,0,0,0,1,0,580,90,36,1,1,.85714287,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,-84.790871,0,
-2.37600376265e+18,80117549,0,1,0,0,0,0,0,0,0,1,260,100,32,1,1,.2857143,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,-34.186466,0,
-3.92966953717e+18,78134422,1,0,0,0,0,0,0,0,1,0,1740,100,25,1,2,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,26.992611,0,
8.79300709364e+18,3594082,0,0,0,1,0,1,0,0,0,0,1060,100,55,1,1,.14285715,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,-116.87907,0,
-2.01441741069e+18,3595313,0,0,0,0,0,1,0,0,0,0,1400,100,58,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,,1,0
-6.32663813733e+18,10463772,0,0,0,0,1,0,0,0,0,0,7180,100,45,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,,1,1
-7.23036903523e+18,10463526,0,0,0,1,0,0,0,0,0,0,1020,100,40,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,,1,0
-3.75667110960e+18,80117491,0,0,0,0,1,0,0,0,0,1,1840,100,37,1,2,.14285715,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,-106.50835,0,
7.95063818840e+18,80117029,0,1,0,0,0,0,0,0,0,1,3070,100,35,1,1,.42857143,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,-51.107361,0,
-5.66996283383e+18,80118926,0,0,1,0,0,0,0,0,0,1,3270,100,52,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,1,1
7.28017761161e+18,3594072,0,0,0,1,0,1,0,0,0,0,1680,100,48,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,-47.667416,0,
7.42913743616e+18,10462487,0,0,0,0,1,0,0,0,0,0,5230,100,37,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,-340.69745,0,
2.58604417457e+18,42125784,0,0,0,0,1,0,0,1,0,0,1540,100,30,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,-121.59965,0,
5.93098929160e+18,42123540,1,0,0,0,0,0,0,1,0,0,1660,100,70,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,,1,1
-3.22133578972e+18,3595248,0,0,1,0,0,1,0,0,0,0,370,80,48,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,-57.980244,0,
5.68825493867e+18,3591910,0,0,0,1,0,1,0,0,0,0,3100,90,37,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,-61.029839,0,
7.42398516645e+18,5522589,0,0,0,1,0,0,1,0,0,0,1840,100,18,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,-100.43259,0,
4.48968201553e+18,3592282,0,0,0,0,0,1,0,0,0,0,510,100,50,1,1,.14285715,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,,1,1
3.28621394266e+18,80119119,0,0,0,0,1,0,0,0,0,1,1600,100,64,3,3,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,-136.30872,0,
2.57693130894e+17,78136163,0,0,0,1,0,0,0,0,1,0,2120,100,52,2,2,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,-50.444866,0,
3.98128806574e+18,3595394,0,0,1,0,0,1,0,0,0,0,840,50,30,1,1,.85714287,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,-117.86691,0,
-7.80664764933e+17,5521214,0,1,0,0,0,0,1,0,0,0,2920,100,63,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,,1,1
