nombrepignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,masqueprepa,estresado_seguido,oc,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,tau_hat_oobpredictions,insample,pago_frec_vol_promise
5.42415606844e+18,78135044,0,1,0,0,0,0,0,0,1,0,1350,100,34,3,2,.71428573,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,0,-194.1577,0,
8.27897393110e+18,42125627,0,0,0,0,1,0,0,1,0,0,950,60,57,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,-135.1111,0,
-1.01412851196e+18,42124882,0,0,0,0,1,0,0,1,0,0,1130,80,55,1,1,.5714286,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,-126.68887,0,
6.09355548851e+17,42122479,1,0,0,0,0,0,0,1,0,0,880,80,44,1,1,.5,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,,1,0
9.20933022173e+18,10463997,0,0,0,1,0,0,0,0,0,0,2340,100,35,5,3,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,-.67363429,0,
-7.05447274978e+18,80119058,0,1,0,0,0,0,0,0,0,1,1420,100,27,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,,1,0
-3.63362979978e+18,80118010,0,0,0,0,0,0,0,0,0,1,12270,100,39,1,1,.5714286,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,,1,0
-3.63362979978e+18,80118008,0,0,0,0,0,0,0,0,0,1,4560,100,39,1,1,.5714286,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,,1,0
-2.70598192475e+18,42126018,0,0,0,1,0,0,0,1,0,0,990,100,31,1,1,.71428573,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,-108.55257,0,
-4.31445730763e+18,78132517,0,0,0,0,0,0,0,0,1,0,4380,90,48,1,2,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,1,0
8.84772845219e+18,3586618,0,0,1,0,0,1,0,0,0,0,1010,100,42,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,-45.03891,0,
-4.19224308006e+18,3592009,1,0,0,0,0,1,0,0,0,0,1900,100,62,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,,1,1
-3.32390477992e+18,80118486,0,0,0,1,0,0,0,0,0,1,1280,100,26,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,,1,0
-4.26571651483e+18,10463013,0,0,0,1,0,0,0,0,0,0,990,50,38,1,1,.14285715,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,,1,1
5.94695689716e+18,5514104,0,0,0,1,0,0,1,0,0,0,550,50,67,1,1,.85714287,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,-129.35165,0,
-5.11099032974e+18,42125590,0,1,0,0,0,0,0,1,0,0,1500,100,48,1,1,.14285715,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,-101.11733,0,
3.98592205266e+18,78133868,0,0,1,0,0,0,0,0,1,0,2810,100,65,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,-48.906059,0,
-7.32666810301e+18,10463215,0,0,0,1,0,0,0,0,0,0,1830,100,63,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,-126.05691,0,
2.25316519631e+18,80118322,0,0,0,0,1,0,0,0,0,1,2670,100,42,1,2,.14285715,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,-158.13646,0,
7.74009597810e+18,78134423,1,0,0,0,0,0,0,0,1,0,730,100,34,1,1,.14285715,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,-25.699516,0,
-7.63075982869e+18,3591884,0,0,1,0,0,1,0,0,0,0,1000,90,30,1,1,.14285715,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,-72.179482,0,
5.04486608256e+18,80118440,0,1,0,0,0,0,0,0,0,1,1140,40,26,1,2,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,-32.598251,0,
4.52453611420e+18,10463484,0,0,0,0,1,0,0,0,0,0,580,90,47,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,-91.62188,0,
8.45041778844e+18,80117547,0,1,0,0,0,0,0,0,0,1,3100,100,70,2,2,.42857143,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,-145.96382,0,
-2.85895886814e+18,5514240,0,0,1,0,0,0,1,0,0,0,4560,100,30,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,-144.31419,0,
6.26857089490e+18,42125876,0,0,1,0,0,0,0,1,0,0,4090,100,72,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-48.874249,0,
-8.59127980693e+17,80117198,0,0,1,0,0,0,0,0,0,1,150,100,69,1,1,.14285715,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-102.78548,0,
5.09292297390e+18,78133692,0,0,0,1,0,0,0,0,1,0,3900,100,40,1,1,.14285715,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,-191.47589,0,
6.18663524900e+18,3590979,1,0,0,0,0,1,0,0,0,0,1640,100,40,1,1,.14285715,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,,1,0
-6.55453977466e+18,5521225,0,1,0,0,0,0,1,0,0,0,1080,100,30,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,,1,0
2.02124374269e+18,5522907,0,0,0,1,0,0,1,0,0,0,2080,100,34,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,-30.130161,0,
6.52214932347e+18,10463480,0,0,0,0,1,0,0,0,0,0,510,90,18,1,1,.2857143,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,-138.74144,0,
-3.30069787948e+17,3592145,0,0,1,0,0,1,0,0,0,0,2260,70,24,1,2,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,-41.71743,0,
1.86822043673e+18,3592137,0,0,1,0,0,1,0,0,0,0,1350,20,45,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,-116.28874,0,
-8.32936764946e+18,80118493,0,0,0,1,0,0,0,0,0,1,880,100,43,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,,1,0
