NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,OC,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,fee,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-6.2205893082800005e+018,3591779,1,0,0,0,0,0,1,0,0,0,0,0,1190,100,50,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1515.5232,504.38983505565716,5845.3039329898575,0.9064897903632252
-620920543129e7,80117200,0,0,1,0,0,0,0,0,0,0,1,0,2090,100,58,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,3710.21,743.1274764862941,4402.9227761613165,0.909739998928143
-615209653335e7,10463126,0,0,0,0,0,1,0,0,0,0,0,1,2370,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,2974.5825,856.7486003613799,5615.768605423991,0.9342239984223524
-6.1192957294799995e+018,3592122,0,0,1,0,0,0,1,0,0,0,0,0,730,100,44,1,1,0.14285715,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1042.8572,448.16580241052696,4900.693041420972,0.9151843875980636
-611094419655e7,80118348,0,0,0,0,1,0,0,0,0,0,1,0,1390,100,61,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1985.7142,527.405323857851,2618.448575275828,0.9057043609671468
-610433838417e7,3595246,0,0,1,0,0,0,1,0,0,0,0,0,950,100,58,1,1,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1026.3324,474.9671725554314,3211.1199716953006,0.8956579162430564
-609952323344e7,78133884,0,0,1,0,0,0,0,0,0,1,0,0,7110,100,37,1,1,0.14285715,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,7928.5234,1537.0757916322768,110719.35614073614,0.8986670117314779
-602647405593e7,5522719,0,0,0,1,0,0,0,1,0,0,0,0,1860,50,58,1,1,0.5714286,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,2882.3323,597.4410717963493,2813.1132032243936,0.9326272624855095
-602647405593e7,5522718,0,0,0,1,0,0,0,1,0,0,0,0,3180,50,58,1,1,0.5714286,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,5784.9409,1269.4046830719349,33559.42329175907,0.9307332822663011
-601386960982e7,78132699,0,0,0,0,1,0,0,0,0,1,0,0,2230,100,22,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,3288.0901,797.3446462432607,9422.87312654626,0.8871910437419577
-600334385405e7,3595230,1,0,0,0,0,0,1,0,0,0,0,0,4750,100,30,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,6785.7144,1516.2283482270886,75349.54627456426,0.9031143463464363
-600058145008e7,5522761,0,0,0,0,0,1,0,1,0,0,0,0,880,100,39,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1257.1428,463.9048294377492,4529.75570748681,0.9088139997862211
-594994010584e7,42123893,0,0,0,0,1,0,0,0,1,0,0,0,1940,100,36,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,2771.4285,649.2474109056894,2583.55768945195,0.8742531615876119
-594989437629e7,5524249,0,1,0,0,0,0,0,1,0,0,0,0,230,90,31,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,328.57144,365.9183917888932,2184.5832611850383,0.8914133010963996
-593745990963e7,42124953,1,0,0,0,0,0,0,0,1,0,0,0,4450,100,41,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,6357.1431,1473.366955660033,81941.16179355222,0.852489187011245
-592654701299e7,42124949,1,0,0,0,0,0,0,0,1,0,0,0,1110,100,57,1,1,0.14285715,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,2183.6968,470.8272215299413,2036.2673983804361,0.8569450936150755
-5.9117442481999995e+018,42123660,0,0,0,1,0,0,0,0,1,0,0,0,70,100,43,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,78.058647,396.09376749343573,4475.812629904359,0.9060089511645129
-5.9070515181199995e+018,5522708,0,0,1,0,0,0,0,1,0,0,0,0,1610,50,40,1,1,0.42857143,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,2300,552.6812497488812,3581.590642040656,0.8837484520661874
-590470869034e7,78132475,0,0,0,0,1,0,0,0,0,1,0,0,760,100,42,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1845.0566,422.22427294847967,2095.4516980437547,0.885795871766658
-590280379543e7,80117788,0,0,1,0,0,0,0,0,0,0,1,0,1970,100,47,1,1,0.2857143,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2814.2856,670.8039466396737,3567.504752610893,0.888994822722288
-5.7970111132400005e+018,10463213,0,0,1,0,0,0,0,0,0,0,0,1,550,100,50,1,1,0.2857143,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,653.76849,410.3399484220132,3229.322729840746,0.8923160360048011
-567839515525e7,80117320,0,0,0,0,0,1,0,0,0,0,1,0,790,100,29,1,2,0.85714287,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1281.0219,453.7000630323276,4372.722051580808,0.9220683783278486
-566752092613e7,80117067,0,0,0,1,0,0,0,0,0,0,1,0,1400,100,39,1,1,0.14285715,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1788.6489,496.9964084799196,2821.208968026653,0.9114871084526828
-562313299875e7,5514154,0,0,0,0,1,0,0,1,0,0,0,0,1340,50,27,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1914.2858,496.77034027884054,5154.509370332585,0.9120646173646839
-56217870111e8,3595833,0,0,0,1,0,0,1,0,0,0,0,0,2820,100,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,4028.5715,1126.4226275508638,30250.957159296206,0.9206403814837548
-556062306618e7,80118595,0,1,0,0,0,0,0,0,0,0,1,0,4510,90,84,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,5423.3105,1488.2239361483362,91551.27831156617,0.8553670877608518
-555878977304e7,42124872,0,0,0,0,1,0,0,0,1,0,0,0,1320,100,23,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1702.4229,515.2321517543927,7162.099479210421,0.9187449160457787
-5.5072841478000005e+018,10462922,0,1,0,0,0,0,0,0,0,0,0,1,710,100,29,1,2,0.14285715,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,911.1369,436.0132138855808,7656.447507458088,0.8990011024165904
-548451081742e7,10463070,0,0,1,0,0,0,0,0,0,0,0,1,690,100,50,1,2,0.85714287,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1674.9008,440.1900639930665,2018.069994252228,0.8651481669542327
-546769423033e7,5520255,0,0,0,1,0,0,0,1,0,0,0,0,1530,50,25,1,1,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1963.2401,534.8409025609517,2732.7642292659652,0.8912150262748946
-54246850551e8,5520145,0,0,0,0,1,0,0,1,0,0,0,0,660,100,55,1,1,0.14285715,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1077.1843,433.0674756663306,4426.774268975724,0.8957954597658143
-5.4031069023600005e+018,78134330,0,0,0,1,0,0,0,0,0,1,0,0,2340,100,39,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,3342.8572,832.9226668683744,5043.28354400077,0.9120981413997602
-538735322894e7,5522905,0,0,0,1,0,0,0,1,0,0,0,0,380,100,27,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,542.85712,359.4451217387566,2849.8550805190166,0.9122584890620058
-537600856794e7,42124728,0,0,0,1,0,0,0,0,1,0,0,0,1530,100,45,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,2185.7144,525.1670953887416,3889.5990744304904,0.8870138649656815
-537600856794e7,42124729,0,0,0,1,0,0,0,0,1,0,0,0,1320,100,45,1,4,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1885.7142,502.637504198137,1417.5653704059814,0.8932420424797184
-534645437483e7,3594236,0,0,0,1,0,0,1,0,0,0,0,0,1760,100,45,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,2239.5967,562.8232317443039,4430.286915471248,0.8972589600793031
-533846407687e7,78134348,0,0,0,1,0,0,0,0,0,1,0,0,860,100,31,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1228.5714,438.48309867271814,5329.209828034821,0.8998233582714038
-5335305304e9,10463963,1,0,0,0,0,0,0,0,0,0,0,1,1600,50,25,1,1,0.14285715,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,2075.7847,542.6747628962929,3913.708285253159,0.9088074766809521
-52692462268e8,5514395,0,0,0,1,0,0,0,1,0,0,0,0,950,100,46,1,1,0.2857143,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1220.3243,463.27724430545186,2393.9564664463674,0.87853635924838
-518933869966e7,10463542,0,0,0,0,0,1,0,0,0,0,0,1,570,90,30,1,1,0.14285715,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,814.28571,400.17306600009647,2047.4539669541377,0.9103201881451883
-518800672722e7,5523075,0,0,0,0,0,1,0,1,0,0,0,0,4430,100,59,1,1,0.14285715,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,5642.7109,1477.9538377454644,50552.39520984521,0.8983676385584407
-518030477304e7,78134435,1,0,0,0,0,0,0,0,0,1,0,0,2010,75,18,1,1,0.14285715,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,2572.8035,705.4982447069219,6560.073568750542,0.9380899117256333
-517356731233e7,78133208,0,0,0,0,0,1,0,0,0,1,0,0,2080,100,60,1,3,0.2857143,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,5058.9453,714.4837557579999,12201.444791291575,0.911605574859357
-509855637711e7,42125795,0,0,0,0,1,0,0,0,1,0,0,0,1360,90,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1942.8572,491.29957436186635,2681.8630672242884,0.8727685978341373
-509855637711e7,42125796,0,0,0,0,1,0,0,0,1,0,0,0,1560,90,29,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,2228.5715,533.8221270341198,5333.3418891046285,0.875768562257013
-508280001107e7,3591715,0,0,0,1,0,0,1,0,0,0,0,0,840,75,74,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1069.1919,466.18577682563074,6903.756802412187,0.9113295791432943
-50395388388e8,78132698,0,0,0,0,1,0,0,0,0,1,0,0,1950,100,26,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,2785.7144,678.3671434434794,10315.968709995237,0.9126102875319992
-5.0336365345999995e+018,78132888,0,0,0,1,0,0,0,0,0,1,0,0,720,100,23,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,918.04749,424.8266424701058,3918.8608085025794,0.9232546769876844
-497660457067e7,78134804,0,0,0,0,0,1,0,0,0,1,0,0,2165,100,32,1,1,0.2857143,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,2567.4097,792.9285013562213,6347.954081541749,0.8644430673711047
-497660457067e7,78134805,0,0,0,0,0,1,0,0,0,1,0,0,6780,100,32,1,1,0.2857143,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,8068.9888,1421.5984399718502,94662.64443713978,0.9239281055286857
-496572786726e7,78133831,0,1,0,0,0,0,0,0,0,1,0,0,580,90,36,1,1,0.85714287,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,828.57141,410.0647416912947,4087.81939163916,0.904408749940928
-494584490163e7,5522898,0,0,0,1,0,0,0,1,0,0,0,0,220,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,286.85056,380.10476447082857,2713.597442686929,0.9228741641548293
-494584490163e7,5522897,0,0,0,1,0,0,0,1,0,0,0,0,310,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,404.19125,394.6252675670379,1839.243531205972,0.9329386824773351
-494584490163e7,5522900,0,0,0,1,0,0,0,1,0,0,0,0,3310,100,36,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,4315.7285,1301.1012133777615,21122.843076634577,0.9311080305048111
-491032094542e7,3595254,0,0,1,0,0,0,1,0,0,0,0,0,4090,80,38,1,2,0.14285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,5204.519,1443.4705536458416,27619.644668058067,0.8720842595464567
-488700925957e7,5514242,0,0,0,1,0,0,0,1,0,0,0,0,500,100,21,1,1,0.2857143,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,546.58875,388.35271528422516,6746.072436805808,0.9203965522145997
-4.8847462384399995e+018,80118353,0,0,0,0,1,0,0,0,0,0,1,0,800,100,25,1,1,0.14285715,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1142.8572,427.75703880146966,9750.230178830594,0.9152953023580591
-486084752801e7,42122458,0,0,0,0,1,0,0,0,1,0,0,0,1100,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2675.1267,489.8299346193988,3391.4429802711575,0.911743340127173
-486084752801e7,42122456,0,0,0,0,1,0,0,0,1,0,0,0,1530,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3720.8696,529.9731554160096,4883.466048498592,0.91112513462156
-486084752801e7,42122460,0,0,0,0,1,0,0,0,1,0,0,0,910,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2213.064,456.082480089072,1960.720394404685,0.9215981905792905
-486084752801e7,42122459,0,0,0,0,1,0,0,0,1,0,0,0,1060,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2577.8533,488.86370002856586,4965.916414261449,0.914406405471555
-486084752801e7,42122457,0,0,0,0,1,0,0,0,1,0,0,0,1020,100,63,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2480.5796,484.5222893897215,2333.74135394125,0.9169383885188657
-48410495788e8,78132863,0,0,1,0,0,0,0,0,0,1,0,0,5400,100,60,1,3,0.14285715,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,8046.0659,1508.051403052304,72324.61265255489,0.8682403587839459
-4.8054574736399995e+018,80117166,0,1,0,0,0,0,0,0,0,0,1,0,5400,100,66,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,8263.6729,1529.3084426873636,120962.22603631632,0.8811501761399158
-479011972281e7,3594026,0,1,0,0,0,0,1,0,0,0,0,0,480,90,57,1,1,0.5714286,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,530.77972,382.03516495545324,6340.1133058981395,0.9089773692031765
-478468379414e7,10462872,0,0,0,0,1,0,0,0,0,0,0,1,4110,80,45,1,1,0.14285715,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,5394.8647,1405.1874061749731,60092.66621087286,0.8936250176550271
-47366448555e8,80119043,1,0,0,0,0,0,0,0,0,0,1,0,540,80,52,1,1,0.42857143,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,771.42859,401.2403789520246,3937.5035799940265,0.9112908772387024
-465995639776e7,10463198,0,0,1,0,0,0,0,0,0,0,0,1,2110,100,30,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,3783.3735,739.2896571281972,7502.366008367868,0.8942489525029077
-458947588216e7,3594349,0,0,1,0,0,0,1,0,0,0,0,0,2600,100,32,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,3389.9976,1058.4974391416679,12291.4159900733,0.8904693144283854
-4.5699114664600003e+018,5522725,0,0,0,1,0,0,0,1,0,0,0,0,1400,100,38,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1781.4968,506.7334356634943,3276.0745762594474,0.9106648530304252
-443422747343e7,42124708,0,0,0,1,0,0,0,0,1,0,0,0,1240,100,47,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1302.9283,487.99261562019547,3346.7646329215727,0.9192325684399872
-443296066576e7,80117309,0,0,0,0,0,1,0,0,0,0,1,0,4420,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,6314.2856,1462.296219563983,82505.58565775752,0.9032899103211599
-443296066576e7,80117307,0,0,0,0,0,1,0,0,0,0,1,0,1790,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,2557.1428,584.1652891955813,1202.8305983618538,0.9112007052040858
-443296066576e7,80117308,0,0,0,0,0,1,0,0,0,0,1,0,2040,100,59,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,2914.2856,702.3251386440595,2617.0055160191623,0.906000774325039
-443173682168e7,10463026,0,0,0,0,0,1,0,0,0,0,0,1,2480,100,45,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,3542.8572,973.363389625403,15886.082219517057,0.8816113970867444
-442119322515e7,78136234,0,0,1,0,0,0,0,0,0,1,0,0,750,100,27,1,1,0.2857143,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,754.57544,428.0791908903212,5475.399103257484,0.8886665090422315
-4.3509553445400003e+018,42123664,0,0,0,1,0,0,0,0,1,0,0,0,250,100,63,1,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,300.62567,406.321484372244,2249.6843947037023,0.8707238418068117
-430860749303e7,5520169,0,0,0,0,0,1,0,1,0,0,0,0,1750,100,50,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3108.105,552.7255297239374,5329.806327550347,0.8848962806199636
-430657570211e7,3594230,0,0,0,1,0,0,1,0,0,0,0,0,560,100,40,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,718.573,416.19836481632314,5786.511833531114,0.9127479804821528
-429702657548e7,80116793,1,0,0,0,0,0,0,0,0,0,1,0,850,100,42,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,971.08618,440.47649966450433,6050.938562124987,0.8670582944831511
-429255857289e7,80117890,0,0,0,0,0,1,0,0,0,0,1,0,1650,20,27,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2117.4941,538.2611885919194,5459.539495245669,0.9076818252604681
-4.2915713032199997e+018,3594131,0,0,0,0,0,1,1,0,0,0,0,0,130,80,60,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,165.60483,383.5239939978683,3218.5405655058066,0.8984648348947188
-428815757387e7,78133830,0,1,0,0,0,0,0,0,0,1,0,0,6020,100,22,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,8600,1503.5963074891924,90010.92565706243,0.884471582097862
-426742484181e7,3595256,0,0,1,0,0,0,1,0,0,0,0,0,1900,90,52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2413.0833,633.4940379332677,6271.079568087079,0.8498300371012337
-4.2672827648600003e+018,5514143,0,0,0,1,0,0,0,1,0,0,0,0,2720,100,52,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,4835.9312,1044.0926015696755,15460.581850137109,0.8834428699955008
-426024860087e7,42122472,0,0,0,0,1,0,0,0,1,0,0,0,3650,70,25,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,5214.2856,1325.5583571649267,58108.09488940334,0.8987251526587001
-4220593159e9,80118017,0,0,0,0,0,1,0,0,0,0,1,0,800,100,73,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1142.8572,472.103333009706,2132.1079446312524,0.8606563759369878
-4.2093291548999997e+018,10463446,0,0,1,0,0,0,0,0,0,0,0,1,1710,100,30,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,2198.8257,547.9646685389102,3898.78231662354,0.8946590313265262
-415163812903e7,80117218,0,0,1,0,0,0,0,0,0,0,1,0,740,90,41,1,1,0.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1071.6198,409.4490089065749,4406.080940047122,0.8429855952608136
-410143289929e7,78134412,1,0,0,0,0,0,0,0,0,1,0,0,840,100,39,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1200,454.47674775002906,1159.2973530586514,0.9040534583462517
-4.0932296203800003e+018,3591829,0,1,0,0,0,0,1,0,0,0,0,0,2430,100,60,1,1,0.85714287,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3086.2021,894.9972408192176,9428.025966461058,0.8904660942185553
-4.0932296203800003e+018,3591828,0,1,0,0,0,0,1,0,0,0,0,0,730,100,60,1,1,0.85714287,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,927.13293,439.2984696391657,6165.055392413091,0.9118721935616468
-402273180776e7,42125411,0,0,1,0,0,0,0,0,1,0,0,0,730,80,22,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1042.8572,468.2290655565559,1151.4215754997176,0.8926562859138614
-399695655852e7,78133844,0,1,0,0,0,0,0,0,0,1,0,0,1050,70,19,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1866.176,472.33652421231307,3490.720534283581,0.9187369043571993
-392966953717e7,78134422,1,0,0,0,0,0,0,0,0,1,0,0,1740,100,25,1,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2269.8372,567.3278560060496,1329.4895417306107,0.9062535516718787
-381513710552e7,3591791,1,0,0,0,0,0,1,0,0,0,0,0,2200,100,61,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,2802.5752,805.766067984434,11599.777810016543,0.859541565119255
-377101944047e7,80118580,0,1,0,0,0,0,0,0,0,0,1,0,8850,100,29,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,11378.564,1490.7457848808724,78496.87047287432,0.9075085363454206
-3.7640252282200003e+018,3595221,1,0,0,0,0,0,1,0,0,0,0,0,1170,100,46,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,1671.4286,483.1388593636532,2116.236174057098,0.8671335126248022
-373597343885e7,10463127,0,0,0,0,0,1,0,0,0,0,0,1,6320,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,15361.529,1530.4192250850977,156960.42910958861,0.9163686439733046
-373597343885e7,10463129,0,0,0,0,0,1,0,0,0,0,0,1,5180,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,12590.613,1526.1078841195845,83924.5051742855,0.9221383857335187
-373597343885e7,10463128,0,0,0,0,0,1,0,0,0,0,0,1,3580,100,31,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,8706.334,1325.8916777890147,33483.4103411159,0.926241123895484
-3.6544874671000003e+018,42123878,0,0,0,0,1,0,0,0,1,0,0,0,270,90,44,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,326.88593,374.5335041491371,3925.177108374374,0.8874059544135066
-362330808923e7,5514134,0,0,0,1,0,0,0,1,0,0,0,0,910,80,35,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1300,468.34589123393977,2350.697422719908,0.9282981504102344
-3.6056552199800003e+018,80119095,0,0,0,1,0,0,0,0,0,0,1,0,2390,100,62,2,3,0.2857143,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,3098.6257,879.9526028900983,23704.57704540926,0.9224468808741352
-3.5880392384199997e+018,80117066,0,0,0,1,0,0,0,0,0,0,1,0,550,100,35,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,697.17151,408.69618819688696,1728.2361513235026,0.9122085989304747
