NombrePignorante,prenda,suc_x_dia,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_4,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-919139368339e7,80118883,434,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.4939724035075288
-918983174523e7,10463572,525,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6435671288016468
-918733416171e7,78133242,299,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.1390748,-6.017993011293663e-4,2.845251292711248e-4,0.6243764184873511
-918733416171e7,78134840,341,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.9524611,-6.017993011293663e-4,2.845251292711248e-4,0.5500435355783584
-917722071823e7,5524248,110,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.2162979,-6.017993011293663e-4,2.845251292711248e-4,0.6069052443358691
-917719051673e7,78133232,299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5830903350603085
-916988485595e7,80116767,373,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.4750421,-6.017993011293663e-4,2.845251292711248e-4,0.5882792044675493
-916988485595e7,80117265,389,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1.9110745,-6.017993011293663e-4,2.845251292711248e-4,0.43261825995400427
-916546731528e7,3591934,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8870052,-6.017993011293663e-4,2.845251292711248e-4,0.7179371003131899
-916516169086e7,3595471,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8921523,-6.017993011293663e-4,2.845251292711248e-4,0.7034115261953051
-916287647658e7,80118452,418,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.8998877,-6.017993011293663e-4,2.845251292711248e-4,0.5025314911819501
-916242845313e7,80117937,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.1118376,-6.017993011293663e-4,2.845251292711248e-4,0.42354501883659423
-915634713117e7,78133121,296,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2630417,-6.017993011293663e-4,2.845251292711248e-4,0.6370082272053199
-914972513898e7,10463140,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545296,-6.017993011293663e-4,2.845251292711248e-4,0.40050160575660027
-914972513898e7,10463142,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545267,-6.017993011293663e-4,2.845251292711248e-4,0.40050160575660027
-914972513898e7,10463141,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545298,-6.017993011293663e-4,2.845251292711248e-4,0.40050160575660027
-914729183109e7,42124415,228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1287999,-6.017993011293663e-4,2.845251292711248e-4,0.47558797592457497
-914177455903e7,5522659,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.8998783,-6.017993011293663e-4,2.845251292711248e-4,0.5767889972526778
-913911686849e7,80118687,426,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.560416574840699
-913719072709e7,3591005,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1957333,-6.017993011293663e-4,2.845251292711248e-4,0.563045172985405
-9.1369247177200005e+018,78134822,341,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5906101167779746
-913320573381e7,3586602,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1365032,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-911886012368e7,5522811,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5648026260916682
-910910706359e7,78134713,337,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.6680821,-6.017993011293663e-4,2.845251292711248e-4,0.5999278720765758
-910889120573e7,3595873,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.48496902639244777
-910889120573e7,3595874,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.5383859,-6.017993011293663e-4,2.845251292711248e-4,0.48496902639244777
-910705168816e7,5522747,101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2936053,-6.017993011293663e-4,2.845251292711248e-4,0.6262890333768549
-9.0883933711600005e+018,42124511,199,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.6655134,-6.017993011293663e-4,2.845251292711248e-4,0.4418532385008821
-9.0883933711600005e+018,42124847,228,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5002161482416353
-9.0883933711600005e+018,42124914,234,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5505669931457684
-9.0883933711600005e+018,42125580,256,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6093709426764681
-9.0883933711600005e+018,42126055,261,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.500880179434964
-908821747816e7,80117247,389,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.2142136,-6.017993011293663e-4,2.845251292711248e-4,0.4689547675718782
-908383493402e7,42126016,252,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.350554,-6.017993011293663e-4,2.845251292711248e-4,0.41374176868572643
-908131838248e7,80118911,434,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5480337544653479
-907894248321e7,78132608,284,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9073522,-6.017993011293663e-4,2.845251292711248e-4,0.6051454479859628
-9.0749799942799995e+018,3595849,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.48496902639244777
-9.0749799942799995e+018,3595850,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.48496902639244777
-9.0749799942799995e+018,3595848,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.266788,-6.017993011293663e-4,2.845251292711248e-4,0.48496902639244777
-907261225358e7,3595411,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6521801673870489
-906700482945e7,80118783,430,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.236943,-6.017993011293663e-4,2.845251292711248e-4,0.4791929279424556
-9.0665660440399995e+018,5514273,101,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6262890333768549
-906608816771e7,5524509,110,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.2395151,-6.017993011293663e-4,2.845251292711248e-4,0.5615473561068896
-906209189113e7,78133514,303,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6333600023285497
-905294117521e7,80116809,375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.42005529968570937
-905294117521e7,80116808,375,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.42005529968570937
-904655897558e7,78133050,294,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.1802843,-6.017993011293663e-4,2.845251292711248e-4,0.5941200161837823
-902162038152e7,80117244,389,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.4689547675718782
-902056606811e7,42125102,234,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2008913,-6.017993011293663e-4,2.845251292711248e-4,0.4929105903531499
-9.0113190887600005e+018,5514183,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5767889972526778
-9.0113190887600005e+018,5514184,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2593274,-6.017993011293663e-4,2.845251292711248e-4,0.5767889972526778
-900900841802e7,3594496,20,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0360534,-6.017993011293663e-4,2.845251292711248e-4,0.5940253967387257
-90072415871e8,10463051,498,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.44803233288529726
-900651609038e7,10462052,465,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.0334795,-6.017993011293663e-4,2.845251292711248e-4,0.5710242851746388
-898926676097e7,3591006,16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.6706657,-6.017993011293663e-4,2.845251292711248e-4,0.5638157751354015
-898926676097e7,3595974,21,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.6655143,-6.017993011293663e-4,2.845251292711248e-4,0.6334651774783601
-898624982367e7,42123626,192,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4893348,-6.017993011293663e-4,2.845251292711248e-4,0.39095328954760816
-898624982367e7,42123627,192,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4661558,-6.017993011293663e-4,2.845251292711248e-4,0.39095328954760816
-897484405105e7,78134484,331,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.9035977,-6.017993011293663e-4,2.845251292711248e-4,0.6137428665287431
-897484405105e7,78134936,343,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,-1.2042549,-6.017993011293663e-4,2.845251292711248e-4,0.5023425023339609
-897006696037e7,3592101,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2240641,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-896805923566e7,10463539,495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.928514,-6.017993011293663e-4,2.845251292711248e-4,0.4876406825713066
-895213074623e7,5524576,114,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5749471534094626
-895213074623e7,5524577,114,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.3785768,-6.017993011293663e-4,2.845251292711248e-4,0.5749471534094626
-895025461256e7,42124383,225,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.1802807,-6.017993011293663e-4,2.845251292711248e-4,0.5567900565526547
-895025461256e7,42125463,249,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-1.1081724,-6.017993011293663e-4,2.845251292711248e-4,0.4901208609860826
-895025461256e7,42125462,249,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-1.2163372,-6.017993011293663e-4,2.845251292711248e-4,0.4901208609860826
-894720006497e7,5522667,98,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5898507990592636
-8.9454394518799995e+018,80117915,410,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.1545289,-6.017993011293663e-4,2.845251292711248e-4,0.31319542982110765
-894540556633e7,3594094,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6655142,-6.017993011293663e-4,2.845251292711248e-4,0.6182554240370209
-894540556633e7,3594093,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6655135,-6.017993011293663e-4,2.845251292711248e-4,0.6182554240370209
-894386853742e7,3594438,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.6680865,-6.017993011293663e-4,2.845251292711248e-4,0.6109745621808239
-894223235242e7,42126012,252,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2240653,-6.017993011293663e-4,2.845251292711248e-4,0.4374352317884727
-893330962448e7,3592324,16,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,-1.6781611,-6.017993011293663e-4,2.845251292711248e-4,0.5461085125147377
-89232231276e8,3595323,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2369437,-6.017993011293663e-4,2.845251292711248e-4,0.563045172985405
-8.9197058346800005e+018,42124846,228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2395248,-6.017993011293663e-4,2.845251292711248e-4,0.47558797592457497
-891742063315e7,80117934,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.42354501883659423
-889707774821e7,5521188,103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.0128787,-6.017993011293663e-4,2.845251292711248e-4,0.5648026260916682
-888833366808e7,78131756,288,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5381015969526483
-888833366808e7,78134929,343,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.525223255929479
-8.8835264495600005e+018,3586687,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5988981518054639
-888315713377e7,78133246,299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.473911,-6.017993011293663e-4,2.845251292711248e-4,0.5830903350603085
-886566873849e7,10462436,470,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.0849893,-6.017993011293663e-4,2.845251292711248e-4,0.26389060825310096
-885398201991e7,10463421,515,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5288982501230871
-884866452623e7,3592357,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9147466,-6.017993011293663e-4,2.845251292711248e-4,0.6109745621808239
-884752642594e7,3586669,14,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.8947381,-6.017993011293663e-4,2.845251292711248e-4,0.5411751129694057
-883785679387e7,78135180,360,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.2380638,-6.017993011293663e-4,2.845251292711248e-4,0.5057841981884666
-883785679387e7,78135179,360,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.23806,-6.017993011293663e-4,2.845251292711248e-4,0.5057841981884666
-883702491478e7,78134958,344,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2369418,-6.017993011293663e-4,2.845251292711248e-4,0.6411241649956675
-881923817403e7,78134815,341,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1004457,-6.017993011293663e-4,2.845251292711248e-4,0.6016649559004063
-881306428802e7,78133015,293,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.43874924058609793
-881306428802e7,78134951,344,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-1.0154524,-6.017993011293663e-4,2.845251292711248e-4,0.6335407776577425
-881239379329e7,80117111,385,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-1.4713125,-6.017993011293663e-4,2.845251292711248e-4,0.5059191028489659
-881239379329e7,80117361,392,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,-1.2395151,-6.017993011293663e-4,2.845251292711248e-4,0.3678228030946646
-881239379329e7,80117724,404,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,-1.2910297,-6.017993011293663e-4,2.845251292711248e-4,0.3672845571756133
-881239379329e7,80119564,461,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,-1.2343493,-6.017993011293663e-4,2.845251292711248e-4,0.6680846191139584
-880431184536e7,5524220,110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.5867365652008445
-88020288143e8,10463537,495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.1545286,-6.017993011293663e-4,2.845251292711248e-4,0.4876406825713066
-878266671665e7,80117473,396,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6413065214266807
-8.7820323257999995e+018,10462438,470,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.3510649,-6.017993011293663e-4,2.845251292711248e-4,0.26389060825310096
-878086420959e7,78134850,341,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4352474,-6.017993011293663e-4,2.845251292711248e-4,0.6016649559004063
-877932803427e7,80117948,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.42354501883659423
-877023075231e7,42123800,198,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.211659,-6.017993011293663e-4,2.845251292711248e-4,0.5267682407449336
-877023075231e7,42123799,198,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2152202,-6.017993011293663e-4,2.845251292711248e-4,0.5267682407449336
-876895022992e7,80119445,456,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.38833210851944944
-876633930991e7,42126589,275,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.7997178740059683
-875687689585e7,10463611,538,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.0875654,-6.017993011293663e-4,2.845251292711248e-4,0.578910146992954
-875687689585e7,10463610,538,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.1081698,-6.017993011293663e-4,2.845251292711248e-4,0.578910146992954
-875687689585e7,10463612,538,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.018029,-6.017993011293663e-4,2.845251292711248e-4,0.578910146992954
-875507827006e7,80118999,437,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1.2369421,-6.017993011293663e-4,2.845251292711248e-4,0.615587791993082
-8.7463116986800005e+018,80118694,426,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.2395091,-6.017993011293663e-4,2.845251292711248e-4,0.560416574840699
-874487746395e7,5514179,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.285754,-6.017993011293663e-4,2.845251292711248e-4,0.5767889972526778
-874320940314e7,10463200,505,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1.1236296,-6.017993011293663e-4,2.845251292711248e-4,0.5746376132734216
-874318616926e7,80116965,380,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1.1339221,-6.017993011293663e-4,2.845251292711248e-4,0.3592125161908744
-873593420271e7,5514542,110,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1580913,-6.017993011293663e-4,2.845251292711248e-4,0.5867365652008445
-873453271195e7,3586609,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.2593286,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-873453271195e7,3586606,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.9171205,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-873453271195e7,3586607,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.48597,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-873453271195e7,3586605,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4885437,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-873453271195e7,3586608,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.4859622,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-8.7271887025999995e+018,3595416,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8998829,-6.017993011293663e-4,2.845251292711248e-4,0.6521801673870489
-8.7271887025999995e+018,3595417,18,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8998815,-6.017993011293663e-4,2.845251292711248e-4,0.6521801673870489
-87267936117e8,3591889,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.6182554240370209
-872361707363e7,3586593,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.1508353,-6.017993011293663e-4,2.845251292711248e-4,0.6026470278338211
-871563639821e7,3595439,19,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.4285715,-6.017993011293663e-4,2.845251292711248e-4,0.4640756367427872
