def_c,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0.14285715,-0.35531262,1,1,10462428,0,-0.004910316807852472,0.003407493477224888
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.14285715,7.0561986,1,1,42124174,0,-0.25179248285856365,0.005468375536337454
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0.2857143,-0.5707705,1,1,78136234,1,-0.14446670823606522,0.006998389447115482
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.41468969,0,0,42125522,0,-0.05051066691907585,0.006186173144244432
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.2857143,2.1783574,0,1,42124651,0,-0.10217452968216953,0.012075061500362734
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,77,0,0.51908755,1,1,10462422,1,-0.26036561757147253,0.005407957895940461
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-0.20849626,1,0,42123490,0,-0.14139986654717043,0.003436162032121045
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-0.21195203,1,0,42123491,0,-0.13568262014119933,0.004795877554764529
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0.42857143,-0.16170669,1,0,80118481,0,-0.2665207295296842,0.006005926336456184
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.2857143,-0.47440183,1,1,42124320,0,-0.11638619820730538,0.002743830041905285
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0.14285715,0.068554118,1,1,78134523,0,-0.06177155648163626,0.00518156115189936
1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,-0.37883699,1,0,78136047,0,-0.015011598003927148,0.0013628857739066604
0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,0.55926269,1,0,80117778,0,-0.21034762429608259,0.005140504516044967
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,-0.44003543,1,0,78133727,0,-0.1690685319491862,0.004334648665805658
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,0,-0.32138288,0,0,80116758,0,-0.09533394889439922,0.0010669310213300247
0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,0.14285715,-0.27013138,0,0,80116757,0,-0.10416675598553116,0.0015984844718345455
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,-0.63988668,1,0,78132627,0,-0.11965967354437862,0.007277164354184439
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,53,0.14285715,-0.36846957,1,0,10463755,0,-0.019646526280728334,0.006382748853407801
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,53,0.14285715,-0.38920441,1,0,10463756,0,-0.009124672105414016,0.006487221000151076
1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,53,0.85714287,-0.57826775,1,0,10462599,0,-0.19387927243522696,0.008303094091149274
0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,63,0,-0.58460993000000006,1,0,42123664,1,-0.16766606145525306,0.0057003816425014765
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,-0.67790055,1,0,5522972,0,-0.09675261196085216,0.004704887750189304
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.15436365,1,1,78133978,1,0.06674724759310614,0.006849657462519319
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1.1744128,1,1,42125420,0,-0.06690023513975964,0.013451626809418558
1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0,-0.42097297,0,1,10462535,0,-0.039745098091330026,0.002405964284477374
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-0.093885154,0,1,5522933,1,-0.15545034526276935,0.0038090233646573255
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-0.045503795,0,1,5522935,1,-0.15511968045084532,0.004275482010368374
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1.0188853,0,1,5522934,1,-0.2288304826459775,0.005996568769961392
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.32772353,0,1,5522936,1,-0.16828404458201218,0.0035887778828419545
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,48,0,-0.045487605,1,0,78132516,0,-0.1655709202379558,0.0023491399859629745
0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0.68368804,1,0,78132517,0,-0.20676846088414697,0.005959896802765958
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.085678905,1,1,5520169,0,-0.2327283792363146,0.0032160206057292163
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-0.63643086,1,1,3594230,1,-0.11066425980327052,0.01010963556414566
1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0.14285715,-0.37378943,1,1,78136057,0,-0.07876311999214275,0.0015044560140365312
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0.14285715,-0.22518964,1,1,10463982,1,-0.09670627999383792,0.0011999127864515142
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,0,-0.052984871,1,1,10463019,0,-0.13927884715848343,0.0015790007752506416
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,0,-0.43657961,1,1,10463020,0,-0.03499418462971248,0.001050556288444597
0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,0,0.36862379,1,1,10463018,0,-0.14180603549361384,0.002060641199456636
0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.57189679,1,1,80116793,1,-0.139825125343831,0.00598220693120007
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,0.29605183,0,1,10463343,0,-0.18076215956903363,0.0021070085005404173
1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,0,-0.18776137,0,1,10463344,0,-0.1744532980030666,0.0041880054615936685
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.25974777,1,0,80117890,1,-0.1097050914111429,0.0020980924009406797
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-0.62607968,1,1,3594131,1,-0.11073043232108311,0.003638899417934537
1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,22,0,1.4093916,1,1,78133830,1,-0.04797818985907247,0.022203887326267484
1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22,0,-0.36689398,1,1,78133817,0,0.0010946924605821568,0.0031024010688700168
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0.14285715,-0.36687779,0,1,80117978,0,-0.025418472280897917,0.004397722108711776
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,0.14285715,-0.68826801,0,1,10462062,0,-0.0870810934113935,0.005258566229653738
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.2857143,-0.67157459,1,1,3592344,0,-0.1412040527842125,0.004229172316164634
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,-0.33579174,1,1,80117023,1,-0.04611767788832962,0.004572693935806694
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-0.084087119,0,0,3595256,1,-0.16723039948495355,0.0029552498661288766
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0.19928913,1,1,5514143,1,-0.18257244706454961,0.004997406055993064
1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0.14285715,-0.3288801,0,1,10463013,0,-0.07869335247764749,0.005259414654060731
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.14285715,0.43141392,1,1,42122472,1,-0.09262187129417827,0.006484873690289464
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.14285715,0.12617648,0,1,3595472,1,-0.15220102873305222,0.0029998678901094937
1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.56906068,1,0,78132495,0,-0.17967732424224572,0.002501271959057932
1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,52,0,-0.67790055,1,1,80117601,1,-0.10343730522416321,0.004185809778221334
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.62951928,1,1,5521201,0,-0.09413441028729067,0.0020270556161254387
1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0.42857143,-0.43758571,1,0,5514193,0,-0.16732964787246826,0.009086821792386308
1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,73,0,-0.36165476,0,0,80118017,1,-0.050101085435685096,0.0019994236143564075
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33,0,-0.75047255,0,1,78133602,0,-0.08281915934064474,0.005476985720389387
0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,33,0,-0.68885362000000006,0,1,78136122,0,-0.039587774190502835,0.012426607265357879
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,-0.82287621,1,0,42125702,0,-0.12515086462119776,0.0059832185277633836
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.2857143,-0.59841698,1,1,42125528,0,-0.16045583582918485,0.005278033437667613
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,-0.16932732,1,1,10463446,0,-0.1466639078826191,0.005687377110008711
0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0.42857143,-0.38003117,1,0,42125029,0,-0.14513006448797836,0.0012312206805188647
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.2857143,-0.52643061,0,1,3595452,0,-0.10804321405648791,0.0061344262664496585
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.35531262,1,1,42124046,0,-0.01719619569098536,0.002809363382551607
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.57422632,1,1,80117218,1,-0.1463407677274119,0.011773640394722635
1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,58,0.2857143,-0.1236928,1,1,42125147,0,-0.24393964261213108,0.010404253005542501
1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0.42857143,0.0041721123,1,1,42124638,0,-0.2892092191576337,0.00511448833521203
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0.71428573,-0.453273,1,1,78134046,1,-0.17865977516933337,0.011499931677046308
1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0.71428573,-0.097324729,1,1,78134045,1,-0.23575106858002037,0.005869410069071522
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.42857143,-0.01842675,0,1,42123773,0,-0.15482829685423408,0.0032831604456570462
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.42857143,-0.25342175,0,1,42123772,0,-0.140325305634901,0.004608947041708409
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,-0.64335871,1,0,3594027,1,-0.2030549776548851,0.004605908707288438
1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.53966826,1,0,78134412,1,-0.04191459950304671,9.480607415575716e-4
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.85714287,-0.57768214,1,1,3591828,1,-0.2605600886245761,0.004999914122161441
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.85714287,0.0098053468,1,1,3591829,1,-0.23074918728966962,0.0024116768300620926
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.29259601,1,1,5524110,0,-0.19926449726129541,0.0030985545372384507
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.11980552,1,1,5524111,0,-0.16039294168088303,0.004568204809253865
1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.33060986,1,1,5524109,0,-0.20058870670270504,0.0032966949207678857
1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.57355648,1,1,5520134,1,-0.09259221301744328,0.005718551468368729
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.3957296,0,1,5521303,1,-0.16017596246696225,0.0043576257950280126
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.14345559,0,1,5521302,1,-0.1576749694608239,0.003665035642370023
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.37437505,1,1,3591003,0,-0.025968138237502856,0.003819182676119531
1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0.5714286,-0.61973745,1,0,78133665,0,-0.1913048003103482,0.010881756708595869
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.50165433,0,1,78134453,0,-0.04536799396928712,0.0054603421980011484
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,0,0.58692533,1,0,80119082,0,-0.2297113737088264,0.0022005664620424114
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,-0.27415663,0,1,78133590,0,-0.012554003074715703,0.00748675062746568
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,4.5346565,1,1,80117425,0,-0.2127249431730194,0.003093735788753282
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,-0.33112195,0,0,5521173,1,-0.19565879760908303,0.005758675210756805
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0.71428573,-0.32540807,1,0,78135138,0,-0.20368117891125864,0.0050324965807406995
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.88766485,1,0,3595801,1,-0.33760184444451613,0.003235897991976042
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,1.3749338,1,0,3595802,1,-0.35824990554903896,0.0029225265459161633
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,-0.48841673,0,0,42125411,1,-0.09178774213621153,0.002930716708900306
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,1.3327944,0,1,10462065,0,-0.2957063761202839,0.00398826523870448
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,2.2485838,0,1,10462063,0,-0.27781955054261626,0.0061811403372699775
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,1.2291201,0,1,10462064,0,-0.2931220358228655,0.0028660277581261102
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0.04157744,1,0,3591936,1,-0.17444472002405942,0.0023084282687316315
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-0.35929635,1,0,3591937,1,-0.020530373555733044,0.004162261120224275
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.39039862,1,1,78133844,1,-0.011305332776393522,0.0074777982959403425
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1.7682261,1,1,78133111,1,-0.180871266150653,0.010523135364917897
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.039161634,1,1,42125926,0,-0.13312260194175313,0.002163082391978801
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0.19237758,0,1,5521175,1,-0.22300855974838332,0.00412785366470014
0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0.42857143,0.13894866,1,1,3591965,1,-0.2368874329760358,0.001563098720864777
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,0.19482724,1,0,80118026,0,-0.1710587809354026,0.006840458045656624
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,1.2959355,1,1,10463957,0,-0.3011183269605687,0.0049289436547206794
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,-0.14168084,1,1,10463953,0,-0.20352257187432743,0.00822237528346389
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,3.2000859,1,1,10463955,0,-0.2879579847608791,0.007438441575472838
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,-0.36630836,1,1,10463959,0,-0.04280216082450086,0.002774840841283804
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,-0.051829819,1,1,10463952,0,-0.20537233057403262,0.002912456926216376
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0.53911346,1,1,10463956,0,-0.22805052630430214,0.003367102925790907
0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,-0.34557351,1,1,10463958,0,-0.05638907132857252,0.003270495582885088
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,25,0,-0.13938007,1,0,78134422,1,-0.053494738511506296,0.003941655500643816
1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0.64508843,0,0,80117046,0,-0.14834154061899424,0.0028315450465880884
1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0.2857143,4.1631017,1,1,42124800,0,-0.34101701375338944,0.008595384486806955
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,32,0,-0.54601043,1,1,80117157,0,-0.0706752949491964,0.004102922488067738
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,-0.5811379,1,1,42123876,1,-0.21306813335882968,0.008103535943541518
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0.053042263,0,1,80118809,0,-0.12889711587211922,0.004298305940797852
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.30468944,1,0,80116941,0,-0.09679598943188918,0.0031417204881489416
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,-0.14629172,1,1,42126539,1,-0.21482138473033732,0.0010969027489344718
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,-0.23268691,1,1,42126540,1,-0.180315556454292,0.003627552671781963
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,-0.2223195,1,1,42126541,1,-0.18548579957439598,0.005078524202043696
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.2857143,-0.19812883,1,0,5514535,0,-0.22180900823902008,0.00580617156239048
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.2857143,-0.61973745,1,0,5514536,0,-0.17434410140037038,0.0060643842129698465
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.40076604,1,1,42124756,1,8.922575090165748e-4,0.007550671370247638
1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0.2857143,-0.38819829,1,0,5514216,0,-0.07748990956027547,0.007282059706599501
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,0.62613708,0,0,42124350,0,-0.24667091376538602,0.00194851378726673
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.13017361,0,1,42125163,0,-0.023825806517623976,0.010605672441582475
1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.11635038,0,1,42125162,0,-0.02513483634460392,0.00995290569827286
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,2.4006393,0,1,3595204,0,-0.26400521510136926,0.006546963255138829
1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,1,-0.072464235,1,0,80119334,0,-0.12203904490075414,0.008303094318290304
1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,-0.56731468,1,1,3591729,1,-0.08439524558928313,0.005425835118734252
1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,53,0.14285715,-0.49187255,1,1,78132861,1,-0.044888979128788975,0.00593562356535883
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,53,0.14285715,-0.63701648,1,1,78132862,1,-0.10861027352218616,0.0111266953424344
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,-0.5126074,1,1,42125962,1,-0.02146659245640565,0.009719827103781433
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,-0.60245842,1,1,42125963,1,-0.07765050511208493,0.008896499748603409
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0.73493952,1,1,42126024,1,-0.23643996194348058,0.006406571374099777
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,-0.60245842,1,1,42125964,1,-0.07765050511208493,0.008896499748603409
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,-0.4711377,1,1,42125960,1,-0.019694219846498114,0.004221423315940831
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,54,0,-0.45385867,1,1,42125961,1,-0.01775688427531992,0.004000732040792949
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,-0.52240539,0,1,78134843,0,-0.028923654125708135,0.011012396080350284
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0.019587141,0,1,3591791,1,-0.18086381482115466,0.0020438989561252607
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.37091923,1,1,42123512,0,-0.07446494668763488,0.0030687832983420315
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.25342175,1,1,42123511,0,-0.1448543744243832,0.00668532555242796
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.46422607,1,1,42123510,0,-0.10098643912608558,0.0050153271715885515
1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-0.37091923,1,1,42123509,0,-0.07446494668763488,0.0030687832983420315
1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0.14285715,-0.014970981,1,0,3592194,0,-0.1813780854686662,0.004443309712866562
1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,29,0.5714286,0.80118543,1,0,80116710,0,-0.20099420180082211,0.0016803150418205042
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.23443286,1,1,42125441,0,-0.16247059410145567,0.0023274564957577472
1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.65200007,0,1,78133635,0,-0.030362205180418732,0.008484204578139323
1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,-0.34268713,1,0,42123778,0,-0.0678188899865135,0.001821937194715238
1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,42,0.2857143,-0.012055793,1,0,42124892,0,-0.17058829849340001,0.005259378359533086
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,-0.31217051,1,1,3595426,1,0.04559518310982723,0.011853357287030103
