sum_porcp_c,fee_arms,edad,genero,val_pren_pr,masqueprepa,faltas,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,prenda,insample,rf_pred_fee,rf_pred_nofee,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,tau_hat_oob_full$predictions,tau_hat_oob_full$variance.estimates
1.2369432,1,45,1,3208.978,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594236,1,0.7504156357371468,0.659973017720982,0.10467077132828262,0.0032292043580663178,0.010777435046600604,0.009275619353201347
1.2266409,1,42,1,4536.5273,0,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522665,0,0.7619156065815161,0.5661248032858496,0.13704201350949427,0.003298177538651163,0.10637109805500415,0.005185698571596916
1.2253792,0,44,1,1478.379,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522914,1,0.6611915220291843,0.8538148814719945,0.003373306590851588,0.011891915677368558,0.0196358657258326,0.007631471277202044
1.2027174,0,44,1,1129.684,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522915,1,0.6969057683288206,0.8563098916421422,0.11008635173762443,0.012109406802371268,0.03099422651386917,0.0071138219475507134
1.2528468,0,44,1,2534.0205,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522920,1,0.6791972478944189,0.8009622656875364,0.04494158199460421,0.0034170437020913137,0.05904757698404194,0.011214025495560413
1.1932,0,44,1,953.74365,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522917,1,0.6958484829538302,0.8447109919348337,0.1018739715727853,0.009342608413206152,0.030860105367184202,0.002438459642788427
1.2560645,0,44,1,1385.597,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522919,1,0.675782759342292,0.8623293597014151,0.004822221754535177,0.009506809916238798,0.01908339564641712,0.003137376302252474
1.2267048,0,44,1,1369.6024,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522921,1,0.6779962409536088,0.8676641115326726,0.005593235489772652,0.009584557149899971,0.029132712073579443,0.003914309224673587
1.258175,0,44,1,1830.2595,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522912,1,0.684082660444478,0.8518447409702488,-6.52109911208757e-4,0.008156324605639939,0.011610954823877032,0.010309575104780025
1.1724782,0,44,1,918.56909,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522916,1,0.6945150997898564,0.8251231525716409,0.11329675155981248,0.008260346618990139,0.05493251473820802,0.004521968875036145
1.2081071,0,44,1,1289.6296,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522913,1,0.6764466596241712,0.8639394160430139,0.015244941611331973,0.006334387312393345,0.0243086635350571,0.004327119741274193
1.2533859,0,44,1,2374.075,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522918,1,0.6906883164303714,0.8262812642358718,0.03594284458214271,0.002792114568825905,0.04339113560513698,0.0036650045476242623
0,1,31,0,1350.1545,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78134348,1,0.5353169030704961,0.6961420885107084,-0.05044062229428272,0.010237742076665729,-0.14011491745020538,0.0031176802264673
1.2630563,1,25,1,3269.4963,1,0.14285715,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463963,1,0.7250454329280195,0.568231963988935,0.006382811609095913,0.013003299047777936,0.04773866418655618,0.004946844658309783
0,1,39,0,2006.1998,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463432,0,0.5996641517487911,0.6226890446333192,-0.002683676474267648,0.006732268349676262,3.3974850249280464e-5,0.009188304248481612
0,0,42,1,810.36603,1,0.14285715,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118666,1,0.6841929869037002,0.4825871442153132,0.13497648730758338,0.009085454881164247,0.09162899828189129,0.010322865301859748
0,1,38,0,4856.4185,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463454,0,0.7373518065917952,0.640046996100299,0.09071720306832042,0.0013344417779885057,0.05638498113003859,0.007263127935967424
0,1,19,0,1737.4775,1,0.2857143,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463190,0,0.547593383701931,0.5399874310866002,0.012157163355864798,0.009908151418326044,-0.03800705635089392,0.004294723849388455
0,0,34,1,727.20294,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462035,1,0.5808052857929304,0.4745103934393713,0.07755759004372757,0.010385143534236871,0.053044295479287754,0.0029718089837061893
1.1674805,1,66,0,1625.5156,0,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595247,1,0.8614097133150933,0.8059768998278908,0.022250600414538517,0.010334188614257521,-0.011364133618002743,0.0027820643522964393
1.1799475,1,46,1,1494.1056,1,0.2857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514395,1,0.783363299704298,0.5861299302953642,0.07768637664045666,0.007908720497687498,0.02188203426126164,0.002445007004265434
1.2214906,1,50,1,2549.7473,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523067,0,0.7451630291442214,0.5612625256084712,0.12351025008986535,0.0015675650879221018,0.140907390249327,0.0041861773334223
0,1,27,0,1917.4447,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462629,0,0.5727240176097611,0.5913861176560424,0.009962032367274363,0.01077624877196028,-0.03844843653335878,0.009484512799953862
0,1,48,1,2021.9264,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132494,0,0.7022360233659153,0.6627708419027113,0.04306462604203854,0.003886648422520849,0.03132204278461415,0.008185706006853404
0,1,40,1,1673.4993,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522632,0,0.6650267640170446,0.5883289959049359,0.04772248367641138,0.00945556635592274,0.06680357325817667,0.007015117566241694
0,1,36,1,4193.728,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462837,0,0.5937933668849645,0.5593981821081461,0.05509701548406602,0.006138648929166661,0.06210054515589823,0.00865470510455708
0.23694047,1,44,1,1737.4775,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523046,0,0.7380547407317742,0.5710627520183696,0.119847197974353,0.005216160574546049,0.017579257778304488,0.003450711927302591
0,1,30,1,1305.6241,1,0.14285715,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463542,1,0.5094475561448473,0.4905648511531912,0.024015995156890978,0.0061478330645327985,0.031503328773261285,0.006040522578341181
1.1133544,1,59,1,7060.2158,0,0.14285715,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5523075,0,0.9037131880417143,0.6361373835662338,0.24910882037669502,0.004672855944768354,0.15752313097744766,0.002252108736182317
1.2432537,1,18,1,3189.53,1,0.14285715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134435,1,0.7054616752801472,0.6789949704069912,-0.09824754398030129,0.01998069677800682,-0.07888262909879529,0.008804454068560588
1.0746667,1,45,1,353.892,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595224,1,0.6615931346371354,0.5741966826370226,0.11815891215663558,0.0042901272909056706,0.06117071118912349,0.006232040946201917
0,1,60,1,3720.8042,0,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78133208,1,0.7321800779445284,0.6117595965016329,0.13082377809798096,0.006166874840103684,0.0698625050709213,0.002260387437952356
0.2806409,0,60,1,3912.739,0,0.42857143,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,78134320,1,0.7509974102006464,0.6034484578462835,0.12507675988655317,0.010853360389574384,0.050448732977302395,0.005316493109635544
1.2318,0,41,1,1033.7166,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3595401,1,0.733842937680488,0.9600682376374958,0.03114427512067258,0.010538308517497413,-0.1467009696295941,0.01539260267112416
1.2317959,0,41,1,1177.6676,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3595400,1,0.7288704937528496,0.9304881387311572,0.019413189019945737,0.009266446337642764,-0.14540818022101007,0.009031056436233177
1.2318,0,41,1,953.74365,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3595399,1,0.7366833691660523,0.96496759314537806,0.02709434347180029,0.011509045571418658,-0.16501969611241957,0.011387383951676192
1.2317885,0,41,1,1225.6514,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3595397,1,0.7069647865668424,0.9128967313804152,-0.017114341713504087,0.004703790832850901,-0.10762429959504353,0.005771087984941304
1.2317839,0,41,1,985.73279,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3595398,1,0.7395214959346506,0.9654488875625269,0.028707907721084613,0.010305874204002407,-0.15044310823900037,0.007270257423695527
1.2369444,0,47,0,4424.5654,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595479,1,0.8290562970226399,0.692842122347511,0.11370697310726861,0.0015004130207147586,0.08438487469662018,0.003880239636327582
0,1,45,1,1277.662,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522854,0,0.737667012477087,0.5508095018511153,0.10938374795826702,0.006605885356687811,0.05933826204412659,0.001389569973874326
0,1,45,1,3324.9668,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522853,0,0.6888450264248118,0.5301937002301761,0.10352428059956574,0.007458830206337113,0.09226650077072084,0.00479992560251907
0,1,45,1,2429.271,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522855,0,0.6990559076877731,0.5342904894852913,0.10950857929957028,0.00817077275514417,0.06974522991764794,0.008563987084888008
0,1,45,1,4172.6792,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522852,0,0.6856126092798132,0.5472789724122432,0.0815846356906348,0.004980380017160054,0.09155490818372294,0.003437534285501859
0.23694317,1,63,0,25441.43,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514574,0,0.8537615447986363,0.6096133000976759,0.2150669906536294,0.011238949206358883,0.15084579451132016,0.006914709722270323
1.2111803,1,40,0,1266.7219,1,0.14285715,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124545,0,0.6131544302789614,0.5342973882354219,0.07656852200594012,0.0021217062284585317,0.10265923731196021,0.005097704720866238
0,1,50,1,2470.0422,1,0.14285715,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118762,0,0.6958824621706843,0.6427340019931183,0.08345411957358853,0.010345436676419288,0.06603286873878948,0.003474843938691366
0.46873528,0,48,0,2253.3306,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125591,1,0.6825230544965304,0.5513796190437561,0.11268573305691307,0.005858753760304869,0.08981230504189865,0.007791075473886866
0.46873647,0,48,0,2989.0808,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125589,1,0.7093652252516448,0.5104947427998768,0.16849818572211533,0.0028091851666679434,0.13235417124791643,0.0032140587680184345
0.46873632,0,48,0,3836.793,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125588,1,0.7490466940845917,0.5206716567684088,0.15464676012398376,0.001979401721087954,0.09600789637435649,0.006879029251476135
0.46873331,0,48,0,3021.0701,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125590,1,0.7114647700360769,0.5100346027463896,0.17248512834111984,0.0032705741414008494,0.13832545584716133,0.004031371348191729
1.2656837,0,39,1,4725.8452,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123995,1,0.7312487734766302,0.5763890132629499,0.16231480771316625,0.0020276474822087513,0.11771127954844447,0.005003951328008844
1.2656872,0,39,1,3190.3667,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123996,1,0.6641912866982478,0.5644471615398733,0.13099443241348965,0.005821171402842707,0.1108072439890059,0.00310744034705722
1.2369442,1,45,1,8135.3052,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3586603,0,0.8119770789912176,0.6223385262036475,0.2211091760981355,0.006345399970074041,0.09790665270818526,0.005568418112731097
0,1,29,1,2725.9556,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125795,1,0.6303638790068724,0.5350385372983449,0.09064350288928139,0.010546870882435323,0.03391519516101519,0.0018031394967239658
0,1,29,1,3045.8469,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125796,1,0.6355874187541771,0.5338021747117001,0.119199460088008,0.006892134283248194,0.06805056890637301,0.003141442839809617
0,1,38,0,15708.679,1,0.42857143,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514306,0,0.7070531305363812,0.6193263632726257,0.14363818665167272,0.0016836613805141349,0.04232830102582796,0.006439902290827126
0,1,18,1,374.48578,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118937,0,0.5323824880154272,0.36943968421704615,0.10639367939322829,0.011627453593912302,0.152149501521625,0.010450426337668123
1.2369405,1,74,1,1894.2378,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3591715,1,1.005829862295658,0.7107358553984006,0.1658259562161992,0.004878864148610316,0.07036830359865329,0.003977793812825761
0.24210168,1,74,1,2281.293,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3595324,0,0.9727986593361317,0.7287731217604414,0.1641602827633181,0.0025360304121738184,0.06507145029115322,0.009492649974731735
0.51244873,0,38,0,1641.5101,0,0.2857143,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,80117529,1,0.5958932859378725,0.49250523419561715,0.06815460768795857,0.0028861505397473133,0.08247136374868543,0.007884696391748786
1.2369432,1,34,1,9583.8984,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591819,1,0.7209138981913183,0.7091505514147514,0.1198170900165639,0.013308992611531806,0.02654004465302729,0.0020668921385332767
0.23693793,1,42,1,2293.834,0,0.71428573,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595913,0,0.7242592122285303,0.6117098447582522,0.10498994641229771,0.006256786787230138,0.04341111692950588,0.001267257148347356
0,1,26,1,3093.5625,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132698,1,0.5657871906035525,0.5968593908055939,0.044206680133503956,0.00637670478228457,0.027790611914241873,0.007940925153579892
1.061812,1,29,0,6100.5415,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136041,0,0.6597294255198421,0.755088773687915,-0.013474532450189527,0.010140668555069596,-0.12205132504531024,0.004723436433303493
1.1616806,1,23,0,1126.2306,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132888,1,0.6007247194934068,0.5498393761554289,0.06680584256552137,0.015716076330086443,-0.02344929208502206,0.007515404718555899
0,1,29,0,5240.2881,1,0.2857143,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42124606,0,0.6821157370698133,0.5730816080120894,0.1009035318069338,0.0024638141500765045,0.027671132452354183,0.003302459718770371
0.47645456,1,29,1,906.33344,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125608,0,0.6213773664068069,0.4528703152029321,0.17279723491692817,0.008994299828329383,0.0945085600917695,0.0065382174250175765
0,1,38,1,4153.4941,1,0.71428573,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125321,0,0.6015732980723612,0.5414968434001822,0.0831082873396916,0.006139215206747417,0.07320734206141527,0.006651975893678009
1.2343699,1,48,0,4645.0356,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521272,0,0.837983277101438,0.6027205509667728,0.17285982438155054,0.0029093038870617116,0.1438175811433217,0.0031059671369955922
1.2343702,1,48,0,3301.4919,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521274,0,0.7478661538973342,0.5438389472651542,0.15856103551505069,0.00867440186200853,0.16880397166274136,0.0032352971564679764
1.2343622,1,48,0,2005.9319,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521273,0,0.6848889228740941,0.5550378444739734,0.06748990744567747,0.003907190099858181,0.08810721199433781,0.006346293494570092
1.2343719,1,48,0,2597.731,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521275,0,0.6959053390062584,0.545446395272303,0.12238498068347949,0.0029049456567422044,0.14348859512506507,0.0027644769461823
1.1519538,1,32,1,3753.8774,1,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134804,1,0.7254839870752817,0.629985872154215,0.06695133604194767,0.0013146535943056852,-0.015513793167850854,0.011155009914335814
1.1314307,1,32,1,11135.371,1,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134805,1,0.7239777513038174,0.6495801957138078,0.13466899444966926,0.004414136843369292,-0.012492894710246193,0.016093639242378787
0,1,33,1,2489.2224,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10462678,0,0.6897584720954882,0.6191376036249282,0.04901555290392638,0.010047041820844461,0.059865454270828185,0.003158478975723404
0,1,20,1,1641.5101,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463436,0,0.5398332801641677,0.49723426793142,0.01938663101893274,0.0037312011727784057,0.014712508046004774,0.004978396572585598
0,1,25,0,4072.6848,0,0.14285715,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118077,0,0.6160723291942979,0.5802211316204918,-0.005982556855420443,0.009004131188005379,0.05308638078557447,0.011339941903444097
0,1,36,1,902.30658,1,0.85714287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133831,1,0.588631819108228,0.5390254615973606,0.12943602585129146,0.010676847958148147,0.04566047976765472,0.007054338229288758
0.5297879,1,33,1,1030.2631,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124602,0,0.5981298607019435,0.49633927128712035,0.13495967517573126,0.0033010442656583316,0.04366738767488382,0.0034283076086524316
0,1,50,1,438.46405,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124229,0,0.6147676490566077,0.4689371422964838,0.11383189076799619,0.006635308577740224,0.13678538136505974,0.0013636938883581323
1.2705196,1,36,0,5268.8242,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522900,1,0.6865761618782585,0.617304507690386,0.0689161007165522,0.003332997481603979,0.031576871742837694,0.0037381609807018066
1.2705454,1,36,0,326.50208,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522898,1,0.6173318892213603,0.4301770153988941,0.09197994073793908,0.0061935723273481395,0.10279664445053668,0.0037102890296561004
1.270516,1,36,0,470.45319,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522897,1,0.6154597493188626,0.43013746823514404,0.09220439210931852,0.006016647016609015,0.105604418148958,0.003379512427224138
0,1,44,1,6535.8486,1,0.42857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462087,0,0.7513505825053035,0.5532791887186638,0.195383713694111,0.004545116046594508,0.11741192234920808,0.0022573265603904992
0,1,44,1,6407.8916,1,0.42857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462086,0,0.7504960513595218,0.5561533059675777,0.19194712998966612,0.004336117378208892,0.10845832130318074,0.0035525037681722015
1.2369438,1,38,1,6832.832,0,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3595254,1,0.8105310729274325,0.6343872801225802,0.20411328935608047,0.004002317004779486,0.05350195853154715,9.595450535645972e-4
1.4584316,0,30,1,2070.1782,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514457,1,0.5913895474945806,0.6189650855469938,-0.009381797379986156,0.0150426895729072,-0.005386909322001511,0.007494605280067871
0.51391172,1,68,1,1481.5645,0,0.14285715,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5524205,0,0.9402507862690149,0.7709555030989459,-8.392242239816485e-4,0.008666566655569374,-0.013454310156743103,0.007982852745237537
1.0746969,1,54,1,921.75452,1,0.14285715,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78133715,0,0.7215657743615757,0.8537245019657748,0.058349792824620814,0.007698909421359577,-0.09504075092700585,0.0055390302641811825
1.07212,1,21,1,1193.6622,1,0.2857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514242,1,0.5602551610294295,0.4619365117930558,0.059489209667211454,0.013827595932268656,0.005067403853341123,0.004983804451898936
0,1,25,1,1673.4993,0,0.14285715,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118353,1,0.560161162950079,0.4717376452327454,0.05090219271788969,0.015722778075256322,0.08516128564713372,0.014439389460859767
0,1,20,0,5880.6445,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,78133375,0,0.6115648648835981,0.7876409795511089,-0.154154063893504,0.018892360454034446,-0.18139262344219426,0.015467693729550912
0,1,20,0,1842.5264,0,0.14285715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117701,0,0.5482767647393171,0.49309584515103516,0.020815864680035996,0.0075060956453839155,0.043672839763153996,0.0031302865341496524
0,1,22,1,2534.0205,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462712,0,0.5642148083753118,0.6022093692669611,-0.12885432695893156,0.013766241444430853,-0.03624726666630423,0.005903783353990236
0,1,33,1,2117.8938,1,0.14285715,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124156,0,0.5527392417807208,0.553835617578404,0.03260426450800884,0.0038108421563384665,0.00220266534588647,0.007544472739070524
1.0257541,1,54,0,1369.6024,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514208,0,0.7359767566141572,0.5875450645722263,0.061690411410581195,0.0038778968691808363,0.0718309035607382,0.004166761651259539
0,1,41,1,3960.7227,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136328,0,0.7317122697889301,0.7071512492971685,0.013533710376471773,0.003521121356489738,-0.03401626333077288,0.007320167145367049
0,1,41,1,3416.9075,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136327,0,0.7185128194658573,0.6514212535193358,0.0879651885776784,0.0035059349856182754,0.05566845795841533,0.005737418996440447
0,1,63,1,1734.0242,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122458,1,0.6181305599560782,0.6587830535280298,0.04280537415417137,0.011695649836007762,0.0757598459691415,0.0036555174526728003
0,1,63,1,1670.0459,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122459,1,0.6119794770560368,0.6614333455648639,0.04502846628098991,0.011551165857418366,0.06628409163128081,0.002904994878182163
0,1,63,1,2421.7908,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122456,1,0.6665206844683167,0.6638419840516364,0.09011137160824424,0.005268077982771146,0.08851401159216077,0.004857348839993926
0,1,63,1,1430.1273,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122460,1,0.6165593438827838,0.6472270792332753,0.052478773015925816,0.009628247764737356,0.08345487847224178,0.00187975484959918
0,1,63,1,1606.0676,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122457,1,0.6094167638194644,0.6556320732029235,0.05074739390537881,0.011605844379954449,0.076742001698601,0.002223648474282607
1.5122846,1,40,1,4664.4839,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524567,0,0.7623247379930912,0.5427396858153247,0.1513505648851136,0.0022209655301026546,0.10735043882952226,0.005341766185607826
1.5122865,1,40,1,5304.2666,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524566,0,0.7845363997462539,0.5444000064062324,0.17520737283313823,0.003031883289514809,0.12781013536720343,0.003960624542526896
1.5122945,1,40,1,2457.2332,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524568,0,0.6584829620195402,0.5863036429013609,0.047869084653917614,0.0029290683248679294,0.03961046884812766,0.005094107322353827
0.46615848,1,60,1,3548.8909,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595311,0,0.841449260539108,0.7847000260055531,0.15183908929763018,0.002785133189592645,0.08634762633071003,0.009799896786729633
1.4687352,1,60,1,9031.001,1,0.14285715,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78132863,1,0.9109102651981279,0.707155141197472,0.19689528500499176,0.007709392934934249,0.031002460191032446,0.005936051809758775
