NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_2,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,1666.6844,-168.39125690900454,1409.5184651799364,0.4012427298016769
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,43,0,-0.26227961499999997,1,1,1,1,0,0,2019.4579,-104.02267273350931,6661.677255199542,0.19741554223302904
-9.2161115336399995e+018,5522598,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6200733,100,61,1,-0.5707705,1,1,1,0,0,1,954.63934,-62.04545746842342,699.6446949953698,0.34203526836714376
-9.2161115336399995e+018,5522597,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.467371,100,61,1,-0.22518964,1,1,1,0,0,1,2227.4863,-265.25282889661446,4403.347273497044,0.34192238509627737
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,3456.8801,-179.56147799844766,11791.39477776446,0.3032130029869473
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,3002.4673,-247.30883563610934,10127.03604547611,0.3042504185701776
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,3534.9387,-178.92788309673833,12939.056646779745,0.3138898109422731
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,5397.1963,-683.8610201102015,64767.41976791335,0.35099836418562963
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,2642.844,-208.14159359296335,6390.951220724652,0.3214095002552841
-919802276126e7,5514253,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7334018,80,47,0.42857143,-0.53966826,1,1,0,1,0,1,1095.2253,-90.48275670300653,593.3229322214422,NA
