NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_2,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-547034205248e7,3594454,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.673223,50,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2189162,0.09096683882668914,4.161486528207944e-4,0.5733817230613851
-546910330262e7,78132686,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.673223,90,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.12488487705903858,0.001994019510366232,0.568727651301574
-546910330262e7,78132685,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6058898,90,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.1219231344620322,0.0014628459866254493,0.5795134628371144
-546769423033e7,5520255,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3330231,50,25,0.14285715,-0.30121744,1,1,1,0,1,1,-1.1655424,0.11612273006033107,0.0010536027703494856,NA
-546023255153e7,80118339,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5606818,100,28,0,-0.65083975,1,0,1,1,0,1,-1.4285715,0.08846265354800073,0.0020318442598888714,0.5880467675235103
-545890234355e7,78134411,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.9135032,60,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.1039423320875501,0.0012729057099166382,0.38642595146555103
-543944039721e7,80117246,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.2442274,100,40,0,-0.17374648,1,1,1,0,0,0,-1.4285715,0.05783640646162848,0.0021921769459554456,0.45850720547979207
-54246850551e8,5520145,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.49224,100,55,0.14285715,-0.5126074,1,1,1,1,0,1,-1.6841624,0.06393991834103646,0.002295643582116437,0.31018780861062895
-542338195386e7,78136410,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.4297194,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.6629101,0.04288180066886419,0.0028272997514992514,0.3930433117505403
-542096709488e7,80118524,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.377759,100,35,0,-0.26227961499999997,1,1,0,1,0,1,-1.4285715,0.055102648773398114,0.0014529085369480697,0.6507736464271044
-541080774815e7,5524523,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.4096079,90,43,0,-0.26227961499999997,0,1,0,1,0,0,-1.1880088,0.08156992496264975,7.501834245968219e-4,0.5916189104110251
-5.4031069023600005e+018,78134330,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.7579064,100,39,0,-0.021296952,1,1,1,1,0,1,-1.4285715,0.06091671686771583,8.921476826422975e-4,0.6984737683328295
-53907912864e8,3594042,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.363028,100,43,0,-0.61053097,0,1,1,1,0,1,-1.4285715,0.10301171183051853,5.362152300104972e-4,0.74441208984616
-538735322894e7,5522905,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9401712,100,27,0,-0.60996157,0,1,0,1,0,1,-1.4285715,0.07486311391575241,6.198517488859545e-4,NA
-537600856794e7,42126046,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,7.2584124,100,45,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.08172026602355419,2.71536071247107e-4,0.7067241634356003
-536509038721e7,80117562,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.59589,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.246995,0.058840003512588716,0.001391438505659089,0.3352464998492662
-536509038721e7,80117563,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.5229411,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2432594,0.054376551586020325,0.0010179342002375872,0.3601953792533602
-534910489079e7,5520278,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.0487881,100,50,0.14285715,0.25171188,1,1,1,1,0,0,-1.4285715,0.09394550001062883,0.002911157000873982,0.3712411400323638
-534645437483e7,3594236,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4730692,100,45,0,-0.13246848,1,1,1,1,0,1,-1.2369432,0.1598476559021167,0.0014141541370678765,0.3711093446062087
-534645437483e7,3591805,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.3099184,100,45,0,-0.26227961499999997,1,1,1,1,0,1,-1.1654909,0.05488589476443938,0.0013937374662785751,0.7446872668248723
-534138042069e7,5522914,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.363028,100,44,0.14285715,-0.50736815,1,1,1,1,0,0,-1.2253792,0.06886449948252414,6.274052507955819e-4,0.27442828566334
-534138042069e7,5522916,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.4380794,100,44,0.14285715,-0.62832147,1,1,1,1,0,0,-1.1724782,0.07973649045903697,9.091324503318968e-4,0.2577041698531818
-534138042069e7,5522920,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.1228666,100,44,0.14285715,-0.27928483,1,1,1,1,0,0,-1.2528467,0.12416110809088281,6.935920328743906e-4,0.3021092374995352
-534138042069e7,5522912,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.6846118,100,44,0.14285715,-0.4313404,1,1,1,1,0,0,-1.2581749,0.09810098814539588,0.001340413167452286,0.2589190459894397
-534138042069e7,5522915,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.1312265,100,44,0.14285715,-0.58172357,1,1,1,1,0,0,-1.2027173,0.08543433937205315,0.0013016812635009154,0.26081886126896414
-534138042069e7,5522913,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3279366,100,44,0.14285715,-0.54716545,1,1,1,1,0,0,-1.208107,0.0644484537744338,0.0012525083853166196,0.27926923749848404
-534138042069e7,5522921,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4134588,100,44,0.14285715,-0.52988642,1,1,1,1,0,0,-1.2267048,0.06547193652775453,0.0011088768282645697,0.2666281299053713
-534138042069e7,5522917,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.857933,100,44,0.14285715,-0.61973745,1,1,1,1,0,0,-1.1931999,0.07872535935585154,0.0014838189479409727,0.256117653162995
-534138042069e7,5522919,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4297194,100,44,0.14285715,-0.52643061,1,1,1,1,0,0,-1.2560644,0.06570576926213278,0.001656102301180336,0.263527998433375
-534138042069e7,5522918,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0387836,100,44,0.14285715,-0.31384289,1,1,1,1,0,0,-1.2533858,0.1259796906673848,0.002461918298634329,0.29266103966886475
-534101189314e7,5520264,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.3820267,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.6654464,0.10651397314847756,0.0017646084789701526,0.2736044870410527
-533991728438e7,10463881,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6496925,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.09267631727132349,0.001619514571347483,0.38095024818528594
-533882082365e7,80118074,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.1388669,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.0984285,0.03881410869039655,0.0011578906436521675,0.467356870600673
-533846407687e7,78133248,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.1228666,50,31,0,-0.26227961499999997,0,1,0,1,0,0,-1.4285715,0.08308256340904724,0.001608249848452002,0.4782338844950863
-533846407687e7,78134348,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.7569323,100,31,0,-0.53275663,0,1,0,1,0,1,-1.4285715,0.03004249520076242,4.600471089907333e-4,0.4433901222042094
-5335305304e9,10463963,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.377759,50,25,0.14285715,-0.11807581,1,1,1,1,0,1,-1.2630563,0.11461853065881356,0.001695574202445457,0.4885484618397786
-5335305304e9,10463964,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.7214255,100,25,0,-0.26227961499999997,1,1,1,1,0,1,-1.2630482,0.046793943236253153,2.565015295260796e-4,0.5352241149884718
-5.3326714779599995e+018,5522940,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7334018,100,50,0,-0.57535261,0,1,0,0,0,0,-1.248131,0.10339911459254349,0.0012060476421605281,0.34929334173391235
-5.3277554532400005e+018,78136074,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.3279366,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.04361219082292855,0.003402881166213538,0.6029111830608187
-5.3277554532400005e+018,78135161,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,6.2728772,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.12512689482849199,0.002605283714717859,0.442982781580168
-532176002224e7,80119441,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,6.4769726,100,27,0,-0.26227961499999997,1,1,1,1,0,1,-1.153523,0.019963451863806346,9.208605030127429e-4,0.42200271562294883
-531695118856e7,78136192,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,7.8860812,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.045869259906053,0.0017322517348904987,0.5022226315786981
-531695118856e7,78136191,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.1315308,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.02673917190832816,6.268981034325838e-4,0.5450941522548506
-531695118856e7,78136389,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7.7706451,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.09259822041323341,8.494932575242836e-4,0.5075311613361496
-531686033101e7,42126568,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.5366917,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.0489275,0.07996744432671996,2.8589651274400443e-4,0.7283532854668794
-531599580542e7,80118666,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.9401712,50,42,0.14285715,-0.64839005,1,1,1,1,0,0,-1.4285715,0.0847109736377432,0.00187184633294729,0.4756749550233381
-531278505191e7,3595234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9939332,100,65,0,-0.36400765,1,1,1,1,0,1,-1.2240734,0.09533285139242191,8.402101117655647e-4,0.8123583868031832
-531155946775e7,5524268,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0294333,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.11345778816451375,0.0015894887169914016,0.6063882619582538
-530969594337e7,42125364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2146082,90,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.06337788434774434,0.0014362658950737438,0.5378845973005697
-530969594337e7,42125365,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1701198,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.2507308,0.045410176451914995,0.0011406295350912666,0.5678308318980823
-530295396943e7,80117833,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.3588309,90,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.1107452,0.08091095581136633,0.002077092950140976,0.37180102752631555
-530295396943e7,80117834,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.2584124,90,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.07055980871367702,8.391547742164666e-4,0.36765616253058603
-529831140785e7,10462035,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,34,0,-0.66686332,1,0,0,0,0,0,-1.4285715,0.07986627576119698,9.123380565924598e-4,0.12622308647007793
-529551016398e7,78134215,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6.6333184,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.1390789,0.04377611378550911,0.0023730989588256713,0.30089675345198474
-529551016398e7,78136160,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.8977051,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.7001674,0.08179350125084937,0.0012193461659939899,0.5923359430375008
-527546235896e7,3595247,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6463904,95,66,0.14285715,-0.47459349,0,1,1,0,0,1,-1.1674805,0.10397858961203901,0.0019588082298467994,0.5880788303036777
-52692462268e8,5514395,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.856462,100,46,0.2857143,-0.50165433,1,1,0,1,1,1,-1.1799474,0.1290560608200654,6.672840905057221e-4,NA
-526253144815e7,3595391,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.8536654,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2652729,0.05164578193579713,9.071836300146207e-4,0.5941992220150589
-524152165967e7,10463469,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.047821,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.0360565,0.06944660845295493,8.883925044581878e-4,NA
-523972185559e7,5514161,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2997975,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.5085404,0.1448807619024313,0.0016088974535891415,0.3520864642576657
-523972185559e7,5520148,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9275579,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.5085392,0.1281466277240664,0.0012458623470806925,0.27395551569497195
-523972185559e7,5520149,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3839893,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.5085404,0.15724500837242977,0.0018332558767714757,0.35987702256479726
-522785953646e7,5520245,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.6464653,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4004464,0.08095502976847407,4.4663542237757933e-4,NA
-52234115655e8,5521319,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.3099184,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2406726,0.07576066071632448,6.910757927734272e-4,0.30063611299984994
-52234115655e8,5521318,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6.0637851,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.6692458,0.08365664176138943,7.724241826170779e-4,0.2743139182176595
-520957765467e7,80115961,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.2370591,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.1860287,0.03786701515770767,0.0011997842352323782,0.567578988032404
-520919390662e7,3591824,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8289456,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.07865073983020836,0.0011690001502816633,0.7845237335681667
-518933869966e7,10463542,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.3456364,90,30,0.14285715,-0.5437097,1,1,0,1,0,1,-1.4285715,0.04325006416630641,9.391229581766393e-4,0.5463624526266353
-518030477304e7,78134435,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6058898,75,18,0.14285715,-0.13533862,1,0,1,1,0,1,-1.2432537,0.09894022127441017,4.267715001119213e-4,0.53009137546507
-517357434096e7,3595224,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1929569,100,45,1,-0.74876332,1,1,1,0,0,1,-1.0746667,0.08350613021189078,0.0013420469687153303,0.7623734801814583
-517356731233e7,78133208,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.6401234,100,60,0.2857143,-0.021882573,1,1,1,0,0,1,-1.4285715,0.12606741097631652,0.0026468476353952355,0.4439579466569934
-517356731233e7,78133209,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7.5120711,100,60,0,-0.26227961499999997,1,1,1,0,0,1,-1.6655167,0.05345188531414737,0.001354293666196367,0.40074881908520005
-517356731233e7,78134320,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7.6962128,100,60,0.42857143,0.019587141,1,1,1,0,0,0,-1.7092123,0.15197539906319357,0.00277045433616321,0.6504670882498994
-517348214017e7,80115976,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.363028,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.03009803200648373,5.356382351365801e-4,0.43179254477620405
-5.1704132865999995e+018,3595397,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.253829,90,41,0,-0.56098872,1,1,0,1,0,0,-1.2317884,0.042024731941238284,6.664987757487729e-4,0.3503635142893598
-5.1704132865999995e+018,3595400,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.1944056,90,41,0,-0.57135612,1,1,0,1,0,0,-1.2317958,0.0498918622487549,5.342831229712407e-4,0.3573700047697449
-5.1704132865999995e+018,3595401,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.9914646,90,41,0,-0.60245842,1,1,0,1,0,0,-1.2317998,0.04903281515571658,8.555390255576884e-4,0.34764705354362313
-5.1704132865999995e+018,3595398,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.9135032,90,41,0,-0.61282587,1,1,0,1,0,0,-1.2317839,0.04933977322784643,7.650107278650895e-4,0.3402898321113207
-5.1704132865999995e+018,3595399,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.857933,90,41,0,-0.61973745,1,1,0,1,0,0,-1.2317998,0.04933785084524744,6.622825330501696e-4,0.3498100768474464
-516242763858e7,3591885,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0779514,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.0709156986443112,4.767874241010851e-4,0.6922863289049299
-515962416426e7,78132563,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5.7037826,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2630334,0.11951730692517372,5.539316061577212e-4,0.47805681768277547
-515585399838e7,3591877,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0359869,100,43,0,2.0729229,0,1,1,1,0,1,-1.236944,0.20750515783136886,0.003388666132688923,0.5787963992781159
-515447448585e7,3595479,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8320141,100,47,0,0.13017298,0,1,1,0,0,0,-1.2369444,0.0922010317206922,0.0014710497152193803,0.37505914890709746
-514572736505e7,80117062,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5283318,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.06731792773926978,6.937822032024057e-4,0.3973266774041218
-514074430606e7,3591716,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6333184,100,33,1,-0.26227961499999997,1,1,0,0,0,1,-1.4285715,0.12453052726333445,8.603671835166821e-4,0.4567679368033782
-512845213609e7,80118438,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.6810112,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.1108726305766566,0.0019808729823112933,0.5004554934426539
-512578524521e7,80118513,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.377759,90,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.07085109588404288,0.0014511617973916229,0.7058516617244204
-5.1228251688399995e+018,80117481,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.4500794,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.980804,0.06634243317237752,0.0018577074954799191,0.3921806242110857
-511099032974e7,42125588,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6058898,100,48,0.14285715,0.0041721123,0,1,1,1,0,0,-1.8973078,0.13772631712324718,0.0010626528607230738,0.31590359734444606
-511099032974e7,42125591,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9275579,100,48,0.14285715,-0.33795291,0,1,1,1,0,0,-1.8973067,0.11045046269734761,5.138124219172307e-4,0.32493985289515714
-511099032974e7,42125589,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2997975,100,48,0.14285715,-0.1789857,0,1,1,1,0,0,-1.8973079,0.15031536777538415,6.158982432819069e-4,0.29297029378794665
-511099032974e7,42125590,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3132205,100,48,0.14285715,-0.17207411,0,1,1,1,0,0,-1.8973048,0.1558938523994319,4.971347018121598e-4,0.2918292178884929
-510070299587e7,42123995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9193563,80,39,0.14285715,0.19708882,1,1,1,1,0,0,-1.2656837,0.1112694307145921,0.003367817388202259,0.29309126667689567
-510070299587e7,42123996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4899707,80,39,0.14285715,-0.13466878,1,1,1,1,0,0,-1.2656872,0.12624557021686333,4.656391800844693e-4,0.30508034406871276
-509855637711e7,42125796,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3524413,90,29,0,-0.16869892,1,0,1,1,0,1,-1.4285715,0.10938658484833963,0.00122115709146638,0.7353751543489697
-509855637711e7,42125795,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21524,90,29,0,-0.23781511,1,0,1,1,0,1,-1.4285715,0.08105419237103224,0.0017250203387960716,0.7371237581733061
-508280001107e7,3591715,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.7334018,75,74,1,-0.41751716,1,1,0,0,0,1,-1.2369404,0.1266205517142625,8.458844594449742e-4,0.40062166388226494
-508280001107e7,3594024,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.4531879,100,74,0,-0.26227961499999997,1,1,0,0,0,1,-1.2369444,0.06463845913101855,9.493041580810833e-4,0.6644736011740692
-507775671477e7,78136422,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.7334018,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.07791686522248992,0.0015558004233472852,0.5060867778823039
-507751568633e7,42124955,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1701198,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.2626922,0.045410176451914995,0.0011406295350912666,0.563577108170544
-506753207469e7,3592371,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5220928,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4635735,0.0796026182009411,8.698751348490354e-4,0.6239140728206337
-506679895623e7,3591923,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.7562103,100,21,0,-0.26227961499999997,0,1,0,0,0,0,-1.4285715,0.08358610569718627,0.00185701401646525,0.40616733863313736
-5065560902e9,80117529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.6592941,80,38,0.2857143,-0.4711377,0,1,0,0,0,0,-1.9410201,0.04742980863687548,9.865909222308775e-4,0.32622386123288977
-5065560902e9,80118571,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.2513452,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.9781318,-0.032287287600801046,0.002145525453864681,0.5777120306030226
-5065560902e9,80118570,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.1737862,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.9781339,-0.015572456771860246,8.547976039699025e-4,0.5619847063559107
-5065560902e9,80118572,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.0030656,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.9781259,-0.034252247230179195,0.002559209703671511,0.5742460071425686
-5065560902e9,80118573,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.8134446,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.9781319,-0.035656822559956086,0.0014642579794305374,0.5782516413550804
-5065560902e9,80119284,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.7406645,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.9808236,-0.012473128805626888,0.002357273692122881,0.5223317063790015
-5065560902e9,80119283,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.3065314,100,38,0,-0.26227961499999997,0,1,0,0,0,1,-1.7001621,-0.02099804469040408,0.00289990108631042,0.5479186297182115
