NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_2,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-90181022276e8,80117884,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.4134588,100,42,0,-0.52988642,1,0,1,1,0,1,-1.2343607,0.023343807649029977,7.581004695124287e-4,0.6104831624152819
-900651609038e7,10462052,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6916566,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.0334795,0.12201571047950414,0.001847709346001452,NA
-898926676097e7,3595974,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.4250774,100,23,0,-0.26227961499999997,1,1,1,1,0,0,-1.6655143,0.0672336240643629,0.0027473238568808574,0.36752054640345744
-896701191091e7,80118618,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.6846118,100,46,0,-0.4313404,1,1,0,0,1,1,-1.4285715,0.044550854587843636,9.346729846168013e-4,0.6698924488620527
-896346559359e7,80117823,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5390272,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.6793054,0.07753136520278468,6.962584799138169e-4,0.6127295821801497
-896346559359e7,80117824,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7621708,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.6793076,0.09771715161111186,8.725173124689995e-4,0.6184764494432053
-896346559359e7,80117822,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2344108,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.6793165,9.784146499161029e-4,6.361276025744293e-4,0.7499939526710139
-894938854267e7,3591834,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0030656,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.3219364,0.11533931451522972,0.0018966215011340637,0.8669101921612646
-894938854267e7,3591835,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5496092,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.0978684,0.14144914133684186,0.0015612825379397982,0.8156382536615762
-894938854267e7,3591836,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3588309,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.2369425,0.14537430837848733,0.0012721945683308261,0.8290457101499394
-894540556633e7,3594093,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0955992,90,35,0.2857143,0.39281446,1,1,1,1,0,0,-2.6655135,0.2110372850950793,0.0030991696657718063,0.38459808805998436
-894540556633e7,3594094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9373746,90,35,0.2857143,0.2269356,1,1,1,1,0,0,-2.6655142,0.20680572833043023,0.004643455253937704,0.38736833782749397
-894236674338e7,80118499,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.7214255,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.02253354605631977,7.74292409507393e-4,0.5934075768376202
-894223235242e7,42126012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.426549,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2240653,0.12076910069330718,8.420263663604783e-4,0.3614534628428007
-893330962448e7,3591820,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.8134446,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4567473,0.061142023210913256,0.001505468810141453,0.8474330453348703
-893330962448e7,3591821,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.4297194,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.456758,0.07150435912395335,3.530159204255906e-4,0.8191631068754083
-893330962448e7,3591822,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7.0900769,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4567583,0.07042316724895167,0.0019995822679790523,0.8574017165199532
-893330962448e7,3592157,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.49224,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4352424,0.08368065101362306,9.999005362570262e-4,0.5577597759867999
-893330962448e7,3592158,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.5930448,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4352603,0.07659244039643541,6.48282610488067e-4,0.5544003865393504
-8.9197058346800005e+018,42124846,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6846118,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.2395248,0.08710800323067179,5.732546698939294e-4,0.41457618529735724
-889904417702e7,3595237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3099184,100,37,1,-0.63988668,1,1,1,1,0,1,-1.2343636,0.07682301078554382,0.0017027434836980762,0.7164363714546764
-8.8915331086000005e+018,42125786,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3330231,100,30,0.14285715,-0.30121744,0,1,0,1,0,1,-1.2716012,0.12234523942744709,8.966619323201439e-4,0.796174577536375
-888833366808e7,78134424,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6.9275579,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.04232782106904809,0.0023631037162294252,0.4402355813385651
-888833366808e7,78136138,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.1527328,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.08720415393194661,0.0018551520405667766,0.7015526844499854
-888315713377e7,78133246,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.1092477,100,60,0,-0.58517939,0,0,1,0,0,0,-1.473911,0.0766589747088726,0.0010981513617853566,0.4676436223812372
-887874720489e7,42124998,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.5120711,90,39,0,-0.10827782,1,1,0,1,0,1,-1.9594676,0.06745179115995714,6.473411451105117e-4,0.5137061024314196
-887105422019e7,3594345,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8134446,90,29,0.14285715,-0.43877992,1,0,0,0,0,1,-1.4285715,0.11634691824552491,3.5977149352975005e-4,0.5140666949755212
-885722766856e7,5522686,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0867748,50,45,0,-0.58863521,1,1,1,1,0,1,-1.0978637,0.10982621707827767,0.0012343113194494177,0.4903913915418672
-885722766856e7,5522687,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2654295,100,45,0,-0.26227961499999997,1,1,1,1,0,1,-1.097867,0.1620231874218603,0.001417158125987557,0.4784647305070124
-885398201991e7,10463421,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.6463904,100,43,0,-0.47459349,0,0,1,1,0,0,-1.4285715,0.06565944036807783,0.0014650433080667276,0.21249333344304805
-884752642594e7,3594348,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9655457,100,61,0.14285715,0.2610026,1,1,0,0,0,1,-1.1777084,0.17543284708068374,0.002452364550032448,0.591860407203822
-883907963774e7,78134343,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.5606818,70,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.170846,0.0811603799890915,4.403406471570415e-4,0.6053258097343284
-883785679387e7,78131726,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3132205,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.2444,0.13942977622041824,8.283260605848865e-4,0.6049966815123297
-881239379329e7,80117361,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,6.49224,100,50,0,-0.26227961499999997,1,1,1,1,0,0,-1.2395151,-0.006731511636978063,8.377083994395696e-4,0.282155890279393
-881239379329e7,80117724,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7.426549,100,50,0,-0.26227961499999997,1,1,1,1,0,0,-1.2910297,0.024604132268771565,0.0013186719466846384,0.2800454514603362
-881239379329e7,80119121,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6.2728772,100,50,0,-0.26227961499999997,1,1,1,1,0,1,-1.4739058,-0.024602524677796563,8.388591070325782e-4,0.5609488033939387
-881239379329e7,80119122,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,6.363028,100,50,0,-0.26227961499999997,1,1,1,1,0,1,-1.902468,-0.02547913488120968,0.001079042908649055,0.5382080768628892
-881239379329e7,80119564,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6.4457197,100,50,0,-0.26227961499999997,1,1,1,1,0,0,-1.2343493,-0.018472173429327013,0.0015435896015696118,0.60333242735634
-880437399561e7,3591973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9661469,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.4285715,0.05522846814339299,0.0015317695866914828,0.3694609047304528
-880112004998e7,78134335,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1546154,90,37,0.2857143,-0.22164965,0,1,1,1,1,1,-1.4285715,0.12492904201107184,8.828652040384754e-4,0.5731608969900174
-87989457719e8,78132677,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7569323,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.2742441,0.09483702819730044,0.0011586749707883277,0.5478198772180012
-879067115943e7,80119496,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.8977051,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.0824039,-1.4277592459825705e-4,0.001688567643157412,0.6066524227501046
-878266671665e7,80117473,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5120711,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.0636947708255153,0.0018164296608153359,0.6086356918905771
-877023075231e7,42123799,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.478735,100,39,1,-0.21827805,0,1,1,0,1,0,-1.2152202,0.13187266305698447,0.001411615902550771,0.32728594633231456
-877023075231e7,42123800,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.779922,100,39,1,-0.52584499,0,1,1,0,1,0,-1.211659,0.11060689812853046,9.089101178415709e-4,0.34318945079235247
-876895022992e7,80119445,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2344108,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.022501704677334495,0.0011054174155732228,0.28792487608785167
-876633930991e7,42126589,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0864105,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.06390494465161431,9.231424861154929e-4,0.7220621229724337
-875507827006e7,80118999,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.5496092,100,60,0,-0.26227961499999997,1,1,0,0,0,0,-1.2369421,0.06743553342376703,6.080736663583145e-4,0.4575165043190096
-874318616926e7,80116965,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6.8023949,100,35,0,-0.26227961499999997,1,1,1,1,0,0,-1.1339221,0.00750101797577009,4.23000629962849e-4,0.3554994339909707
-874318616926e7,80118327,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7.2930179,100,35,0,-0.26227961499999997,1,1,1,1,0,1,-1.9024558,0.010555780444652874,0.0016362973744308545,0.4868388078645797
-874304131456e7,78133190,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.299037,100,43,0,-0.26227961499999997,1,1,1,1,0,1,-1.211189,0.0963556640884866,0.0024172647169683065,0.4002898866104589
-8.7271887025999995e+018,3595417,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0986433,100,37,0.2857143,0.32599312,1,1,1,1,0,0,-1.8998815,0.2002877031499936,0.004779737970175547,0.6370957235265764
-8.7271887025999995e+018,3595416,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3961544,100,37,0.2857143,0.71995533,1,1,1,1,0,0,-1.8998829,0.24874309724020788,0.0014486049680523315,0.6382279048016428
-87267936117e8,3591889,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3593693,100,43,0,-0.26227961499999997,1,1,1,1,0,0,-1.4285715,0.12470686411537027,0.0016127479714485068,0.39359729422069445
-871963952293e7,5522692,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6592941,30,56,0,-0.438252,1,1,1,1,0,1,-1.4285715,0.1063296980613299,0.0011937895240490986,0.5612496176922714
