prenda,tau_hat_oobpredictions,tau_hat_oobvarianceestimates
10464055,0.133157161144078,9.147193218262562e-4
78134056,0.06400505759350845,0.0016706850019524485
80117116,0.1701574732268721,0.0021892518531266827
5520195,0.12031737720562309,0.004515974715455189
3591999,0.14318514285652684,0.00348249814550319
80119058,0.1251010594566787,0.0018756047410651276
42124540,0.12841477896514103,0.0038562048316435177
80117722,0.11854130165541167,0.0023206747002804903
3594466,0.11391628201074364,0.0027718494941027967
3592065,0.06333834087721667,0.002643943933942908
42125747,0.15819438521192508,0.00226887454294054
78133902,0.0284884509935891,6.747183033968584e-4
80116938,0.115341599262302,0.002503513779535742
78132629,0.13631389069123032,0.0030282574161081322
10463186,0.0720514669784104,0.004872131682608938
10462862,0.11193505551245295,0.004323155713016063
5521330,0.18786857122201192,0.0032342227897213666
5521329,0.20145942995081337,0.003983133257961758
42124395,0.0966973892767767,0.0041989249214478466
10463524,0.20035708179277842,0.005045871956503368
3594084,0.187862499099704,0.00396018664687595
80117727,0.23058180997553843,0.007117406871294383
80117728,0.24553798848089045,0.002265240272667762
3594404,0.1751586304174585,0.005692515287269268
80119085,0.09340104250923073,0.0013875260771769283
10463312,0.0988230460982712,0.00449988028063023
80117262,0.07766606965139555,0.004493258663733338
42125176,0.13839143155428651,0.00423838542858074
10463164,0.17177414563857776,0.00470731666455461
80118829,0.17550919975159035,0.0065671602066314175
5514213,0.21000019711968843,0.003887450982402156
10463025,0.07311439597104884,0.005721288560488367
42125576,0.11080498681493604,0.0034284597795847973
78133629,0.07136220912269603,0.0025389227515065136
42125802,0.16687870532162788,0.007290602940539577
80118763,0.12866712849058956,0.0028754720006185903
42124663,0.18938198894698163,8.171120381104536e-4
42124662,0.17811762483738333,6.664191651643038e-4
42124661,0.17561700315001216,7.636486563268553e-4
42124758,0.08805035799598679,0.0030010468708947056
10462828,0.08770546857718599,0.0020191997456011487
10463921,0.1309200528778507,0.006808952609871223
5521237,0.14643676670147704,0.004656920521804884
80117634,0.1807164706694475,0.001160662635957081
78134692,0.11879356514698741,0.004772011291860801
78134761,0.10510882197530921,0.005652911119045482
78134760,0.10553592930216152,0.0056787011929358665
3594388,0.18161945775204513,0.00824827734144141
10463578,0.168882217909634,0.004546319449779953
78132493,0.0980742510630298,0.004024649420971313
42123983,0.21310652952963183,0.002015238581633417
78132586,0.08726966288586933,0.003833245529385771
78132958,0.15744021384062326,0.007367164271222513
78132957,0.15746039800363237,0.007669020580440285
78132959,0.1573747139713743,0.0074279248957080475
42125813,0.15510649701344198,0.0032476513379361143
78136261,0.12476932547635289,0.0073275506206618
3595963,0.19734655716498137,0.008206299772357897
3595962,0.21470163256645036,0.0026714206337891794
3595329,0.12149744591762139,0.004626405022023693
42124578,0.11563497477318854,0.012048618029506799
5520277,0.2609025544933289,0.004898595780343838
10462557,0.07290535206884396,0.001559189811096141
78133724,0.07616942018595177,0.002911202030617304
42123952,0.2194447469834353,0.00903173770261837
80116750,0.1074618744964248,0.004720456991051523
80118015,0.1707718803865302,0.004531494525142071
3593988,0.14282527380353727,0.0064745515364923656
10462694,0.12386565536991752,0.0022316353899951243
78134823,0.07311887967851878,0.004524799880528289
80117723,0.10063784436925688,8.780548642246355e-4
10463772,0.15044872062843626,0.0021745905633407726
3592339,0.2286407688706415,0.003217730090224439
78132548,0.045786008352115,0.0015090606377432042
80118852,0.18169097457170635,0.003611520057207481
42123860,0.14545797968195215,0.001146323991593777
3594482,0.13829331493232114,0.006804174623637758
78133396,0.1908742580351889,0.0020868668709432825
5514194,0.11904100252379775,9.447036094260182e-4
42123783,0.056198272190412284,0.002624026564877029
78133974,0.07693970837289321,0.0020901299237273906
42123993,0.1323278857490952,0.00499394632678631
3594475,0.1671660077841432,0.004594959319497235
42124032,0.10065618540622695,0.0033568204236104127
80118409,0.11321574108085794,0.003950752574620528
78133226,0.25017420700173426,0.0016440196020280384
78133227,0.25332821171538633,0.002495929954021133
78133223,0.2509462919399551,0.00368954430613296
78133224,0.22671094740331896,0.0026503193014609763
78133228,0.25044481220664844,0.004277571680913112
78133225,0.2391934369885321,0.00376882736213585
10463314,0.12179914804046404,0.004547612156079573
78133505,0.1115664402195973,0.0026739072602319077
80116761,0.1870543420217951,0.004776300637191989
42125017,0.17817583688918898,0.0014520661901810683
10463555,0.04505712290578612,0.00833134347851865
42125248,0.14600507547867073,0.004997654459196099
78132791,0.10722265879698191,0.005501803407418888
80116974,0.17649272742098832,0.004517686979346301
80118047,0.07839382921788089,0.0049404022295681796
80117876,0.08799465692316419,0.0019408729237212347
10462594,0.10378684818362617,0.0033835292799278527
42125803,0.06333733045227476,8.910218287929133e-4
42123817,0.1868481506862357,0.009867088683714543
42123690,0.1357499527805713,0.004706338288350121
78132945,0.0724300206660559,8.801065745980591e-4
5524249,0.15189087957156105,0.0065965994655742015
42123821,0.12943581651023015,0.0035676351366585833
78133420,0.1038332886337296,0.00839239792526863
5522835,0.18618012293406921,0.003036379560119673
42123622,0.19495177992292054,0.005764259197505224
78133908,0.07211992648291794,6.347664628430635e-4
78133907,0.06956805966027826,0.0017169480850558647
3594387,0.11753636758015762,0.0028060162279464522
78131771,0.14368306798963232,0.006682593087672277
3586684,0.1919050488868757,0.004853905740423711
10463163,0.10882517944490487,0.0015956618429973186
10463213,0.13468226961924437,0.001480556510851186
78133625,0.1518181802796002,0.0010622696843795498
78136383,0.0805351626919069,0.0014891195115385814
80118463,0.15270816509035662,0.0046305180985906635
3591901,0.162112743590385,0.0033334755593460285
80118869,0.07583977899815578,0.005390472134116508
5522818,0.2225102980002922,0.0016826628652655436
80117381,0.21836177084744135,0.005230420922853262
80117382,0.21763204735304828,0.004259185636686788
78133725,0.13140227735900117,0.003768761668490167
3594092,0.19911286499094644,0.008186743656093246
80118926,0.20187207969296936,0.006106057004426477
78132750,0.07733569581784554,0.004600569902199277
78132731,0.10609825378115527,0.0013568666253661672
10464304,0.11399059583538383,0.0024078258940936786
80117299,0.16682785171568018,0.002926573876743926
10462946,0.08958728240762692,0.003305256638795431
80116979,0.10896772316479299,0.006057570591545735
10464303,0.13232317842753458,0.0030979512853007035
10463006,0.14733093277875609,0.0010583171601030385
10463007,0.15747328563079413,0.0034798056855381296
78134030,0.08972146632674527,0.001981780136661386
78136001,0.12122334936952597,0.005451409657934594
3595833,0.13297216037617202,0.004004984626167378
10463042,0.12340560169561557,0.004789991219735017
78134486,0.10452999109272104,0.0010086883156709401
78134023,0.13306325420660223,0.0032484776953592906
80117703,0.13040199984073175,0.003248983446226569
78134126,0.0846338210523181,0.004216758400979252
42124226,0.1154162833247581,0.003209214033104305
42124224,0.11858323941230699,0.004229674708740401
42124225,0.11858895492511842,0.004312871642803904
42126601,0.0807339794548258,0.003685551596803957
80116760,0.10939599385760623,0.001965733553226024
3594433,0.1352124150046866,0.0027043541431404235
10462922,0.09206628092521421,0.0039006859624507173
80116893,0.05928817831240591,0.005994637447253779
80116894,0.0785214649615501,0.006853433053699507
80116895,0.06326202556200182,0.006772294156665044
10462948,0.10009663351118396,0.0024538273617225937
10462916,0.22444816624782798,0.002882549643593991
10462917,0.21577897961714987,0.0016485041371035014
78133893,0.0725479036658808,0.0028873468998992357
78133892,0.06255124707163905,0.003815124458926344
78136119,0.08540931257269437,0.00618973366687632
78136117,0.08278667138132004,0.004892389759609894
78136118,0.08297159805602632,0.004508863220534523
42123486,0.05144391075352968,0.0010372006135298333
80117238,0.14291406623181344,0.00452699949408584
78132983,0.10458754327638653,0.0018940456802635773
78132839,0.1483895538483826,0.0018543967247710755
10462942,0.11875523786751488,0.0031042924311668247
80117246,0.12432447122165363,0.0012135699873908512
80119328,0.11029532894598082,0.003305608969596319
80119329,0.11613843985462675,0.004050656736029661
80117053,0.1510424107881635,0.0013721873155129038
42124728,0.06204389860611723,0.0025541299509839388
42124729,0.0576248189976891,0.00257608533690902
78133033,0.0761361755492205,0.0025447008093532103
5520212,0.13215262783426698,0.004913514560245308
5520213,0.1324897869570976,0.00488455577408455
10463100,0.1332430711764992,0.002631983502728527
5520278,0.20443454792115837,0.009152512267729509
5514350,0.1655494554783489,0.0045657112831659205
5514349,0.16447615992765804,0.0036473048694086836
5514348,0.16480651600937937,0.002994345738925771
5522665,0.24207262653475242,0.005780355764638452
10463432,0.10551508675730177,0.0013598655542439349
10463454,0.18842790655495134,0.004559078010789519
10462035,0.10518280452047882,0.0015612617866503317
5522632,0.10567806682476,0.005918551848130128
5523075,0.19400723654950427,0.004357819780086601
78134320,0.16920231861701537,0.009023121682470395
3595398,0.06138637482201442,0.0015773415991429955
3595397,0.06058584154357909,0.0017599465778486629
3595399,0.06291429771538262,0.001531961259800355
3595401,0.06106684338937909,0.001804987436885555
3595400,0.05961069465894802,0.0016658979829574179
3595479,0.08606627596453727,0.003158219170240183
42124545,0.10214225426919285,0.0030984442729769233
80118762,0.22245322338780654,0.0012750303717616513
42125590,0.26160415084298677,0.002837218753848908
42125591,0.24161661787384814,0.0042149125269165715
42125588,0.25629537048055084,0.0023789677721603045
42125589,0.2615535138381334,0.002765275499675848
42123996,0.08660504560825882,0.006701676713306217
42123995,0.0928616099901715,0.0030218432244441696
3586603,0.10905952519614917,0.002436007321628371
5514306,0.1803634549740015,0.006150561578372656
80118937,0.10580021528149977,0.002111812157802929
80117529,0.11398020239249065,0.006293282853820963
3595913,0.15300232119229945,0.0040327573933083075
42125608,0.05519157568856363,0.0030574150234110335
10462678,0.052703130358851394,0.00105557604701971
10463436,0.10011915163044903,0.0039320448881084045
80118077,0.13133819643149705,0.004330375169128206
42124229,0.2012818903789092,0.007308949240131285
5514457,0.09592165423991193,0.007033297979394936
78133375,0.08193660312376418,0.004568865793532206
80117701,0.14137033723329565,0.0021746868893627765
78136328,0.1684681084804238,0.004991188301265268
78136327,0.1746602081832163,0.0044096621385007785
3595311,0.17142974831659374,0.0029494065700022896
78133952,0.12465214583660038,0.006030798530105447
78135073,0.13702898610305567,0.007732988400303164
42125650,0.07541274442060891,0.002250250447373832
10462036,0.08392005140501345,0.003313628087686993
42125443,0.11722367257952793,0.0029242842588667814
10462872,0.16248667607651532,0.0029565981377395667
3595429,0.2358813808033686,0.003494321201466505
42124551,0.19713838257822883,0.004349508239283662
42124732,0.16380416924766988,0.002597370766636538
42125274,0.08362750042014082,0.006325361022207454
42125275,0.09485713618923791,0.0018874038151166228
5522617,0.1756539007745816,0.005924958466288363
78133639,0.14771641916426612,0.003628271870117951
80117150,0.11870097246322485,0.004921344264390506
3592045,0.15798256416640732,9.61914040617995e-4
78134142,0.06581171265531215,0.004961349245693415
10463198,0.04767760302550468,0.0010854191019676017
42124327,0.1456370628587119,0.0017639719534764215
3591976,0.10076205231938055,0.005921071439358999
80116718,0.15893636093922608,0.0022449611789942016
5521331,0.20754134438122165,0.006013533823710553
42126029,0.06733123079754033,0.006340361052655083
80118822,0.14321220284208583,0.0036118092474809317
3591991,0.11688291234855877,0.002335236522643136
42123784,0.11351215497310561,0.00936877838823725
10462554,0.06186477532456363,0.0025286211595241617
10463563,0.06390145438586564,0.002188243721822233
42124708,0.09480493612966236,0.005234504544511731
80117674,0.12212740219137412,0.0063946356271127784
10462822,0.08256708077170304,8.189035238656364e-4
10462428,0.08363851171448505,0.0024153287521759235
42124651,0.15391317002929258,0.0018158317622367836
10462422,0.14611842489347754,0.005082561284955209
42123490,0.10722198633232878,0.0013616311224153967
42123491,0.10640993285309502,0.0013352132488406074
80118481,0.19005606114442014,0.006198618350902254
42124320,0.13106320350428272,0.0016299284359583902
78134523,0.057226102045780464,0.0021973044413395202
80117778,0.12573104950767314,0.006321014366763292
80116758,0.1721728905523975,0.004155727900786789
80116757,0.21729923484955202,0.005340969160185842
78132627,0.09112197935622278,0.003451228874664634
10463756,0.10253182873306518,9.20580388135416e-4
10463755,0.10535696812759478,9.484391939958551e-4
78133978,0.07672395244013393,0.008738673660190393
5522935,0.2154013605040516,0.009666230679255013
5522934,0.21764342041495433,0.009504315350742452
5522936,0.21663664324998053,0.01009944246696279
5522933,0.2145575262223721,0.010387785761888398
78132517,0.14104623269396874,0.005303364367326484
78132516,0.13417115012771877,0.0042464233970315995
5520169,0.18545563682188815,0.004584480380014696
10463020,0.06994085338356769,0.001289412085690682
10463018,0.08385570971641063,0.0010817752142433428
10463019,0.08659850429411732,0.0010243397370828535
80117978,0.1009832975411648,0.001698278271292328
10462062,0.08969304247428796,0.0020092645295113664
3592344,0.11480547575718719,0.0016431947858594972
80117023,0.11054054389467137,0.0035482662936893628
10463013,0.13612637286525045,5.833025411601921e-4
3595472,0.20057777074617167,0.0018216666796250906
80117601,0.1043432894644912,0.005277136760942557
5521201,0.0745451665162432,0.0012803604063217787
5514193,0.23286841008633485,0.0015414739632790256
78136122,0.06636530467577381,0.0031153429887212022
42125702,0.1825524174671255,0.0020991383551995503
10463446,0.13084734944628543,0.003505210289846136
3592009,0.10061664241220805,0.0050905387685235524
42125029,0.11385772382556142,8.751528194903108e-4
42124638,0.20002725402024304,0.0015721014265469323
42123772,0.14672363599673174,0.0010095039324974817
42123773,0.15388260889530267,0.0019957516263127764
5521303,0.22465421537750957,0.00788118874710029
5521302,0.2291601848191152,0.0067541204979418516
3591003,0.22379614163674696,0.009380841956940196
78134453,0.06919123009390914,0.005875383148500759
80117425,0.12132888786950448,0.0016157337793518346
78133111,0.09525922439535575,0.005705073669918516
10463956,0.12729862986240484,0.002636443024050882
10463953,0.12292694686757898,0.001433182264004906
10463955,0.14265060732434906,0.002090417251916248
10463952,0.1231040453005335,0.002066139221244539
10463957,0.14174320206701618,0.0013685739849973206
10463959,0.10382639036988843,0.0014988525314835197
10463958,0.10587983152011878,0.0014167436768565496
80117046,0.12560256435049177,0.00423572116212532
80117157,0.07944122644121387,0.004382524516062408
42126539,0.1732641943277536,0.004056278412285682
42126541,0.17196319405192145,0.0035689828935454256
42126540,0.17213030200468185,0.003393832189407133
42124756,0.073538156539398,0.0038025115837142746
5514216,0.1037914244278681,0.0019114345018017879
42125163,0.1227306639396157,0.004315714469259146
42125162,0.1239808119124495,0.004287788129425126
3595204,0.13626175750565783,0.004062298341622088
80119334,0.11215777910239781,0.003037761911716768
42126024,0.16930384064816156,0.004437289778021389
42125964,0.10130446946769822,0.004475815203076131
42125961,0.10258402076084028,0.005097357274484581
42125960,0.09778149123462467,0.004292773325225085
42125963,0.10130446946769822,0.004475815203076131
42125962,0.09473902500771021,0.005235616959345512
78134843,0.19444768957949404,0.010575201267819597
42123510,0.14013065890485982,0.001745928340301493
42123512,0.13510462857582425,0.002675142483605022
42123509,0.13510462857582425,0.002675142483605022
42123511,0.14522534894862515,0.002419017650864097
3592194,0.17324054246754522,0.004746265963338897
80116710,0.12351049316706485,0.005868112308870172
78133635,0.12243464355101913,0.001918246386284126
3595426,0.07526989291170158,0.005331538830353711
3590975,0.2043639645759634,0.002806667857753578
3592025,0.20365832880034768,0.0027768990003561806
10462543,0.10223094369883037,0.003630604915918136
78132509,0.09210626247149084,0.0030936526074656487
80117491,0.1354974139143418,0.0027223927553570097
42124703,0.21824220093565913,0.0033340647266778475
80116825,0.12203088979524111,0.0018240168653471662
80116826,0.12287310794719712,0.0020512455501335773
80117698,0.13582662092605535,0.0017690185429600856
80116982,0.13057258716046746,0.003426776551014302
80117677,0.11998054533852874,0.0042778297704064785
42125742,0.10035608584867346,0.0021703557678861875
42125582,0.22082443391181614,0.0025560698531621713
78134640,0.07955000004409644,0.0012490465903260153
42124626,0.1488594942735556,0.003233874578255438
80118013,0.13335069075183437,0.0030341019293311402
80118012,0.13525200203991294,0.00540442003246708
80117689,0.13522146629566376,0.005072188123503138
80118010,0.14551582429909488,0.005779363737900943
80118003,0.13292494671765226,0.005520887460615097
80118007,0.13571982920172576,0.005342953867443229
80118009,0.13522146629566376,0.005072188123503138
80118011,0.13126423368119378,0.005412893756266488
80118008,0.1397065736413024,0.005359081960355436
80118893,0.13299434061596424,0.0016046471969359656
80117695,0.20289396551940062,0.006752617162810635
3594428,0.1519765995448547,0.0021423236037173155
42123760,0.11442824166554164,8.343390482878701e-4
42123777,0.09808253378706941,6.473417452429117e-4
3591892,0.15326505713315025,0.001658569806246655
78132596,0.07183650975542477,0.006636917004519859
78134016,0.11862911670325076,0.006571128910898361
80118476,0.13313130531100117,0.003134626457814236
80118477,0.13289973819634932,0.0012611878740345023
80118474,0.13875503641770012,0.0023109209729103674
78133953,0.09010748580094032,0.003732984807513967
78133954,0.13284478662417953,0.008441073457505095
78132956,0.11554924174052748,0.006370394861587147
80118789,0.22477726952860522,0.005269442550357398
80117646,0.17685171941436667,0.0010936701842285419
80115973,0.1431086660502354,0.0017231345278816475
10463848,0.10565748202010358,0.006775349484139701
5524105,0.17665577301354046,0.0014723245448382248
78134015,0.09930105313088211,9.337288806650986e-4
3594096,0.09384540546673958,0.0028037332400886175
5522997,0.2422823953879847,0.005419405852728147
80117051,0.13430133596964702,0.004530841168380178
10463515,0.12599595136653044,8.629321098609808e-4
