NombrePignorante,prenda,suc_x_dia,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_6,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-922258806166e7,78133041,294,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.884438,-0.014144075670953582,1.221752621689916e-4,0.6046175222155994
-921820905645e7,5521308,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1983111,-0.014144075670953582,1.221752621689916e-4,0.5961530576925084
-921795913329e7,42125560,254,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-1.9288812,-0.014144075670953582,1.221752621689916e-4,0.6435401513151823
-920046646976e7,42123978,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.090142,-0.014144075670953582,1.221752621689916e-4,0.6261451814429865
-920046646976e7,42123981,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0901434,-0.014144075670953582,1.221752621689916e-4,0.6261451814429865
-920046646976e7,42123982,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0901418,-0.014144075670953582,1.221752621689916e-4,0.6261451814429865
-920046646976e7,42123980,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.1648319,-0.014144075670953582,1.221752621689916e-4,0.6261451814429865
-920046646976e7,42123979,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.0901425,-0.014144075670953582,1.221752621689916e-4,0.6261451814429865
-920046646976e7,42125569,255,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-1.8715554,-0.014144075670953582,1.221752621689916e-4,0.4905363107724498
-919254357393e7,10463882,536,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.2369599,-0.014144075670953582,1.221752621689916e-4,0.4822062964456569
-919139368339e7,80118883,434,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1.4285715,-0.014144075670953582,1.221752621689916e-4,0.49457098168754493
-918983174523e7,10463572,525,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-0.014144075670953582,1.221752621689916e-4,0.6468619996725324
-918733416171e7,78133242,299,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-1.1390748,-0.014144075670953582,1.221752621689916e-4,0.6091771140772086
-918733416171e7,78134840,341,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,-1.9524611,-0.014144075670953582,1.221752621689916e-4,0.5528064836600792
-917719051673e7,78133232,299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4285715,-0.014144075670953582,1.221752621689916e-4,0.5913821027672866
-916988485595e7,80116767,373,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.4750421,-0.014144075670953582,1.221752621689916e-4,0.5589273056320094
-916988485595e7,80117265,389,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,-1.9110745,-0.014144075670953582,1.221752621689916e-4,0.4162346494619596
-916546731528e7,3591934,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8870052,-0.014144075670953582,1.221752621689916e-4,0.6979371386102593
-916516169086e7,3595471,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8921523,-0.014144075670953582,1.221752621689916e-4,0.6850338618362045
-916287647658e7,80118452,418,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.8998877,-0.014144075670953582,1.221752621689916e-4,0.4892108358322969
-916242845313e7,80117937,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1.1118376,-0.014144075670953582,1.221752621689916e-4,0.436395785466748
-915634713117e7,78133121,296,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2630417,-0.014144075670953582,1.221752621689916e-4,0.6594584378914304
-914972513898e7,10463140,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545296,-0.014144075670953582,1.221752621689916e-4,0.36766524827118396
-914972513898e7,10463142,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545267,-0.014144075670953582,1.221752621689916e-4,0.36766524827118396
-914972513898e7,10463141,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,-1.1545298,-0.014144075670953582,1.221752621689916e-4,0.36766524827118396
