NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_9,def_c,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04413229823814449,0.001299759010541919,NA
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.11013926294087617,0.002135209483869125,0.23837804835145954
-920924936431e7,42124669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.03586679859660741,0.005506832726425357,0.40913874380189125
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08412529551975481,0.006314708912094632,NA
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08412529551975481,0.006314708912094632,NA
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08412529551975481,0.006314708912094632,NA
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08412529551975481,0.006314708912094632,NA
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.08412529551975481,0.006314708912094632,NA
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.08551844061887959,0.0050708199883355825,0.3491112408113162
-919139368339e7,80117650,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,-0.10212802502458182,0.00844833246957351,0.21002572598265104
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.12688325135603784,0.006487347032886745,NA
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.08484389821197054,0.010369497163526979,0.6789902921173336
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.08921202850894117,0.005024159290812214,0.3203778524106628
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.007575897462151248,0.007350770215286585,0.14721189140878777
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0.14453790182899548,0.003937771950744475,NA
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08007717863144634,0.0027300139654082437,NA
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.16053451912418537,0.007193940185900027,0.3652924841946539
-9.1582848411599995e+018,78133284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.17070057150955312,0.0060497057131913305,0.4896643682695477
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09648655682260739,0.014447112640269684,0.23565035686762867
-914972513898e7,10463033,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0.10613218642133797,0.008154484609354772,0.42037579855672597
-914729183109e7,42124415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13341510157868894,0.0033406535431293955,0.1516006076820731
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04413229823814449,0.001299759010541919,NA
-910323975224e7,10463800,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.08484389821197054,0.010369497163526979,0.6621261059415302
-9.0883933711600005e+018,42124511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.006860530758901141,0.0037163213196820316,0.32500471704296696
-9.0883933711600005e+018,42124847,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0024713047534917873,0.007835064157657128,0.2773560179641349
-9.0883933711600005e+018,42124914,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.013742335819424236,0.0067386826918228405,0.47742703008609483
-9.0883933711600005e+018,42125580,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0490420588117275,0.003432539725085069,NA
-908821747816e7,80117247,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08103612207593358,0.0011092029037205382,NA
-908383493402e7,42124335,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.09416672154408813,0.00650338348545292,0.6684488707486217
-908383493402e7,42126016,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.1544138842872516,0.0031387708486913593,0.42895135641135085
-908131838248e7,80118911,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11921739653854058,0.0031221687232184468,0.09958184659712276
-907261225358e7,3595411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1102509648881544,0.005386564833670183,NA
-9.0665660440399995e+018,5514273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04413229823814449,0.001299759010541919,NA
-9.0663882190799995e+018,78133920,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20447796358043785,0.010427944596415058,0.6203426262946194
-904801744929e7,42123488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03586679859660741,0.005506832726425357,0.40762357837388163
-904801744929e7,42123489,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03586679859660741,0.005506832726425357,0.41137228871739384
-904042802465e7,78133911,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.20447796358043785,0.010427944596415058,0.6125841738278524
-902162038152e7,80117244,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08103612207593358,0.0011092029037205382,NA
-902056606811e7,42125102,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13341510157868894,0.0033406535431293955,0.15228725289335945
-900651609038e7,10462052,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0035061750073197397,0.007970540280226326,0.3532515576011496
-899104389128e7,80118770,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11921739653854058,0.0031221687232184468,NA
-898926676097e7,3595974,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.059728236385029936,0.006653689767709019,0.2653114468305492
-897484405105e7,78134672,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0.1803393915778737,0.0058318610374003136,0.5485231478109712
-897484405105e7,78134670,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.1803393915778737,0.0058318610374003136,0.5554680294164872
-897336807299e7,42125660,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.19248448673398022,0.008435709834806224,0.6581447847119198
-89545334567e8,78134682,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.17070057150955312,0.0060497057131913305,0.48870865274007275
-894540556633e7,3594094,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10011933922616453,0.0015520710938564891,NA
-894540556633e7,3594093,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10011933922616453,0.0015520710938564891,NA
