fc_admin_disc,fee_arms,edad,genero,val_pren_pr,masqueprepa,faltas,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,prenda,insample
1787.2716,0,23,0,2553.2007,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133590,0
21671.428,0,28,1,24814.455,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117425,0
1228.8552,1,52,0,2294.1021,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521173,1
2181.9426,0,45,1,2309.8286,0,.71428573,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78135138,0
8011.7568,0,55,1,7928.2124,0,.2857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595801,1
10527.701,0,55,1,10183.447,0,.2857143,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595802,1
1042.8572,1,22,0,1561.5374,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125411,1
12787.11,0,63,0,14229.236,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462063,0
8426.1973,0,63,0,9510.8379,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462064,0
8869.6689,0,63,0,9990.6758,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462065,0
3427.9873,0,60,1,4006.0896,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591936,1
1450.6436,0,60,1,2150.7197,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591937,1
1866.1759,1,19,1,2006.7686,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133844,1
9238.3389,0,53,1,12005.991,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133111,1
2900,0,27,1,3640.8313,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125926,0
2977.1682,1,48,0,4712.4673,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521175,1
2481.2354,1,38,1,4460.5811,1,.42857143,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3591965,1
4028.5715,0,35,1,4713.041,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118026,0
2275.9275,0,49,1,3154.0811,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463953,0
1449.4733,0,49,1,2114.4341,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463959,0
4780.7217,0,49,1,6305.0112,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463956,0
2606.5044,0,49,1,3569.9399,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463952,0
7565.2227,0,49,1,9807.8223,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463957,0
1525.7594,0,49,1,2210.4014,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463958,0
2269.8374,1,25,1,3176.9888,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78134422,1
5728.5713,0,27,0,6807.7559,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117046,0
25367.428,0,65,1,23090.229,1,.2857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124800,0
738.70203,0,32,1,1282.7164,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117157,0
934.10284,1,45,1,1126.2306,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123876,1
2857.1428,0,33,0,4066.0396,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118809,0
1560.1849,0,37,1,2405.7898,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116941,0
2100,0,40,1,2745.1355,1,.2857143,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126540,1
2142.8572,0,40,1,2793.1191,1,.2857143,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126541,1
2457.1428,0,40,1,3144.9998,1,.2857143,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126539,1
2822.2134,0,51,1,2905.0811,0,.2857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514535,0
449.16663,0,51,1,953.74365,0,.2857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514536,0
1300.4423,0,38,1,1958.7848,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124756,1
1659.5966,0,23,1,2025.3798,0,.2857143,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514216,0
5514.2856,0,40,0,6724.5977,0,.2857143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124350,0
2871.4285,0,24,0,3280.8982,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125162,0
2814.2856,0,24,0,3216.9199,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125163,0
16149.716,0,52,0,14932.997,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595204,0
3628.7446,0,40,1,3478.2688,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80119334,0
1845.0563,1,22,1,1190.2089,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591729,1
381.74701,1,53,1,873.77081,1,.14285715,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132862,1
1278.6959,1,53,1,1545.5427,1,.14285715,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132861,1
988.43243,0,54,1,1449.5753,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42125962,1
599.05908,0,54,1,1033.7166,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42125963,1
1152.8909,0,54,1,1641.5101,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42125960,1
1226.785,0,54,1,1721.483,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42125961,1
5445.4873,0,54,1,7223.6147,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126024,1
599.05908,0,54,1,1033.7166,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42125964,1
614.28571,0,55,0,1398.1318,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134843,0
2802.5752,1,61,0,3912.739,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591791,1
2595.2241,0,47,1,2105.3528,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123512,0
3419.8716,0,47,1,2649.168,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123511,0
1940.3518,0,47,1,1673.4993,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123510,0
2595.2241,0,47,1,2105.3528,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123509,0
3774.5171,0,50,1,3752.7932,0,.14285715,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592194,0
10835.114,0,29,1,7524.0581,0,.5714286,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,80116710,0
3928.9463,0,37,1,4900.9487,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125441,0
5757.1431,0,25,0,6839.7451,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133635,0
2528.3044,1,42,1,2229.8557,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42123778,0
3528.5715,0,42,1,3757.0437,0,.2857143,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,42124892,0
1577.8979,0,23,1,2377.2603,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595426,1
12239.321,0,42,0,10414.244,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3590975,0
16611.771,0,42,0,14316.919,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592025,0
11378.565,1,29,0,14446.247,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118580,1
2621.4895,0,43,1,3192.9834,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462543,1
1644.6768,0,51,1,2354.3525,1,.14285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463176,0
1671.4286,1,46,1,2162.4177,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595221,1
884.41193,0,27,1,1797.9961,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132509,0
2628.5715,0,37,0,2917.6223,1,.14285715,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117491,1
2218.3979,1,62,1,3176.9888,0,.14285715,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117190,1
985.71429,0,62,0,1497.5591,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124703,0
1527.4263,0,49,1,2313.282,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116826,0
1603.7919,0,49,1,2409.2495,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116825,0
639.19257,0,41,1,774.35004,0,.71428573,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117698,0
15361.526,1,31,0,10083.189,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463127,1
12590.611,1,31,0,8259.8086,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463129,1
8706.332,1,31,0,5700.6772,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463128,1
1024.7288,0,45,1,1689.4939,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462033,1
2428.5715,0,50,1,2693.6982,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116982,1
7405.79,0,45,1,6159.689,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117677,0
3069.2476,0,18,0,5572.7144,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,42125742,0
2566.6711,0,45,1,2681.1572,1,.71428573,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514488,0
3805.2336,0,51,1,2905.0811,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132662,0
6156.2515,0,51,1,4456.5542,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132663,0
577.31549,1,48,1,1498.4005,1,.14285715,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522616,0
757.14288,0,72,1,1138.7653,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125582,1
1912.2336,0,42,1,2441.2385,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124165,0
1747.9067,0,42,1,2265.2983,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124166,0
3002.8083,0,42,1,3608.8423,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124171,0
1523.818,0,42,1,2025.3798,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124168,0
891.56091,0,42,1,1273.635,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124169,0
4033.6301,0,42,1,4712.4673,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124162,0
891.56091,0,42,1,1273.635,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124164,0
1150.3286,0,42,1,1625.5156,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124167,0
761.88794,0,42,1,1145.6785,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124170,0
1314.6637,0,42,1,1801.4558,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124172,0
2345.4846,0,42,1,2905.0811,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124163,0
885.71429,0,33,1,966.28485,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133966,1
326.88596,1,44,1,982.54736,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123878,1
2117.6763,0,54,1,3256.9617,1,.14285715,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520187,0
3956.783,0,55,1,5349.6333,0,.2857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462782,0
1850.4585,0,37,1,2533.7463,0,.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134640,0
1677.1298,0,87,1,2069.9102,0,.14285715,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42124626,0
5260.3853,0,39,1,6871.7344,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118007,0
3039.333,0,39,1,4136.6631,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118013,0
4831.7603,0,39,1,6343.9136,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117689,0
4792.793,0,39,1,6295.9297,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118009,0
3883.5989,0,39,1,5176.3101,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118011,0
4597.9688,0,39,1,6056.0112,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118003,0
5922.7944,0,39,1,7687.4575,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118008,0
5078.5371,0,39,1,6647.8105,1,.5714286,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118012,0
685.71429,0,25,1,1161.6731,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117720,1
1300,1,35,1,1849.4396,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514134,1
1800,0,37,0,2725.6812,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118893,1
11768.272,0,35,0,11989.996,1,.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124599,0
2832.4663,0,35,1,3366.3069,1,.14285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462704,0
3098.6257,1,62,1,4216.6357,1,.2857143,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,80119095,1
926.57666,0,62,1,1318.1589,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,80117695,0
1107.7863,0,62,1,1737.4775,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,80119175,0
3086.3943,0,57,1,3785.6191,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524197,0
1024.0364,0,66,1,1673.4993,0,.71428573,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118982,0
2708.0393,0,55,1,3941.5427,0,.42857143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594428,0
2553.0647,1,42,1,3445.4368,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132887,1
791.30219,1,42,1,1138.7653,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132886,1
4257.1431,0,71,0,5160.3154,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3595364,0
471.42856,0,71,0,921.75452,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3595365,0
3228.5715,0,71,0,4008.7065,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3595363,0
697.17157,1,35,1,854.32288,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117066,1
912.52533,0,60,1,1561.5374,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,10462621,0
1421.1093,0,34,1,2201.3201,1,.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594448,0
475.45273,1,30,1,566.42059,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123760,0
423.38324,1,30,1,502.44232,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,42123777,0
22142.857,0,38,1,24766.205,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118095,0
500,0,18,0,49.763382,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462731,0
10328.571,1,36,0,12185.958,0,.42857143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463985,1
7371.4287,0,34,1,8803.8916,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594320,0
2569.1777,0,45,1,3701.3562,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463290,0
4183.5898,0,56,1,5736.1201,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591892,1
887.30109,0,43,1,1446.9586,1,.2857143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124451,0
1432.3673,0,43,1,2134.7251,1,.2857143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124450,0
2713.1731,0,50,1,2649.7415,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132596,0
567.57404,0,35,1,1097.6948,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78134016,0
1871.4286,0,50,0,2489.2224,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118477,0
5357.1431,0,50,0,6391.8975,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118476,0
6785.7144,0,50,0,7991.354,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118474,0
3657.1428,1,37,1,4069.2312,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591714,1
1100,0,25,0,1297.5715,1,.2857143,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463816,1
2546.3958,1,34,1,3909.2793,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595241,1
800,1,19,0,1446.3899,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124891,1
3429.3025,0,50,1,4904.4023,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133953,1
4414.3154,0,50,1,6199.9624,1,.14285715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133954,1
29457.143,0,31,1,32470.756,1,.71428573,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,78132956,1
52585.715,0,31,1,58942,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,78133664,0
1772.9659,0,48,0,3192.9834,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118789,0
463.69193,0,22,1,1113.6893,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78133131,1
2046.9717,0,61,1,2233.3093,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123959,0
1370.5773,0,61,1,1625.5156,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123960,0
2285.7144,0,58,1,2953.0649,0,.2857143,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,80117646,0
1014.2857,0,35,1,1529.5482,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133346,0
413.34647,0,69,1,17.774244,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80115973,1
2049.2891,0,42,1,2969.0593,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591747,0
1075.9767,0,55,1,1737.4775,1,.2857143,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524155,0
1357.7809,0,55,1,2089.3582,1,.2857143,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524156,0
1810.0748,0,47,0,2141.5923,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463848,1
2283.9446,0,20,0,2649.168,1,.14285715,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524105,0
470.82516,0,47,1,1302.1644,0,.14285715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134015,0
3149.7139,0,38,1,4360.5869,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3594096,1
5291.8296,0,51,0,5528.1904,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522997,0
671.42859,1,38,1,1373.6294,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124926,1
885.71429,1,38,1,1613.5479,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124925,1
1351.4395,0,53,1,2405.7898,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,10462848,0
1337.3356,0,53,1,1501.5859,1,.85714287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,80117051,0
1828.5714,0,56,1,2793.9558,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524224,0
2649.0452,0,56,1,3129.8418,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514530,0
1338.686,0,47,1,1970.4829,0,.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42125258,1
3342.8572,0,29,1,3717.3508,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463515,1
1457.1428,0,35,0,1606.0676,0,.85714287,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132977,0
1668.2516,0,56,1,2685.1841,1,.5714286,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,80117916,0
3656.6252,0,69,1,4936.3916,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592247,0
2094.3601,0,26,0,2113.2947,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118486,0
1414.2858,1,23,0,1977.3961,1,.2857143,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125628,1
1239.7726,0,53,1,1574.0785,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117965,0
2857.1428,0,39,0,3173.5354,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133615,0
1657.1428,1,28,1,2249.3037,0,.2857143,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42123665,1
5609.4854,1,46,1,6327.9189,1,.14285715,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10462556,0
1728.0085,0,46,1,2553.2007,1,.14285715,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10462810,0
