fc_admin_disc,fee_arms,edad,genero,val_pren_pr,masqueprepa,faltas,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,prenda,insample,rf_pred_fee,rf_pred_nofee,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,tau_hat_oob_full$predictions,tau_hat_oob_full$variance.estimates
4328.5713,0,29,0,5234.4014,1,0.2857143,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,42124606,0,4706.727349624728,4427.654661442917,-214.68188812684434,35880.91643547105,-32.05760780134182,50805.93122962134
782.10236,0,29,1,910.12439,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125608,0,630.657340910284,670.2713921632669,-39.2019752916592,2432.400989760899,-20.944364907572027,2280.610558552236
3042.8572,0,38,1,4150.9849,1,0.71428573,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125321,0,3614.9169331656544,3465.8455094919896,-76.38193530494095,31015.135570038045,-63.81513235066536,14385.873558143674
2082.8765,0,48,0,2597.2512,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521275,0,2078.1765472624425,2020.9706557627123,-75.9895194345134,3121.7463441780224,-116.9038092967024,5978.046342108295
2641.6941,0,48,0,3300.4944,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521274,0,2616.797265131097,3122.657380943559,-311.93241089652605,13877.039548552135,-165.4715050867246,2965.188914476527
3708.5317,0,48,0,4643.0498,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521272,0,3781.4193972783237,4373.587966910518,-325.14370391305874,5175.507699018519,-236.6230667444779,3405.242475971041
1612.9492,0,48,0,2005.8876,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521273,0,1481.3063787722283,1568.828533787994,-91.66251657056347,2338.651655285608,-121.61197069808834,3805.9560526961955
2567.4097,1,32,1,3755.9241,1,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134804,1,3207.8445794813133,3194.6449167058413,-92.0951602494286,20915.668561694118,-84.13138003141837,7392.118857490861
8068.9888,1,32,1,11131.986,1,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134805,1,9040.552141677088,10816.349077657576,-1311.2766610132178,427237.21638501564,-1148.5567686612508,194937.69604237442
1871.4286,0,33,1,2485.3599,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10462678,0,1919.1580902420965,1915.517013720357,7.940779047351889,4801.977627085683,75.61456313685565,12392.436661610504
1114.2858,0,20,1,1638.2714,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463436,0,1183.7417964480323,1210.7168459043378,-62.67749543741916,1663.9223898211105,54.20595906397314,5562.536141096984
3285.7144,0,25,0,4067.657,0,0.14285715,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118077,0,3383.124305357241,3363.4807635354546,-151.81422369142587,5074.904329780367,-177.62977811012067,6278.517804121442
828.57141,1,36,1,903.07446,1,0.85714287,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133831,1,610.7133540904716,671.7748339541693,-70.88266182502919,9543.524808673046,-67.58394668150568,1771.361496044199
1190.5233,0,33,1,1030.9369,1,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124602,0,679.2450498921049,754.5191126359284,-0.9383600487020849,1635.5850628059984,-32.56496763567058,1594.1447302653232
414.28571,0,50,1,439.57324,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124229,0,371.83052653965643,396.3337356026126,-62.72721141940275,2560.8607565297134,-53.33802286651179,1240.913135452729
4315.7285,1,36,0,5266.3789,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522900,1,4701.553580845671,4509.622002175204,33.52231820431695,23659.92705547497,30.211595524761954,5890.97149561486
286.85056,1,36,0,327.69363,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522898,1,382.4100834883503,459.34332679865116,-28.880294350822677,2119.4701071450454,-23.814746455853022,1301.805784194367
404.19125,1,36,0,471.53885,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522897,1,422.99366318793426,500.12690892271706,-28.743668735819004,2135.8763377824303,-24.834822139756668,684.0132327480095
5485.7144,0,44,1,6529.0083,1,0.42857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462087,0,5456.519023210052,5974.724302069869,-463.9274812644539,23410.497600287807,-219.18470340426333,83557.6499682775
5371.4287,0,44,1,6401.1455,1,0.42857143,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462086,0,5353.76233719866,5643.613234706285,-450.3246182360092,15561.00117785804,-176.4856112569701,79035.18156829708
5204.519,1,38,1,6832.6128,0,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3595254,1,5547.557308698793,6480.410083725545,-570.1244827499188,61680.71133418114,-548.4909067131124,53464.9726177281
1408.3127,0,30,1,2071.6355,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514457,1,1566.4115402716418,1615.625554482194,-4.141706427631787,3196.2563381189416,-97.8661045854699,2384.0240873762014
1222.1663,0,68,1,1478.4434,0,0.14285715,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5524205,0,1067.652810649564,1155.3669337866124,-103.06623177990339,7057.156812279587,-120.62814548738773,2982.022408214305
361.79633,0,54,1,919.04535,1,0.14285715,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78133715,0,568.0304580253235,621.616986373844,-67.21576581210589,864.1486907373899,-68.39402878003729,922.8752220306237
546.58875,1,21,1,1190.7529,1,0.2857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514242,1,802.6877321728657,860.1181292670533,-58.1674746569771,743.4913241433883,-50.47557743901328,895.6199911283005
1142.8572,1,25,1,1670.2369,0,0.14285715,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118353,1,1215.7797381500804,1253.3764526952446,-86.2754884125149,3647.7730423633957,-88.4372927425472,996.4007547882115
5071.4287,0,20,0,5880.7749,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,78133375,0,5068.998186209528,4922.787417023416,-77.47271451818624,23859.092014922608,-89.27821711347696,7446.322291452194
1385.7142,0,20,0,1845.9795,0,0.14285715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117701,0,1392.5744162266192,1423.305541877951,-110.08824572956892,3106.1650082908236,-90.67080692929444,843.005893878903
1771.4286,0,22,1,2535.1367,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462712,0,1994.795502165202,1937.2224582786005,-8.427140931345619,1363.4601686662759,52.708946712770334,9672.440550511754
1914.2858,0,33,1,2117.7673,1,0.14285715,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124156,0,1603.9449014922818,1637.5987839034335,-24.318701018040358,2919.9416974163605,-34.32269567405094,1241.5526958573937
630.64716,0,54,0,1366.5637,1,0.14285715,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514208,0,934.6253273532055,991.2389143050242,-10.465288681636997,2246.3045196538005,-91.58820073905981,1105.216128473277
3185.7144,0,41,1,3955.7773,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136328,0,3351.0616100266716,3327.638601524785,38.75714458324458,30109.084310888906,-17.90165249784551,6613.11823723025
2700,0,41,1,3412.3621,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136327,0,2733.0642221260305,3070.136455874147,-64.95165691713771,3739.749874745545,-85.72683200139254,8809.718160629285
3720.8696,1,63,1,2421.4404,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122456,1,1953.916978017425,1878.28825925033,-31.030398104822456,9515.222742728049,-58.61140685610968,2461.8825532078545
2213.064,1,63,1,1430.5068,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122460,1,1172.6601463413567,1037.4162050838179,-17.641950592213398,6982.076560584297,-20.0713529694036,8926.290743652264
2480.5796,1,63,1,1606.3176,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122457,1,1440.97979731333,1175.6822053164674,-4.140020241476573,12252.764131630516,-11.232912033084714,5474.868917998965
2577.8533,1,63,1,1670.2488,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122459,1,1501.1685378388802,1279.5781341294069,1.8118964966333881,12930.640259441892,-5.671149314626199,10322.600710719762
2675.1267,1,63,1,1734.1801,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122458,1,1548.2405609670602,1399.7694492722796,0.8183007755262642,14627.687725856036,-7.33828819037671,13133.885796682629
4065.8647,0,40,1,4659.0205,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524567,0,3884.2514939868333,4224.022295146344,-130.0018778866151,43692.30876862006,-53.17546347396897,25845.594450419085
1964.4156,0,40,1,2453.394,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524568,0,1886.1673035468148,1884.0820837515716,-8.938387481206721,5031.278878503675,-110.84477967604826,4461.506206586678
4674.9878,0,40,1,5298.3325,1,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524566,0,4580.9608285627455,4578.569762937749,-147.29208932730123,57673.197732082095,-97.90846147978597,9404.222031985659
3247.6753,0,60,1,3547.2744,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595311,0,2684.496304243409,3109.4639572898905,-365.16592175191033,25721.07961193205,-259.07548154213106,23106.565484124727
8046.0659,1,60,1,9022.3252,1,0.14285715,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78132863,1,7246.533957038976,8261.048396977474,-979.8548351653053,65868.34085029156,-936.7258281094189,56150.097767582
2983.3625,0,60,1,3716.0471,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,78133952,1,3275.673141034333,3191.1560416754114,-235.98766585059525,33085.527118907434,-216.67216649166932,23826.33815595846
257.14285,0,24,1,679.30341,0,0.14285715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78135073,0,530.6475079550224,549.0115374210529,-87.27917483518551,2207.4920211862504,-54.33208590368543,347.15563032429384
1279.3342,0,40,1,1877.9451,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522959,0,1399.8987835385217,1467.670542964417,-63.765216208003956,5902.179994434911,-104.24262669787215,3830.071899580625
1046.7363,0,40,1,1590.2548,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522960,0,1202.0228811230184,1231.7582697322466,-49.07758241992207,3499.823212868616,-66.95928538020928,3880.342702755365
879.59741,0,40,1,1382.4783,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522961,0,974.9609688607703,1002.5155384552562,-46.336012846348055,6030.674629600679,-60.46961846616741,772.4338448772749
963.54449,0,46,1,1734.1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,42124538,0,1282.1094059517923,1387.0805990450124,5.735422549435954,5454.943962208072,-84.53301392568179,2159.018674641629
1038.8628,0,46,1,1414.524,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,42125650,0,997.7215857449538,1056.3763048629014,-87.57389325212742,1216.476897056597,-89.84783330260844,499.60352197123825
811.32806,1,53,1,1973.8301,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522580,1,1348.8158721740735,1460.743580014918,-133.88353344895614,1466.348128939089,-146.24224113800724,3486.6702448649453
5422.0776,1,53,1,4275.353,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522582,1,3832.5136295905554,3588.041655149254,-172.6182907967624,11771.210833866595,-177.86246688534015,6899.2214057819165
1257.1428,0,26,1,1702.1343,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462036,1,1229.1973853942918,1285.5224157495988,-36.76002544065864,4071.809655740151,75.26859058145102,4004.2460851648125
1342.8572,0,49,0,2213.572,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10463364,0,1660.8637766843071,1641.101694891072,-82.15564778458084,7994.501372256833,-14.198990508297548,5063.9652777895
8263.6729,1,66,1,8123.397,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117166,1,6830.914825318142,7363.957566932712,-625.2287368899185,83350.00681072286,-742.5671323389893,82148.07599354844
532.89282,0,50,1,147.98003,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125443,0,347.9376320162997,369.79497481115874,-58.794053225982076,1662.0885844445838,-53.66730902595762,897.9120134873197
291.54938,0,49,1,1078.7932,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132626,0,653.165909422187,792.9694045828611,-99.60544415425598,1025.567425631105,-80.69677036895769,1304.014648668634
530.77972,1,57,1,743.24646,0,0.5714286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594026,1,521.8962741754705,568.5268716272398,-82.26208580482005,6608.213872576753,-112.359431984402,1027.2323235940758
5394.8647,1,45,0,6545.0029,1,0.14285715,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462872,0,5490.953141583441,6038.931340645001,-419.298530549158,52306.81023275479,-225.35591665457235,51633.7875699343
457.14285,0,44,1,903.06256,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80120014,0,568.0496596832924,680.8523009905239,-172.56732734885924,7595.864199748794,-107.67167402752777,1799.4408467378746
685.71429,0,43,1,1158.7874,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595429,0,763.260472800668,783.4625316053236,-29.891964729440513,1506.6296139551266,-77.62009725203107,2140.617154248792
2431.3962,0,30,1,2117.7673,1,0.42857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124610,0,1610.4405027955409,1654.8602026282554,-150.04298564158418,6085.133953741427,-97.72698923339156,3426.762797210849
6553.6074,0,65,1,8606.7725,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124551,0,7121.564876149818,7619.957506707858,-836.2069313265785,77586.96787008457,-839.7606695630524,57418.381244607466
8949.5371,0,24,0,5949.9297,1,0.71428573,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124732,0,5039.200131777608,4989.90987271613,-308.86998095948496,26415.237940748775,-118.78621711289665,11335.290708057739
771.42859,1,52,1,1254.6842,0,0.42857143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80119043,1,901.6514146090717,910.0718560923331,-128.900246239398,7150.859089937303,-87.05585057481616,1720.5181586705623
1270.2513,0,36,1,1973.9102,0,0.14285715,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125274,0,1457.442972107679,1439.7152104054614,-78.83219807089402,3117.3749668091355,-94.03507963765627,3627.650129968428
333.58807,0,36,1,807.16577,0,0.14285715,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125275,0,591.3925362179397,640.47710773186,-58.880731627109576,2368.2211779146783,-45.9116131627453,557.0158503286186
4911.749,1,38,1,4706.9688,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521294,1,4109.3595988067455,4185.209758213828,-117.19077460664138,38856.391891106985,-43.552024941228346,23882.123473959007
4328.5713,0,37,0,5234.4014,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522617,0,4693.435330626041,4524.795470769979,-7.614703243423037,20854.71206067231,3.869446967109618,14761.78572090534
13714.286,0,43,0,15550.369,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133639,0,13072.052139508385,14589.752714013313,-1332.6841043287695,880789.128671994,-1956.805552101839,787824.3135135123
9035.8799,0,47,1,8846.4336,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462618,0,7599.12351839272,7905.687174330266,-848.0782864049993,132278.0820948605,-561.8138674112791,205283.0798146911
367.5979,0,45,1,439.57324,1,0.14285715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592018,0,379.66030340818673,383.8322194106099,-24.330048939046947,1900.5908719096092,-61.248163806230764,2012.4068840564169
925.33344,0,45,1,1142.8164,1,0.14285715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592019,0,750.66564655069806,799.0421252184607,-31.93718071077784,2490.6921849971664,-81.18724584045012,501.0421113488338
1039.4146,0,54,1,1286.6616,0,0.14285715,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117150,0,937.8507765347931,916.2823200865324,-71.43970808721278,3818.5583850349717,-75.69358171166138,810.4946282509012
1093.3105,0,75,1,1430.495,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592045,0,1066.356952756639,1074.6914075498735,-56.40339002008186,10433.669814818812,-83.16117527715355,3446.9663566500135
1137.4298,0,39,1,2021.8585,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586686,0,1459.9656844772917,1474.804815393,24.791880520181508,3824.2484859584197,-117.24721394410476,1640.3420854566534
2585.7144,0,55,0,3284.4998,1,0.14285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134142,0,2554.042698463933,2981.6933102054127,-305.125855279383,11821.277619278537,-228.05294781422285,7692.728500393664
5290.1533,1,47,1,6685.1387,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3591724,1,5578.6373296863385,6055.866139969037,-423.2690557156578,60458.10694154251,-403.7567575793681,61943.36260320964
3783.3735,1,30,1,3763.9836,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10463198,0,3150.3561726980615,3200.5444875110456,-55.41682253566139,17527.943849248953,41.193717411822384,11297.956041162428
643.17462,0,52,0,903.07446,1,0.2857143,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124327,0,574.5215004278662,660.3347716326743,-50.324901630753274,770.892551434323,-77.34038569806769,495.58192191430044
1582.7977,0,28,1,2437.4114,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3591976,0,1882.2230803681148,1866.6137032067595,-51.535336610736614,2347.4294427882905,-44.191683955380014,3713.2657086195118
3785.7144,0,65,1,5108.2876,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116718,0,4598.438779923152,4375.590286031569,-318.3455183381935,47908.595670447314,-227.1402216625871,54667.57805999071
2861.6262,1,55,1,3620.1504,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80119289,1,3082.101107860946,3181.380216747588,-285.32262537632664,14947.950988648008,-141.45790365558096,2862.5168053074194
4157.1431,1,24,1,4857.876,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78133709,1,4023.338395268872,4295.717621092333,-116.84528961770772,68647.82986402442,-75.84017578842622,15554.127291105171
1528.5714,0,76,1,2101.7725,0,0.71428573,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5521331,0,1486.3668200685154,1642.558860386722,-168.71285346423304,3095.5807477859385,-212.07901844860135,2313.851337550893
895.98541,0,38,0,1350.5809,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520156,0,936.1838034667649,978.4211582577,-46.13297244750185,4306.471189676272,-86.80556512545037,848.1033650730885
6089.6982,0,28,1,8015.4087,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126029,1,7053.930521050114,6989.636292705147,-423.76149247200783,88622.6720455028,-522.4379423260222,72957.3448278985
3389.9976,1,32,0,4866.7168,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594349,1,3832.331311006684,4415.078095092776,-158.8772396681908,46607.27822552163,-80.64330514179916,32802.52504057551
71.428574,0,19,1,55.986053,0,0.2857143,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125594,1,385.12058475341996,406.90022844184034,-97.95785307385937,1628.103211556331,-75.14596042865138,835.6714532286284
1781.4968,1,38,0,2629.2048,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522725,1,2076.7101098701373,2150.1336394958794,-39.654363328267614,1942.5783760247893,-105.25572333558665,6129.16475191009
5485.7144,0,35,1,6848.584,1,0.14285715,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80118822,0,5621.1854240179055,6478.1467210805295,-505.5567108875642,61668.12520140406,-529.8164959464589,29073.4811074838
3194.3,0,40,1,4738.8545,1,0.14285715,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3591991,0,3908.4544922308783,4299.3685058748915,-244.4516085301625,49955.279587356294,-148.84572848243337,19403.646604873975
1172.6287,0,53,1,2286.4619,1,0.14285715,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3591887,1,1710.3096237797909,1642.2009083870842,-28.030751769829486,939.4660430810568,-103.44190016491234,1067.812905325741
916.22296,0,53,1,1950.8231,1,0.14285715,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3591886,1,1421.5105008213907,1356.8734668064355,-19.35752684240337,2513.860655951617,-106.37880038722271,960.4628248925196
4990.9727,0,46,1,5113.5889,1,0.2857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116951,0,4607.213294483835,4445.277349792445,-261.9789715064321,9725.414915543352,-55.916321990599805,36256.402782537705
2522.1348,0,46,1,2891.9797,1,0.2857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116950,0,2250.976028361538,2533.5872668912175,-202.47553025701177,13419.401676867714,-158.21781195323075,2051.6335076041332
905.83594,0,46,1,1437.5449,1,0.2857143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116952,0,1015.4620284832226,1066.63869454235,-73.16634008755958,4042.9856210809758,-84.21918647205318,428.5706325866463
3131.24,0,40,1,3891.8579,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594409,0,3439.0166405665996,3243.315882553745,-122.90169059104349,16020.20532030295,-75.64826410446777,5221.968637084069
2201.4551,0,33,1,1957.9392,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123784,0,1500.6708373414874,1393.2526347808177,30.965713697971257,3226.8072815324404,-37.054399609117304,2483.0995042995432
1957.1428,0,36,1,2581.2566,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462614,0,2037.2509067451635,1995.4512310254756,31.683030706450644,3390.964603025648,44.03960998058372,5448.57523639843
1485.7142,0,23,1,2215.4807,0,0.2857143,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124015,0,1685.373506862787,1765.0055756775814,-135.14419949648115,1206.0661922774575,-90.48130610389944,2617.58983155787
10507.517,0,27,1,15958.872,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,10463563,0,12879.937394211485,14768.225240761249,-1144.1650550415072,745293.3731174094,-1720.9006043390482,1631337.557736708
2404.5676,0,27,1,3188.603,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10462554,0,2528.957868454313,2714.5311777011693,-101.37819044903053,7360.1801563702375,56.43561506316333,12062.982747816959
2841.25,0,45,0,3428.345,1,0.42857143,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78133305,0,2691.7981410687507,3099.3509094779033,-266.3860221089703,6749.911770510975,-123.84951546277479,6614.437537511327
1100,1,55,1,1941.8645,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594313,1,1438.4329142803394,1364.7537251016918,-13.484812678546747,893.2926756492186,-80.85911962017306,4015.2945161221405
1302.9283,1,47,0,2535.1367,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124708,0,2010.1412642634862,1936.7651874427665,-75.89177906294735,3016.5550887550426,-117.23452969079534,5148.444544477458
2557.1428,1,59,0,3572.1101,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117307,1,2707.545499482416,3148.260261149261,-326.8135561958235,20645.622414135407,-222.20616114525336,17288.247135353853
2914.2856,1,59,0,3971.6799,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117308,1,3225.98743691424,3365.1333686710623,-279.2027426499173,26829.466917133912,-279.6354463622196,18498.846458416767
3485.7144,0,59,0,4291.416,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,80117674,0,3512.2823910231323,3569.386185639311,-315.0853345771535,16038.026852612637,-326.107673234158,27060.839994754
6314.2856,1,59,0,7775.5864,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117309,1,6628.382103860284,7008.993573742936,-638.6883010807709,61392.37246878976,-686.0748772713988,63035.56188038094
