fc_admin_disc,fee_arms,edad,genero,val_pren_pr,masqueprepa,faltas,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,prenda,insample,rf_pred_fee,rf_pred_nofee,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,tau_hat_oob_full$predictions,tau_hat_oob_full$variance.estimates
1599.8599,0,23,1,2421.3484,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462088,0,1878.9582599050118,1899.4947996083094,-24.759880558583905,3731.152547643377,80.47467859345598,13964.053240959398
885.71429,0,38,0,967.00562,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126023,1,636.4799404863571,733.8000793794196,-116.011126885738,6154.785004200583,-85.61728676741998,2560.2445884283898
4114.2856,0,38,0,4579.1182,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126021,1,4021.219280475636,3963.9464906128424,-132.0599199037914,24198.39892410162,-56.579315812925124,11965.926491531169
473.95087,0,50,0,979.19891,1,0.14285715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133595,0,615.7205509938115,722.633303656623,-66.9296794259614,1116.6749852394817,-80.89313814269087,791.8472490188229
683.96069,0,54,1,1158.7874,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514204,0,737.3178650636457,804.664593099793,15.928484657356663,5691.337832393568,-63.83395523699464,678.5171239853878
2142.8572,0,30,0,2789.033,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463781,0,2147.1924758472355,2305.8671214362103,-89.99052370482305,3080.780000076994,-1.831876480141818,1952.317173550597
6099.6592,0,33,0,9082.3652,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80116921,0,7568.239418419506,8301.427895760336,-680.9928445516663,167353.37731388593,-794.2687971758164,120666.68499756904
7116.2725,0,33,0,10680.646,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80116920,0,8805.332001793246,10333.79765956479,-1108.5972130374942,405761.86466357816,-1189.9261509040311,265508.09086337924
2914.2856,0,35,1,3236.5632,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5521187,0,2618.469518318839,2902.7886483682123,-227.62942905965082,13621.92831332868,-141.14938759742282,4762.993210956622
1614.2858,0,35,1,1782.1284,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5521186,0,1239.485019550647,1421.548662387205,-126.60302525793632,6600.628741320008,-90.9585112010208,5534.583469672048
571.42859,0,41,1,1030.9249,0,0.14285715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133458,0,645.6134147309499,728.6942944785085,-64.25514658391873,3063.943696606601,-59.72360900817156,1656.0327979392623
2e3,0,40,1,2948.7808,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,80117446,0,2221.0060582084243,2545.0277661789546,-100.11816810807942,25829.555540610436,-111.6148817580312,1185.3956597095275
1525.7982,0,40,1,1718.1052,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,80117375,1,1251.8705796925474,1381.761338614923,-39.48348353931517,2536.83329542574,-43.167124783217766,3215.2959664617474
1100,0,52,0,1622.2886,1,0.14285715,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42126036,1,1205.6702243680513,1160.139987782976,-54.42526967557466,3620.8953518931394,-116.39948540567981,1963.2310783505898
3442.8572,0,53,1,3827.9268,0,0.2857143,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78135125,0,3258.4808171454156,3306.4194661665265,-189.97185776669932,10363.683681278482,-148.5653710895666,13265.259382147427
1642.8572,1,46,1,2391.2915,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123895,1,1859.2628328574813,1894.0323430053506,-76.11467544080153,4955.7273276193755,-113.3563576265915,1206.8050544727841
3682.207,0,38,1,3556.1392,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125323,0,2774.7697455718935,3042.9588559201916,-60.733790827837005,5921.343977354971,-84.65878117085967,4011.3985700142975
1157.0151,0,44,1,1846.0477,1,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136308,0,1406.1778764190828,1329.7254245133356,-0.9997363635053029,1584.9267465696776,-94.82204805328266,546.40975665325
1385.71,0,59,1,1638.2714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514333,0,1311.417943201041,1290.2723654032527,-50.50264450110615,10881.050434797891,-50.15140848046041,1814.4311671588573
4405.8325,0,59,1,4586.1563,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514332,0,3772.906602531923,4089.557757833612,-405.2787007517864,28470.315126685713,-358.2476393688612,22493.324548666656
884.67517,0,56,0,1190.7529,0,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3595357,0,765.7767114415248,858.715533427428,-51.569568644442434,757.66279465659,-118.92987095558786,820.89347609985
585.65948,0,56,0,919.04535,0,0.42857143,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3592192,0,559.3115943569179,703.6942672674109,-105.77239833188693,4749.709688378227,-96.97285579693818,1600.4217990334007
1535.3169,0,23,0,2789.033,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462974,0,2139.0447190573036,2307.3195902789867,-141.06674426578243,1732.6983070542328,-2.110761589767398,13106.14236801645
4428.5713,0,74,1,5022.9272,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,78134516,0,4066.519863271619,4373.270284626012,-298.4216694914521,19643.938139109727,-302.85236119301163,28665.309782684457
614.28571,0,18,1,1078.8734,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117364,1,676.9083595022162,780.6735142293663,-61.280403684450164,2357.9102866116596,-60.56868494376274,366.6227648381207
5214.2856,0,52,0,5901.9814,1,0.2857143,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136026,0,4944.330242383974,4959.760092698997,-299.01789390484333,23202.322248468074,-226.6041904116442,38036.14406000866
1007.1277,1,35,1,1254.696,1,0.14285715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133864,1,916.5387065517788,930.3284838183515,-28.318281762141396,2008.312660242803,-19.601429382980808,1845.5864711583213
328.57144,0,27,1,920.87396,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124111,0,635.8578804674694,672.5732965361196,-59.44431785336777,537.2103767324484,-34.34826675745848,2107.8711212736366
6842.8569,0,49,1,8047.374,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125565,0,6927.971747868114,7233.001457875088,-720.6476648810309,109181.54629498869,-707.4967551546464,37793.48542316432
649.6839,0,35,0,1318.3315,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134359,1,931.2956202318487,930.9827654365047,-90.73255071430144,5668.058879613201,-94.85847246211726,391.4598382596432
1271.4286,1,33,0,1398.5413,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133698,1,997.4363126821886,1029.7210338023867,-16.715356384196514,2217.34029940155,-32.06504793994353,2266.0954593128545
3671.0281,0,67,1,5266.2866,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125943,0,4525.105420931532,4423.70661457468,-340.31073346627653,35330.81203212623,-335.0956364229069,37805.167755858456
428.57144,0,36,1,1032.7535,1,0.14285715,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124702,0,660.7680637610641,757.3853119097483,-30.6342185243137,1103.460084185102,-42.34412379314925,871.6852979612024
3271.4285,0,32,1,4282.4834,1,0.14285715,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5522638,0,3650.925017661363,3580.1275353625383,-135.11533568320937,38952.2736749331,-97.65393599121674,18958.0813694207
716.05658,0,53,1,1318.6154,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,78133110,1,956.5789904867518,919.2065994612624,-55.91084263836164,2119.2928708374516,-56.201535287313064,809.3909071934409
1102.2302,0,28,1,951.02283,0,0.2857143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134485,0,627.7625933795614,737.1325119910952,-114.184195228697,1037.7906174559644,-63.68171419290916,339.4210063684809
691.04181,1,47,1,823.16046,1,0.42857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522729,1,555.3881842811381,650.1287795775178,-80.12887272986416,1329.1695552736765,-65.81319498353811,436.28736034065105
1134.3441,1,47,1,1366.5757,1,0.42857143,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522730,1,969.1297572688725,986.7081386297912,-95.15808132982094,2999.1194607698644,-91.71034466978323,1426.5779688279467
728.57141,0,30,1,1368.3923,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117844,1,966.7488445717455,970.8700141407384,-33.49523335003937,941.9251493089755,-29.034138055006217,924.706576773536
2472.1836,1,60,1,3476.2932,0,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78133207,1,2671.145747125623,3137.221263950782,-350.30722392521164,18057.53122816946,-230.8030086034778,6457.549682234314
1575.5389,1,60,1,2357.4973,0,0.2857143,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78133206,1,1754.7936311947587,1906.9526528712402,-118.65697908697739,2151.94737546132,-113.2937197037026,2923.805927034784
510.73926,1,25,0,1158.7874,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117500,1,742.9131220290254,825.386217987615,-103.06180649127768,4799.667163856889,-53.948254448796625,1547.419477836975
2218.0566,1,24,0,2852.9641,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586616,1,2225.5780118843427,2422.3509184619033,-160.03215855337953,11353.777317860742,-112.22671712202704,5690.779560460197
5656.1924,1,57,1,5058.6025,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117183,1,4703.198694043638,4423.793863913773,-114.14472508169878,50025.33134841379,-102.87739178656216,46186.09091227502
2650.2205,1,57,1,2357.5093,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117181,1,1940.1488438109295,1861.2737615071107,64.04170853691633,9065.924866195575,-31.567554938590078,4090.9969520671975
2454.5789,1,57,1,2181.6985,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117185,1,1808.6279995756524,1608.1555963583914,76.65447043149196,6865.575055624363,-23.367082668751724,5115.631402398533
6100.8604,1,57,1,5458.1724,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117182,1,4858.315223266988,4660.10274985358,-123.2987094607942,28249.893210800798,-183.20967262124142,29650.9811785793
12593.026,1,57,1,11291.895,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117184,1,9595.471686137382,10570.849102991768,-1349.8365609502082,257069.47214819974,-1393.2896930675468,124839.24586023195
7043.5664,1,57,1,6305.2607,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80117180,1,5492.166018750873,5663.795020536457,-248.45496876203728,69420.50905698755,-302.94714434411094,31270.92036075233
415.40222,0,67,0,998.95935,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592250,0,616.7824353063229,739.8357555513466,-78.66449299194552,2946.014344465437,-71.53634097825461,1900.057944546334
688.69666,0,67,0,1398.5294,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592249,0,1007.0014221267609,1053.1704552226481,-68.30861872520667,2902.994169582347,-63.785568842200945,3341.5096398088363
634.04346,0,67,0,1318.6154,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592248,0,963.3984379513616,947.8369534308177,-69.69975195890852,2162.9273964477625,-61.46233437342413,4498.700775204449
1571.4286,1,32,0,2149.7209,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132866,1,1613.9054779741623,1641.2902476676006,-52.075648313301905,7549.8364925625465,-29.306492250857627,5275.2117983042945
2640.9907,1,34,1,3748.001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5520184,0,3211.534279396615,3239.224666013991,-57.43455618631211,17860.664679830275,-25.8643567731552,11250.214068937968
2167.5457,1,29,1,2677.1653,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522586,1,2109.415000729306,2222.9406281238503,-72.52317141934256,3249.560363063181,-71.02274157066483,1771.9298863574213
623.87628,0,32,0,1158.7874,0,0.71428573,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78133672,0,736.4456784290002,867.3672334005797,-180.63009719706645,4204.702316195447,-89.93407080683996,3197.12535534917
822.26178,0,54,1,1590.323,1,0.42857143,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586647,0,1184.2144830523139,1170.207401488034,-90.97410350449141,5343.389876543365,-120.28895939921149,1097.9459313796833
3071.4285,0,18,0,3827.915,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134645,0,3111.2092644808413,3205.186060704106,-63.52558482481547,7413.72053758652,-117.18522711301692,10136.792997443998
4918.0469,1,76,1,7045.7002,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132463,1,5753.724595538506,6742.873659044271,-709.0458325292741,47722.11044992516,-591.3888459445483,48055.690427092166
2077.2373,1,76,1,3305.7249,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132462,1,2507.6061016408667,3072.1387021355613,-354.3928912619775,18436.0863279391,-206.3075506630421,12178.616210105125
1428.5714,0,21,1,1989.8929,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78135141,0,1487.171315641608,1474.9166087054653,-58.22504781897152,2142.161511785591,-86.62839948654714,1978.2727477375252
1257.1428,0,41,1,1798.0994,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124219,0,1314.0752121827386,1380.6125091101057,-51.35671553549513,4356.429963739996,-123.2438976929714,606.3529305788916
471.42856,0,41,1,919.04535,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124218,0,588.902342215179,660.058912373731,-51.684426582375146,1390.2883614245245,-67.6828891144129,827.551018336068
1060.5996,0,39,1,1318.6272,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595402,1,945.7900402349144,950.0073955872366,2.4082741199285245,1948.0773082219762,-27.714388381728508,826.0218036941637
1300,1,50,1,2165.6235,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594435,0,1679.079959143308,1554.4306518553562,41.393288698640596,6365.607515935109,-96.26220559714623,1565.9799157677087
871.42859,1,50,1,1686.1396,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3594434,0,1271.6558208813378,1243.6012883448072,27.96320520111579,5645.310307544343,-105.98185677973973,1142.25717173747
2185.7144,1,37,1,2421.4404,1,0.5714286,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80118607,1,1911.6284689845388,2051.5987570376797,-192.28687694481908,8137.475299225886,-112.79543297557066,4562.093523082401
13628.571,1,42,0,15454.472,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522902,1,12961.401106553196,14409.965615509085,-1292.7981217760332,867170.4396788268,-1794.4591628240294,568598.0253818153
1146.5106,1,80,1,1414.524,0,0.2857143,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522600,1,1043.8223549819588,1084.4046237484854,-76.26540499226228,8118.90496028992,-151.02696860041326,5980.264015969318
2671.479,0,45,1,1734.1801,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117747,1,1292.1240189450748,1467.7583742977422,-88.8933959159289,1603.062168648085,-73.89496667754538,3002.595598693502
4438.085,0,45,1,2932.8899,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,80118031,0,2205.118867609057,2583.1923392240446,-190.0582680536896,5061.153746494658,-133.4505689650192,10328.398816833409
9010.1699,0,45,1,5905.6909,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117745,1,5012.87306159924,5320.02349416434,-333.2865405207045,11230.227319783091,-182.5328252209861,21714.44016759312
2771.4285,0,45,1,3076.7351,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,80117746,1,2437.0297024966208,2782.164983372864,-217.0918407746936,3153.657041544736,-147.99003702287547,7064.424660962909
1950.8953,0,43,1,2149.7209,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524176,0,1579.3638885480489,1623.035599217807,-34.76738032514188,1472.6665507456476,-90.67796850270634,784.4074645423257
2128.2563,0,43,1,2309.5488,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524177,0,1739.4536178399903,1802.0420891213219,-31.89198226451876,1167.3792898146999,-88.35643627832522,2694.8514001445437
185.71428,1,49,1,538.88373,0,0.14285715,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78136178,1,392.2907083450616,447.0599757794473,-74.01802377618863,1409.3839586513461,-71.5611481630962,667.3701655317539
697.08405,1,36,1,1078.8734,1,0.14285715,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5520254,1,691.8046267061856,750.5547268617153,4.198042381819078,1669.6230918588792,-29.31815167854159,1661.2380384122866
4979.2715,0,36,1,4770.8999,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5514303,0,4090.7283028951724,4326.930912914291,-222.90386831855307,16370.553213962152,-49.65177383427576,46853.620995269746
789.36334,0,38,0,743.24646,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462604,0,593.9327505099052,593.3152168973804,-27.912500795211162,1884.2678437448249,55.7760046192736,4359.891385358238
1128.5714,0,59,1,1885.0632,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42125293,0,1466.6586230635312,1390.7558146113986,-28.984003081322978,7893.016813540849,-73.2419851269634,2603.3146041119217
11526.592,0,32,0,10814.227,1,0.14285715,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116016,1,8891.996063454468,10307.174179995149,-1162.0836011777392,478286.13348505227,-1023.7217179979099,158901.88181543717
9453.6494,1,47,1,9709.585,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3586615,1,7811.954886989017,9233.450083984235,-1170.1941034517195,75345.56130297895,-1100.7841251923994,139850.95930099743
900,0,45,1,982.98846,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42124906,0,621.8920636479328,704.8007769569937,-109.74434183526566,9186.781801084357,-83.80620947999857,2572.2282910510294
1771.4286,1,24,1,2604.2893,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592141,1,2041.4033748215838,2026.8178217212046,-45.412512919367835,2003.5422468790161,-40.9230004130598,2052.5132985218993
3128.5715,1,24,1,4122.6553,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592139,1,3308.8013241848917,3480.481851634761,-144.47198695981723,5175.54755096591,-124.19079259641131,8625.448896384474
1842.8572,1,24,1,2684.2034,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592143,1,2116.659538288099,2204.803293293386,-64.80595254484662,2964.00578702301,-58.6531361133291,2354.927531097306
2557.1428,1,24,1,3483.3433,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592140,1,2685.7536962827594,3013.1035579253885,-160.03625245099659,11936.052629343274,-109.77216916842967,5959.164071478923
3100,1,24,1,4090.6897,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592146,1,3281.797261569054,3420.797231045027,-143.33308638965946,5397.191649468903,-118.82742187387265,9777.785606418873
3228.5715,1,24,1,4234.5347,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592145,1,3484.4732038168477,3556.1814191338494,-171.5724062138176,9042.816636584052,-106.71123785824219,14699.210979794754
1514.2858,1,24,1,2316.5989,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592144,1,1776.676000386308,1833.3751305919332,-46.639068597822195,1925.7049202196795,-25.775366549197113,1033.3149645528579
871.42859,1,24,1,1597.3729,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3592142,1,1156.2618784138178,1185.6655092516653,-54.79614636928877,2432.3948444584757,-24.806482670719685,1942.2185661504923
5804.3101,0,44,0,5779.645,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522827,0,5188.98803271392,4998.255385682057,-74.13215232576567,22853.969045353097,-54.517911975691874,29712.731169859828
5283.3804,0,44,0,7202.1143,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5522825,0,6161.880347704176,6649.100996147214,-403.0058529854038,31378.374119658944,-626.257531512848,64287.798943206275
3400,0,51,1,4515.0952,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78132568,1,3756.7493508769776,3950.267443359575,-274.38042898804326,32799.76047672484,-267.8972422997473,16682.903371701064
3285.7144,0,51,1,4067.657,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,78133105,1,3429.1206925746055,3416.7822438849053,-133.11406897832128,24491.88172002406,-140.28480711315348,13787.627483946191
1418.6135,0,67,0,1485.5051,0,0.2857143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78134694,0,1100.520416746034,1113.2728216271757,-87.32802552274768,4318.868697645547,-121.20998849423583,2971.994768950136
2980.9275,0,44,1,4131.5879,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3595212,0,3337.445753731256,3507.6740077984664,-106.28434331739793,9176.028224659245,-164.82305115945277,11860.39978162046
388.73587,1,26,1,439.57324,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10463435,0,407.6798557784634,410.14740199005155,-50.48836653314516,1039.7629178572297,45.005737553690565,4245.0858139153315
3442.8572,0,42,1,4598.5029,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80116722,0,3974.707647204113,4000.453354528255,-80.22118679777053,31639.05384104662,-80.47504017251529,9554.771339753388
1807.3779,0,25,1,1606.3176,0,0.5714286,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78132705,0,1170.5173360391973,1230.7075499349164,-205.45339546168785,11707.671864567936,-101.29677751160455,2396.8300441916226
5385.7144,1,40,1,6772.1636,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593984,0,5649.3689510259155,6412.53043214195,-365.08718501011595,61205.70563478595,-455.0974862722513,53155.96783162662
4757.1431,1,40,1,6068.9204,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3593983,0,5157.012747278125,5209.143676585284,-208.78627080017662,18046.633032535225,-219.94284989249567,30641.89142637152
10156.685,0,50,0,10732.404,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42122489,0,8712.849094762025,10228.354993047024,-1348.7009669457955,259970.5298662212,-1278.8978935573111,268626.2225410745
2026.1974,0,38,0,1890.2986,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5524171,0,1398.5167823472975,1453.3860735283838,-62.78429287306125,6466.730823403236,-103.88519901744546,5972.3927461012845
1269.2023,1,28,1,2373.4802,0,0.14285715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,78132895,1,1792.1679603796208,1940.9197392883186,-115.74068843295838,3793.0500216286105,-89.91985139182215,3490.514599756135
1714.2858,0,36,0,2309.5488,1,0.2857143,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10462588,0,1735.6801994075029,1915.1246867778834,-77.36871350311449,5429.206094037984,-11.808847762992018,3991.526227989325
4670.7085,0,49,1,4595.0894,0,0.5714286,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78134778,0,3912.970755995592,4116.311029082616,-303.03004055961975,24408.141687709885,-231.78132994375244,9179.821775364931
5629.6978,0,49,1,5042.6196,0,0.5714286,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,78134777,0,4268.580453581419,4441.468546719582,-316.7121788366078,43949.45151373744,-189.96784838014437,16292.072472509328
2585.7144,0,25,1,2868.9587,1,0.85714287,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42123968,0,2179.5036601991487,2613.035651233776,-222.5987625138096,12238.448130554843,-157.42295255575937,6609.062721825311
1081.2903,1,53,1,2085.7898,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514138,1,1436.218423826193,1649.138711206534,-184.22782681592747,4009.3829460547754,-159.78288254054698,2506.1913912493937
