NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_3,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.6844,-999.1607287348115,125572.75206733416,0.2934508207868473
-921795913329e7,42125004,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,772.591,515.2510512283842,205268.0702824115,0.503220559424156
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2019.4579,199.5182463845099,19268.107799401405,0.8513444069753697
-921470677922e7,5521267,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1836.4624,185.85477513177804,178184.03114937036,0.5863889987993687
-921470677922e7,5521269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4417.7856,185.85477513177804,178184.03114937036,0.5922279576074096
-921470677922e7,5521268,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6138.6763,185.85477513177804,178184.03114937036,0.5869049982730988
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3002.4673,-55.95174533112694,131283.48692388769,0.7289575844013515
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2642.844,-55.95174533112694,131283.48692388769,0.7278827445071202
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3456.8801,-55.95174533112694,131283.48692388769,0.7283363935767886
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5397.1963,-55.95174533112694,131283.48692388769,0.7374126084396895
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3534.9387,-55.95174533112694,131283.48692388769,0.729357043902593
-919509556883e7,78134087,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,2148.6848,316.9264560710984,102923.39156763721,NA
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318.30356,-2220.6145439060297,2124000.403537521,0.3649746847122997
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3142.8572,192.63383799518868,134309.3872253646,NA
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1371.4286,193.96762468358995,233814.17622254937,0.6540722576230092
-918733416171e7,78131743,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3382.3528,-94.39114642017978,446004.1862373178,0.3757511481585376
-918733416171e7,78131744,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3485.593,-94.39114642017978,446004.1862373178,0.3680138623950568
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5940.4712,116.27241477125962,130648.40728833416,0.3530838214067084
-918733416171e7,78135078,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,6719.188,-281.87763304489897,349116.37054143206,0.2093582943142179
-917722071823e7,5524547,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,503.04901,-206.68838039856206,71280.1693218945,NA
