eff_cost_loan,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
-1.9370537,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.14285715,-0.17029071,1,1,42125308,0,0.17511725726694766,4.6430054474047615e-4
-1.9370565,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.14285715,3.5239685,1,1,42125306,0,0.18793069167218557,9.636505335717701e-4
-1.9370582,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.14285715,0.13036464,1,1,42125307,0,0.15963516777688433,0.002918265397637403
-1.4285715,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,0,-0.32540807,0,1,78134360,1,0.09922694929831147,5.374594136231444e-4
-1.662935,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-0.44914737,1,1,3592103,0,0.06850732025726435,0.0018677097624637175
-1.4285715,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,-0.13592425,1,0,80119426,1,0.16166424338715416,0.0011835746640856592
-1.4285715,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,-0.39856571,1,0,80119427,1,0.13498766413369373,9.691834326654959e-4
-1.4285715,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,1,-0.41238895,1,0,80119425,1,0.1351812558011126,9.325768314311053e-4
-1.9892857,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,39,0,-0.65649587,1,1,80116727,0,0.08916215754011697,7.230362972330175e-4
-1.2292156,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.28562698,0,1,3594284,1,0.07726209904668992,0.001188495321705302
-1.0231774,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-0.097910352,0,1,3591992,0,0.1062290087713442,9.741414592063302e-4
-1.273164,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.14285715,3.6326902,0,1,42124646,0,0.15823585560553075,4.8119007769802926e-4
-1.6655153,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-0.15261768,1,0,3594463,0,0.13247246869630247,0.0030278956157126597
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,41,0,-0.61628163,1,1,78134582,0,0.05890130675815774,3.9362221869689284e-4
-1.9695921,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,0.93537641,0,1,10463021,0,0.1206726385170144,0.003093456507540362
-1.9696044,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52,0,-0.42621219,0,1,10463015,0,0.05442128047986992,3.665463990802757e-4
-1.899882,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,0.37207961,1,1,3591947,1,0.13540218987188346,0.0035274003013251623
-1.2317922,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,-0.24751626,1,0,3593977,0,0.15734301880317764,0.001966147904690878
-1.8973073,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,27,0,-0.56901044,0,0,10463784,0,0.09042579287915443,6.466423555137085e-4
-1.5150898,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,36,1,-0.25283611,1,0,80118887,1,0.10007814890360708,5.978789259609098e-4
-1.2420888,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36,0,-0.51893336,1,0,80117146,0,0.06573504555771192,7.00112711001056e-4
-1.4285715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,-0.41930056,0,0,78133965,1,0.04205432369853724,0.0012338466141043301
-1.2645817,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,-0.40202153,1,1,80117688,0,0.0965320219680437,9.482213152432734e-4
-1.2645714,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,0.32369831,1,1,80117686,0,0.16664853580315597,0.0016182874096030068
-1.2645626,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.5714286,-0.35364023,1,1,80117687,0,0.11091548300985918,7.66901697589029e-4
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0.14285715,-0.4843753,1,1,3591884,1,0.06787998948348482,0.0011564334367963958
-1.2369499,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,-0.46365663,1,0,42124890,1,0.11546926121732999,0.0018750381480248004
-1.0206048,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.13879445,0,1,42125170,1,0.09183415073315755,8.439757918829332e-4
-1.9632723,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,58,0,0.71824604,0,1,78134347,1,0.07371075288211779,0.0037499043452630565
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,58,0.14285715,0.77699482,0,1,78133047,0,0.14089334540834286,0.005423931335654667
-1.2444053,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0.15436365,1,1,10462072,0,0.0876526752757017,0.00167170689693453
-1.4285715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,47,0.5714286,-0.48655266,1,0,78134212,1,0.09264629751971269,6.195028215215457e-4
-1.9310988,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,47,0.85714287,-0.27516273,1,0,78133765,0,0.11865228070501375,0.0014586332290654313
-1.4285715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,47,0.5714286,-0.29993901,1,0,78134211,1,0.13091963372299342,0.0017262895427381443
-1.4198065,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.26192513,1,0,5521177,0,0.12890950048214336,0.001138238689339761
-1.8998761,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.32758549,1,0,5524102,0,0.12534172369460114,7.105670190101112e-4
-1.8998735,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.35868779,1,0,5524103,0,0.11928579862229993,5.222344271356266e-4
-1.4198072,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.31376225,1,0,5524104,0,0.126877158942933,5.837386827254394e-4
-1.1545279,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,64,0.42857143,0.30641919,0,0,78134024,1,0.18122607467157104,0.004407612048751017
-1.9024513,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.5714286,0.11475801,0,1,42124790,0,0.16868298558517208,0.0017547720652991683
-1.0772684,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0.5714286,-0.36746341,1,0,3594055,1,0.17090590555708615,0.0023059712773204864
-1.4285715,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,-0.28393841,1,1,42124733,0,0.10186209503586943,9.184367421559897e-4
-1.1442261,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0.92500895,1,0,5524557,0,0.17682481040667247,0.0012755132418911783
-1.9024613,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,58,0.14285715,0.55936313,1,0,78133914,0,0.12318940201737179,0.0026753134388675
-1.2936049,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0.10544165,1,1,3594294,1,0.11911392163387267,0.0031225592288305413
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.5714286,-0.15952927,1,0,42123955,0,0.13895748282045545,0.0018840857269525905
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23,1,-0.50223994,1,1,80116741,0,0.08599113359314459,0.001520368695279307
-1.4285715,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.75,-0.27516273,0,1,42125895,1,0.11001371986152551,0.0011144752825054756
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.5154776,1,1,78136321,0,0.043512346238393666,6.515161847940382e-4
-1.3657353,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0.14285715,-0.71245867,1,1,78134445,1,0.06889415158947948,7.731786172862244e-4
-1.2972198,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,30,0,-0.042048026,1,1,78133356,0,0.058334651823026336,8.184467399381219e-4
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,31,0.14285715,-0.29834726,0,1,10462734,0,0.07440301231493973,0.0015784323296380235
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,-0.62951928,1,1,80118794,0,0.09857517781187834,6.688601317675491e-4
-1.079838,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.2857143,-0.19972058,1,1,5521171,1,0.13650878646730347,4.615480190463049e-4
-1.9024012,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,-0.50858216999999994,1,1,80119525,0,0.10345383289939789,0.002056016848489838
-1.2240748,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.56957275,1,0,80117216,1,0.07496712676777773,0.0023831476784735434
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,-0.51480776,1,1,10462840,0,0.05843081103937499,4.44473063419415e-4
-1.4285715,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,0,-0.12656294,1,1,10463161,0,0.12797061054786998,0.0022758471566580647
-1.16484,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0.14285715,-0.8489309,1,0,78134928,0,0.06609961295904013,9.818779979329014e-4
-1.1599329,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0.55927891,1,1,10462675,0,0.1361763365546683,0.0011938726352660252
-1.2369463,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.14285715,0.033410378,1,1,5522834,0,0.14153287547308455,0.0010749192814875463
-1.5223331,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0.14285715,-0.62664908,1,1,80117729,1,0.07225629930071796,8.269298815220094e-4
-1.5123115,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.44675535,0,1,10463419,1,0.06455621261597982,9.301118951266399e-4
-1.9409118,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,0.3273457,0,1,10463414,1,0.11700327820758306,6.600323399797879e-4
-1.9408942,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.21867202,0,1,10463416,1,0.10542168513823136,2.638810361858339e-4
-1.9409183,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.31889045,0,1,10463417,1,0.08787744380558098,8.265733573723629e-4
-1.5123334,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.42947632,0,1,10463420,1,0.06601958422899075,6.376994506730301e-4
-1.5123477,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0.14285715,-0.4191089,0,1,10463418,1,0.06573996952857145,7.411095563578365e-4
-1.2189133,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.29605183,0,1,3594282,1,0.1087646819712002,7.123504510394461e-4
-1.2884781,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5714286,-0.75047255,1,0,42123515,0,0.09805365141079393,4.2237011395219873e-4
-1.0772641,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.5714286,-0.55753291,1,1,3594268,0,0.14289373382916176,0.001527286693689228
-1.2266407,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.5714286,-0.028794218,1,1,3594269,0,0.20261657279892212,0.0025678052832842813
-1.4285715,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.5714286,-0.61973745,1,1,3594267,0,0.14272975112458863,0.0010064833173456782
-1.4713113,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0.85714287,-0.075392127,1,1,80116992,1,0.11449569904931872,0.0021753057091260103
-1.4285715,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,-0.27415663,0,0,42126015,1,0.11644783588747533,0.001461376446483299
-1.9024526,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.43067414,1,1,78134281,0,0.0489742317809754,0.001175662982717521
-1.2395222,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,0,-0.50974309,0,1,10463605,1,0.05660424634245856,0.0013800892349791051
-1.9099163,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,45,0,-0.54025388,1,1,78133685,1,0.04022849587242088,0.002596053167630338
-1.6655116,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45,0,-0.53099656,1,1,78132936,1,0.0642922399726534,9.668260510853175e-4
-1.2343674,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,3.2473123,1,1,3591848,1,0.1308535887595325,0.0025285835486492272
-1.2343671,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2.3176997,1,1,3591847,1,0.13165004428267735,0.002332505429247936
-1.0566638,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.5714286,-0.28049877,1,0,3595213,0,0.1526745803786978,0.0021500980691047476
-1.1676357,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,58,0,0.59670717,0,1,78136082,1,0.10372030424232154,0.003853502754965946
-1.1655309,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.12901266,1,1,3594227,1,0.10651254231044266,0.0020871617130937743
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.31030643,1,1,10462623,0,0.12638721768903138,4.1986699263916354e-4
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.22391123,1,1,10462624,0,0.13872498356536545,5.903345162520377e-4
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0.2857143,0.77136165,1,1,10462626,0,0.21127605384119733,0.001997214033551091
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0.2857143,0.028362766,1,1,10462625,0,0.16928586617251978,0.0015277597023223848
-1.4172258,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,22,0,-0.32540807,1,1,78134290,1,0.02781880566623087,0.0011212491153288115
-1.4285715,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,22,0,-0.56731468,1,1,78134289,1,0.058574946264669,0.0017759960600289052
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.41238895,1,1,78132739,0,0.04126753384935158,7.31319987769619e-4
-1.9669675,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0.14285715,-0.34140873,1,1,5522721,1,0.05627624702863594,0.0015909206035227283
-1.0077262,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0.14285715,-0.37437505,1,1,78134514,0,0.03966144353718814,2.5980984798293155e-4
-1.4285715,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-0.71245867,0,0,78134164,0,0.09059852289500321,2.3903343887063752e-4
-1.0412076,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.14285715,1.4163194,1,1,3592114,1,0.20801732648087087,0.001431720206054564
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0.71428573,-0.30525887,1,0,78132612,0,0.1444252794986307,0.0015829719273276806
-1.3887236,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.78043437,0,1,78132932,1,0.0929175188716079,0.002907005864353009
-1.1983075,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51,0,-0.24651015,1,1,10463185,0,0.04276126083132773,7.399266761879235e-4
-1.0824156,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0.14285715,-0.47459349,0,0,10463889,1,0.0460266098790206,0.0012627004671038394
-1.2369421,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,-0.044918172,1,1,80118864,0,0.08896503147973785,4.9703029565813e-4
-1.4285715,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63,0,-0.23322755,0,0,10463215,1,0.11349431159466199,0.001194126547624169
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.42857143,-0.2113664,0,0,78134390,0,0.12703062057517825,0.002753076574647607
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.42857143,-0.76775157,0,0,78134391,0,0.0779079234651198,6.805428108894272e-4
-1.4713101,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,0.14285715,0.01671694,1,1,80116890,0,0.12698198419188905,0.00232792241556697
-1.3760152,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,50,0.2857143,-0.29143563,1,1,80118398,1,0.110017854635237,6.089727268800893e-4
-1.4713082,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,0.14285715,-5.6212093e-4,1,1,80116891,0,0.12763295335176675,0.00290382862285953
-1.4713092,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,0.14285715,0.65604156,1,1,80116889,0,0.14744531365940494,0.0013280846525671344
-1.4285715,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,0.17350678,1,1,80117148,0,0.0742851253914028,8.891091448527521e-4
-1.4713147,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-0.18084978,1,1,3594117,1,0.12193523812521037,8.887940927242802e-4
-1.1814954,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0.14285715,-0.453273,1,0,78135122,0,0.06864491541763723,0.0013292755189872104
-1.4988,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.65429556,1,1,78136296,0,0.05265468986757567,4.954074039320146e-4
-1.9311068,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.39856571,1,1,78136295,0,0.029072734398798566,0.0019083020514301145
-1.2292135,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0.14285715,-0.57937783,1,0,80118495,0,0.08293665624365407,5.662455103442854e-4
-1.4285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,-0.046073224,1,1,5522655,0,0.07819041489266539,0.0012650379386015004
-1.2491276,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0.14285715,0.49360228,0,1,80116797,1,0.15672942499654105,0.002287637625840758
-1.1932249,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,23,0,-0.62203819,1,1,80118840,0,0.08268040481307752,0.001628121709025269
-1.4687312,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,64,0,-0.36687779,1,1,78131740,0,0.06769269937745856,0.003632705836875607
-1.1777501,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,-0.35939676,1,1,10463372,1,0.039969459586519034,0.0011577360409762256
-1.2291889,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0.2857143,-0.49643844,1,0,78136291,0,0.10186657241404018,6.848495422191628e-4
-1.1493773,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.42857143,0.96302277,1,0,42125871,1,0.22537560569689352,0.002414372548234178
-1.4285715,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.14285715,-0.48942286,1,1,3591768,0,0.0640815684739348,2.801874916494012e-4
-1.4285715,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0.033996001,1,1,78133160,0,0.10092366278189094,0.0025860930090515818
-1.6680964,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,50,0.14285715,-0.41525912,1,1,78134771,0,0.04259630492801178,8.253416361812057e-4
-1.6867871,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,-0.35531262,0,1,10463526,0,0.06459412384982206,0.0015396957158645645
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,-0.22744769,0,1,10463525,0,0.07298424169362698,8.612414568911355e-4
-1.3195212,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0.42857143,-0.34615916,1,1,80118464,0,0.10311205979933671,0.0024482677219645975
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0.14285715,-0.67157459,0,0,78134482,0,0.09332708287473641,5.596958621487458e-4
-1.4610653,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,0.71428573,0.01671694,1,1,78136376,0,0.13312212513279986,0.0034134936852072777
-1.1107452,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64,0.14285715,-0.46364045,1,1,10463266,0,0.11698730158979681,0.0026729439258701406
-1.4285715,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.14285715,-0.18430561,0,0,3595367,0,0.11062684328133829,0.0010704854903892812
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.46711245,1,0,80116884,0,0.07040351034072068,2.077787891363559e-4
-1.1596813,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,45,1,-0.11173359,1,1,78134730,1,0.1453099221083415,7.674878004269017e-4
-1.1519513,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,45,0,0.59383696,1,1,78133802,0,0.12292107448152041,0.0018089111590639546
-1.9557959,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0.78912228,0,1,5514589,0,0.1816612643674795,0.0013633507574382032
-1.9557912,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0.0081096068,0,1,5524559,0,0.16294414046730074,0.0016310007272809762
-1.4285715,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,0.42857143,-0.78503066,1,0,80117239,1,0.08223681162150548,0.001414618024235585
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.64679831,1,0,78134859,0,0.07421128272854992,8.338705438369761e-4
-1.8921547,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.45672885,1,1,78135131,0,0.060386919243825325,9.799333639374987e-4
-1.2343333,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,39,0.14285715,-0.58517939,0,1,10464055,0,0.08299695720473058,9.644917531092508e-4
-1.2395201,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,39,0.14285715,-0.39510992,0,1,10462941,0,0.06945169096393859,6.442088472374235e-4
-1.1523468,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,-0.31217051,1,1,42124482,0,0.11537010669104603,0.00121591416379351
-1.2189178,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.57768214,1,1,3594400,0,0.0792611399878948,6.603933906394861e-4
-1.2266364,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.63988668,1,1,3594401,0,0.08417945624979742,0.001016779856729107
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0.14285715,-0.52297485,1,0,80117779,0,0.12888562909833154,0.003027282808439927
