eff_cost_loan,def_c,fc_admin_disc,fc_survey_disc,fc_admin,fc_survey,dias_primer_pago,pro_2,pro_3,pro_4,pro_5,pro_6,pro_7,pro_8,pro_9,fee,NombrePignorante,prenda,fecha_inicial,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7
1.3064826,0,3485.593,,3383.79,3383.79,91,,1,,,,,,,,-9.18733416171e+18,78131744,9/13/2012,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1.1390748,0,5940.4712,,5775.1099,5775.1099,53,0,0,0,0,0,0,0,0,,-9.18733416171e+18,78133242,10/1/2012,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1.9524611,1,2287.6619,3473.3762,2479.6257,3665.3398,107,,,1,,1,,,,,-9.18733416171e+18,78134840,11/20/2012,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1.2715981,0,6719.188,,6548.73,6548.73,105,,1,,,,,,,,-9.18733416171e+18,78135078,11/30/2012,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1.8567091,1,2877.425,,3100.7043,,166,,,,,,,,,,-9.18538826214e+18,3601026,11/30/2012,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8567073,1,1774.698,,1912.4086,,166,,,,,,,,,,-9.18538826214e+18,3601028,11/30/2012,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,794.1571,,797.18005,797.18005,101,,,,,,,,,,-9.18220075459e+18,3598881,11/10/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,942.85712,,942.85712,,109,,,,,,,,,,-9.17783662534e+18,3596405,10/11/2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2162979,0,1372.4333,1494.9999,1264.9501,1264.95,30,,,1,,,1,,,1,-9.17722071823e+18,5524248,9/25/2012,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.165549,0,1308.8322,,1188.8601,1188.86,30,,1,,,,,,,,-9.17722071823e+18,5524544,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.3880939,0,1265.8741,1163.385,1179.88,1179.88,85,,1,,,,,,,,-9.17722071823e+18,5524550,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.9706947,1,1322.17,1279.313,1438.6072,1395.75,105,,1,,,,,,,,-9.17722071823e+18,5514576,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.1655529,0,1090.6963,,990.71991,990.71997,30,,1,,,,,,,,-9.17722071823e+18,5524543,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.293941,0,2517.3069,,2199.7,2199.7,85,,1,,,,,,,,-9.17722071823e+18,5524548,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.3049045,0,2326.3701,,2048.7,2048.7,85,,1,,,,,,,,-9.17722071823e+18,5524549,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2214999,0,503.04901,,488.60001,488.60001,85,,1,,,,,,,,-9.17722071823e+18,5524547,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.9706805,1,1992.3009,,2167.7485,,105,,1,,,,,,,,-9.17722071823e+18,5524545,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2905674,0,3627.1338,,3161.8901,3161.8901,85,,1,,,,,,,,-9.17722071823e+18,5523042,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.1655321,0,795.55652,,722.62994,722.63,30,,1,,,,,,,,-9.17722071823e+18,5524542,9/27/2012,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1.4285715,1,7185.7144,9000,7185.7144,9000,108,0,0,0,0,0,0,0,0,,-9.17719051673e+18,78133232,10/1/2012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0231776,0,2029.9399,2015.3799,2015.66,2015.66,8,1,,,,,,,,0,-9.17645643954e+18,5514144,9/6/2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,871.42859,950.29028,871.42859,950.29028,108,,,,1,,,1,,,-9.17467215167e+18,10462066,9/14/2012,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1.4713068,0,1507.3586,2029.2489,1486.02,1486.02,91,,,,1,,,1,,,-9.17467215167e+18,10462721,9/26/2012,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1.4285715,1,571.42859,,571.42859,,109,,,,1,,,1,,,-9.17467215167e+18,10463546,10/15/2012,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1.2395177,0,2141.9023,,2082.3896,2082.3899,92,1,,,,,,,,1,-9.17467215167e+18,10463060,10/17/2012,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.4285715,1,3471.4285,,3471.4285,,108,1,,,,,,,,0,-9.17467215167e+18,10463059,10/17/2012,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1.0772648,0,1106.01,,1098.8101,1098.8101,9,,,,,,,,,,-9.17406068155e+18,3594866,10/22/2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,1671.4286,1845.9862,1671.4286,1845.9862,109,,1,,,,,,,,-9.17015649395e+18,42125031,10/27/2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4750421,0,3902.3423,,3849.8596,3849.8599,97,,,1,,1,,,,,-9.16988485595e+18,80116767,9/8/2012,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1.9110745,1,5694.0679,5122.6396,6115.4385,5544.0098,99,0,0,0,0,0,0,0,0,,-9.16988485595e+18,80117265,9/27/2012,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1.8870052,1,7223.5503,3194.9788,7698.9814,3670.4099,91,0,0,0,0,0,0,0,0,,-9.16546731528e+18,3591934,9/14/2012,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8921523,1,2411.7019,968.84473,2573.3271,1130.47,90,0,0,0,0,0,0,0,0,,-9.16516169086e+18,3595471,9/29/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8998877,1,3809.1545,5237.7261,4084.7585,5513.3301,97,,,1,,1,,,,,-9.16287647658e+18,80118452,10/31/2012,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,1600,1900,1600,1900,107,1,,,,,,,,0,-9.16243522626e+18,5514239,9/12/2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,1142.8572,,1142.8572,,108,,,,,,,,,,-9.16243522626e+18,5525146,10/26/2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1118376,0,5922.689,6024.4888,5481.3599,5481.3599,6,,,1,,1,,,,,-9.16242845313e+18,80117937,10/23/2012,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,2971.4285,2500,2971.4285,2500,108,1,,,,,,,,0,-9.16066678280e+18,78132464,9/7/2012,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,1600,,1600,,108,,,,,,,,,,-9.15973775640e+18,5525872,11/12/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3329253,1,11793.002,,12854.419,,32,,,,,,,,,,-9.15925878435e+18,3597995,11/1/2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,4064.5574,,3660.4502,3660.45,32,,,,,,,,,,-9.15925878435e+18,3597994,11/1/2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6937968,1,1162.5548,,1202.5957,,106,,,,,,,,,,-9.15919685749e+18,5523877,11/9/2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6938006,1,785.95398,,813.02429,,106,,,,,,,,,,-9.15919685749e+18,5523878,11/9/2012,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,471.42856,990,471.42856,990,108,,,,1,,,,1,,-9.15828484116e+18,78133284,10/2/2012,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.2318001,0,380.16635,,369.54001,369.54001,88,,,,,,,,,,-9.15801959734e+18,5525616,10/27/2012,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2630417,0,622.72992,542.77612,606.25995,606.26001,103,0,0,0,0,0,0,0,0,,-9.15634713117e+18,78133121,9/27/2012,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.1931558,0,946.59271,931.22186,918.72998,918.72998,74,,,,1,,,1,,,-9.15634713117e+18,78134163,10/26/2012,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1.2343242,0,470.56079,582.69238,456.69998,456.70001,95,,1,,,,,,,,-9.15384904715e+18,42125947,12/15/2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2343376,0,979.28345,998.56903,950.43994,950.44,95,,1,,,,,,,,-9.15384904715e+18,42125949,12/15/2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1650212,0,610.03137,576.03741,547.55994,547.56,28,,1,,,,,,,,-9.14972513898e+18,10462855,10/4/2012,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1.1883998,0,399.07993,414.64722,356.51999,356.51999,31,,,,1,,,,1,,-9.14972513898e+18,10463033,10/15/2012,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1.1545298,0,2781.4934,3239.626,2701.5999,2701.6001,59,,,1,,1,,,,,-9.14972513898e+18,10463141,10/22/2012,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1.1545296,0,3209.4155,,3117.2302,3117.23,59,,,1,,1,,,,,-9.14972513898e+18,10463140,10/22/2012,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1.1545267,0,1783.0045,2076.6792,1731.79,1731.79,59,,,1,,1,,,,,-9.14972513898e+18,10463142,10/22/2012,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1.16224,0,1795.4912,2103.0798,1743.3599,1743.36,62,,1,,,,,,,,-9.14972513898e+18,10464047,12/20/2012,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.1622393,0,2800.9648,,2719.6399,2719.6399,62,,1,,,,,,,,-9.14972513898e+18,10464049,12/20/2012,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.1648111,0,3239.3154,,3144.99,3144.99,63,,1,,,,,,,,-9.14972513898e+18,10464048,12/20/2012,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
1.4285715,1,3485.7144,,3485.7144,,109,,,,,,,,,,-9.14862758419e+18,3598898,11/10/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1287999,0,290.04068,,282.20004,282.20001,49,0,0,0,0,0,0,0,0,,-9.14729183109e+18,42124415,10/24/2012,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,11476.311,,6742.8569,,108,1,,,,,,,,0,-9.14589712554e+18,42124272,10/12/2012,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8921531,1,2708.5022,,2894.9944,,93,,,,,,,,,,-9.14467229710e+18,3595082,11/1/2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8998783,1,1563.3911,,1671.8928,,92,,,1,,1,,,,,-9.14177455903e+18,5522659,9/10/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8921602,1,1894.6409,,2024.6115,,92,,,,,,,,,,-9.14177455903e+18,5527591,11/26/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4285715,1,4114.2856,,4114.2856,,109,,,,,,,,,,-9.13989211893e+18,5523977,11/15/2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.2317908,0,3632.7065,,3535.2402,3535.24,84,,,,,,,,,,-9.13989211893e+18,5527606,11/28/2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2317941,0,2582.1387,,2512.8604,2512.8601,84,,,,,,,,,,-9.13989211893e+18,5526412,11/28/2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.2317915,0,2670.7366,,2599.0801,2599.0801,84,,,,,,,,,,-9.13989211893e+18,5527477,11/28/2012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1828592,0,4850.5967,5053.6631,4707.7798,4707.7798,70,,,,1,,,1,,,-9.13936589531e+18,42125021,10/6/2012,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,942.85712,,942.85712,,108,,,1,,1,,,,,-9.13911686849e+18,80118687,11/9/2012,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.2395148,0,2576.0769,2408.4939,2503.8198,2503.8201,93,1,,,,,,,,1,-9.13800883817e+18,42125494,11/20/2012,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1957333,0,369.5899,463.26382,358.72,358.72,75,,,1,,1,,,,,-9.13719072709e+18,3591005,9/24/2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8148519,1,13303.27,,14173.993,,151,,,,,,,,,,-9.13719072709e+18,3601451,12/17/2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1519332,0,355.7558,410.34283,345.57999,345.57999,58,,1,,,,,,,,-9.13692471772e+18,78134259,10/30/2012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1.4285715,1,642.85712,1113.6893,642.85712,1113.6893,108,,,1,,1,,,,,-9.13692471772e+18,78134822,11/20/2012,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1.2369387,0,1873.1396,1756.3354,1818.3,1818.3,96,1,,,,,,,,1,-9.13496022584e+18,3594276,9/10/2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4783945,0,2203.8406,,2173.2402,2173.24,98,,,,,,,,,,-9.13496022584e+18,3601403,12/15/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.1365032,0,1764.9235,1854.4171,1716.1201,1716.12,52,,,1,,1,,,,,-9.13320573381e+18,3586602,9/18/2012,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6706825,1,730.99408,1438.137,751.80713,1458.95,94,,1,,,,,,,,-9.13235681189e+18,5522964,9/24/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6706682,1,1007.1403,1981.4259,1035.8143,2010.1,94,,1,,,,,,,,-9.13235681189e+18,5522963,9/24/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8921514,1,3545.1626,,3784.3027,,90,,,,,,,,,,-9.12978782201e+18,5528082,11/29/2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0261092,1,6180.5703,,6706.4214,,90,,,,,,,,,,-9.12978782201e+18,5528081,11/29/2012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6937972,1,1015.189,,1050.1543,,106,,,,,,,,,,-9.12808836879e+18,5525217,10/22/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4285715,1,2242.8572,,2242.8572,,108,,,,,,,,,,-9.12808836879e+18,5523927,11/12/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4285715,1,4071.4285,,4071.4285,,108,,,,,,,,,,-9.12808836879e+18,5525922,11/12/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.9144555,1,1226.349,,1320.9742,,100,,,,,,,,,,-9.12118588659e+18,3595096,11/3/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9144413,1,2186.0867,,2354.7629,,100,,,,,,,,,,-9.12118588659e+18,3595095,11/3/2012,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.9033048,1,3189.3796,,3425.9485,,99,,,,,,,,,,-9.12118588659e+18,3601819,12/3/2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1.4285715,1,2172.5601,1901.1316,1771.4286,1500,107,,,1,,1,,,,,-9.11886012368e+18,5522811,9/17/2012,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8921584,1,4894.27,,5222.3569,,90,,,,,,,,,,-9.10941989145e+18,3597271,11/22/2012,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6680821,1,1525.3992,2182.542,1567.9972,2225.1399,93,,,1,,1,,,,,-9.10910706359e+18,78134713,11/14/2012,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
