NombrePignorante,prenda,suc_x_dia,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_4,eff_cost_loan,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-922258806166e7,78133041,294,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.0900769,100,47,0,-0.41525912,1,1,0,0,0,1,-1.884438,-4.167739678158614e-4,1.2953637588232556e-4,0.6182365860117347
-921820905645e7,5521308,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,-1.1983111,-3.783886390291234e-4,1.2549719791259977e-4,0.6376858740697016
-921795913329e7,42125560,254,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,43,0,-0.26200578,1,1,1,1,0,0,-1.9288812,-4.488869951876024e-4,1.3062701701049197e-4,0.6415528492184281
-920046646976e7,42123980,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,-1.1648319,-3.784971190389649e-4,1.2665903747377397e-4,0.6414488363748101
-920046646976e7,42123978,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,-1.090142,-3.784971190389649e-4,1.2665903747377397e-4,0.6412925205511205
-920046646976e7,42123981,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,-1.0901434,-3.784971190389649e-4,1.2665903747377397e-4,0.6437902236243114
-920046646976e7,42123979,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,-1.0901425,-3.784971190389649e-4,1.2665903747377397e-4,0.6383698287514327
-920046646976e7,42123982,203,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,-1.0901418,-3.784971190389649e-4,1.2665903747377397e-4,0.6423938421370237
-920046646976e7,42125569,255,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.8240461,90,74,0.14285715,0.12326135,1,1,1,1,0,1,-1.8715554,-3.784971190389649e-4,1.2665903747377397e-4,0.5649982445308293
-919254357393e7,10463882,536,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,43,0,-0.26200578,1,1,1,1,0,0,-1.2369599,-4.834872651172493e-4,1.2811580792432365e-4,0.5687554424208874
-919139368339e7,80118883,434,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.6962128,70,37,0,-0.17504825,1,1,1,0,0,0,-1.4285715,-3.701008559342591e-4,1.2719107923686668e-4,0.5478558890995525
-918983174523e7,10463572,525,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8669333,90,43,0,-0.26200578,1,1,1,1,0,0,-1.4285715,-4.834872651172493e-4,1.2811580792432365e-4,0.6482682338602074
-918733416171e7,78133242,299,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.5310965,100,43,0,-0.26200578,1,1,1,1,0,0,-1.1390748,-3.784971190389649e-4,1.2665903747377397e-4,0.5783850254509622
-918733416171e7,78134840,341,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,7.1467724,100,43,0,-0.26200578,1,1,1,1,0,1,-1.9524611,-4.104392185077292e-4,1.2939158289557336e-4,0.5901979516083693
-917722071823e7,5524248,110,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.9469762,100,43,0,-0.38128665,1,1,0,1,1,1,-1.2162979,-4.834872651172493e-4,1.2811580792432365e-4,0.6300440122882299
-917719051673e7,78133232,299,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5231752,80,43,0,-0.26200578,1,1,1,1,0,0,-1.4285715,-3.784971190389649e-4,1.2665903747377397e-4,0.5814682870280155
-916988485595e7,80116767,373,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.8671055,100,43,0,-0.26200578,1,1,1,1,0,1,-1.4750421,-3.784971190389649e-4,1.2665903747377397e-4,0.5643320735273023
-916988485595e7,80117265,389,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.0709057,100,43,0,-0.26200578,1,1,1,1,0,0,-1.9110745,-3.784971190389649e-4,1.2665903747377397e-4,0.45162857340499274
-916546731528e7,3591934,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3138523,80,54,0,0.6692791,1,1,1,1,0,0,-1.8870052,-3.886870822899273e-4,1.2731262263337138e-4,0.6972891523359315
-916516169086e7,3595471,21,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21524,100,48,0,-0.19400316,1,1,1,1,1,0,-1.8921523,-0.00037443377955374883,1.2542338724981037e-4,0.6692752097180719
-916287647658e7,80118452,418,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.673223,100,43,0.14285715,0.00230808,1,1,1,1,0,1,-1.8998877,-3.701008559342591e-4,1.2719107923686668e-4,0.4861042068999398
-916242845313e7,80117937,411,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.5030947,100,35,0,0.87375742,1,0,0,0,0,1,-1.1118376,-3.784971190389649e-4,1.2665903747377397e-4,0.4403408477613782
-915634713117e7,78133121,296,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1737862,100,45,0.2857143,-0.66407734,1,1,1,1,0,0,-1.2630417,-4.834872651172493e-4,1.2811580792432365e-4,0.6235445127764061
-914972513898e7,10463142,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.3132205,100,43,0,-0.26200578,1,1,1,1,0,1,-1.1545267,-4.158255860777573e-4,1.3590654082564965e-4,0.43755263747139517
-914972513898e7,10463140,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.9010072,100,43,0,-0.26200578,1,1,1,1,0,1,-1.1545296,-3.784971190389649e-4,1.2665903747377397e-4,0.4224011308886968
-914972513898e7,10463141,503,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.7579064,100,43,0,-0.26200578,1,1,1,1,0,1,-1.1545298,-3.784971190389649e-4,1.2665903747377397e-4,0.4267617964147572
-914729183109e7,42124415,228,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521461,100,43,0,-0.26200578,1,1,1,1,0,0,-1.1287999,-4.834872651172493e-4,1.2811580792432365e-4,0.4421627819809064
-914177455903e7,5522659,97,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.779922,100,43,0,-0.26200578,1,1,1,1,0,1,-1.8998783,-4.834872651172493e-4,1.2811580792432365e-4,0.5785525104949736
-913911686849e7,80118687,426,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.49224,100,43,0,-0.26200578,1,1,1,1,0,1,-1.4285715,-4.938414735127512e-4,1.2878291038887724e-4,0.5429548830491647
-913719072709e7,3591005,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7037826,100,21,0,-0.6041308,0,1,1,1,0,1,-1.1957333,-4.834872651172493e-4,1.2811580792432365e-4,0.5608882579744857
