NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_8,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,1666.6844,91.6271243356563,1942.172042739374,NA
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,42,0,-0.27415663,1,1,1,1,0,0,2019.4579,-134.09781498501152,1501.767534180344,0.2566142095217977
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,3456.8801,62.21818711844654,40044.08112592536,NA
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,3002.4673,14.048309532582412,8169.59119539768,NA
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,3534.9387,65.29256628255764,27942.888904607396,NA
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,5397.1963,145.1951392091598,97632.71768109521,NA
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,2642.844,-5.355439490330405,5538.5299204162875,NA
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,42,0,-0.27415663,1,1,1,1,0,0,318.30356,-14.699211989100204,795.7913913795858,0.5287295957506433
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.6962128,70,37,0,-0.17504825,1,1,1,0,0,0,3142.8572,-34.807607697653644,4626.095981119478,0.5925872009153155
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8669333,90,42,0,-0.27415663,1,1,1,1,0,0,1371.4286,-47.9891208520218,812.7314147684538,0.3071173999073538
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.5310965,100,42,0,-0.27415663,1,1,1,1,0,0,5940.4712,199.71402904838615,80926.64975848046,0.5502962631861321
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5231752,80,42,0,-0.27415663,1,1,1,1,0,0,7185.7144,275.59023039652794,52831.12852758079,0.5029597567140264
-917467215167e7,10462066,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6.4134588,100,52,0,-0.61915183,0,1,0,1,0,1,871.42859,-8.178220113701006,566.4377884136628,0.3331517119790649
-917467215167e7,10462721,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,6.9177055,100,52,0,-0.27415663,0,1,0,1,0,1,1507.3586,-6.818523944515318,1142.1935363751832,0.6537664330087309
-917467215167e7,10463546,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,5.9914646,100,52,0,-0.27415663,0,1,0,1,0,1,571.42859,-19.013543696705582,2406.7058974347246,0.5233018062949931
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.0709057,100,42,0,-0.27415663,1,1,1,1,0,0,5694.0679,170.6170185352524,7828.885824940557,0.5132429915478544
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3138523,80,54,0,0.6692791,1,1,1,1,0,0,7223.5503,128.2182779455856,76084.99141280621,NA
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21524,100,48,0,-0.19400316,1,1,1,1,1,0,2411.7019,-25.061157555265524,1509.6907569443201,0.41343520608274037
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1737862,100,45,0.2857143,-0.66407734,1,1,1,1,0,0,622.72992,-32.48417955572393,1056.097746350212,0.5582511713929306
-915634713117e7,78134163,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.6463904,100,45,0,-0.27415663,1,1,1,1,0,1,946.59271,-33.74481232516449,1640.394149619405,0.3578364013942181
-914729183109e7,42124415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521461,100,42,0,-0.27415663,1,1,1,1,0,0,290.04068,-7.985855620154674,474.2960506940064,0.1432063421673204
-913936589531e7,42125021,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2890368,100,22,0,0.70440662,1,1,1,1,1,1,4850.5967,78.59666710329077,24826.80960415701,0.2528386379277259
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9401712,100,40,0.14285715,-0.6986354,1,1,0,1,0,0,507.43497,-6.035642691988815,123.20650829446538,NA
-909453318405e7,78136113,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.4614682,90,42,0,-0.27415663,1,1,1,1,0,1,1138.1852,4.303960944199951,684.360050673439,0.6321035720029999
-909453318405e7,78136110,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0867748,100,42,0,-0.27415663,1,1,1,1,0,1,782.50037,-4.7579540862240775,323.9676912476477,0.6280679791529247
-909453318405e7,78136114,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.8134446,90,42,0,-0.27415663,1,1,1,1,0,1,1618.3567,-49.057992343583535,1152.0422081668073,0.5915793632473251
-909453318405e7,78136115,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1777825,90,42,0,-0.27415663,1,1,1,1,0,1,2329.7168,-30.177391495141816,908.5590730365277,0.504276166921093
-9.0883933711600005e+018,42124511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.635304,100,42,0,-0.27415663,1,1,1,1,0,0,3356.6106,28.44329029142342,12014.97538031429,0.2457301210854149
-9.0883933711600005e+018,42124631,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,6.9660244,90,42,0,-0.27415663,1,1,1,1,0,1,1514.2858,-81.12854792313627,1080.9630566478131,0.23216742240385982
-9.0883933711600005e+018,42124628,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7.4024515,90,42,0,-0.27415663,1,1,1,1,0,1,2342.8572,-100.99054815924671,5796.507842691676,0.19486039977640388
-9.0883933711600005e+018,42124627,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0817084,90,42,0,-0.27415663,1,1,1,1,0,1,1700,-71.85506735425423,941.477428906494,0.21159160919500442
-9.0883933711600005e+018,42124847,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.1737862,90,42,0,-0.27415663,1,1,1,1,0,0,685.71429,-22.508854968980703,611.7312413187678,0.13793755037953961
-9.0883933711600005e+018,42124914,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.7334018,100,42,0,-0.27415663,1,1,1,1,0,0,1200,-1.3968021948769318,1376.1922660576386,0.12007170995562946
