nombrepignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,prestamo,pr_recup,edad,visit_number,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_choose_same1,dummy_choose_same2,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,tau_hat_oobpredictions,insample,pago_frec_vol
-8.54678362188e+18,42123804,0,0,1,0,0,0,0,1,0,0,5040,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.15425049,0,
-8.54678362188e+18,42123801,0,0,1,0,0,0,0,1,0,0,1920,100,53,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,.16952205,0,
-8.45201452786e+18,42124102,1,0,0,0,0,0,0,1,0,0,1000,100,25,1,.14285715,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,-.011551428,0,
-8.44605529017e+18,80117604,0,0,1,0,0,0,0,0,0,1,430,100,24,1,.2857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,-.018048801,0,
-8.44162038923e+18,10462608,0,0,0,1,0,0,0,0,0,0,880,100,55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,.051326364,0,
-8.44162038923e+18,10462609,0,0,0,1,0,0,0,0,0,0,840,100,55,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,.052373961,0,
-8.44162038923e+18,10463269,0,0,0,0,0,0,0,0,0,0,350,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.075795203,0,
-8.44162038923e+18,10463268,0,0,0,0,0,0,0,0,0,0,710,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.071181409,0,
-8.44162038923e+18,10463270,0,0,0,0,0,0,0,0,0,0,580,100,55,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,.06434685,0,
-8.43613528974e+18,80117230,0,0,0,1,0,0,0,0,0,1,950,100,59,1,.85714287,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,.085946836,0,
-8.43613528974e+18,80117229,0,0,0,1,0,0,0,0,0,1,330,100,59,1,.85714287,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,.059064023,0,
-8.41741659048e+18,42124009,0,0,1,0,0,0,0,1,0,0,1450,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.13736545,0,
-8.41741659048e+18,42124012,0,0,1,0,0,0,0,1,0,0,840,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.13036275,0,
-8.41741659048e+18,42124011,0,0,1,0,0,0,0,1,0,0,760,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.13907541,0,
-8.41741659048e+18,42124013,0,0,1,0,0,0,0,1,0,0,1050,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.13038203,0,
-8.41741659048e+18,42124010,0,0,1,0,0,0,0,1,0,0,1250,70,51,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,.14367516,0,
-8.39884051453e+18,42124075,0,0,0,0,0,0,0,1,0,0,1010,70,39,1,.42857143,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,.12011348,0,
-8.39130877943e+18,78135134,0,0,0,0,1,0,0,0,1,0,1680,100,38,1,.14285715,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,.031747892,0,
-8.37534911153e+18,3591950,0,0,0,0,1,1,0,0,0,0,460,70,39,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,.0067812861,0,
-8.34127783294e+18,3594248,0,0,0,0,1,1,0,0,0,0,2370,100,47,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,.10262684,0,
-8.26886475491e+18,10463843,0,0,1,0,0,0,0,0,0,0,1640,100,33,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,.075954281,0,
-8.26140802688e+18,10462501,0,0,0,0,1,0,0,0,0,0,2500,100,53,1,.14285715,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,.10629692,0,
-8.24291165954e+18,10463579,0,1,0,0,0,0,0,0,0,0,5500,100,53,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,.11966243,0,
-8.23485362889e+18,42126569,0,0,0,0,1,0,0,1,0,0,330,100,55,1,.2857143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,.055802159,0,
-8.21801480267e+18,78133138,0,0,0,1,0,0,0,0,1,0,1000,100,28,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,-.17602988,0,
-8.21801480267e+18,78133137,0,0,0,1,0,0,0,0,1,0,1060,100,28,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,-.23596603,0,
-8.20813963544e+18,42125109,0,0,1,0,0,0,0,1,0,0,1420,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,.11363205,0,
-8.20813963544e+18,42125110,0,0,1,0,0,0,0,1,0,0,2410,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,.11056083,0,
-8.20813963544e+18,42125107,0,0,1,0,0,0,0,1,0,0,1720,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,.11676189,0,
-8.20813963544e+18,42125108,0,0,1,0,0,0,0,1,0,0,2810,100,45,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,.11862059,0,
-8.19794473186e+18,42123846,0,0,0,1,0,0,0,1,0,0,1460,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,.087068856,0,
-8.19794473186e+18,42123847,0,0,0,1,0,0,0,1,0,0,1710,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,.085458748,0,
-8.19504271462e+18,3591920,0,0,0,1,0,1,0,0,0,0,2800,100,41,2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,.042823114,0,
-8.19294225084e+18,3595480,0,0,0,0,0,1,0,0,0,0,8010,100,22,1,.14285715,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,-.040018149,0,
-8.13771507678e+18,78136206,0,1,0,0,0,0,0,0,1,0,2310,100,46,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,.034145381,0,
-8.13771507678e+18,78136207,0,1,0,0,0,0,0,0,1,0,2380,100,46,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,.035140302,0,
-8.13044076127e+18,10463369,0,0,0,0,0,0,0,0,0,0,3460,100,80,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,.11725087,0,
-8.07029717627e+18,78134186,0,0,0,0,0,0,0,0,1,0,5660,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,-.15365501,0,
-8.07029717627e+18,78134188,0,0,0,0,0,0,0,0,1,0,2190,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,-.1377774,0,
-8.07029717627e+18,78134187,0,0,0,0,0,0,0,0,1,0,3060,100,32,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,-.14923441,0,
-8.05140655282e+18,78133803,1,0,0,0,0,0,0,0,1,0,2130,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,.010306324,0,
-8.05140655282e+18,78133804,1,0,0,0,0,0,0,0,1,0,1480,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,.025479384,0,
-8.05140655282e+18,78133805,1,0,0,0,0,0,0,0,1,0,2220,100,54,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,-.01899055,0,
-8.02326196355e+18,5520265,0,0,0,0,1,0,1,0,0,0,1500,90,22,2,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,.024406707,0,
-8.02124024141e+18,78134292,0,0,1,0,0,0,0,0,1,0,1690,100,50,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,.03906152,0,
-8.02124024141e+18,78134291,0,0,1,0,0,0,0,0,1,0,2680,100,50,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,.04002944,0,
-7.98658895888e+18,10463845,0,0,0,1,0,0,0,0,0,0,330,100,26,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,.0060872706,0,
-7.98001239887e+18,3594123,0,0,0,0,1,1,0,0,0,0,1140,100,47,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,.082135625,0,
-7.92963370129e+18,78135116,0,0,0,0,1,0,0,0,1,0,1580,100,29,1,.14285715,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,-.072547019,0,
-7.91077860256e+18,3594455,0,0,1,0,0,1,0,0,0,0,780,100,45,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,.1303539,0,
-7.89060078093e+18,42123923,0,0,0,0,0,0,0,1,0,0,9860,100,43,1,.14285715,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,.10689429,0,
-7.88684544974e+18,78136223,0,1,0,0,0,0,0,0,1,0,1370,90,32,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,-.12515983,0,
-7.86008894827e+18,42124526,0,1,0,0,0,0,0,1,0,0,2130,50,40,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,.11209454,0,
-7.84767247664e+18,80117465,0,0,0,0,1,0,0,0,0,1,1200,100,54,1,.2857143,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,.11946024,0,
-7.83974404168e+18,5524569,0,0,0,0,1,0,1,0,0,0,840,100,45,1,.2857143,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,.098208472,0,
-7.83380399986e+18,3594459,0,0,1,0,0,1,0,0,0,0,2590,100,62,1,.2857143,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,.10883699,0,
-7.79478748521e+18,42125371,0,1,0,0,0,0,0,1,0,0,3390,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.13862608,0,
-7.79478748521e+18,42125370,0,1,0,0,0,0,0,1,0,0,3680,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.14326897,0,
-7.79478748521e+18,42125373,0,1,0,0,0,0,0,1,0,0,3980,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.12560615,0,
-7.79478748521e+18,42125369,0,1,0,0,0,0,0,1,0,0,4410,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.13773875,0,
-7.79478748521e+18,42125372,0,1,0,0,0,0,0,1,0,0,4820,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.13356045,0,
-7.79478748521e+18,42125376,0,1,0,0,0,0,0,1,0,0,2480,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.13142234,0,
-7.79478748521e+18,42125374,0,1,0,0,0,0,0,1,0,0,3940,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.14153719,0,
-7.79478748521e+18,42125375,0,1,0,0,0,0,0,1,0,0,9820,90,44,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,.12120627,0,
-7.77538292876e+18,3591946,0,0,0,0,1,1,0,0,0,0,2800,100,58,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,.10906551,0,
-7.76661922498e+18,42124157,0,0,1,0,0,0,0,1,0,0,1980,100,33,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,-.00080844958,0,
-7.74747683482e+18,42125308,0,0,0,0,1,0,0,1,0,0,1410,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.08645232,0,
-7.74747683482e+18,42125307,0,0,0,0,1,0,0,1,0,0,2280,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.077182509,0,
-7.74747683482e+18,42125306,0,0,0,0,1,0,0,1,0,0,12100,100,46,1,.14285715,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,.08253774,0,
-7.74724580449e+18,78134360,0,0,0,0,1,0,0,0,1,0,1460,50,44,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,.0058881422,0,
-7.67069424039e+18,3591947,0,0,0,0,1,1,0,0,0,0,3220,85,52,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,.089291401,0,
-7.62382285289e+18,42125170,0,0,0,0,0,0,0,1,0,0,2000,100,39,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,.11702443,0,
-7.60758888563e+18,78134212,0,0,0,0,0,0,0,0,1,0,590,80,47,7,.5714286,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,.086163178,0,
-7.60758888563e+18,78134211,0,0,0,0,0,0,0,0,1,0,1130,80,47,7,.5714286,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,.10797639,0,
-7.58683993374e+18,78134024,0,1,0,0,0,0,0,0,1,0,3030,100,64,2,.42857143,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,.04452138,0,
-7.58478823179e+18,42124790,0,1,0,0,0,0,0,1,0,0,2330,70,57,1,.5714286,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,.11448118,0,
-7.56564202483e+18,3594294,0,0,0,0,1,1,0,0,0,0,2810,90,52,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,.13743974,0,
-7.51508008080e+18,80119525,0,0,0,1,0,0,0,0,0,1,470,100,64,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,.058312986,0,
-7.49457260057e+18,10462840,0,0,0,1,0,0,0,0,0,0,690,50,22,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,-.000097047799,0,
-7.47377834851e+18,80117729,1,0,0,0,0,0,0,0,0,1,330,90,47,1,.14285715,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,.077952117,0,
-7.46889877976e+18,10463418,0,1,0,0,0,0,0,0,0,0,690,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.0011087129,0,
-7.46889877976e+18,10463416,0,1,0,0,0,0,0,0,0,0,1270,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.0012313764,0,
-7.46889877976e+18,10463417,0,1,0,0,0,0,0,0,0,0,980,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,-.014509462,0,
-7.46889877976e+18,10463420,0,1,0,0,0,0,0,0,0,0,660,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.0014021884,0,
-7.46889877976e+18,10463414,0,1,0,0,0,0,0,0,0,0,2850,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.043207582,0,
-7.46889877976e+18,10463419,0,1,0,0,0,0,0,0,0,0,610,100,28,1,.14285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,.0030672969,0,
-7.45002269265e+18,80116992,1,0,0,0,0,0,0,0,0,1,1830,100,18,1,.85714287,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,.03937329,0,
-7.41691850659e+18,78132936,0,0,0,0,0,0,0,0,1,0,1170,80,45,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,-.017783325,0,
-7.39863003457e+18,78134290,0,0,1,0,0,0,0,0,1,0,1460,70,22,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-.1513572,0,
-7.39863003457e+18,78134289,0,0,1,0,0,0,0,0,1,0,760,70,22,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,-.13051912,0,
-7.33763515741e+18,78132932,0,0,0,0,0,0,0,0,1,0,4200,100,20,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,-.1692118,0,
-7.32666810301e+18,10463215,0,0,0,1,0,0,0,0,0,0,1830,100,63,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,.087254927,0,
-7.31125707912e+18,80118398,1,0,0,0,0,0,0,0,0,1,1300,100,50,3,.2857143,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,.049116272,0,
-7.30274965790e+18,3594117,0,0,0,0,1,1,0,0,0,0,1620,100,41,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,.10036188,0,
-7.30251926724e+18,78135122,0,0,0,0,1,0,0,0,1,0,1090,100,26,1,.14285715,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,-.090734795,0,
