NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,pro_9,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1666.6844,-40.76016282231581,130716.8490697036,NA
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2019.4579,832.6895987797851,157035.9278386618,0.23768038157574337
-920924936431e7,42124669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2410.2854,-739.0794248444142,172464.4088129996,0.41513020713466686
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3002.4673,312.80310457256013,65396.17927535721,NA
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2642.844,312.80310457256013,65396.17927535721,NA
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3456.8801,312.80310457256013,65396.17927535721,NA
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5397.1963,312.80310457256013,65396.17927535721,NA
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3534.9387,312.80310457256013,65396.17927535721,NA
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,318.30356,-979.7218421790855,2168668.415935454,0.3494551707067858
-919139368339e7,80117650,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1714.2858,14.491900055951923,72910.70669869446,0.20650860303725446
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3142.8572,246.72342303724767,157453.81458614868,NA
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1371.4286,999.0137578694697,252940.42492730217,0.681033574439391
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,5940.4712,136.11089171190906,229537.94836843637,0.31566281012619196
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7185.7144,577.1470703863168,680977.8749838965,0.1470444581977085
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5694.0679,-748.2379909079502,79728.0696502632,NA
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7223.5503,318.76602555495344,338242.6799654058,NA
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411.7019,736.2356774473461,2112506.9637188,0.36346055406972255
-9.1582848411599995e+018,78133284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,471.42856,149.80795456185135,152903.84017820365,0.4906411959204801
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,622.72992,-63.71069666340817,188925.28395611013,0.22497324675654026
-914972513898e7,10463033,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,399.07993,-678.2233311370906,343160.75505114073,0.40820869632159573
-914729183109e7,42124415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.04068,-396.5034337593476,92044.1008656928,0.15116624152235633
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.43497,-40.76016282231581,130716.8490697036,NA
-910323975224e7,10463800,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3793.8093,999.0137578694697,252940.42492730217,0.656613782717457
-9.0883933711600005e+018,42124511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3356.6106,-1007.3152853540369,265066.2504877868,0.3242447889800865
-9.0883933711600005e+018,42124847,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,685.71429,-657.3722947698036,62477.7718441045,0.27855574011874384
-9.0883933711600005e+018,42124914,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1200,-659.9182168725948,76616.99746204948,0.4820998004275848
-9.0883933711600005e+018,42125580,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,885.71429,-41.90547666473278,159190.72192519432,NA
-908821747816e7,80117247,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4640.2993,-583.9761692595486,38177.66597288393,NA
-908383493402e7,42124335,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2837.8618,536.072825094638,642349.3488767414,0.6772549237960597
-908383493402e7,42126016,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2063.5842,-825.8907932881053,205807.69151346272,0.421464124847551
-908131838248e7,80118911,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1714.2858,350.12323596688447,159665.67769189936,NA
-907261225358e7,3595411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985.71429,389.90039316407507,783238.8834149699,NA
-9.0665660440399995e+018,5514273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.428574,-40.76016282231581,130716.8490697036,NA
-9.0663882190799995e+018,78133920,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2392.2937,-458.71571759164664,116863.38445993747,0.6156527138859491
-904801744929e7,42123488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1290.3689,-739.0794248444142,172464.4088129996,0.41396798578006716
-904801744929e7,42123489,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4727.0928,-739.0794248444142,172464.4088129996,0.41061024870167306
-904042802465e7,78133911,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1959.6449,-458.71571759164664,116863.38445993747,0.6162658807947279
-902162038152e7,80117244,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3257.1428,-583.9761692595486,38177.66597288393,NA
-902056606811e7,42125102,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1707.3179,-396.5034337593476,92044.1008656928,0.14819808061868012
