sum_porcp_c,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,-0.64679831,0,1,80118530,0,0.10997511892272861,0.008948487160628167
0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,20,0,-0.23555706,0,1,80118529,0,-0.05333490708800704,0.011280799199171456
0.49737436,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.42857143,-0.15607351,1,1,5520155,0,0.12520638678121432,0.010490401439317672
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0.44178137,1,1,5520174,0,0.21483661978793292,0.0010864839554765545
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,48,0.2857143,-0.47400787,1,0,78133866,1,0.05427376502366734,0.003921291790642296
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0.42857143,-0.38761264,1,1,42125135,0,0.04320137589701126,0.01112912824040039
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,35,1,-0.58863521,1,1,10463219,1,0.09369092327152444,0.009284836645322878
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.66120714,1,1,80115989,1,0.08015555425459851,0.01102189168632283
1.2369431,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0,1.5677893,1,1,78132811,0,0.1938297678130076,0.003961704621743779
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,30,0.42857143,2.967392,0,1,78134786,0,0.10634912051540939,0.006145083035211054
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0.2857143,-0.40145209,0,1,10462846,0,0.08257477234792368,0.006057922095284461
1.4712692,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,-0.67041951,1,0,80116717,0,0.1234465043500124,0.0111389058124212
1.1468022,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1.0914733,1,0,5514322,0,0.2648523930777709,0.005984852944053918
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,2.4662995,1,1,3595215,1,0.15893504536926578,0.002458809044466487
0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.04952905,1,1,5514189,0,0.1177080016057462,0.0015526248424834533
0.27051613,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0.2857143,-0.31217051,1,1,5514188,0,0.058025912610833896,0.007002135020467207
0.4687354,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,1.1859781,0,1,42125385,1,0.20695060258129802,0.004326086551262231
0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,50,0.2857143,-0.77811903,1,0,80117740,1,0.05121950905551259,0.00577003510777659
0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,0.14285715,-0.67444474,1,1,3595244,1,0.05419594607709351,0.009033485264073503
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0.14285715,0.33752149,0,1,80117483,1,0.10737720275413833,0.007609598312786449
0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0.14285715,-0.41584474,1,1,3594458,1,-0.03501762938856047,0.006331039115142567
1.2240444,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,1,0.069751836,1,1,80119467,1,0.03636658707699501,0.007470875097265205
1.1645309,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.14285715,-0.55003566,1,0,5522611,1,0.044913844053321286,0.006347896341429009
0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,63,0,0.19237758,1,0,78133175,0,0.09673309895264114,0.0022509701108564695
1.1664559,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,0.14285715,-0.59496117,1,0,78134265,0,0.10286270674032161,0.0061267663170429315
1.2343684,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.014401549,1,1,78132733,0,0.06595176734812364,0.002834317084889357
0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,41,0,0.15436365,1,1,78133448,0,0.06491502594439223,0.0026956136666199913
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0.14285715,0.040321972,1,1,3586644,0,0.12478573634399989,0.01206496176231169
1.1957362,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0.32024249,1,1,10463261,0,0.16242449184625582,0.0032067853007309403
0.43267763,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,-0.30467325,1,0,78132808,0,0.057002558806270365,0.005644914810288098
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-0.48841673,1,0,42123506,0,0.06472943500171405,0.002194637039288909
1.2369419,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0.14285715,-0.076606095,1,1,5524162,0,0.22133502603545066,0.004959274219328585
1.234368,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.12326135,0,0,3592160,1,0.06653089349797217,0.0024818409125389636
1.1699783,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,0.10784637,1,0,42123926,0,0.14581432371491246,0.004909585719915565
1.1699787,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.36559939,1,0,42123927,0,0.12168029000445467,0.004456150362358837
1.1699859,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.19972058,1,0,42123931,0,0.15797684613819254,0.009812323614014297
1.1699849,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.23082283,1,0,42123932,0,0.15405377051510308,0.011853934629567351
1.1699872,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.42089233,1,0,42123929,0,0.11721710681685399,0.008174950923582282
1.1699842,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.25501353,1,0,42123928,0,0.14751478671397972,0.009078913269180977
1.1699818,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.5714286,-0.50037593,1,0,42123930,0,0.11962559631472257,0.00562400670453784
0.47131413,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.040321972,1,1,78134776,0,0.10689455709215548,0.004864120450820346
0.47131151,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.15781946,1,1,78134772,0,0.12333863746204808,0.0059029194294691915
0.47131521,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,-0.104822,1,1,78134773,0,0.1788455241003856,0.0011479095801084655
0.47131225,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,1.0632412,1,1,78134774,0,0.22194479052386915,0.004785211605545348
0.47130826,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.2857143,0.68310237,1,1,78134775,0,0.2002592896065114,0.004823798650401535
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0.14285715,0.018484142,1,1,10462426,0,-0.026292328999472783,0.012317264171874804
0.49845454,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,55,0.5714286,-0.32253793,1,0,10463857,1,0.157301302343489,0.0077828983517682785
1.0386,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,0.14285715,-0.77811903,1,0,80117198,1,0.06177168848231906,0.004143380143159241
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,-0.23210129,1,1,5514569,1,0.16102637998924288,0.007343644034668506
1.2163388,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,2.1040092,0,1,5522754,1,0.2607574507858146,0.006607831248985503
1.234368,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48,0,1.0568991,0,1,5522753,1,0.24844533315567008,0.004568115690590195
1.2137635,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,48,0,2.6603942,0,1,5514294,1,0.20804983355782308,0.0017379372667169547
1.1543385,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,26,0.14285715,-0.51606321,1,0,78132914,1,0.05291028710268736,0.0012236436653948806
1.1592404,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0.14285715,2.5636477,1,0,42124996,1,0.278227116871583,0.0029034941198413174
1.1776999,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57,0,-0.62203819,1,0,5524602,0,0.09043617660398941,0.01085385359518653
1.03863,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,-0.016643357,0,1,42125335,1,0.09762907335481798,0.002758591227105047
1.2317942,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0.2857143,-0.13592425,1,1,42124178,0,0.15728662120681575,0.004072717211091746
0.48136547,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.059896465,1,1,10462903,0,0.1108357595435088,0.0026541124470390773
0.48136902,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.45040283,1,1,10462905,0,-0.01347425366910452,0.003667154222098885
0.48136315,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,-0.12210101,1,1,10462904,0,0.11874661287290869,0.003477223878493925
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0.42857143,-0.76775157,1,1,78132981,0,0.08010606336212925,0.01640229306026357
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.15952927,0,1,5522896,1,0.10353780896380659,0.0015760617738832272
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1.0223572,1,0,5522595,1,0.16299906593472302,0.009835585657241045
0.23951773,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0.1445819,0,0,3594437,0,0.16486425648244724,0.009718720277678694
1.0386279,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,0,-0.68135637,1,1,80117039,0,0.0700496732721925,0.010937371500428845
1.2292,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,33,0,-0.70900285,1,0,78135144,0,0.04471601642364706,0.011948591987203515
1.3399646,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,33,0.14285715,-0.44694704,1,0,78134201,1,-0.048622665861502,0.004467482551611618
1.46872,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33,0,-0.56790036,1,0,78133119,1,0.04658845133371021,0.005762542162898985
1.2343541,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,33,0,-0.57481194,1,0,78133120,1,0.07172465899850299,0.00678159593291307
1.2292179,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0.30641919,1,1,78132924,1,0.1082700179089646,0.004200288672406814
0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.67444474,1,1,5522943,1,0.08680203392850754,0.009466893460594959
0.47131935,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,-0.080631346,1,0,5521215,0,0.2221411739330896,0.00593774549377721
0.47131506,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0.26840538,1,0,5521214,0,0.19616497105711403,0.007992405697361957
1.2343684,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1.8477098,0,1,3594464,0,0.21404310665580728,0.004660894473916152
1.0978667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,-0.53334224,1,1,5524513,0,0.05900068665444219,0.002740021102354979
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0.71428573,0.16362093,0,1,10463210,0,-0.09138894505277594,0.010171752151511771
1.2469953,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,1.5718147,1,1,5523021,0,0.2736178112900615,0.005219620054058003
1.2369438,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.30641919,1,1,3592149,1,0.1601239714881789,0.006752714472677154
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.42857143,0.17913991,1,0,42125700,0,0.152330365371421,0.003369509210277241
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.42857143,-0.54312402,1,0,42125701,0,0.0806404161769561,0.00887803184240525
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,-0.70900285,0,1,10462960,0,0.08996039999716031,0.011477883660188426
1.1664001,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0.85714287,-0.74356091,1,0,10462966,0,0.13470333227305714,0.018502069128223858
1.4738972,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,-0.30123368,1,1,10462088,0,-0.10812437083337449,0.013124490942618767
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,-0.61569601,0,1,42126023,1,0.18922136941667692,0.010072323377795149
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0.16531673,0,1,42126021,1,0.07608366318112204,0.003649625395246617
1.1889189,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0.14285715,-0.61341739,0,1,78133595,0,0.10409404518326432,0.010065938534528257
1.3888959,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,-0.57481194,1,1,5514204,0,0.14101746297371806,0.00784922242039594
0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,-0.2223195,0,1,10463781,0,0.08142939551125429,0.0075859865224988604
1.0128771,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,0,1.4837399,0,1,80116920,0,0.14936052663494875,0.007895478572045691
1.0128766,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,33,0,1.1381589,0,1,80116921,0,0.1353465191434592,0.00916144205934701
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,1,-0.12497121,1,1,5521187,0,0.05147000809030844,0.0047484512235604565
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,1,-0.43944979,1,1,5521186,0,0.026031989368505145,0.010298788921242865
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0.14285715,-0.60245842,1,0,78133458,0,0.11116448262168621,0.007587880131954501
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,40,0,-0.45328924,1,1,80117375,1,0.010457654453231355,0.005666326726363253
0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,40,0,-0.18719195,1,1,80117446,0,0.12632708312251736,0.005880136284171557
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0.14285715,-0.47459349,0,1,42126036,1,0.0995036641474578,0.007559715840242296
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53,0.2857143,0.0028937017,1,0,78135125,0,0.08813040908052404,0.006625904565470403
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,-0.31038707,1,1,42123895,1,0.07179367594461922,0.00701826848560953
0.53091669,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.055285588,1,1,42125323,0,0.09706188550814686,0.008118082061307893
1.2343407,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.14285715,-0.42621219,1,1,78136308,0,0.015864462974767252,0.003626247868752176
0.47620514,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,-0.4711377,1,0,5514333,0,0.025627942072341148,0.007353447993522678
0.47619757,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0.16659515,1,0,5514332,0,0.16603143191262718,0.005698705543238465
0.45583999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,0.2857143,-0.56790036,0,0,3595357,0,0.11823511278190807,0.00552581868477364
0.46615148,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0.42857143,-0.62664908,0,0,3592192,0,0.17885832244500147,0.004914437375360057
1.0180267,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,-0.2223195,0,0,10462974,0,-0.07478386159854097,0.007357557737382678
0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,74,0,0.26033282,1,1,78134516,0,0.08053787094472813,0.004586047329227362
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,-0.59209096,1,1,80117364,1,0.10594063676391138,0.012683991102264402
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0.2857143,0.45040223,0,1,78136026,0,0.11606541378365443,0.0026761031902641404
1.1581376,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0.14285715,-0.55349147,1,1,78133864,1,0.007071268406905682,0.0025180614350103526
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.62832147,1,1,42124111,0,0.14802695834811766,0.009478879630434476
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0.91464156,1,1,42125565,0,0.2718786808316351,0.0017672438613311478
1.1287857,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,-0.54074496,0,1,78134359,1,0.04358428386308709,0.00573248508995176
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,-0.52238917,0,1,78133698,1,0.004931970622707722,0.00719101101376785
1.1638948,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0.31390023,1,0,42125943,0,0.19633290970071432,0.002363862863140041
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0.14285715,-0.6041308,1,1,42124702,0,0.15323083162795273,0.014731289115505333
0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0.14285715,0.10093472,1,1,5522638,0,0.10266585430136563,0.003475300718607278
1.1983104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,53,0,-0.54025388,1,1,78133110,1,0.02952999257265806,0.007378617190290405
0.53460652,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0.2857143,-0.61915183,1,0,78134485,0,0.11825306184738484,0.00645904569262279
1.2705283,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.42857143,-0.64679831,1,1,5522729,1,0.14467154464417878,0.006150554999966311
1.2705172,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0.42857143,-0.52930081,1,1,5522730,1,0.06110817469104063,0.005031863863024473
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.53155881,1,0,80117844,1,0.08697803239313075,0.005546482031125846
1.2444065,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0.2857143,-0.31562629,1,0,78133206,1,0.1384575076762656,0.004906819844152997
1.2444041,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0.2857143,-0.073719703,1,0,78133207,1,0.17977306927813613,0.008421683658669268
1.0489374,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,-0.57481194,0,1,80117500,1,0.12476123355849104,0.007295216797722448
1.406922,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.20849626,0,1,3586616,1,-0.10452092972394335,0.015109704096781404
0.47388679,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0.26899099,1,0,80117183,1,0.132150471121617,0.005334850325375421
0.47388887,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0.538544,1,0,80117180,1,0.16063458601400837,0.0058172292564010585
0.47388557,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,1.6167562,1,0,80117184,1,0.238698188572282,0.008134148800377024
0.47389129,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.35305455,1,0,80117185,1,-0.027519410924324857,0.003345093006084254
0.47387922,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,-0.31504065,1,0,80117181,1,0.007746986709642025,0.0016759190760299012
0.47388628,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,57,0,0.35538614,1,0,80117182,1,0.1442461366566709,0.004768958124080415
1.0721053,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,-0.60937005,0,0,3592250,0,0.10033640076798418,0.008552033169514412
1.0721207,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,-0.54025388,0,0,3592248,0,0.030074876004447144,0.007423326544250761
1.0721111,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,-0.52297485,0,0,3592249,0,0.030882166258799398,0.006872488186268498
0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,32,0,-0.3605518,0,1,78132866,1,-0.02859195494386898,0.0019232260831128253
1.2214904,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.014970981,1,0,5520184,0,0.10057728878702696,0.008626855823655766
1.2126333,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,-0.24592453,1,1,5522586,1,0.07923471940727038,0.008425622147680006
1.2656876,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0.71428573,-0.57481194,0,0,78133672,0,0.11057981660505595,0.005798287333930275
1.0746933,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.42857143,-0.4815051,1,1,3586647,0,0.07398272836975413,0.00570869979815069
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.00230808,0,1,78134645,0,-0.1537786005977625,0.007041372709124556
1.3233,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,-0.11273617,1,0,78132462,1,0.16662029887814905,0.002475899348522718
1.2279322,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0.69592297,1,0,78132463,1,0.18036951204197868,0.004003040175236249
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-0.39510992,1,1,78135141,0,-0.04786280028009903,0.010162372838604213
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-0.62664908,1,0,42124218,0,0.14368729237444253,0.011399679894694417
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-0.43657961,1,0,42124219,0,0.040144273481504664,0.007005516258321488
1.2266428,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.53966826,1,1,3595402,1,-0.023468833782840846,0.0067385296119874755
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.35652655,1,1,3594435,0,-0.025599948825554882,0.003268328754808131
0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.46020085,1,1,3594434,0,0.009959812073402808,0.0036418358513209377
0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,37,0.5714286,-0.30121744,1,1,80118607,1,0.05925172428760303,0.008526871458631673
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2.5171306,0,0,5522902,1,0.17258233525131725,0.006360111379203002
1.2369444,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.2857143,-0.51893336,1,0,5522600,1,0.11074256729071787,0.005152267648719521
