sum_porcp_c,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample,tau_hat_oob$predictions,tau_hat_oob$variance.estimates
0.5075233,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.023474364,0,1,78133226,1,0.0880836959259147,0.004500301512915926
0.50752056,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.18589734,0,1,78133227,1,0.12688982758859738,0.0028156295373291678
0.50751114,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.37942261,0,1,78133225,1,0.06707155376951793,0.010761318132944593
0.50752503,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.27574837,0,1,78133223,1,0.11554049614946797,0.007394916956830317
0.50750792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.47272944,0,1,78133224,1,0.06090417461132748,0.011263192744258221
0.50750792,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0.42857143,-0.25501353,0,1,78133228,1,0.11112974358960914,0.010254987692631012
0.51986915,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54,0,-0.080631346,0,1,10463314,0,0.15209496926674893,0.006227399581289957
1.2343419,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.14285715,-0.010929536,1,1,42125913,0,0.1822656317400573,0.00273773280532124
1.2343436,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0.14285715,0.065098301,1,1,42125912,0,0.18616688986926924,0.004544684962330645
1.236943,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0.2857143,-0.16178733,1,1,78133505,0,0.01869600280564192,0.0022893817630536494
0.4301061,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0.14285715,1.3489705,0,0,5524166,0,0.24969082603750048,0.0077052087669198755
1.2189157,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,0,-0.010929536,0,1,10463126,1,0.07397074233620961,0.005406547775843618
1.1255819,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,1,-0.31030643,0,0,80119261,1,0.16923007030829026,0.0048990746458565364
1.4713,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,0,-0.42909855,0,0,80116761,0,0.0026646926638834445,0.001931451202228359
0.23436363,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0.2857143,-0.44981721,0,1,42125017,0,0.10007830757333948,0.005943826987550378
1.2395205,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,-0.57768214,0,1,10463555,0,0.10096587808157355,0.00362169232453284
1.1056,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,-0.34486455,1,1,42125248,1,0.07101716726576032,0.008062539711611867
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.14285715,-0.48841673,1,0,3592122,1,0.004076422386703661,0.007485807643356483
1.515995,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.035705812,0,1,78132791,0,0.06287313263864087,0.008453404472106161
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,61,0,-0.26033339,1,0,80118348,1,0.04954421582280324,0.005513298592743506
1.0618105,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.14285715,-0.45140895,1,0,3595246,1,-9.192787583444395e-4,0.00565628780158151
1.0824182,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.48093569,1,1,80116815,0,0.07663468657114621,0.00263803955216104
1.0901421,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,0.14285715,1.7163892,0,0,78133884,1,0.14077002361981986,0.011913357684713763
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,0,-0.33112195,1,0,80116974,1,0.05015007553948232,0.005111903104163844
0.65775466,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0.14285715,-0.57711267,0,0,78133436,0,0.10388113789328893,0.009566842336533416
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,23,0,-0.49878418,1,1,80117876,0,0.06263587829043307,0.006647398925257346
1.2395223,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-0.12844323,0,0,42126003,1,0.14100706161437712,0.004351477930695736
1.2395349,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-0.52240539,0,0,42126004,1,0.06506354477942676,0.00912009298911374
1.2630553,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37,0,0.50685608,1,1,10462594,0,0.13901888349739525,0.003884546184445194
1.291026,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0.8593486,0,1,78133646,0,0.14774268302521168,0.003650502251803297
0.47130981,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0.63126528,0,1,78133645,0,0.1312062932928084,0.004601063833790367
1.309058,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0.86971599,0,1,78133644,0,0.1510133551877737,0.0037219081544994275
1.273,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0.2718612,0,1,78133643,0,0.09486060099795324,0.005160769086887793
0.55702198,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0.5714286,0.26899099,1,1,5522718,1,0.21754669327822362,0.0073178145071538
1.0978674,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.35177615,1,1,3592037,0,-0.02328365268540526,0.006763197419316158
1.44813,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,-0.16468084,0,1,78132699,1,-0.09210809194948591,0.008694182553755779
0.49622026,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.24767043,0,0,78134010,0,0.05859349320931374,0.004177545507313986
1.2369348,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,-0.59429133,1,1,42125803,0,0.11642587489554472,0.008705497043938816
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.81155294,1,1,3595230,1,0.09962109381990715,0.002284680376663891
0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.40369391,1,1,5522761,1,-0.03101885987127497,0.003865248012354635
1.1107453,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0.14285715,1.2947805,0,0,42123817,1,0.24345052489238284,0.0018993628673327656
1.20862,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,-0.4843753,0,1,3592006,0,0.08651860191859213,0.009361602090638578
0.27425,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.69172382,1,1,5522757,1,0.07325577281930351,0.01170941505146527
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.11283659,0,1,42123690,0,0.10225119504012388,0.005550998533602379
0.77664959,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0.14285715,-0.28611577,1,0,78133066,0,0.07063437073326248,0.007204487188055579
0.2421,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-0.39510992,0,1,5514517,0,0.009436394650827795,0.009770313423329338
1.085,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.61973745,1,1,78132945,1,0.14957586332527056,0.010348549824353397
1.2343717,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0.2857143,-0.35018441,1,1,10462776,1,0.017403545586033846,0.002288838509947529
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.65602529,1,1,78134880,0,0.03431811288780567,0.012415742170491562
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-0.070263878,1,1,42123893,1,0.09539019619021781,0.004452147780700761
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0.14285715,-0.59152156,1,1,5524249,0,0.10643882171263697,0.00999100009959219
0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.86682963,1,0,42124953,1,0.19459842644331712,0.004283173264590155
1.0798401,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.20678639,1,0,3586654,0,0.15443751136084152,0.005845151170194846
1.079841,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.43141392,1,0,3586655,0,0.17213359872729056,0.007939744355652756
1.0798388,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.32773966,1,0,3586653,0,0.1689692412261346,0.006588416929445074
1.2455374,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0.42857143,-0.090413138,1,0,42125723,0,0.12700432652798463,0.005152582655577239
0.6582883,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.14285715,-0.39611602,1,1,42124949,1,0.0343197307086887,0.009419345923205567
1.1646136,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0.97684604,1,0,78132641,0,0.17234547418821788,0.0065122886793527
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-0.35531262,0,1,42124834,0,-0.006030211553184171,0.005991853583465839
1.0901428,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,-0.80576551,1,0,42123660,1,0.11725592725171011,0.01347455995216144
0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.42857143,-0.27357095,1,1,5522708,1,0.08089960851254253,0.003109135944900353
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.49061707,1,0,78132475,1,0.03467528366914617,0.010727457227134939
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,0.2857143,-0.25453186,1,0,80117788,1,0.09781716547374271,0.007899784056075733
1.2369344,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0.14285715,-0.61915183,1,1,42123821,1,0.14252945371134418,0.008571166554659376
1.1468027,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,57,0.14285715,0.027653785,1,1,78133420,0,0.05670174796537488,0.0057708205741599985
0.48390514,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,-0.30693129,1,0,5524210,0,0.07840981688730934,0.009366902057805567
0.48394698,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-0.28452402,1,0,78133541,0,0.08560619878792494,0.004285766261650089
0.23694047,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0.71428573,-0.53966826,0,1,5522835,0,0.07585792060242005,0.003520093756673523
1.1340277,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,20.590343,1,1,3594468,0,0.12820181090155847,0.003550658583625614
1.025755,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,53,0.42857143,1.0327246,1,0,42123622,0,0.261387345601251,0.0019277564040823462
0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,-0.37783089,0,1,42125007,0,0.016632688424941727,0.008531924173700765
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0.14285715,-0.014970981,0,0,78136209,0,-0.1230840979609583,0.009507267384146036
0.55705589,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.18430561,1,1,78133907,0,0.12688806168548758,0.005347736261149717
0.55706024,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-0.45385867,1,1,78133908,0,0.049862917835773075,0.004168584461097115
1.2343682,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0.14285715,0.15090781,0,1,5523039,0,0.1014693946221878,0.0016011207564218437
1.2317909,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,-0.48550159,0,1,3594387,0,0.037794026250087175,0.004695018524282446
1.4017782,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0.42857143,0.24823992,1,1,78131771,0,0.14210545659093868,0.0053243119125783375
0.45585769,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,2.1483653,0,1,3586684,0,0.1050640412827173,0.0020267346946955347
0.47389472,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0,-0.67964715,0,1,10463163,0,0.04751126494008838,0.00660372079824682
1.1545273,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0.2857143,-0.55062127,0,1,10463213,0,0.07844387363201202,0.00932638963304507
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-0.56040311,1,1,78133625,0,0.05530047825302059,0.007179758432942199
1.2369499,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.25630814,1,1,5521247,0,0.05635565356337384,0.0037168861622267043
1.2369424,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.19064777,1,1,5521246,0,0.12144380376489758,0.008052871012617091
1.2369421,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,-0.3421177,1,1,5521244,0,-0.00683970146352718,0.012712014887853453
1.2656879,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,41,0.85714287,0.033996001,0,0,80118907,1,0.04054390078547608,0.005602822854952524
1.2369444,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0.19237758,1,1,3592219,0,0.06279464566961272,0.004644260976567227
0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0.26739919,1,0,78133591,0,0.08455310055533576,0.004629084731209392
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0.14285715,0.23443286,1,0,3595944,1,0.17880959252785458,0.0034890807100916416
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.60346454,1,0,78136383,0,0.09592360207858823,0.010377984799710716
1.2266364,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,-0.47459349,1,1,3593967,0,0.14238535910274214,0.007960173269430625
1.2395189,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,0.14285715,0.29783517,0,1,80118463,0,0.1560800050324578,0.0050531636201536605
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0.2857143,-0.27357095,1,1,3591901,1,0.07627667347338311,0.0041784878151157395
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0,-0.56385887,1,1,80118869,0,0.07293948626229083,0.010986976635392274
1.2420952,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,-0.52297485,1,0,3592305,0,0.1359400689689983,0.004237378882624338
0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.096284769,1,0,5522818,0,0.08756583540627125,0.004541946084933351
1.2395198,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,0.74185109,1,1,80117381,0,0.19756085011001423,0.0038327548422999675
1.2395221,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,0.2857143,0.040321972,1,1,80117382,0,0.09779012812549122,0.006001229078609056
0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0.5714286,-0.57826775,1,1,78133725,0,0.15473337925020972,0.008596802235400849
1.1596726,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,-0.1601149,1,0,5521212,0,0.21162367630798096,0.01025435280937918
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.14285715,-0.59554678,1,1,42124474,0,0.20435051390601666,0.010215903914988741
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.14285715,-0.57826775,1,1,42124473,0,0.20095159129135687,0.011625839017818088
0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0.14285715,-0.45040283,1,1,42124472,0,0.06697195102132796,0.008034857773513353
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,-0.60245842,1,1,3594092,1,0.2511674303243546,0.004630259122546583
0.2369367,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,29,0.85714287,-0.55694729,1,1,80117320,1,0.07448077019513105,0.002334662172969182
0.38886049,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-0.68135637,1,0,78134387,0,0.06257226609987941,0.008668923006342335
0.89934558,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,1,0.19472323,1,0,80118926,0,0.12651201249655605,0.003022827286253085
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,29,0,-0.41238895,0,1,78132750,0,-0.002516073304319083,0.004507548437751889
1.1822929,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39,0.14285715,-0.20663217,1,1,80117067,1,0.12188397427830623,0.008879464070529586
1.2369231,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0.2857143,-0.55566883,1,1,78132731,0,0.06656261779883413,0.0028402645841203627
1.04893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0.2857143,0.033602033,0,1,10464304,1,0.07664954620790632,0.0045821241111258515
0.50858748,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,59,0.14285715,-0.55349147,1,1,80117299,0,0.024241858358710483,0.0029497865629993297
0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,0.42857143,-0.49752867,1,1,10462946,0,0.029274277837275552,0.010918085938483374
0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,1,-0.50550413,1,0,80119290,1,0.09483279053936769,0.015935281174170684
1.1931562,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,60,0.14285715,-0.51951897,1,1,80116979,1,0.019560157783047507,0.003118667466666174
1.1116617,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,0,0.1785543,1,0,10464303,1,0.14400979678611353,0.0043810564362758595
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0.13084289,1,1,3591798,1,0.07561240050772408,0.003963862908947948
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0.0098895198,1,1,3591799,1,0.060724519118329004,0.005895220907372645
1.1596831,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,70,0.14285715,-0.24996597,1,1,10463007,0,0.08422230700100367,0.008515910903430401
1.1596793,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,70,0.14285715,-0.37437505,1,1,10463006,0,0.014522619111932382,0.0068722950725863315
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,-0.65370989,1,1,78134030,1,0.07667862200922529,0.012130506070659965
0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.36687779,1,1,5514154,1,-0.022809739337315307,0.0064666919041128125
0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0.14285715,-0.52988642,0,1,78136001,0,0.028732883091049505,0.004094559877399996
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0.23384725,0,1,3595833,0,-0.126094906052512,0.01761873258990268
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0.2857143,0.17164265,0,0,10463042,0,0.09516232223520693,0.005666819941583358
0.53463411,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0.2857143,-0.54657984,1,0,78134486,0,0.0587417151887304,0.0011960566678048158
1.0798396,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,11.389197,0,1,78134023,1,0.09988102109493739,0.013373959354848
1.2705263,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.34270334,1,1,3594122,1,-0.03973285724921257,0.010532978610066631
0.47387403,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,53,0,-0.23211747,1,1,80117939,0,0.0681083496409028,0.00572062315250474
0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.58459377,0,1,80117703,0,0.10673101218624524,0.010459742601585406
0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-0.29767743,0,1,78134126,0,-0.07027579088173218,0.010389465126349876
1.1674057,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0.7286135,1,0,80118595,1,0.21962119766979424,0.006959536958417928
1.1683333,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,-0.30410382,1,1,42124872,1,-0.10619932761546956,0.007149734044105457
1.2395161,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.50856596,1,1,42124224,0,0.07059460485615908,0.005550199205643365
1.2395158,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.50165433,1,1,42124225,0,0.07143400865107578,0.004939078269243587
1.2395254,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-0.42217073,1,1,42124226,0,0.025511077199441765,0.0070789773577261605
1.1390613,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.14285715,0.52126497,1,1,42126601,0,0.11639071487275437,0.009328369861902918
1.1726927,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.12210101,1,1,78136220,0,0.07880187533744723,0.008155143482052618
0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-0.50569576,1,1,78136221,0,0.046622328008611345,0.006207880265442056
1.2317926,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,57,0,-0.17158531,0,0,80116760,0,0.13886033037850753,0.006944298830963975
1.162254,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0.55984831,1,1,3594433,0,0.19879797463414964,0.0016560439485564173
0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.14285715,-0.71761018,0,1,42123502,0,0.11544071167317055,0.011751784925341922
1.1856197,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29,0.14285715,-0.51536012,1,1,10462922,0,0.0036405792483728,0.006923697452185782
1.4202639,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.14285715,-0.083501495,1,1,80116894,0,0.12690719439695444,0.005996780280508482
1.4713178,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.14285715,-0.46018463,1,1,80116893,0,0.02959402284796319,0.0013639558476639148
1.471313,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0.14285715,-0.37724522,1,1,80116895,0,0.016416320600795,0.0051529729232515946
1.3414376,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,59,0,-0.6853978,1,1,10462948,0,0.050580037171570204,0.010473827668062647
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,55,0.5714286,1.3016921,1,0,10462916,0,0.2578511561992949,0.00509851987299264
0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,55,0.5714286,0.092159048,1,0,10462917,0,0.15749746311193025,0.006970091022707246
0.23692307,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,-0.65083975,1,0,78131736,0,0.08067843697091959,0.006917303384991402
0.23694354,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,58,0,-0.31217051,1,0,78131738,0,0.04064511852099532,0.008340191772731794
