prenda,val_pren,genero,edad,pres_antes,ahorros,cta_tanda,rec_cel,prestamo,des_c,faltas,tentado,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_educacion2,dummy_educacion3,dummy_educacion4,dummy_educacion5,dummy_plan_gasto2,dummy_plan_gasto3
5525582,,,,,,,,3080,1,,,,,,,,,,,,
5527551,,,,,,,,880,1,,,,,,,,,,,,
5525583,,,,,,,,400,1,,,,,,,,,,,,
5525585,,,,,,,,2260,1,,,,,,,,,,,,
3594520,,,,,,,,1750,0,,,,,,,,,,,,
3596535,,,,,,,,680,0,,,,,,,,,,,,
3596671,,0,67,1,,,,580,1,,0,,,,,0,1,0,0,0,1
3592248,500,0,67,1,0,0,0,580,1,0,0,0,1,0,0,0,1,0,0,0,1
3595822,,0,67,1,,,,840,1,,0,,,,,0,1,0,0,0,1
3598468,,0,67,1,,,,800,1,,0,,,,,0,1,0,0,0,1
3598470,,0,67,1,,,,730,1,,0,,,,,0,1,0,0,0,1
3595823,,0,67,1,,,,800,1,,0,,,,,0,1,0,0,0,1
3592250,500,0,67,1,0,0,0,380,1,0,0,0,1,0,0,0,1,0,0,0,1
3595420,800,0,67,1,,,,580,1,,0,0,1,0,0,0,1,0,0,0,1
3592249,500,0,67,1,0,0,0,630,1,0,0,0,1,0,0,0,1,0,0,0,1
78134962,1590,0,32,1,,,,530,0,,1,0,1,0,0,0,0,0,1,0,1
78132866,1800,0,32,1,0,0,,1100,0,0,1,0,1,0,0,0,0,0,1,0,1
3596181,,,,,,,,3050,0,,,,,,,,,,,,
5526326,,,,,,,,780,0,,,,,,,,,,,,
80116715,,,,,,,,5950,0,,,,,,,,,,,,
3597853,,,,,,,,2500,1,,,,,,,,,,,,
3596422,,,,,,,,1490,1,,,,,,,,,,,,
80117828,,,,,,,,2170,0,,,,,,,,,,,,
80117830,,,,,,,,5490,0,,,,,,,,,,,,
80117829,,,,,,,,810,0,,,,,,,,,,,,
5528587,,,,,,,,800,0,,,,,,,,,,,,
5528299,,,,,,,,700,1,,,,,,,,,,,,
5528593,,,,,,,,950,1,,,,,,,,,,,,
5526630,,,,,,,,1610,1,,,,,,,,,,,,
5528163,,1,34,1,,,,920,1,,1,,,,,0,1,0,0,0,1
5525374,,1,34,1,,,,4370,0,,1,,,,,0,1,0,0,0,1
5520184,3748.250732421875,1,34,1,1,0,1,2100,1,0,1,0,1,0,0,0,1,0,0,0,1
5525674,,1,34,1,,,,3940,0,,1,,,,,0,1,0,0,0,1
5525375,,1,34,1,,,,3380,0,,1,,,,,0,1,0,0,0,1
5525675,,1,34,1,,,,4700,0,,1,,,,,0,1,0,0,0,1
80117856,20000,,,,,,,8540,0,,,0,1,0,0,,,,,,
80117857,20000,,,,,,,7400,0,,,0,1,0,0,,,,,,
42125610,,,,,,,,1010,0,,,,,,,,,,,,
3601351,,,,,,,,1280,0,,,,,,,,,,,,
3596517,,,,,,,,48770,0,,,,,,,,,,,,
10463924,20000,1,58,1,0,0,1,14860,1,0,1,1,0,0,0,,,,,0,1
80120038,,,,,,,,1100,1,,,,,,,,,,,,
80117169,,,,,,,,800,1,,,,,,,,,,,,
80117168,,,,,,,,1800,1,,,,,,,,,,,,
5525509,,,,,,,,11100,0,,,,,,,,,,,,
5528143,,,,,,,,1010,1,,,,,,,,,,,,
3598878,,,,,,,,1490,0,,,,,,,,,,,,
3598356,,,,,,,,770,0,,,,,,,,,,,,
80119136,,,,,,,,1200,1,,,,,,,,,,,,
80119133,,,,,,,,890,1,,,,,,,,,,,,
80119132,,,,,,,,970,1,,,,,,,,,,,,
80119135,,,,,,,,1110,1,,,,,,,,,,,,
80119138,,,,,,,,2130,1,,,,,,,,,,,,
80119134,,,,,,,,1340,1,,,,,,,,,,,,
5524751,,,,,,,,860,0,,,,,,,,,,,,
5524752,,,,,,,,1220,0,,,,,,,,,,,,
78133343,4000,,,,,,,4710,1,,,0,1,0,0,,,,,,
5486442,,1,29,1,,,,6290,0,,0,,,,,0,0,1,0,1,0
5522586,3000,1,29,1,0,0,0,1690,1,0,0,1,0,0,0,0,0,1,0,1,0
5486441,,1,29,1,,,,2300,0,,0,,,,,0,0,1,0,1,0
78135234,1500,1,25,,,,,1020,0,,,0,0,0,0,0,1,0,0,,
78133672,1440,0,32,1,0,0,1,480,1,.71428573,1,0,1,0,0,0,1,0,0,0,1
3595453,,,,,,,,2750,1,,,,,,,,,,,,
3586647,1588.589233398438,1,54,1,1,0,0,750,1,.42857143,0,0,1,0,0,0,0,0,1,0,1
3596934,,1,54,1,,,,750,1,,0,,,,,0,0,0,1,0,1
3598196,,1,54,1,,,,840,1,,0,,,,,0,0,0,1,0,1
78134645,2000,0,18,0,0,1,0,2150,0,0,1,0,1,0,0,0,0,1,0,0,1
78136108,1876.544067382813,0,,1,0,0,0,930,0,.14285715,1,0,1,0,0,0,1,0,0,0,1
3601978,,,,,,,,2010,0,,,,,,,,,,,,
5527363,,,,,,,,1040,0,,,,,,,,,,,,
3595527,,,,,,,,5620,1,,,,,,,,,,,,
3596030,,,,,,,,3350,0,,,,,,,,,,,,
78132696,2000,,,,,,,1640,1,,,0,1,0,0,,,,,,
78136364,2100,,,,,,,1770,0,,,0,1,0,0,,,,,,
5524184,3000,0,77,,,,,1500,0,,,0,1,0,0,0,0,1,0,,
5524610,2850,0,77,,,,,950,0,,,0,1,0,0,0,0,1,0,,
5514506,,,,,,,,1460,0,,,,,,,,,,,,
5514507,,,,,,,,2300,0,,,,,,,,,,,,
3598194,,,,,,,,3250,1,,,,,,,,,,,,
5524812,,,,,,,,2000,1,,,,,,,,,,,,
5524955,,,,,,,,1130,1,,,,,,,,,,,,
78132463,7039.09326171875,1,76,1,1,1,0,3840,1,0,1,0,0,0,0,0,0,0,0,0,1
78132462,3295.679931640625,1,76,1,1,1,0,1500,1,0,1,0,0,0,0,0,0,0,0,0,1
3595733,,,,,,,,630,0,,,,,,,,,,,,
78135141,1500,1,21,1,0,0,0,1000,0,0,1,0,1,0,0,0,0,1,0,0,1
5514203,4000,1,31,,,,,2000,0,,,0,1,0,0,0,0,0,1,,
5524219,700,1,31,,,,,510,1,,,1,0,0,0,0,0,0,1,,
3595586,,,,,,,,1420,0,,,,,,,,,,,,
42124219,1796.556640625,1,41,1,0,1,1,880,0,0,1,0,1,0,0,0,1,0,0,0,0
42124218,916.6944580078125,1,41,1,0,1,1,330,0,0,1,0,1,0,0,0,1,0,0,0,0
42124220,,1,41,1,,,,440,0,,1,,,,,0,1,0,0,0,0
80117416,,,,,,,,1550,0,,,1,0,0,0,,,,,,
80117417,,,,,,,,1380,0,,,1,0,0,0,,,,,,
80117415,,,,,,,,700,0,,,1,0,0,0,,,,,,
80117414,,,,,,,,1540,0,,,1,0,0,0,,,,,,
80117418,,,,,,,,1500,0,,,1,0,0,0,,,,,,
5528211,,,,,,,,1010,0,,,,,,,,,,,,
3591071,,,,,,,,2650,0,,,,,,,,,,,,
5526589,,,,,,,,17750,1,,,,,,,,,,,,
5527823,,,,,,,,1680,1,,,,,,,,,,,,
5528098,,,,,,,,810,1,,,,,,,,,,,,
5528661,,,,,,,,1130,1,,,,,,,,,,,,
5521259,,,,,,,,3400,1,,,,,,,,,,,,
5527516,,,,,,,,6420,1,,,,,,,,,,,,
5525894,,,,,,,,1790,0,,,,,,,,,,,,
5527846,,,,,,,,22190,1,,,,,,,,,,,,
5525895,,,,,,,,1810,0,,,,,,,,,,,,
3598355,,,,,,,,1500,1,,,,,,,,,,,,
80119475,,,,,,,,480,0,,,1,0,0,0,,,,,,
3595402,1400,1,39,1,0,1,0,840,1,0,1,1,0,0,0,0,0,1,0,0,1
3601633,,1,39,1,,,,1350,0,,1,,,,,0,0,1,0,0,1
5514607,3180,,,,,,,3470,1,,,1,0,0,0,,,,,,
5525402,,,,,,,,4500,0,,,,,,,,,,,,
5514606,3180,,,,,,,3290,0,,,1,0,0,0,,,,,,
3594434,1200,1,50,1,0,0,1,610,0,0,1,0,1,0,0,0,0,0,1,1,0
3594435,1200,1,50,1,0,0,1,910,0,0,1,0,1,0,0,0,0,0,1,1,0
78134881,15000,,,,,,,8830,0,,,0,1,0,0,,,,,,
78133037,6500,,,,,,,4310,0,,,0,1,0,0,,,,,,
78133285,,,,,,,,3160,0,,,,,,,,,,,,
78133038,6500,,,,,,,4620,0,,,0,1,0,0,,,,,,
78133504,5490,,,,,,,1830,0,,,0,1,0,0,,,,,,
78133293,5280,,,,,,,1760,0,,,0,1,0,0,,,,,,
78133503,6270,,,,,,,2090,0,,,1,0,0,0,,,,,,
78133286,,,,,,,,2920,0,,,,,,,,,,,,
78133292,4740,,,,,,,1580,0,,,0,1,0,0,,,,,,
80118606,,1,37,1,,,,2050,1,,1,,,,,0,0,1,0,0,1
80119225,,1,37,1,,,,2040,0,,1,0,1,0,0,0,0,1,0,0,1
80118607,2423.169921875,1,37,1,1,1,0,1530,0,.5714286,1,1,0,0,0,0,0,1,0,0,1
80119226,,1,37,1,,,,180,0,,1,,,,,0,0,1,0,0,1
5521193,,,,,,,,1130,0,,,,,,,,,,,,
10462029,1200,,,,,,,910,1,,,0,0,1,0,,,,,,
10462505,1700,,,,,,,1320,1,,,0,0,1,0,,,,,,
10462891,3500,,,,,,,3690,0,,,0,0,1,0,,,,,,
10463354,2000,,,,,,,830,0,,,0,1,0,0,,,,,,
10462844,5000,,,,,,,3290,1,,,0,0,0,1,,,,,,
10462976,,,,,,,,1370,0,,,,,,,,,,,,
10462802,700,,,,,,,900,1,,,0,0,0,1,,,,,,
10463891,1200,,,,,,,730,1,,,0,1,0,0,,,,,,
10463988,1170,,,,,,,390,1,,,0,0,1,0,,,,,,
5522902,25000,0,42,0,1,0,1,9540,0,0,,1,0,0,0,0,1,0,0,0,1
5522600,1415.327758789063,1,80,1,0,1,0,900,1,.2857143,1,1,0,0,0,1,0,0,0,0,0
5527725,,1,80,1,,,,1460,0,,1,,,,,1,0,0,0,0,0
5523112,,,,,,,,1090,1,,,,,,,,,,,,
80118031,2935.089599609375,1,45,1,0,1,1,1850,0,0,1,1,0,0,0,0,0,0,1,0,1
80117745,5910.62353515625,1,45,1,0,1,1,3710,0,0,1,1,0,0,0,0,0,0,1,0,1
80117747,1735.277587890625,1,45,1,0,1,1,1100,0,0,1,1,0,0,0,0,0,0,1,0,1
80118045,,1,45,1,,,,5370,0,,1,,,,,0,0,0,1,0,1
80117746,3079.067138671875,1,45,1,0,1,1,1940,0,0,1,1,0,0,0,0,0,0,1,0,1
5524176,2000,1,43,1,0,0,0,1100,0,0,1,0,1,0,0,0,0,0,1,0,1
5524177,2000,1,43,1,0,0,0,1200,0,0,1,0,1,0,0,0,0,0,1,0,1
80115922,,,,,,,,1290,1,,,,,,,,,,,,
78136178,538.5664672851563,1,49,1,0,0,0,130,0,.14285715,0,1,0,0,0,1,0,0,0,0,1
5522636,1956.531494140625,1,56,1,0,1,1,980,1,,1,0,1,0,0,0,1,0,0,1,0
5514961,,,,,,,,1160,0,,,,,,,,,,,,
5523439,,,,,,,,2320,0,,,,,,,,,,,,
5523438,,,,,,,,3340,0,,,,,,,,,,,,
5523505,,,,,,,,610,0,,,,,,,,,,,,
5524946,,,,,,,,2550,0,,,,,,,,,,,,
5523341,,,,,,,,980,0,,,,,,,,,,,,
5525053,,,,,,,,3360,0,,,,,,,,,,,,
5523342,,,,,,,,2080,0,,,,,,,,,,,,
10462744,2000,1,51,1,1,1,,2450,0,0,0,0,1,0,0,0,0,0,1,0,0
5523206,,,,,,,,3750,1,,,,,,,,,,,,
5528122,,,,,,,,3230,0,,,,,,,,,,,,
5528420,,,,,,,,2080,0,,,,,,,,,,,,
3595099,,,,,,,,1530,0,,,,,,,,,,,,
5527467,,1,36,1,,,,2400,1,,1,,,,,0,0,1,0,0,1
5520254,1076.66943359375,1,36,1,1,1,1,430,0,.14285715,1,0,1,0,0,0,0,1,0,0,1
5527466,,1,36,1,,,,1840,1,,1,,,,,0,0,1,0,0,1
5527465,,1,36,1,,,,1160,1,,1,,,,,0,0,1,0,0,1
5514303,2500,1,36,1,0,1,1,2740,0,1,1,0,1,0,0,0,0,1,0,0,1
10462795,,0,38,1,,,,550,0,,1,,,,,0,0,0,1,0,1
10462604,1000,0,38,1,1,1,0,480,0,0,1,1,0,0,0,0,0,0,1,0,1
10462622,1200,0,,1,0,1,0,1020,0,0,0,0,1,0,0,1,0,0,0,1,0
42125651,2000,,,,,,,1200,1,,,0,1,0,0,,,,,,
42124209,3330,,,,,,,1110,0,,,0,1,0,0,,,,,,
42125295,,1,59,1,,,,1460,0,,0,,,,,0,0,0,1,0,1
42125293,2370,1,59,1,1,0,1,790,0,0,0,0,1,0,0,0,0,0,1,0,1
42125294,,1,59,1,,,,1170,0,,0,,,,,0,0,0,1,0,1
80116016,5000,0,32,1,0,0,0,6420,0,.14285715,0,0,0,0,0,0,0,0,1,0,1
3595724,,,,,,,,550,1,,,,,,,,,,,,
3586615,6000,1,47,1,1,1,0,5830,0,0,0,0,1,0,0,0,0,1,0,0,0
3599268,,1,47,1,,,,3620,0,,0,,,,,0,0,1,0,0,0
42124278,,1,47,1,,,,1430,0,,1,0,1,0,0,,,,,0,1
42124215,1800,1,47,1,0,0,0,2320,0,0,1,0,1,0,0,,,,,0,1
42124211,1500,1,47,1,,,,690,0,,1,0,1,0,0,,,,,0,1
42124214,1800,1,47,1,0,0,0,1930,0,0,1,0,1,0,0,,,,,0,1
42124462,,1,47,1,,,,2520,0,,1,,,,,,,,,0,1
3597937,,,,,,,,730,1,,,,,,,,,,,,
3597938,,,,,,,,460,1,,,,,,,,,,,,
3595091,,,,,,,,440,1,,,,,,,,,,,,
3594902,,,,,,,,1140,1,,,,,,,,,,,,
3595074,,,,,,,,580,1,,,,,,,,,,,,
3598169,,,,,,,,2370,1,,,,,,,,,,,,
3594511,,,,,,,,2370,1,,,,,,,,,,,,
3595097,,,,,,,,7160,0,,,,,,,,,,,,
5524808,,,,,,,,430,0,,,,,,,,,,,,
42124906,600,1,45,1,0,0,1,630,0,1,1,1,0,0,0,0,1,0,0,0,1
80118797,,,,,,,,330,1,,,,,,,,,,,,
80117429,,,,,,,,800,1,,,,,,,,,,,,
80117777,,,,,,,,1240,1,,,,,,,,,,,,
80118796,,,,,,,,510,1,,,,,,,,,,,,
3592141,3720,1,24,1,0,1,1,1240,0,0,1,0,1,0,0,0,0,0,1,0,0
3592139,6570,1,24,1,0,1,1,2190,0,0,1,0,1,0,0,0,0,0,1,0,0
3592143,3870,1,24,1,0,1,1,1290,0,0,1,0,1,0,0,0,0,0,1,0,0
3595307,7080,1,24,1,,,,2360,0,,1,0,1,0,0,0,0,0,1,0,0
3592144,3180,1,24,1,0,1,1,1060,0,0,1,0,1,0,0,0,0,0,1,0,0
3592146,6510,1,24,1,0,1,1,2170,0,0,1,0,1,0,0,0,0,0,1,0,0
3592145,6780,1,24,1,0,1,1,2260,0,0,1,0,1,0,0,0,0,0,1,0,0
3592140,5370,1,24,1,0,1,1,1790,0,0,1,0,1,0,0,0,0,0,1,0,0
3592142,1830,1,24,1,0,1,1,610,0,0,1,0,1,0,0,0,0,0,1,0,0
3595310,17310,1,24,1,,,,5770,0,,1,0,1,0,0,0,0,0,1,0,0
3597840,,,,,,,,3250,1,,,,,,,,,,,,
5523044,,,,,,,,150,0,,,,,,,,,,,,
5522827,9810,0,44,1,0,0,1,3270,0,0,1,0,0,0,0,0,0,0,1,1,0
5522825,10000,0,44,1,0,0,1,4160,1,0,1,0,0,0,0,0,0,0,1,1,0
78133105,6000,1,51,1,0,0,0,2300,0,0,1,0,1,0,0,0,0,0,1,0,1
78132568,1400,1,51,1,0,,0,2380,0,0,1,0,1,0,0,0,0,0,1,0,1
78132671,,1,51,1,,,,13130,0,,1,,,,,0,0,0,1,0,1
3596416,,,,,,,,3330,0,,,,,,,,,,,,
3601977,,,,,,,,4690,0,,,,,,,,,,,,
5524271,2200,,,,,,,990,0,,,0,1,0,0,,,,,,
5514877,,,,,,,,2650,0,,,,,,,,,,,,
5524272,2200,,,,,,,1040,0,,,0,1,0,0,,,,,,
5524057,,,,,,,,4440,0,,,,,,,,,,,,
42125946,500,,,,,,,280,0,,,0,1,0,0,,,,,,
80118969,,,,,,,,1890,0,,,,,,,,,,,,
80118978,,,,,,,,870,0,,,,,,,,,,,,
80118966,,,,,,,,130,0,,,,,,,,,,,,
80118970,,,,,,,,770,0,,,,,,,,,,,,
80118971,,,,,,,,980,0,,,,,,,,,,,,
80118968,,,,,,,,1020,0,,,,,,,,,,,,
80118974,,,,,,,,1610,0,,,,,,,,,,,,
80118973,,,,,,,,1240,0,,,,,,,,,,,,
80118976,,,,,,,,1660,0,,,,,,,,,,,,
80118977,,,,,,,,2400,0,,,,,,,,,,,,
80118967,,,,,,,,1260,0,,,,,,,,,,,,
80118972,,,,,,,,7560,0,,,,,,,,,,,,
80118975,,,,,,,,920,0,,,,,,,,,,,,
5522565,3500,1,,1,0,0,0,2810,1,0,1,0,1,0,0,0,0,0,1,0,0
5514673,,,,,,,,380,0,,,,,,,,,,,,
78134694,1487.94677734375,0,67,1,0,0,0,800,0,.2857143,1,1,0,0,0,1,0,0,0,0,1
10463148,1050,,,,,,,350,0,,,0,1,0,0,,,,,,
80117311,2293.3662109375,1,52,1,0,0,0,950,0,1,0,0,0,0,0,,,,,0,0
80117310,2213.378662109375,1,52,1,0,0,0,900,0,1,0,0,0,0,0,,,,,0,0
42125717,,,,,,,,1390,1,,,,,,,,,,,,
3595212,4000,1,44,1,0,1,0,2340,1,0,1,0,1,0,0,0,0,0,1,0,1
3596635,,1,44,1,,,,1970,1,,1,,,,,0,0,0,1,0,1
10463435,400,1,26,1,1,1,0,290,1,0,1,1,0,0,0,0,0,1,0,0,1
80116722,5000,1,42,0,0,0,,2410,0,0,1,0,1,0,0,0,0,1,0,0,1
3594381,7000,1,45,1,0,0,1,4410,1,,1,0,0,0,1,0,0,0,1,0,0
78132705,1100,1,25,1,0,0,1,1020,0,.5714286,1,1,0,0,0,0,1,0,0,0,1
10463998,5000,,,,,,,3380,1,,,0,1,0,0,,,,,,
10463061,,,,,,,,3220,0,,,,,,,,,,,,
10463334,500,,,,,,,2490,0,,,0,0,0,1,,,,,,
5523329,,,,,,,,990,0,,,,,,,,,,,,
3596184,,,,,,,,5680,0,,,,,,,,,,,,
3596190,,,,,,,,3360,0,,,,,,,,,,,,
3596188,,,,,,,,2850,0,,,,,,,,,,,,
3596191,,,,,,,,3430,0,,,,,,,,,,,,
3596187,,,,,,,,1720,0,,,,,,,,,,,,
3596186,,,,,,,,2700,0,,,,,,,,,,,,
3596185,,,,,,,,4860,0,,,,,,,,,,,,
3596189,,,,,,,,3720,0,,,,,,,,,,,,
5486067,,,,,,,,930,0,,,,,,,,,,,,
5486065,,,,,,,,760,0,,,,,,,,,,,,
3593983,9990,1,40,1,1,1,1,3330,0,0,0,0,1,0,0,0,0,1,0,0,1
3593984,10000,1,40,1,1,1,1,3770,0,0,0,0,1,0,0,0,0,1,0,0,1
80118848,4000,,,,,,,4340,1,,,0,0,1,0,,,,,,
42122489,8000,0,50,1,1,1,0,6270,0,0,0,0,1,0,0,0,0,1,0,0,1
42125200,4500,,,,,,,1500,1,,,0,1,0,0,,,,,,
42125623,2100,,,,,,,700,0,,,0,1,0,0,,,,,,
3599473,,,,,,,,2560,1,,,,,,,,,,,,
3599384,,,,,,,,1200,0,,,,,,,,,,,,
3599381,,,,,,,,840,0,,,,,,,,,,,,
3593972,,,,,,,,1570,1,,,,,,,,,,,,
3599383,,,,,,,,1320,0,,,,,,,,,,,,
3597550,,,,,,,,1030,0,,,,,,,,,,,,
3599386,,,,,,,,1770,1,,,,,,,,,,,,
3599385,,,,,,,,1240,0,,,,,,,,,,,,
3600944,,,,,,,,1300,0,,,,,,,,,,,,
3597551,,,,,,,,730,0,,,,,,,,,,,,
3599387,,,,,,,,1580,0,,,,,,,,,,,,
78132628,1500,,,,,,,960,0,,,0,1,0,0,,,,,,
78133003,500,,,,,,,630,0,,,0,1,0,0,,,,,,
3597443,,1,25,1,,,,1020,0,,,,,,,0,1,0,0,1,0
3597442,,1,25,1,,,,660,0,,,,,,,0,1,0,0,1,0
3594261,3000,1,25,1,0,0,,3250,0,,,1,0,0,0,0,1,0,0,1,0
10463815,5000,,,,,,,2000,1,,,0,1,0,0,,,,,,
5524171,1887.167358398438,0,38,1,0,0,0,1140,0,0,1,0,0,0,1,1,0,0,0,1,0
5525134,,,,,,,,15340,0,,,,,,,,,,,,
5524744,,,,,,,,2940,0,,,,,,,,,,,,
3596424,,,,,,,,800,1,,,,,,,,,,,,
3597555,,,,,,,,1660,1,,,,,,,,,,,,
78132895,1200,1,28,1,0,0,0,1240,1,.14285715,1,0,1,0,0,0,1,0,0,0,1
78133620,1200,1,28,1,,,,1460,1,,1,0,1,0,0,0,1,0,0,0,1
78134543,3000,1,28,1,,,,3140,1,,1,0,1,0,0,0,1,0,0,0,1
78135118,1100,1,28,1,,,,1240,1,,1,0,1,0,0,0,1,0,0,0,1
3597041,,,,,,,,2120,0,,,,,,,,,,,,
10462588,2500,0,36,1,0,1,1,1200,0,.2857143,1,0,1,0,0,0,0,0,1,0,1
80116851,2940.63427734375,1,,1,0,1,0,1500,1,.14285715,1,0,0,0,0,0,0,1,0,0,1
80117644,,1,,1,,,,760,0,,1,,,,,0,0,1,0,0,1
3594930,,,,,,,,870,1,,,,,,,,,,,,
3595803,,,,,,,,1190,1,,,,,,,,,,,,
3601441,,,,,,,,9270,1,,,,,,,,,,,,
3601266,,,,,,,,1240,1,,,,,,,,,,,,
3594929,,,,,,,,1190,1,,,,,,,,,,,,
78134777,3000,1,49,1,0,0,0,3170,0,.5714286,1,1,0,0,0,0,1,0,0,1,0
78136419,1500,1,49,1,,,,1290,0,,1,0,1,0,0,0,1,0,0,1,0
78134778,3000,1,49,1,0,0,0,2630,0,.5714286,1,0,1,0,0,0,1,0,0,1,0
3600955,,,,,,,,2180,1,,,,,,,,,,,,
3599068,,,,,,,,33400,1,,,,,,,,,,,,
80117464,,,,,,,,770,1,,,,,,,,,,,,
80118605,4500,,,,,,,2050,1,,,0,1,0,0,,,,,,
42123968,2300,1,25,1,0,0,1,1810,0,.85714287,0,1,0,0,0,0,0,1,0,0,1
80118416,,,,,,,,50,0,,,,,,,,,,,,
5528306,,,,,,,,1930,0,,,,,,,,,,,,
3594927,,,,,,,,910,1,,,,,,,,,,,,
3594928,,,,,,,,400,1,,,,,,,,,,,,
3599284,,,,,,,,670,0,,,,,,,,,,,,
5514138,400,1,53,0,0,1,0,1060,1,1,1,0,1,0,0,0,1,0,0,1,0
42124368,,,,,,,,1390,0,,,1,0,0,0,,,,,,
5524055,,,,,,,,510,0,,,,,,,,,,,,
3595562,,,,,,,,990,0,,,,,,,,,,,,
5527766,,,,,,,,1640,0,,,,,,,,,,,,
5527767,,,,,,,,1280,0,,,,,,,,,,,,
5527779,,,,,,,,1280,0,,,,,,,,,,,,
5527778,,,,,,,,1680,0,,,,,,,,,,,,
5527780,,,,,,,,1680,0,,,,,,,,,,,,
5527768,,,,,,,,1680,0,,,,,,,,,,,,
3591966,3000,1,60,1,0,0,0,1570,1,0,1,1,0,0,0,0,0,0,1,0,1
3599514,,1,60,1,,,,1570,0,,1,,,,,0,0,0,1,0,1
3595973,1830,1,60,1,,,,610,0,,1,0,1,0,0,0,0,0,1,0,1
3599515,,1,60,1,,,,580,0,,1,,,,,0,0,0,1,0,1
3602010,,1,60,1,,,,530,0,,1,,,,,0,0,0,1,0,1
3594309,1740,1,60,1,0,1,0,580,1,1,1,0,1,0,0,0,0,0,1,0,1
10463291,3000,0,42,0,0,0,0,1530,0,0,1,1,0,0,0,0,0,0,1,0,1
5523091,,,,,,,,5000,1,,,,,,,,,,,,
5524535,2000,0,21,0,0,0,0,1170,0,0,1,1,0,0,0,0,0,1,0,0,1
3597874,,,,,,,,2750,0,,,,,,,,,,,,
3594951,,,,,,,,2710,0,,,,,,,,,,,,
3598725,,,,,,,,1890,0,,,,,,,,,,,,
3597084,,,,,,,,410,1,,,,,,,,,,,,
3597118,,,,,,,,1210,1,,,,,,,,,,,,
80118637,,,,,,,,1420,1,,,,,,,,,,,,
80118638,,,,,,,,1680,1,,,,,,,,,,,,
80118639,,,,,,,,1480,1,,,,,,,,,,,,
80118640,,,,,,,,1240,1,,,,,,,,,,,,
80118636,,,,,,,,1090,1,,,,,,,,,,,,
5524089,,,,,,,,330,1,,,,,,,,,,,,
5528250,,,,,,,,4340,0,,,,,,,,,,,,
3597929,,,,,,,,4890,1,,,,,,,,,,,,
3601318,,,,,,,,5990,0,,,,,,,,,,,,
3601317,,,,,,,,2690,0,,,,,,,,,,,,
3599544,,,,,,,,13140,0,,,,,,,,,,,,
5523757,,,,,,,,730,1,,,,,,,,,,,,
3601476,,,,,,,,4820,0,,,,,,,,,,,,
3601477,,,,,,,,3620,0,,,,,,,,,,,,
3601478,,,,,,,,1550,0,,,,,,,,,,,,
78133767,1268.639282226563,1,43,1,1,0,0,550,0,0,0,0,1,0,0,0,0,0,1,0,1
78133768,1556.59423828125,1,43,1,1,0,0,730,0,0,0,0,1,0,0,0,0,0,1,0,1
78133766,980.6844482421875,1,43,1,1,0,0,370,0,0,0,0,1,0,0,0,0,0,1,0,1
42125465,1140,1,72,1,,,,380,1,,1,1,0,0,0,0,0,0,0,0,1
42123521,1140,1,72,1,1,1,0,380,1,0,1,1,0,0,0,0,0,0,0,0,1
42124563,1300,1,72,1,1,0,0,500,1,0,1,1,0,0,0,0,0,0,0,0,1
42124738,,1,72,1,,,,2000,0,,1,,,,,0,0,0,0,0,1
42124108,8000,0,45,1,0,0,1,5150,0,.16666667,1,0,1,0,0,0,0,0,1,0,0
3597007,,,,,,,,1110,1,,,,,,,,,,,,
5486251,,,,,,,,4420,1,,,,,,,,,,,,
3599235,,,,,,,,3030,0,,,,,,,,,,,,
5524665,,0,41,1,,,,6980,0,,1,,,,,,,,,0,1
5520147,,0,41,1,1,1,0,5000,1,0,1,,,,,,,,,0,1
3591814,2000,1,30,1,0,0,0,750,1,.14285715,1,0,1,0,0,0,0,0,0,0,1
3596702,,,,,,,,680,1,,,,,,,,,,,,
3591793,3000,1,25,1,0,0,0,2960,1,1,1,1,0,0,0,0,0,1,0,0,0
3601399,,1,25,1,,,,2960,1,,1,,,,,0,0,1,0,0,0
5514625,,,,,,,,1370,0,,,,,,,,,,,,
78132786,9000,,,,,,,3100,0,,,0,1,0,0,,,,,,
78132783,9000,,,,,,,3560,0,,,0,1,0,0,,,,,,
80116846,1500,0,44,1,,,,910,0,,0,0,0,0,1,1,0,0,0,0,1
80118515,1350,0,44,1,0,1,0,450,0,.14285715,0,1,0,0,0,1,0,0,0,0,1
80116845,1050,0,44,1,,,,350,0,,0,0,0,0,1,1,0,0,0,0,1
3601268,,,,,,,,1060,0,,,,,,,,,,,,
78133385,1200,1,63,,,,,950,0,,,1,0,0,0,,,,,,
5486385,,,,,,,,530,0,,,,,,,,,,,,
5527835,,,,,,,,290,0,,,,,,,,,,,,
5528751,,,,,,,,5450,0,,,,,,,,,,,,
5486424,,,,,,,,1760,1,,,,,,,,,,,,
3597121,,,,,,,,1630,1,,,,,,,,,,,,
80117160,,,,,,,,1250,0,,,,,,,,,,,,
3599325,,,,,,,,770,1,,,,,,,,,,,,
5527335,,,,,,,,440,1,,,,,,,,,,,,
78132982,3000,0,25,1,0,0,0,2090,1,0,1,0,0,1,0,0,0,0,1,0,1
3597880,,,,,,,,3000,1,,,,,,,,,,,,
3597122,,,,,,,,950,0,,,,,,,,,,,,
42126006,3000,0,52,0,1,1,0,1640,0,0,1,1,0,0,0,0,0,0,1,0,1
