eff_cost_loan,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample
-1.2555981,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,.2857143,.27935836,1,1,3591999,0
-1.0463574,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,.24488451,1,1,10463382,1
-1.8998883,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,0,-.24996597,1,1,80119058,0
-1.5037062,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,.14285715,-.30525887,1,1,42124540,0
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,.033996001,1,1,42124414,1
-1.4285715,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,-.33231974,1,1,5521174,1
-1.4285715,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,43,0,-.29430583,1,1,80117722,1
-1.4285715,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,.2857143,-.7297377,1,1,3594466,0
-1.2369473,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,-.67964715,0,1,3592065,0
-1.1652989,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,.36862379,1,1,42125343,1
-1.4285715,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,-.65370989,1,1,42124685,1
-1.8818623,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,.42857143,-.55062127,1,0,3595445,0
-1.6953566,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,.22069386,1,0,3591894,1
-1.6629378,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,46,0,.041477025,1,1,42125747,0
-1.06954,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,-.4843753,1,1,42125316,0
-1.8998816,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,65,.14285715,.10598233,1,0,78132682,1
-1.9173843,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-.23901288,1,1,78133902,0
-1.903604,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,.14285715,-.21195203,1,1,10463411,1
-1.1674566,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,1.5297754,1,1,42125507,1
-1.8998752,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-.53795898,0,1,78132629,0
-1.8998914,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-.4843753,0,1,3595225,1
-1.2395172,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,35,0,-.33981699,1,1,10462835,0
-1.239516,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,35,0,-.41930056,1,1,10463186,0
-1.626873,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,0,-.52297485,1,1,10462862,0
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,32,.14285715,-.57826775,1,1,10464056,0
-1.4285715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.38920441,1,1,5521330,1
-1.4285715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.1127397,1,1,5521329,1
-1.143846,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2.3591695,0,1,42124395,0
-1.2395191,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,.5714286,-.30054757,0,0,78133841,1
-2.1517715,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55,.42857143,-.17207411,1,0,80117888,1
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,-.76084,1,1,10463355,0
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,0,-.54716545,1,0,10463524,0
-1.4285715,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,.62492299,1,0,3594084,1
-1.9509485,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,54,.42857143,.55178165,1,1,80117728,1
-1.4285715,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,54,.42857143,-.64854491,1,1,80117071,1
-1.4285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,54,.14285715,-.44516361,1,1,80117733,1
-1.4285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,54,.42857143,-.32944953,1,1,80117727,1
-1.4687331,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-.2223195,1,0,3595220,1
-1.9669467,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,.92905039,1,0,3594404,0
-1.1767821,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-.07828559,1,1,3595475,1
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,.42857143,-.54716545,0,0,80119085,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,.73493952,1,0,78133616,0
-1.7092117,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,.23614205,0,1,5523020,0
-1.7092121,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,-.36862436,0,1,5523019,0
-1.7092136,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,-.43428475,0,1,5523018,0
-1.7092139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,.80289477,0,1,5514541,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,-.68078697,1,0,10463312,0
-1.2369406,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-.3916541,1,1,78132695,1
-1.1442282,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-.07313408,0,1,78133755,0
-1.1442282,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-.1940874,0,1,78133756,0
-1.1210451,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,55,.14285715,-.052984871,0,1,80117896,1
-1.8998798,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,42,0,.023612341,1,0,80118043,1
-1.2608287,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,42,.2857143,-.35709599,1,0,80117882,1
-2.3147204,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,0,-.50511014,1,0,10462550,1
-1.0592499,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,44,0,-.67157459,0,1,78131781,0
-1.4619007,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,-.15141991,1,0,80117262,1
-1.4285715,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,.14285715,-.70613265,1,1,42125176,1
-1.902459,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,0,1.6576402,0,1,10463164,0
-1.2469952,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52,.14285715,2.0800028,1,1,80118829,0
-1.8921539,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.2857143,.3053163,0,1,5514213,0
-1.1633725,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,-.55518717,1,1,10463025,0
-1.2395182,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1.2033376,1,1,42125576,0
-1.4764595,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-.062766664,0,1,78132972,0
-1.9285108,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,0,-.17048237,1,1,78133684,1
-1.928511,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,0,-.33981699,1,1,78133683,1
-1.9285139,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,34,0,-.26033339,1,1,78133682,1
-1.8996027,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,.2857143,-.29834726,0,1,78133629,0
-1.1531799,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1.5004565,1,1,42125802,0
-1.6603754,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,-.65370989,1,1,42125292,0
-1.4285715,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,.5714286,-.18876749,1,1,5522626,0
-1.2395248,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,53,.5714286,-.72039616,1,0,80118763,0
-1.4285715,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,.14285715,-.60880059,1,1,3591002,0
-1.9024441,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,.2857143,-.58964133,1,1,42124661,0
-1.9024585,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,.2857143,-.35119051,1,1,42124663,0
-1.902459,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,.2857143,-.4721438,1,1,42124662,0
-1.2395189,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,.14285715,-.46364045,1,1,42124758,1
-1.1629434,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,32,0,-.20269473,0,0,10462828,0
-1.4285715,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,.14285715,-.42562655,0,1,10463921,1
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0,.099070691,1,1,78133865,1
-1.4285715,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,-.021296952,1,1,5514150,1
-1.8998806,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,43,0,-.025338396,1,1,5521237,0
-1.1313505,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,-.29776165,1,1,78134842,0
-1.0180225,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,-.67790055,1,1,80117634,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21,.5714286,-.43599397,1,0,10462564,0
-1.8973095,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,0,-.45040283,1,0,78134692,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,.2857143,-.77811903,1,0,80117220,1
-1.978647,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-.41871494,1,1,78134761,0
-1.978627,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-.39452428,1,1,78134760,0
-1.6680895,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,.21252088,0,1,42124142,0
-1.2008862,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,-.50685674,1,1,3594388,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,0,-.6018728,1,1,78134898,0
-1.4285715,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,35,0,2.0481467,1,1,10463578,1
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,35,0,1.2521499,1,1,10463902,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,35,0,3.121742,1,1,10463901,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,35,0,2.9558635,1,1,10463904,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,35,0,3.2046819,1,1,10463903,0
-1.3522608,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,-.50223994,1,0,5520098,1
-1.2172801,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,34,.2857143,.77353901,1,1,78136154,1
-1.2292154,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,34,0,.068554118,1,1,78132493,0
-1.4285715,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,-.56444448,0,1,42123983,1
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,44,0,.19928913,1,1,78132586,0
-1.0849903,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2.5718379,0,0,78132959,0
-1.0927172,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2.243536,0,0,78132958,0
-1.1699803,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62,0,2.1225829,0,0,78132957,0
-1.2369397,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,.14285715,-.53445232,0,1,42125813,0
-1.2291932,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-.31158489,0,1,42125884,1
-1.2291961,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,-.65370989,0,1,42125885,1
-1.1559854,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,-.59150535,1,1,42125129,0
-1.4285715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,.14285715,-.62664908,1,1,5520260,1
-1.4285715,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,36,.85714287,-.41180333,1,1,5514369,0
-1.4285715,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,.14285715,-.52297485,1,1,5520259,1
-1.4285715,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63,.2857143,-.77981472,1,0,78133913,0
-1.6655159,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,-.38003117,1,1,5521225,0
-1.6459616,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0,-.17393814,1,1,78136261,0
-1.4285715,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,.5,-.45898685,1,0,3595390,1
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,-.22342244,1,1,80117804,1
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29,0,-.71591449,1,1,10463442,0
-1.4285715,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,1,4.0145016,1,0,78132680,1
-1.2406764,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56,0,-.31150067,1,1,3595963,1
-1.2245486,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,56,0,.50752598,1,1,3595962,1
-1.4285715,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,64,.85714287,-.58677113,1,0,42123998,1
-1.2214916,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,-.059327032,1,1,3593998,1
-1.2481329,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,-.021313142,1,1,3593997,1
-1.1854336,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,45,.14285715,.3075743,0,1,3595329,0
-1.1055954,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,53,0,.43773994,1,0,10462740,0
-1.8867556,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,.2857143,.085247509,0,1,42124578,0
-1.1596785,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,.23730306,1,1,3594089,1
-1.8998848,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,.42857143,-.085093282,1,0,5520277,1
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,29,0,-.086957321,1,1,10462557,0
-1.1802835,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,27,0,.1445819,1,1,78133724,0
-1.4197955,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,.14285715,-.43657961,1,0,42123952,0
-1.4899399,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35,0,3.5088508,1,0,80116750,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,35,0,2.0861607,0,0,10463980,1
-1.1666031,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-.52297485,1,1,78136230,1
-1.1666055,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-.49532834,1,1,78136229,1
-1.1665957,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-.41584474,1,1,78136228,1
-1.2369332,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,.85714287,-.63701648,1,0,3591858,1
-1.1266763,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0,.12504479,1,1,80118015,0
-1.4776094,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,34,1,-.51951897,1,0,78133601,0
-1.241786,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,42,0,.13195644,1,0,78136391,1
-1.175132,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,42,0,.5398224,1,0,78133793,0
-1.0927143,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,-.42621219,1,0,5520234,1
-1.9674551,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,35,.2857143,-.68135637,1,0,78133456,0
-1.1457217,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,.11347961,0,1,3586636,1
-1.8998833,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,.14285715,-.41930056,1,0,3593988,0
-1.1313307,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,.5714286,-.39106846,0,1,10462694,0
-1.2040958,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,.14285715,-.48841673,0,1,3590996,1
-1.0824158,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,.4308283,1,1,78134823,0
-1.4285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,0,-.71591449,1,1,80117723,1
-1.8973091,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,-.19754317,0,0,10462098,0
-1.2582116,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,0,1.6513145,0,1,10463772,0
-1.9446493,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,40,0,-.49417329,1,1,80117849,1
-1.8792787,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,.42857143,-.20445481,1,1,3592339,0
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,-.6589123,1,1,10462878,0
-1.2630608,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,28,.14285715,-.059896465,1,1,78132548,1
-1.4285715,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,-.21886367,1,1,80118852,0
-1.0437856,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,0,-.37553602,0,1,10462672,0
-1.2369444,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,-.31333148,1,0,42124595,0
-1.9705714,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,52,0,-.65588731,1,1,42123860,1
-1.2317894,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-.50165433,1,0,42125596,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49,.2857143,-.6565963,1,0,80115963,1
-1.4285715,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,.14285715,-.57768214,1,1,3594482,0
-1.914789,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,.29446006,1,1,5514570,0
-1.9024614,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43,.14285715,-.39510992,0,1,78133396,0
-1.4285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,.14285715,-.5296948,1,1,5514194,0
-1.4285715,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,.5714286,-.61282587,1,1,78135189,0
-1.9781529,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,-.30745924,1,1,42123783,0
-1.9096059,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,.2857143,-.55983365,1,0,78134878,0
-1.2593291,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,-.27357095,0,1,3594363,0
-1.8973057,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,48,.14285715,-.026930133,1,1,78133974,1
-1.0746849,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,-.48841673,0,1,5524297,0
-1.1184714,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,.42103031,0,0,42123993,1
-1.6692494,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,.2857143,-.42217073,1,1,3592175,0
-1.2369373,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-.40893313,0,1,3591778,1
-1.2369411,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-.32944953,0,1,3591779,1
-1.8973035,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,0,-.038006581,0,1,80117200,1
-1.8844362,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,-.35709599,0,1,3594475,0
-1.2444019,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55,.14285715,-.38819829,1,1,42124032,1
-1.1918221,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,-.27415663,1,0,42125996,0
-1.2369425,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,.14285715,-.13938007,1,0,80118409,1
-1.9360948,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.023474364,0,1,78133226,1
-1.936092,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.18589734,0,1,78133227,1
-1.9360826,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.37942261,0,1,78133225,1
-1.9360964,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.27574837,0,1,78133223,1
-1.9360794,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.47272944,0,1,78133224,1
-1.9360794,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,.42857143,-.25501353,0,1,78133228,1
