eff_cost_loan,fee_arms,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,edad,faltas,val_pren_std,genero,masqueprepa,prenda,insample
-1.6706657,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,1,-.7521683,1,1,3591006,0
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.33333334,-.60011268,1,1,42125660,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,.14285715,-.77811903,1,1,78133652,0
-1.2240641,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,.14285715,.095806524,1,0,3592101,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0,-.4313404,1,0,80118618,1
-1.110744,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,.14285715,-.53275663,1,0,78133294,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,38,0,-.52584499,1,0,78136109,0
-1.1802807,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,60,0,-.063352287,1,0,42124383,0
-1.1545289,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,.22404926,1,1,80117915,0
-2.6655135,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,.2857143,.39281446,1,1,3594093,1
-2.6655142,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,.2857143,.2269356,1,1,3594094,1
-1.9409436,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.66666669,-.68135637,1,1,42124022,0
-1.4285715,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-.56444448,1,1,78134579,0
-1.2369437,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,1.5954359,0,0,3595323,0
-1.1073914,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,.14285715,-.50223994,1,1,42124589,0
-1.6655146,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.14285715,-.43657961,1,0,5514473,0
-1.6655145,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.14285715,.23039143,1,0,5514472,0
-1.2343636,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,-.63988668,1,1,3595237,1
-1.2716012,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,.14285715,-.30121744,0,1,42125786,1
-1.473911,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,-.58517939,0,0,78133246,1
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,39,0,.30987504,1,1,78133302,0
-1.9594676,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,39,0,-.10827782,1,1,42124998,1
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,.14285715,-.43877992,1,0,3594345,1
-1.4285715,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-.64047229,0,0,3586696,0
-1.1501489,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-.57826775,1,1,42124869,0
-1.0592375,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,-.65886146,1,0,42123588,0
-1.1777084,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,.14285715,.2610026,1,0,3594348,1
-1.2369418,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,-.18531172,1,0,78134958,0
-1.1004457,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81,0,-.54312402,1,0,78134815,0
-1.9375169,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,.14285715,.37040713,0,0,10462099,0
-1.0154524,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,51,0,2.4893293,1,0,78134951,0
-1.4713125,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,50,.14285715,-.29834726,1,1,80117111,0
-1.4285715,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,37,.2857143,-.22164965,0,1,78134335,1
-1.3510649,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,.14285715,-.13879445,1,0,10462438,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,-.36501375,0,1,80117948,0
-1.211659,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39,1,-.52584499,0,0,42123800,1
-1.2152202,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,39,1,-.21827805,0,0,42123799,1
-1.0997646,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,63,.14285715,3.9110193,1,1,42124609,0
-1.2369573,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,-.66753316,0,0,80118817,0
-1.0489333,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,.14285715,.25862351,1,1,78134238,0
-1.0875654,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,2.7813478,0,1,10463611,0
-1.018029,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,0,1.8379117,0,1,10463612,0
-2.0713215,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,60,0,-.58863521,1,0,80117050,0
-1.6990924,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,.2857143,.00230808,1,1,5524168,0
-1.6990885,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,.2857143,.57597232,1,1,5524167,0
-1.9706862,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,.2857143,-.10827782,1,1,5524169,0
-1.4285715,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,-.31158489,1,0,78133298,0
-1.8998815,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.2857143,.32599312,1,1,3595417,1
-1.8998829,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,.2857143,.71995533,1,1,3595416,1
-1.4285715,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,-.438252,1,1,5522692,1
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,.2857143,-.38819829,0,1,3592119,1
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,.2857143,-.45040283,0,1,3592117,1
-1.4285715,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,.2857143,-.48841673,0,1,3592118,1
-1.23436,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1,-.56790036,1,1,3586634,1
-1.2343636,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,1,-.47459349,1,1,3586635,1
-1.2369452,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,56,.14285715,-.43817136,1,1,10462663,0
-1.0051599,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,-.74356091,1,0,3594124,1
-1.9024111,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,.14285715,-.37724522,0,1,78136307,0
-1.2507272,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,.2857143,-.58863521,1,0,42124966,0
-1.2369428,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,.2857143,.65200007,1,1,5514230,1
-1.2369442,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,.2857143,1.429557,1,1,5514231,1
-1.1802807,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-.23614272,0,1,3595825,0
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,-.60880059,0,1,42124334,0
-1.4285715,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,.42857143,2.233088,1,1,42124598,0
-1.4285715,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,-.49474272,0,0,42126610,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26,0,1.0010368,0,1,10462467,0
-1.1468,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,-.3801316,1,0,3591780,1
-1.1931643,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,-.43817136,1,1,80118831,0
-1.6680906,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,.41411877,0,1,10463191,0
-1.6680882,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,60,0,.051258817,0,1,10463192,0
-1.4285715,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,.2096566,0,1,42125178,1
-1.9024583,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,.9699344,0,1,42125177,1
-1.133945,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-.23614272,1,1,5514262,1
-1.4285715,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,.5714286,-.77811903,1,1,3594510,1
-1.1349227,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,33,0,.15436365,1,1,42124516,0
-1.4285715,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,-.56040311,0,1,5521228,0
-1.2317998,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,60,.2857143,-.60245842,0,0,80118678,0
-1.1751249,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,60,0,-.55221301,0,0,80116702,0
-1.4285715,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,-.3944068,0,1,80116972,1
-1.7092119,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,.45156324,1,0,80118823,0
-1.466162,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,.2857143,-.12210101,1,1,5522908,1
-1.8947361,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,.2857143,-.17393814,1,1,5522909,1
-1.162255,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0,-.04952905,1,1,78132468,1
-1.2369452,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,27,0,-.23614272,1,1,78132716,0
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.67444474,1,1,42123803,1
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,.91177136,1,1,42123804,1
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.31504065,1,1,42123805,1
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.16644092,1,1,42123801,1
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.59150535,1,1,42123806,1
-1.4285715,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53,.14285715,-.5154776,1,1,42123807,1
-1.2406735,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,.16531673,1,1,3594129,1
-1.240675,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,-.010929536,1,1,3594128,1
-1.4285715,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,.51908755,1,0,5524106,0
-1.4285715,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,.42857143,-.57759792,1,0,42124562,0
-1.4285715,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,46,.42857143,-.80230969,1,0,78134221,0
-1.4285715,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,.42857143,-.65370989,1,1,5521223,0
-1.9210672,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,.10252652,1,1,42124902,0
-1.4285715,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,-.12320401,0,1,42124249,0
-1.4285715,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,-.34091994,0,1,42124250,0
-1.2266433,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,.39467847,0,1,3591787,1
-1.2266428,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,.47070625,0,1,3591786,1
-1.2266433,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,.39467847,0,1,3591788,1
-1.03863,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,0,-.04952905,0,0,80116886,0
-1.4285715,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,.14285715,-.46422607,0,1,10463861,0
-1.8895835,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,.12326135,1,1,3592151,1
-1.1655297,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,.31390023,1,1,3594441,0
-1.0257599,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,.14285715,-.36222419,0,1,42124102,0
-1.9024783,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,.2857143,-.66236812,0,1,80117604,1
-1.2095945,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,5.5131617,0,1,42123733,0
-1.2795427,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,55,0,-.61973745,0,1,10463269,0
-1.27425,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55,0,-.38071722,0,1,10462609,0
-1.2795632,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,55,0,-.49532834,0,1,10463268,0
-1.2795689,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,55,0,-.54025388,0,1,10463270,0
-1.2742498,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,55,0,-.36689398,0,1,10462608,0
-1.04895,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,-.67157459,0,1,80119128,1
-1.2266414,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,25,.2857143,-.46364045,1,1,10462090,0
-1.6655188,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,.85714287,-.42495668,1,1,80117230,1
-1.6655108,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59,.85714287,-.63921684,1,1,80117229,1
-1.9557794,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-.30871469,0,0,42124010,0
-1.9557782,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-.2395985,0,0,42124009,0
-1.9557952,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-.47804931,0,0,42124011,0
-1.9557858,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-.45040283,0,0,42124012,0
-1.9557714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,-.37783089,0,0,42124013,0
-1.4285715,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43,.14285715,-.58863521,1,0,80119076,0
-1.4285715,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,.14285715,.36055124,0,1,5521205,0
-1.4285715,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,6.9277482,1,0,3594273,0
