NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_2,def_c,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,0,-0.17463436726725337,0.0036895481544786104,0.3972882473418299
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,43,0,-0.26227961499999997,1,1,1,1,0,0,1,-0.054719539704958874,0.008966975428823526,0.21325646728474865
-9.2161115336399995e+018,5522597,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.467371,100,61,1,-0.22518964,1,1,1,0,0,1,0,-0.22793792988299078,0.009557550950496404,0.31152254841146426
-9.2161115336399995e+018,5522598,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6200733,100,61,1,-0.5707705,1,1,1,0,0,1,0,-0.20783922889635556,0.010389522294842886,0.33365235226311724
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,0,-0.16886121794458617,0.0035954922851820733,0.3528945685691231
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,0,-0.2649363818560896,0.0042654741753267444,0.376974785871537
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,0,-0.15179181466067776,0.003544494433263038,0.3440442837408349
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,0,-0.17234257700195998,0.003074624282185908,0.33322230919205187
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,0,-0.15611797201028998,0.0028739867665124033,0.3331195658790153
-919802276126e7,5514252,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8977051,80,47,0.42857143,-0.48783112,1,1,0,1,0,1,1,-0.13923498810525564,0.0036340748569417395,NA
-919802276126e7,5514253,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7334018,80,47,0.42857143,-0.53966826,1,1,0,1,0,1,0,-0.12768171004701107,0.005634549494716278,NA
-919802276126e7,5514251,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3236084,80,47,0.42857143,0.59383696,1,1,0,1,0,1,1,-0.20198673209509482,0.006606629110941278,NA
-919509556883e7,78133857,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.2344108,90,43,0,-0.26227961499999997,1,1,1,1,0,1,0,-0.11926654442313503,0.002422737661014236,0.6556006491078501
-919509556883e7,78133856,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7.3588309,90,43,0,-0.26227961499999997,1,1,1,1,0,1,0,-0.18739535100238996,0.005013441516206296,0.5963040183986392
