NombrePignorante,prenda,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,num_arms_d3,num_arms_d4,num_arms_d5,num_arms_d6,visit_number_d2,visit_number_d3,visit_number_d4,visit_number_d5,visit_number_d6,visit_number_d7,log_prestamo,pr_recup,edad,faltas,val_pren_std,genero,pres_antes,plan_gasto_bin,masqueprepa,pb,pro_9,fc_admin_disc,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
-921820905645e7,5521308,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.20786,100,57,0,-0.36342201,1,1,1,1,0,0,1666.6844,86.74532054824685,1896.305945125856,NA
-921795913329e7,42125560,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.029973,100,43,0,-0.26883677,1,1,1,1,0,0,2019.4579,-31.0163057933135,1608.3875173275546,0.1697476613440357
-920924936431e7,42124669,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1388669,100,50,0.2857143,-0.27237317,1,1,0,1,1,1,2410.2854,97.62322607912886,3297.6056386495493,0.3891176503149633
-920046646976e7,42123982,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0391569,100,74,0,0.38085529,1,1,1,1,1,0,3456.8801,176.63000664545137,138955.77940159215,0.24021697896102184
-920046646976e7,42123980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.8240461,100,74,0,0.17350678,1,1,1,1,1,0,3002.4673,96.75914008129273,30649.3533522312,0.2363194592205766
-920046646976e7,42123978,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0614872,100,74,0,0.40504596,1,1,1,1,1,0,3534.9387,205.15023791516023,152898.15833416083,0.23982399176904118
-920046646976e7,42123979,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.4846697,100,74,0,0.98216599,1,1,1,1,1,0,5397.1963,253.04197306916808,329916.9130526013,0.25080595523419374
-920046646976e7,42123981,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.7706451,100,74,0,0.1285812,1,1,1,1,1,0,2642.844,76.96127280794089,23585.902035562453,0.23354372188482667
-919254357393e7,10463882,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.521461,100,43,0,-0.26883677,1,1,1,1,0,0,318.30356,10.486011066543748,6039.552319731358,0.37679615658016863
-919139368339e7,80117650,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.0900769,70,37,0.42857143,-0.41525912,1,1,1,0,0,1,1714.2858,-53.281542505193194,744.4603147508419,NA
-919139368339e7,80118883,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.6962128,70,37,0,-0.17504825,1,1,1,0,0,0,3142.8572,8.746467479227809,5814.622695447003,NA
-918983174523e7,10463572,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.8669333,90,43,0,-0.26883677,1,1,1,1,0,0,1371.4286,-24.829977388351676,1442.551412201072,0.5687440536352717
-918733416171e7,78133242,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8.5310965,100,43,0,-0.26883677,1,1,1,1,0,0,5940.4712,-354.4026128857155,136068.54944349136,0.3098361291933572
-917719051673e7,78133232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.5231752,80,43,0,-0.26883677,1,1,1,1,0,0,7185.7144,-347.44436533608587,94023.36926728036,0.28250940347022846
-916988485595e7,80117265,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.0709057,100,43,0,-0.26883677,1,1,1,1,0,0,5694.0679,122.08901427145851,45335.25411379764,NA
-916546731528e7,3591934,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3138523,80,54,0,0.6692791,1,1,1,1,0,0,7223.5503,302.8402807798223,378062.05623048305,NA
-916516169086e7,3595471,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21524,100,48,0,-0.19400316,1,1,1,1,1,0,2411.7019,81.60919698534968,2497.459608444513,0.34306134936593724
-9.1582848411599995e+018,78133284,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.7990928,80,49,0,-0.62664908,1,1,1,0,0,1,471.42856,37.83540343829476,199.7817480736253,0.3400584106662904
-915634713117e7,78133121,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6.1737862,100,45,0.2857143,-0.66407734,1,1,1,1,0,0,622.72992,-37.19968460783776,892.18774642482,0.31807190117295725
-914972513898e7,10463033,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,5.7037826,100,43,0,-0.26883677,1,1,1,1,0,1,399.07993,27.621784842017338,3416.9645107552487,0.31429794336230743
-914729183109e7,42124415,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521461,100,43,0,-0.26883677,1,1,1,1,0,0,290.04068,-13.663599375536633,147.7227863322447,0.15331193061065207
-910705168816e7,5522747,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9401712,100,40,0.14285715,-0.6986354,1,1,0,1,0,0,507.43497,15.990084637075968,631.742943991476,NA
-910323975224e7,10463800,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.9963174,100,39,0,0.35536999,0,1,1,0,0,1,3793.8093,-134.12160942881886,13288.831331716483,0.5474935483191166
-9.0883933711600005e+018,42124511,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7.635304,100,43,0,-0.26883677,1,1,1,1,0,0,3356.6106,-4.911190607784136,6952.573095332598,0.23933039176153253
-9.0883933711600005e+018,42124847,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,6.1737862,90,43,0,-0.26883677,1,1,1,1,0,0,685.71429,-35.82864035636615,343.2038345807791,0.33566464202166707
-9.0883933711600005e+018,42124914,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,6.7334018,100,43,0,-0.26883677,1,1,1,1,0,0,1200,-6.097326511512602,543.6478951424142,0.33583130714682424
-9.0883933711600005e+018,42125580,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.4297194,90,43,0,-0.26883677,1,1,1,1,0,0,885.71429,-21.191984294258603,310.63725833475155,0.1825045011142378
-908821747816e7,80117247,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5496092,100,72,0.14285715,-0.014401549,1,1,0,0,1,0,4640.2993,60.160681011215196,2171.578528633553,NA
-908383493402e7,42124335,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.6962128,100,43,0,-0.26883677,1,1,1,1,0,1,2837.8618,134.04505723077463,12180.437645901602,0.5551292115545653
-908383493402e7,42126016,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,7.2370591,100,43,0,-0.26883677,1,1,1,1,0,0,2063.5842,-61.370900136894285,2626.6155030355553,0.21038126870293453
-908131838248e7,80118911,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0900769,50,60,0.2857143,-0.36501375,1,1,1,0,0,0,1714.2858,35.82148965651105,1878.7243105344196,NA
-907261225358e7,3595411,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5366917,100,33,0,-0.50223994,1,1,0,1,0,0,985.71429,42.00234313346798,1172.7490443225067,NA
-9.0665660440399995e+018,5514273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9120231,100,47,0,-0.72341174,1,1,1,0,1,0,71.428574,36.87168515476776,1155.8354066100044,NA
-9.0663882190799995e+018,78133920,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.5390272,100,43,0,-0.26883677,1,1,1,1,0,1,2392.2937,-19.08738599609296,5623.927708231506,0.34420017231590144
-904801744929e7,42123489,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2160883,100,43,0,-0.26883677,1,1,1,1,0,1,4727.0928,183.8508014510576,39194.012747029206,0.24551573671863325
-904801744929e7,42123488,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9177055,100,43,0,-0.26883677,1,1,1,1,0,1,1290.3689,-54.33249943539379,2892.1871628834747,0.29528929567250123
-904042802465e7,78133911,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.3395376,100,56,0,-0.20849626,1,1,1,1,0,1,1959.6449,60.93831277466743,8178.841712008831,0.6430477373682145
-902162038152e7,80117244,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.7319307,80,43,0,-0.26883677,1,1,1,1,0,0,3257.1428,-85.38190750811418,7140.240632859102,NA
-902056606811e7,42125102,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2298388,100,39,0.5714286,-0.26883677,1,1,1,1,0,0,1707.3179,1.7268509543596589,571.5179727946706,0.13285803400863708
-900651609038e7,10462052,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.6916566,100,43,0,-0.26883677,1,1,1,1,0,0,2286.4226,20.20752465503391,9989.408091553305,0.2936787677671154
