fc_admin_disc
2227.4863
954.63928
6713.8809
1095.2252
1767.1349
651.1037
2004.3689
2029.9399
3471.4285
2141.9026
1600
2971.4285
11476.312
2576.0767
1873.1395
3388.1606
2098.968
5314.2856
3409.6208
2100
3719.2622
2406.5779
1725.9358
774.72284
1142.8572
3827.4041
830.63171
3061.9199
1497.3258
1997.8212
2136.2537
1185.7142
1346.9403
1776.1954
917.70117
1068.2258
965.78479
698.52197
1996.1899
1457.1428
671.42859
3302.8682
1300
494.7095
1607.8104
3494.522
333.00742
1921.3812
792.21149
1029.2507
557.14288
1828.5714
1124.071
1094.7214
2610.6704
5014.8862
1114.2858
1042.8572
1200
1457.1428
635.01855
977.93073
916.8526
320.67865
584.92755
3851.1206
5128.166
7991.2935
4945.1055
4508.7739
3539.1433
4145.1606
1357.1428
3557.1428
4742.8569
2157.1428
3304.7896
2300
1298.2542
503.04901
3519.2488
3260.2017
2995.2893
3514.2856
3695.061
2666.5237
2908.2605
2394.0144
8136.3467
3027.8989
3679.4685
680.61987
3507.0234
3814.7673
943.60565
1619.4485
923.4353
1337.1166
2710.9385
4242.3984
3964.623
3964.623
4420.0571
757.14288
1791.1062
1397.0439
212.81044
457.53424
2227.7832
2324.4207
729.55731
5078.8481
15819.74
2651.8413
2385.7144
9162.2412
1071.4286
2814.1042
304.70712
798.07312
500
1485.9504
5682.0132
5264.021
4878.6147
2702.2947
5133.9844
4357.9321
487.60608
3994.491
2210.24
508.16254
1321.2144
1181.4708
1016.3251
1803.9751
2705.9583
1156.0687
1854.7871
927.39355
2393.895
4834.4482
2399.4482
977.55267
5585.7144
1023.7743
1581.3031
3768.1558
7624.1533
7442.624
13345.504
868.97992
482.61667
5214.2856
4571.4287
1042.8572
3500
900
1457.1428
1708.4191
595.76807
6955.6157
1728.7928
1261.9136
357.14285
2512.5679
1412.5336
471.42856
917.70117
3349.5723
3342.8572
551.76221
1053.9993
1764.5303
1242.8572
2642.8572
559.59979
1805.054
2852.4058
1846.0981
1068.7941
2669.325
396.12106
412.16946
842.85712
102.07707
1301.2587
3156.5481
6286.9272
2065.3264
1758.8097
1132.0039
1628.22
1621.4633
1808.3126
1142.8572
1014.2857
1580.3846
1194.2402
1428.5714
763.5022
637.4718
8097.0352
2942.1418
9257.1426

1164.8938
1142.8572
1287.1161
674.52863
1187.4703
906.85876
2085.7144
476.92453
1565.7664
504.05148
1042.8572
4949.9639
1287.4163
2028.5714
580.86816
578.51343
2241.5642
8235.0186
1342.8572
5771.4287
6942.8569
5614.2856
7100
31700
4932.2139
5942.8569
9128.5713
1463.1398
2871.4285
1030.7517

11239.88
4986.0015
4945.8179
2271.2019
1477.7263
1477.7263
1827.4688
6851.603
2602.679
12743.352

7283.9087
4882.9312
5467.1709
7637.0806
1491.7566
2202.0991
3995.739
5832.4707
4057.1428
876.80109
3645.5239
5233.7529
513.49506
771.77496
3348.2405
2173.5195
2496.8875
2007.615
1585.6334
1739.0725
3028.5715
856.26349
1167.6284
847.35052
2789.7307
2057.1428
5374.4175
4127.2437
1157.1722
1023.7426
728.57141
4354.5537
8448.207
1776.6752
1089.9873
2376.8552
1671.0808
3050.1335
2378.3071
2976.0603
671.42859
1142.8572
3057.1428
1500
6809.749
5516.0571
6992.793
8289.125
12286.391
4107.4531
9952.3164
5868.7705
5350.1382
10925.284
2235.6416
16881.102
1796.448
4394.915
2207.2354
1285.2208
2185.4749
1648.8562
1185.1102
2473.2842
2291.1858
979.46155
1438.1156
4508.6494
2565.4851
1921.4438
2670.4734
2746.6003
1914.2858
2489.9736
2077.9614
2955.7202
985.71429
1096.6497
649.15247
3471.4285
5682.9648
1271.1012
1939.5222
214.28572
1032.8942
5966.0166
417.41141
1583.1162
3292.1665
503.71844
1956.4436
1187.3328
2734.4717
1283.911
1650.743
1727.0349
3542.8572
2500
1897.6256
645.19391
1142.5239
1069.5936
1714.2858
19657.143
1528.2671
3132.9338
2419.7444
2225.9795
2414.3701
2159.2864
2308.0667
3022.1541
1887.2516
714.28571
6066.8774
7667.8838
441.0654
1759.5364
799.79956
6647.7783
4973.7393
7343.7832
781.35846
11685.714
1203.7535
909.22528
806.776
1566.1593
1622.006
381.85251
1004.0765
1017.5674
743.0531
2498.188
2203.5254
1127.3894
3049.6448
3398.2429
1010.2756
4744.3901
572.62866
496.1962
764.25165
1848.402
8657.1426
428.57144
738.94952
1809.3982
1222.604
1515.5232
1509.1388
3710.21
1000
942.85712
2974.5825
1302.1931
10820.668
1614.2858
1042.8572
2314.2856
1985.7142
1026.3324
7928.5234
548.23096
2001.6643
1272.5037
2400.3779
2882.3323
5784.9409
1338.255
1871.4286
3288.0901
1606.4247
4485.7144
6785.7144
3368.8083
1257.1428
10618.51
2494.8296
5331.9512
