NombrePignorante,prenda,suc_x_dia,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,num_arms,faltas,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,OC,pb,fb,hace_presupuesto,tentado,low_cost,low_time,rec_cel,pago_frec_vol_fee,pago_frec_vol_promise,pago_frec_vol
-8.81239379329e+18,80117111,385,0,0,0,0,0,1,0,0,0,0,1,0,1280,100,50,1,3,.14285715,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,,0
-8.80431184536e+18,5524220,110,0,1,0,0,0,0,0,1,0,0,0,0,370,100,22,1,1,1,1,0,0,0,0,0,,1,,,,,,,1,1,0,0,0,1,0,0,1,0,,0
-8.80202881430e+18,10463537,495,0,0,0,0,1,0,0,0,0,0,0,1,1570,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1
-8.78249586234e+18,80117276,390,0,0,0,0,1,0,0,0,0,0,1,0,710,100,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
-8.78249586234e+18,80117275,390,0,0,0,0,1,0,0,0,0,0,1,0,1670,100,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
-8.78249586234e+18,80117277,390,0,0,0,0,1,0,0,0,0,0,1,0,2920,100,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0
-8.78203232580e+18,10462438,470,0,0,0,1,0,0,0,0,0,0,0,1,2000,100,39,1,1,.14285715,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,,0
-8.78086420959e+18,78134850,341,0,1,0,0,0,0,0,0,0,1,0,0,1010,100,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
-8.77932803427e+18,80117948,411,0,1,0,0,0,0,0,0,0,0,1,0,1200,100,29,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,,0
-8.77023075231e+18,42125693,260,1,0,0,0,0,0,0,0,1,0,0,0,800,100,39,2,2,,0,1,0,,,,,,,,,,,0,1,,,,1,1,1,1,,,0,0
