des_c,dias_al_desempenyo,num_p,sum_porcp_c,ref_c,reincidence,t_producto,NombrePignorante,fecha_inicial,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_choose_same1,dummy_choose_same2,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,dummy_choose_same3,dummy_trabajo9,pro_2,pro_3,pro_4,pro_5
1,61,1,1.1545274,0,0,,-1.55792324906e+18,11/12/2012,1,0,0,0,0,0,0,1,0,0,0,0,1460,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,2,-1.55587834643e+18,12/6/2012,0,0,0,1,0,0,0,0,0,0,1,0,1300,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,63,1,1.1648352,0,0,2,-1.55584572605e+18,9/19/2012,0,0,1,0,0,0,1,0,0,0,0,0,910,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,111,6,1.274841,1,0,2,-1.55259431417e+18,9/20/2012,0,0,0,1,0,0,0,0,0,1,0,0,440,80,39,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,1,0,1,0,1,,,
0,,3,.47877002,1,0,2,-1.55066608168e+18,9/7/2012,0,0,0,0,1,0,0,1,0,0,0,0,3000,100,55,1,,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,1,1,0,0,1,0,,,,,,,,1,0,,,1,0,1,1,1,,1,,,
0,,1,1.2884527,0,0,3,-1.55052527177e+18,10/3/2012,0,0,1,0,0,0,0,0,1,0,0,0,1480,100,35,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,,1,,
1,92,1,1.2395152,0,0,3,-1.54917066568e+18,11/26/2012,1,0,0,0,0,0,0,0,0,1,0,0,660,100,,1,,0,1,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
1,92,1,1.2395135,0,0,4,-1.54917066568e+18,11/28/2012,0,0,1,0,0,0,0,0,0,1,0,0,370,100,,2,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
1,72,1,1.1879843,0,0,3,-1.54917066568e+18,12/19/2012,0,0,1,0,0,0,0,0,0,1,0,0,640,100,,3,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
0,,10,1.3090568,0,0,,-1.54812438151e+18,10/3/2012,0,0,1,0,0,0,0,1,0,0,0,0,5640,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,4,.23176961,1,0,,-1.54803044870e+18,12/18/2012,0,1,0,0,0,0,1,0,0,0,0,0,2040,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,178,3,1.4541429,1,0,2,-1.54789205364e+18,9/15/2012,0,0,0,0,0,1,0,1,0,0,0,0,350,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
0,,1,.38628572,1,0,,-1.54737669550e+18,12/21/2012,0,0,0,0,1,0,1,0,0,0,0,0,560,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,105,1,1.2705152,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,990,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,105,1,1.2705216,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,1380,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,105,1,1.2705185,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,2700,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,105,1,1.2705148,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,1010,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,105,1,1.2705089,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,1120,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,105,1,1.2705193,0,1,1,-1.54579635435e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,1040,80,64,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,,3,.53416485,1,1,,-1.54579635435e+18,10/11/2012,0,0,0,1,0,0,1,0,0,0,0,0,1820,,64,2,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53416938,1,1,,-1.54579635435e+18,10/11/2012,0,0,0,1,0,0,1,0,0,0,0,0,3070,,64,2,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53417361,1,1,,-1.54579635435e+18,10/11/2012,0,0,0,1,0,0,1,0,0,0,0,0,1440,,64,2,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53416163,1,1,,-1.54579635435e+18,11/7/2012,0,0,1,0,0,0,1,0,0,0,0,0,990,,64,3,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53416127,1,1,,-1.54579635435e+18,11/7/2012,0,0,1,0,0,0,1,0,0,0,0,0,1240,,64,3,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
1,160,3,1.4160414,1,1,,-1.54579635435e+18,11/7/2012,0,0,1,0,0,0,1,0,0,0,0,0,7980,,64,3,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53416246,1,1,,-1.54579635435e+18,11/7/2012,0,0,1,0,0,0,1,0,0,0,0,0,800,,64,3,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,.53416407,1,1,,-1.54579635435e+18,11/7/2012,0,0,1,0,0,0,1,0,0,0,0,0,1280,,64,3,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,1,1.3090198,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,1010,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,1,1.3090267,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,1120,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,1,1.3090203,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,990,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,6,1.3090285,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,1050,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,1,1.3090217,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,1380,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
0,,3,1.309026,0,1,,-1.54579635435e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,2700,,64,4,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,,,,,,,,,,,1,1,,,0,0,0,0,1,0,,,,
1,152,1,1.1545106,0,0,,-1.54514461083e+18,12/31/2012,1,0,0,0,0,0,0,1,0,0,0,0,470,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,2,.23179762,1,0,,-1.54320585377e+18,10/30/2012,0,1,0,0,0,0,1,0,0,0,0,0,840,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,91,15,1.1645324,1,0,2,-1.54185312838e+18,9/14/2012,0,0,0,0,1,0,0,0,0,1,0,0,4640,100,41,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,,,0,1,1,1,1,0,1,,,
0,,3,.46358025,1,0,,-1.54140936572e+18,10/10/2012,0,0,1,0,0,0,1,0,0,0,0,0,1620,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.46357957,1,0,,-1.54140936572e+18,10/10/2012,0,0,1,0,0,0,1,0,0,0,0,0,1760,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,1,-1.53793652497e+18,10/27/2012,0,0,0,0,0,1,0,0,0,1,0,0,4610,50,52,1,.85714287,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0,,0,0,0,0,1,-1.53793652497e+18,10/27/2012,0,0,0,0,0,1,0,0,0,1,0,0,2220,50,52,1,.85714287,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0,,0,0,0,0,,-1.53793652497e+18,11/15/2012,0,0,0,1,0,0,0,1,0,0,0,0,4000,,52,2,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,0,1,,,1,0,0,0,1,0,,,,
0,,0,0,0,0,,-1.53793652497e+18,11/15/2012,0,0,0,1,0,0,0,1,0,0,0,0,4380,,52,2,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,0,1,,,1,0,0,0,1,0,,,,
0,,0,0,0,0,4,-1.53741424621e+18,12/19/2012,0,0,1,0,0,0,0,0,0,0,1,0,620,100,59,1,,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,,,,,,,,0,0,0,0,0,1,0,0,1,0,,,1,
1,7,1,1.0206037,0,0,3,-1.53651919736e+18,11/26/2012,1,0,0,0,0,0,0,0,0,1,0,0,1110,100,37,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,,1,,
0,,1,.25559458,1,0,1,-1.53607758545e+18,9/10/2012,1,0,0,0,0,0,0,0,0,1,0,0,5180,90,58,1,,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,,1,1,1,1,0,0,0,0,0
0,,3,.51118928,1,0,4,-1.53607758545e+18,9/25/2012,0,1,0,0,0,0,0,0,0,1,0,0,2430,100,58,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,1,1,1,1,0,,,1,
0,,3,.51119334,1,0,4,-1.53607758545e+18,9/25/2012,0,1,0,0,0,0,0,0,0,1,0,0,1500,100,58,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,1,1,1,1,0,,,1,
0,,3,.51118088,1,0,4,-1.53607758545e+18,9/25/2012,0,1,0,0,0,0,0,0,0,1,0,0,940,100,58,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,,,,1,1,1,1,0,,,1,
0,,3,.50361109,1,0,1,-1.53607758545e+18,10/27/2012,0,0,0,0,0,1,0,0,0,1,0,0,2700,100,58,3,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,,1,1,1,1,0,0,0,0,0
1,98,1,1.2420952,0,0,1,-1.53607758545e+18,10/27/2012,0,0,0,0,0,1,0,0,0,1,0,0,1680,100,58,3,,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,,1,1,1,1,0,0,0,0,0
1,48,1,1.1545274,0,0,,-1.53475156031e+18,10/23/2012,0,1,0,0,0,0,1,0,0,0,0,0,2010,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.46358505,1,0,,-1.53475156031e+18,11/12/2012,1,0,0,0,0,0,1,0,0,0,0,0,4820,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.46358728,1,0,,-1.53475156031e+18,11/12/2012,1,0,0,0,0,0,1,0,0,0,0,0,2520,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.47096705,1,0,,-1.53475156031e+18,12/18/2012,0,1,0,0,0,0,1,0,0,0,0,0,10320,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,25,1,1.066973,0,0,2,-1.53472126734e+18,10/12/2012,0,0,0,0,1,0,0,0,1,0,0,0,370,100,64,1,.14285715,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,,,
1,28,1,1.0746905,0,0,2,-1.53472126734e+18,12/12/2012,0,0,1,0,0,0,0,0,1,0,0,0,840,100,64,2,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,1,1,,,1,0,1,1,1,0,1,,,
1,187,3,1.4713106,1,0,5,-1.53457117876e+18,9/22/2012,0,0,0,0,0,1,0,1,0,0,0,0,1610,100,36,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,,,,1
0,,0,0,0,0,1,-1.53338031830e+18,11/24/2012,0,0,0,0,0,1,0,0,0,0,1,0,300,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,0
1,203,3,1.5137681,1,0,4,-1.53333444245e+18,9/24/2012,1,0,0,0,0,0,0,0,0,1,0,0,690,100,62,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,,1,
0,,3,.51117021,1,0,5,-1.53333444245e+18,10/2/2012,0,1,0,0,0,0,0,0,0,1,0,0,470,100,62,2,,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,0,,,1,1,0,1,0,0,,,,1
1,191,3,1.482473,1,0,5,-1.52819828698e+18,9/13/2012,0,0,0,1,0,0,0,0,0,0,1,0,1670,70,48,1,.85714287,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,,,1
1,191,3,1.4824802,1,0,5,-1.52819828698e+18,9/13/2012,0,0,0,1,0,0,0,0,0,0,1,0,4020,70,48,1,.85714287,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,,,,1
1,90,1,1.2343686,0,0,4,-1.52795407626e+18,10/16/2012,0,1,0,0,0,0,0,0,0,0,0,1,7000,100,52,1,.42857143,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,,,1,
1,98,1,1.2355098,0,0,,-1.52698477151e+18,11/9/2012,0,0,0,0,1,0,0,1,0,0,0,0,1020,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,98,1,1.2355051,0,0,,-1.52698477151e+18,11/9/2012,0,0,0,0,1,0,0,1,0,0,0,0,990,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,2,-1.52221257100e+18,11/21/2012,0,0,1,0,0,0,0,0,1,0,0,0,5560,88,,1,,0,1,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,19,1,1.0515089,0,1,1,-1.52192584664e+18,9/7/2012,0,0,0,0,1,0,0,0,0,0,0,1,3360,100,40,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,,,0,0,1,0,1,0,0,0,0,0
1,83,1,1.2163401,0,1,1,-1.52192584664e+18,10/18/2012,0,0,0,1,0,0,0,0,0,0,0,1,1970,100,40,2,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,0,0,1,0,1,0,0,0,0,0
0,,0,0,0,1,5,-1.52192584664e+18,10/30/2012,0,1,0,0,0,0,0,0,0,0,0,1,9420,100,40,3,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,0,0,1,0,1,0,,,,1
0,,3,.22149056,1,1,3,-1.52192584664e+18,11/28/2012,0,0,1,0,0,0,0,0,0,0,0,1,2120,,40,4,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,0,0,1,0,1,0,,1,,
1,92,1,1.2317922,0,0,,-1.51348706216e+18,11/1/2012,0,0,0,1,0,0,1,0,0,0,0,0,3850,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,76,1,1.1983043,0,0,4,-1.51305688259e+18,10/5/2012,0,0,0,0,1,0,0,0,0,1,0,0,460,100,37,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,,,1,
1,72,1,1.1880059,0,0,5,-1.51305688259e+18,10/9/2012,0,1,0,0,0,0,0,0,0,1,0,0,1690,100,37,2,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,,,,1
0,,3,.51974857,1,0,1,-1.51177120668e+18,9/21/2012,0,0,0,0,1,0,0,1,0,0,0,0,1790,100,65,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,,3,.51974159,1,0,1,-1.51177120668e+18,9/21/2012,0,0,0,0,1,0,0,1,0,0,0,0,1780,100,65,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,,3,.51230431,1,0,5,-1.50506646280e+18,9/22/2012,0,0,0,0,0,1,0,1,0,0,0,0,690,100,40,1,.14285715,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,,,0,1,1,0,1,0,,,,1
1,100,28,1.1710927,1,0,5,-1.50303331566e+18,10/6/2012,0,0,0,0,0,1,0,0,1,0,0,0,970,100,47,1,.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,,,,1
1,135,3,1.3422987,1,0,5,-1.50303331566e+18,10/6/2012,0,0,0,0,0,1,0,0,1,0,0,0,770,,47,1,,,,,,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,,,,1
1,90,15,1.176,1,0,5,-1.50303331566e+18,10/6/2012,0,0,0,0,0,1,0,0,1,0,0,0,880,100,47,1,.14285715,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,,,,1
0,,3,.53841376,1,0,5,-1.50303331566e+18,10/17/2012,0,0,1,0,0,0,0,0,1,0,0,0,580,100,47,2,,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,0,0,,,,1
0,,3,.53841323,1,0,5,-1.50303331566e+18,10/17/2012,0,0,1,0,0,0,0,0,1,0,0,0,1210,100,47,2,,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,0,0,,,,1
0,,3,.5123446,1,0,1,-1.50303331566e+18,10/24/2012,0,0,1,0,0,0,0,0,1,0,0,0,2960,100,47,3,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,0,0,0,0
1,96,1,1.2395139,0,0,2,-1.50303331566e+18,11/14/2012,0,0,1,0,0,0,0,0,1,0,0,0,720,100,47,4,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,1,,,
1,96,1,1.2395,0,0,2,-1.50303331566e+18,11/14/2012,0,0,1,0,0,0,0,0,1,0,0,0,300,100,47,4,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,1,,,
1,86,1,1.2240727,0,0,1,-1.50303331566e+18,11/24/2012,0,0,0,0,0,1,0,0,1,0,0,0,550,100,47,5,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,0,0,0,0
1,103,1,1.2641309,0,0,3,-1.50303331566e+18,12/14/2012,0,0,0,0,1,0,0,0,1,0,0,0,840,100,47,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,,1,,
1,103,1,1.264125,0,0,3,-1.50303331566e+18,12/14/2012,0,0,0,0,1,0,0,0,1,0,0,0,560,100,47,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,,1,,
1,103,1,1.2641429,0,0,3,-1.50303331566e+18,12/14/2012,0,0,0,0,1,0,0,0,1,0,0,0,280,100,47,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,,1,,
1,92,1,1.2343448,0,0,3,-1.50303331566e+18,12/14/2012,0,0,0,0,1,0,0,0,1,0,0,0,580,100,47,6,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,,,,,,,,,,0,1,,,0,1,1,1,1,0,,1,,
0,,0,0,0,0,,-1.50067284239e+18,10/5/2012,0,0,0,0,1,0,0,1,0,0,0,0,1400,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-1.50053095740e+18,10/9/2012,0,1,0,0,0,0,1,0,0,0,0,0,1020,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-1.49954119727e+18,12/20/2012,0,0,0,1,0,0,0,1,0,0,0,0,4430,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.46358544,1,0,,-1.49720259476e+18,10/13/2012,0,0,0,0,0,1,0,1,0,0,0,0,2750,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,90,1,1.2343667,0,0,,-1.49511097658e+18,10/2/2012,0,1,0,0,0,0,0,1,0,0,0,0,1200,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,90,1,1.2343637,0,0,,-1.49511097658e+18,10/2/2012,0,1,0,0,0,0,0,1,0,0,0,0,550,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-1.49237026695e+18,10/29/2012,1,0,0,0,0,0,1,0,0,0,0,0,650,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
