des_c,dias_al_desempenyo,num_p,sum_porcp_c,ref_c,reincidence,t_producto,NombrePignorante,fecha_inicial,dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,visit_number,faltas,dummy_prenda_tipo1,dummy_prenda_tipo2,dummy_prenda_tipo3,dummy_prenda_tipo4,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_choose_same1,dummy_choose_same2,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,dummy_choose_same3,dummy_trabajo9,pro_2,pro_3,pro_4,pro_5
1,63,1,1.2317878,0,0,,-7.97823480744e+18,10/24/2012,0,0,1,0,0,0,1,0,0,0,0,0,660,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,1,.27635151,1,0,,-7.97445981937e+18,1/12/2013,0,0,0,0,0,1,0,1,0,0,0,0,1650,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,1,.27635714,1,0,,-7.97445981937e+18,1/12/2013,0,0,0,0,0,1,0,1,0,0,0,0,840,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,155,3,1.3863204,1,1,,-7.97262267885e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,4930,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,2,.23176683,1,1,,-7.97262267885e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,2230,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,58,1,1.1545137,0,1,,-7.97262267885e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,2920,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,2,.23176835,1,1,,-7.97262267885e+18,1/9/2013,0,0,1,0,0,0,1,0,0,0,0,0,2590,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,8,1,1.0231786,0,0,4,-7.97232500920e+18,9/25/2012,0,1,0,0,0,0,0,1,0,0,0,0,2800,70,37,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,,,1,1,1,1,1,0,,,1,
1,97,1,1.2317898,0,0,,-7.97183331771e+18,10/2/2012,0,1,0,0,0,0,1,0,0,0,0,0,1570,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.53788602,1,0,,-7.96720812963e+18,10/23/2012,0,1,0,0,0,0,0,1,0,0,0,0,3510,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,58,1,1.1545113,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,2210,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,58,1,1.1545125,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,5600,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,58,1,1.1545113,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,2660,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,10730,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,58,1,1.1545112,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,4890,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,5860,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,8680,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,11710,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.96237951772e+18,1/7/2013,1,0,0,0,0,0,0,1,0,0,0,0,5620,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,66,1,1.1725538,0,0,,-7.96056272688e+18,10/22/2012,1,0,0,0,0,0,0,1,0,0,0,0,1300,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,65,1,1.1699874,0,0,,-7.96056272688e+18,10/22/2012,1,0,0,0,0,0,0,1,0,0,0,0,800,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,182,3,1.4713148,1,1,5,-7.95878794071e+18,9/10/2012,1,0,0,0,0,0,0,0,1,0,0,0,540,100,37,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,1,0,,,1,1,,,1,0,,,,1
1,89,1,1.2318085,0,1,2,-7.95878794071e+18,12/12/2012,0,0,1,0,0,0,0,0,1,0,0,0,470,100,37,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,,1,0,1,,,
1,90,1,1.2343465,0,1,3,-7.95878794071e+18,12/14/2012,0,0,0,0,1,0,0,0,1,0,0,0,1270,100,37,3,,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,,,,,,,,,1,0,,,1,1,,,1,0,,1,,
0,,3,.48587602,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,4920,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,207,6,1.5631353,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,2440,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48587462,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,6540,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48587552,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,4820,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48587245,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,1960,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48588043,1,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,920,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,48,1,1.1545274,0,1,,-7.95800493632e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,2920,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,159,3,1.4086164,1,1,,-7.95800493632e+18,11/21/2012,0,0,1,0,0,0,1,0,0,0,0,0,2190,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48587501,1,1,,-7.95800493632e+18,11/21/2012,0,0,1,0,0,0,1,0,0,0,0,0,2880,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48587561,1,1,,-7.95800493632e+18,11/21/2012,0,0,1,0,0,0,1,0,0,0,0,0,4100,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.4858793,1,1,,-7.95800493632e+18,11/21/2012,0,0,1,0,0,0,1,0,0,0,0,0,1160,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,101,1,1.2540541,0,1,,-7.95800493632e+18,1/4/2013,0,0,0,0,1,0,1,0,0,0,0,0,1110,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,115,3,1.3313143,1,1,,-7.95800493632e+18,1/4/2013,0,0,0,0,1,0,1,0,0,0,0,0,1750,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,115,3,1.331319,1,1,,-7.95800493632e+18,1/4/2013,0,0,0,0,1,0,1,0,0,0,0,0,1160,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.48582885,1,1,,-7.95800493632e+18,1/4/2013,0,0,0,0,1,0,1,0,0,0,0,0,3330,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,1,-7.95705631191e+18,9/27/2012,0,0,0,1,0,0,0,0,0,1,0,0,180,100,40,1,.14285715,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,,,1,0,1,0,1,0,0,0,0,0
0,,3,1.2884367,0,0,4,-7.95285072326e+18,10/31/2012,0,0,1,0,0,0,0,0,0,0,1,0,710,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
0,,3,1.2884533,0,0,4,-7.95285072326e+18,10/31/2012,0,0,1,0,0,0,0,0,0,0,1,0,1390,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
0,,3,1.2884529,0,0,4,-7.95285072326e+18,10/31/2012,0,0,1,0,0,0,0,0,0,0,1,0,1060,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
0,,8,1.5779885,1,0,3,-7.95285072326e+18,11/15/2012,0,0,0,1,0,0,0,0,0,0,1,0,860,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
1,92,1,1.2317919,0,0,,-7.95137221432e+18,11/20/2012,0,1,0,0,0,0,1,0,0,0,0,0,8840,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,92,1,1.2317928,0,0,,-7.95137221432e+18,11/20/2012,0,1,0,0,0,0,1,0,0,0,0,0,7000,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,95,1,1.23435,0,0,3,-7.94960264986e+18,12/14/2012,0,0,0,0,1,0,0,0,0,0,0,1,800,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
1,95,1,1.2395201,0,0,1,-7.94899597139e+18,11/20/2012,0,1,0,0,0,0,0,0,0,0,1,0,2230,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,0,0,0
1,35,1,1.0927166,0,0,5,-7.94565576076e+18,11/16/2012,0,0,0,0,1,0,0,0,0,0,1,0,3000,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
0,,0,0,0,0,4,-7.94393705606e+18,9/10/2012,1,0,0,0,0,0,0,1,0,0,0,0,360,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
0,,3,.4764629,1,0,2,-7.94367449230e+18,12/3/2012,1,0,0,0,0,0,0,0,0,1,0,0,3910,100,,1,,0,1,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
0,,0,0,0,0,5,-7.94291731116e+18,12/4/2012,0,1,0,0,0,0,0,0,0,1,0,0,1510,100,28,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,,,,1
1,166,3,1.4326782,1,0,4,-7.94217991214e+18,9/17/2012,1,0,0,0,0,0,0,1,0,0,0,0,6650,,38,1,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,,1,,0,1,0,,,1,
1,166,3,1.4326798,1,0,4,-7.94217991214e+18,9/17/2012,1,0,0,0,0,0,0,1,0,0,0,0,5340,100,38,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,0,,,,1,,0,1,0,,,1,
1,166,3,1.4326794,1,0,4,-7.94217991214e+18,9/17/2012,1,0,0,0,0,0,0,1,0,0,0,0,4460,100,38,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,0,,,,1,,0,1,0,,,1,
1,166,3,1.4326776,1,0,4,-7.94217991214e+18,9/17/2012,1,0,0,0,0,0,0,1,0,0,0,0,5180,100,38,1,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,0,,,,1,,0,1,0,,,1,
1,149,3,1.4048903,1,0,,-7.94217991214e+18,10/4/2012,0,0,0,1,0,0,0,1,0,0,0,0,820,,38,2,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,,1,,0,1,0,,,,
0,,6,.21889248,1,0,1,-7.93837756897e+18,12/20/2012,0,0,0,1,0,0,0,0,1,0,0,0,930,100,49,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0
1,84,1,1.2188921,0,0,1,-7.93837756897e+18,12/20/2012,0,0,0,1,0,0,0,0,1,0,0,0,1760,100,49,1,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,,,,,,,,,,,0,1,,,1,0,1,1,1,0,0,0,0,0
1,182,66,1.2769189,1,1,,-7.93690022673e+18,10/12/2012,0,0,0,0,1,0,1,0,0,0,0,0,370,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,182,66,1.2764499,1,1,,-7.93690022673e+18,10/12/2012,0,0,0,0,1,0,1,0,0,0,0,0,400,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,182,66,1.2763449,1,1,,-7.93690022673e+18,10/12/2012,0,0,0,0,1,0,1,0,0,0,0,0,580,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,181,66,1.2773774,1,1,,-7.93690022673e+18,10/17/2012,0,0,1,0,0,0,1,0,0,0,0,0,530,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,164,45,1.1266087,1,1,,-7.93690022673e+18,11/3/2012,0,0,0,0,0,1,1,0,0,0,0,0,690,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,164,45,1.1249012,1,1,,-7.93690022673e+18,11/3/2012,0,0,0,0,0,1,1,0,0,0,0,0,810,,,3,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,45,1.1408818,1,1,,-7.93690022673e+18,11/26/2012,1,0,0,0,0,0,1,0,0,0,0,0,1100,,,4,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,165,45,1.0492829,1,1,,-7.93690022673e+18,1/3/2013,0,0,0,1,0,0,1,0,0,0,0,0,990,,,5,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,165,45,1.0494243,1,1,,-7.93690022673e+18,1/3/2013,0,0,0,1,0,0,1,0,0,0,0,0,330,,,5,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,149,45,1.2612587,1,1,,-7.93690022673e+18,1/17/2013,0,0,0,1,0,0,1,0,0,0,0,0,850,,,6,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,149,45,1.2608277,1,1,,-7.93690022673e+18,1/17/2013,0,0,0,1,0,0,1,0,0,0,0,0,580,,,6,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,149,45,1.263,1,1,,-7.93690022673e+18,1/17/2013,0,0,0,1,0,0,1,0,0,0,0,0,200,,,6,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,107,1,1.276907,0,0,4,-7.93390535543e+18,11/26/2012,1,0,0,0,0,0,0,0,1,0,0,0,1290,100,33,1,.14285715,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,,,1,
1,14,1,1.0386336,0,0,5,-7.93279975181e+18,10/11/2012,0,0,0,1,0,0,0,0,1,0,0,0,1310,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1,93,15,1.1644124,1,0,5,-7.93199463625e+18,11/24/2012,0,0,0,0,0,1,0,0,0,0,0,1,970,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
1,90,15,1.1665926,1,0,2,-7.93199463625e+18,12/11/2012,0,1,0,0,0,0,0,0,0,0,0,1,1350,100,,2,,0,1,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
0,,0,0,0,0,5,-7.93103591106e+18,10/24/2012,0,0,1,0,0,0,0,0,0,0,1,0,680,90,39,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,,,,1
0,,3,1.0077279,0,0,3,-7.92963370129e+18,12/7/2012,0,0,0,0,1,0,0,0,0,1,0,0,1580,100,29,1,.14285715,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,,1,,
0,,0,0,0,0,,-7.92532979110e+18,10/5/2012,0,0,0,0,1,0,1,0,0,0,0,0,5190,,25,1,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,0,0,,,0,1,0,0,1,0,,,,
0,,0,0,0,0,,-7.92532979110e+18,10/20/2012,0,0,0,0,0,1,1,0,0,0,0,0,3330,,25,2,.5714286,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,,,0,1,0,0,1,0,,,,
1,68,1,1.1777115,0,0,2,-7.92366872053e+18,11/7/2012,0,0,1,0,0,0,0,0,0,0,1,0,1040,80,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,52,1,1.1365,0,0,5,-7.92333349969e+18,9/10/2012,1,0,0,0,0,0,0,0,1,0,0,0,1160,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
0,,1,.23694354,1,0,3,-7.92071776586e+18,9/28/2012,0,0,0,0,1,0,0,1,0,0,0,0,1240,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
1,183,3,1.4635757,1,0,,-7.92037084205e+18,10/26/2012,0,0,0,0,1,0,1,0,0,0,0,0,660,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.92037084205e+18,1/3/2013,0,0,0,1,0,0,1,0,0,0,0,0,950,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,87,1,1.2266406,0,0,5,-7.91988383524e+18,11/3/2012,0,0,0,0,0,1,0,0,0,1,0,0,1280,100,24,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,,,,1
0,,21,.99573612,1,0,,-7.91887915589e+18,10/20/2012,0,0,0,0,0,1,0,1,0,0,0,0,5950,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,88,1,1.2292178,0,0,5,-7.91579148909e+18,11/12/2012,1,0,0,0,0,0,0,0,0,1,0,0,1240,100,,1,,1,0,0,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
0,,0,0,0,0,2,-7.91478029038e+18,9/10/2012,1,0,0,0,0,0,0,0,0,0,1,0,250,80,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
0,,3,.47472852,1,0,,-7.91380942939e+18,10/29/2012,1,0,0,0,0,0,0,1,0,0,0,0,3610,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,3,.467255,1,0,,-7.91380942939e+18,1/10/2013,0,0,0,1,0,0,0,1,0,0,0,0,2000,,,2,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,78,1,1.2317826,0,0,,-7.91104971122e+18,11/30/2012,0,0,0,0,1,0,0,1,0,0,0,0,230,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,6,.53107691,1,0,1,-7.91077860256e+18,9/26/2012,0,0,1,0,0,0,1,0,0,0,0,0,780,100,45,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0
0,,0,0,0,0,,-7.91077860256e+18,10/4/2012,0,0,0,1,0,0,1,0,0,0,0,0,290,,45,2,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,1,0,,,0,1,1,1,1,0,,,,
0,,0,0,0,0,5,-7.90875716777e+18,11/12/2012,1,0,0,0,0,0,0,0,0,0,0,1,1770,90,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1
0,,0,0,0,0,4,-7.90818633736e+18,10/5/2012,0,0,0,0,1,0,0,0,0,0,0,1,4570,100,38,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,,,1,
0,,0,0,0,0,,-7.90567153770e+18,10/9/2012,0,1,0,0,0,0,0,1,0,0,0,0,1390,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,,-7.90228716351e+18,12/17/2012,1,0,0,0,0,0,1,0,0,0,0,0,6500,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,82,1,1.2137611,0,0,2,-7.90151696995e+18,11/5/2012,1,0,0,0,0,0,0,0,1,0,0,0,1130,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,82,1,1.2137661,0,0,2,-7.90151696995e+18,11/5/2012,1,0,0,0,0,0,0,0,1,0,0,0,2010,100,,1,,0,0,1,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,87,1,1.2266324,0,0,4,-7.90025628279e+18,11/6/2012,0,1,0,0,0,0,0,0,0,1,0,0,680,100,28,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,,,1,
0,,0,0,0,0,2,-7.90022084110e+18,9/12/2012,0,0,1,0,0,0,0,1,0,0,0,0,330,100,60,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,,,
0,,3,.4635798,1,0,,-7.89937931293e+18,11/17/2012,0,0,0,0,0,1,1,0,0,0,0,0,1190,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,179,28,1.3700151,1,0,,-7.89920884558e+18,10/30/2012,0,1,0,0,0,0,1,0,0,0,0,0,1990,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1,179,3,1.4567581,1,0,2,-7.89807520706e+18,9/10/2012,1,0,0,0,0,0,1,0,0,0,0,0,620,100,,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,,,,,,,1,1,,,0,1,0,0,1,0,1,,,
1,50,1,1.1313508,0,0,2,-7.89319129518e+18,12/3/2012,1,0,0,0,0,0,0,0,0,1,0,0,2880,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
1,139,28,1.2645882,1,0,,-7.89315926587e+18,11/27/2012,0,1,0,0,0,0,0,1,0,0,0,0,510,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
0,,0,0,0,0,3,-7.89060078093e+18,9/22/2012,0,0,0,0,0,1,0,0,1,0,0,0,9860,100,43,1,.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,,1,,
1,98,1,1.2444055,0,0,3,-7.88855401175e+18,12/3/2012,1,0,0,0,0,0,0,0,0,0,1,0,3650,,,1,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,
