dummy_dow1,dummy_dow2,dummy_dow3,dummy_dow4,dummy_dow5,dummy_dow6,dummy_suc1,dummy_suc2,dummy_suc3,dummy_suc4,dummy_suc5,dummy_suc6,prestamo,pr_recup,edad,faltas,dummy_prenda_tipo5,dummy_edo_civil1,dummy_edo_civil2,dummy_edo_civil3,dummy_edo_civil4,dummy_trabajo1,dummy_trabajo2,dummy_trabajo3,dummy_trabajo4,dummy_trabajo5,dummy_trabajo6,dummy_trabajo7,dummy_trabajo8,genero,pres_antes,fam_pide,fam_comun,ahorros,cta_tanda,renta,comida,medicina,luz,gas,telefono,agua,masqueprepa,estresado_seguido,pb,fb,hace_presupuesto,tentado,low_cost,low_time,dummy_choose_same3,dummy_trabajo9,pro_3,reincidence,tau_hat_oob$predictions,tau_hat_oob$variance.estimates,propensity_score
0,0,0,0,1,0,1,0,0,0,0,0,3980,100,40,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.02357069819944241,0.0010041011713108937,0.3741984016821964
0,0,1,0,0,0,0,0,1,0,0,0,20340,100,42,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.023324047079975478,2.0264537547568095e-4,0.5343611851992128
1,0,0,0,0,0,0,0,0,0,1,0,2710,100,50,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,-0.011149132228613239,7.437785103524654e-4,0.2578572794655604
0,1,0,0,0,0,0,0,0,1,0,0,840,100,30,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,-0.006458896786114912,4.760643179582897e-4,0.493929653422311
0,0,0,0,0,1,0,0,0,1,0,0,910,50,36,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,-0.018814475068163704,5.733229946015302e-4,0.4131221937978296
0,1,0,0,0,0,0,0,0,0,1,0,990,100,32,0.2857143,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,-0.019182561900334533,1.476820017086953e-4,0.24405559061719864
0,0,1,0,0,0,0,0,0,0,0,1,1460,100,26,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.029627205002364605,2.858651539187698e-4,0.5048403391534431
1,0,0,0,0,0,0,0,1,0,0,0,1640,100,57,0.14285715,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,-0.006904672073703689,5.528398689415308e-4,0.5262124093933371
0,0,0,1,0,0,0,0,0,0,0,1,620,100,20,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0.004660708305025768,8.380507676768277e-4,0.48902226084998546
0,0,0,1,0,0,0,0,0,0,0,1,2960,100,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,-0.007464693471010688,1.7127014881611403e-4,0.44489326108904953
0,0,0,1,0,0,0,0,1,0,0,0,810,100,71,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0.02137009514298765,0.0014919237527236601,0.530633979679561
0,0,1,0,0,0,0,0,0,1,0,0,1230,100,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,-0.02841692249546217,5.437349696987112e-4,0.5057589208965996
0,1,0,0,0,0,0,0,1,0,0,0,980,100,30,0.14285715,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-0.011016100362691603,9.351718975556168e-5,0.526423766262758
0,0,0,0,0,1,0,0,0,0,0,1,1420,100,32,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,-0.012679582364660885,1.1384685823894459e-4,0.5028865493674122
1,0,0,0,0,0,0,0,0,0,1,0,620,100,49,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-0.005348388874962659,0.0010485189798194654,0.23260205476627424
0,0,0,0,0,1,0,0,0,0,0,1,3390,70,47,0.85714287,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,-0.0179670541892089,1.4759002649594716e-4,0.44321315489358354
0,0,1,0,0,0,0,1,0,0,0,0,7300,80,55,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,-0.01920201636483237,0.0011146221288523403,0.45633778511595735
0,1,0,0,0,0,0,0,0,1,0,0,2480,100,22,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.02341260610542296,1.7446914419735676e-4,0.5475127612698141
0,0,1,0,0,0,1,0,0,0,0,0,550,100,34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,-0.011951390044900393,1.9658926584677775e-4,0.38893260552962344
1,0,0,0,0,0,0,0,0,1,0,0,1130,100,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,-0.007357581113132428,1.155177435064871e-4,0.5535687990715936
0,0,1,0,0,0,0,0,0,0,0,1,1580,100,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-0.020444981260838106,6.384864586017967e-4,0.47348982213641666
0,1,0,0,0,0,0,0,0,0,1,0,300,50,60,0.42857143,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,-0.004097822711546591,9.789818504066204e-4,0.23614325082234164
0,1,0,0,0,0,0,0,0,1,0,0,790,100,57,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.01307289632447349,9.051351736712635e-4,0.4664281171854401
0,0,1,0,0,0,1,0,0,0,0,0,910,100,43,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,-0.03219390479227983,0.0012040900700026117,0.37483186250992645
0,0,0,0,1,0,0,0,0,0,0,1,2570,100,46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,-0.024053336631101794,2.894855465496895e-4,0.47653624987169974
1,0,0,0,0,0,0,0,0,0,1,0,2530,100,38,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,-0.010895217625002514,1.4972694356293697e-4,0.24073088746659058
0,0,1,0,0,0,0,0,0,1,0,0,1470,100,47,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,-0.02116701915243429,8.661783542067331e-4,0.4542537578959298
1,0,0,0,0,0,0,0,0,0,1,0,2240,100,25,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.017143833978020287,3.9949526010993775e-4,0.2700548762971066
1,0,0,0,0,0,0,0,0,0,0,1,510,100,58,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0.006292357833123349,3.824651030786415e-4,0.4718357988216418
0,0,1,0,0,0,0,0,0,1,0,0,950,100,50,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.021653404257112832,6.057175405982818e-4,0.4982556587116309
0,0,1,0,0,0,0,0,0,1,0,0,993.3333333333334,100,46,0.42857143,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,-0.03031498649819427,5.200996174262777e-4,0.5249140001530754
0,0,0,0,1,0,0,0,0,1,0,0,3540,70,21,0.14285715,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,-0.02291628817593474,3.0432842197000313e-4,0.49339189056300536
0,0,0,0,0,1,0,0,0,1,0,0,600,100,52,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,-0.0073943459364512526,1.381705412796966e-4,0.43699540061668696
1,0,0,0,0,0,0,0,0,0,1,0,1170,100,34,0.71428573,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,-0.01783856967602626,8.757606278323722e-4,0.23330469883195104
0,0,0,1,0,0,0,0,0,0,0,1,1260,100,54,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,-0.0015540253086810988,5.032271719818727e-4,0.5067287019558467
0,0,1,0,0,0,0,0,1,0,0,0,1480,100,35,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-0.03574803262666962,2.8957150477234737e-4,0.6148390801323677
0,0,1,0,0,0,1,0,0,0,0,0,1373.3333333333333,80,64,0.14285715,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,-0.003997033120240193,3.9772507044828336e-4,0.34145940435977035
0,0,0,0,0,1,0,0,0,1,0,0,3415,50,52,0.85714287,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,-0.0181952987832364,4.0426348829185e-4,0.4380825378496264
1,0,0,0,0,0,0,0,0,1,0,0,1110,100,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,-0.002647585262452766,7.837981692512746e-4,0.4974516088317821
0,0,0,0,1,0,0,1,0,0,0,0,1785,100,65,0.14285715,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,-0.0076389066959020755,2.96332931446422e-4,0.42220478334195666
0,1,0,0,0,0,0,0,1,0,0,0,2480,70,57,0.5714286,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,-0.01023922719650024,3.55156369134137e-4,0.5812764512414789
1,0,0,0,0,0,0,0,0,1,0,0,330,50,51,0.71428573,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,-0.012565150275111792,0.0010750131739201518,0.46635895965547586
0,1,0,0,0,0,0,0,1,0,0,0,100,100,50,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,-0.010985459073510832,3.934838191993715e-4,0.5954099103540228
0,1,0,0,0,0,0,0,0,1,0,0,2080,100,36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,-0.021351446564054993,2.0506490049393512e-4,0.5062075049202894
0,0,0,0,0,1,0,0,0,1,0,0,1240,100,41,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0.0017916670069554413,2.2882539546212587e-4,0.4581783036692617
0,1,0,0,0,0,0,0,1,0,0,0,640,100,58,0.2857143,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.004110419096303667,4.101439184686679e-4,0.5372632654946743
0,0,0,0,0,1,0,0,0,1,0,0,2130,100,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-0.017772777136035898,2.1828429996624316e-4,0.4710761565140884
0,0,0,1,0,0,0,0,1,0,0,0,770,100,38,0.42857143,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,3.089556960176462e-4,9.452030579177616e-4,0.5273939832826096
0,0,0,0,0,1,0,0,0,1,0,0,620,80,40,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,-0.015161797311880703,3.123533616763374e-4,0.40314434930506177
0,0,0,0,0,1,0,0,1,0,0,0,900,50,34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,-0.017399553143933967,7.184878541412779e-4,0.5517018351142698
0,0,0,1,0,0,0,0,0,1,0,0,1060,100,27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.002752306317829271,2.7140846396142847e-4,0.497761376082021
0,0,0,0,1,0,0,0,0,0,1,0,1620,90,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,-0.008369865863719218,0.001051879713314797,0.23252065424019158
0,0,0,1,0,0,1,0,0,0,0,0,980,100,35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-3.698488329230872e-4,3.7575584936867595e-4,0.3710655799077748
0,0,0,0,1,0,0,1,0,0,0,0,2370,100,30,0.2857143,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,-0.032146075237941676,2.632028634088865e-4,0.4384668651053835
0,0,0,0,0,1,0,0,0,1,0,0,1740,90,36,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,-0.00556762812424582,3.0794874498702183e-4,0.41978148136513455
0,0,1,0,0,0,0,0,0,0,0,1,8430,100,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,-0.02958683589907554,3.1044915361315255e-4,0.5114734321088314
0,0,0,0,0,1,0,0,0,0,1,0,3058,100,53,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,-0.009332616797477544,5.061950780479379e-4,0.2894209750141144
0,0,0,1,0,0,0,0,1,0,0,0,1280,80,32,0.42857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.010650952835918522,1.7329820440140125e-4,0.523192076437224
1,0,0,0,0,0,0,0,0,0,1,0,230,100,36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-0.0028302899266255967,5.54689514400732e-4,0.2282836781569873
0,1,0,0,0,0,0,0,1,0,0,0,5480,100,43,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,-0.012557999900612054,8.915444606339742e-4,0.5223505788678938
1,0,0,0,0,0,0,0,0,0,1,0,150,100,50,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,-0.00995105219570818,0.0010532446153098196,0.24816424871296477
0,0,0,0,1,0,0,0,0,0,1,0,3120,100,33,0.14285715,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,-0.034954866045016464,3.983452745235413e-4,0.2728426219796634
0,1,0,0,0,0,0,0,0,1,0,0,680,100,38,0.14285715,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,-0.010318492970905967,1.6307045971441578e-4,0.45101374104476216
0,0,0,1,0,0,1,0,0,0,0,0,2260,95,64,0.14285715,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0.0019956483895682154,0.0017997347395847518,0.3447359223053024
0,0,0,0,0,1,0,0,1,0,0,0,1227.142857142857,100,42,0.5714286,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,-0.01833284235036099,2.071903511018416e-4,0.5966531803768781
0,0,1,0,0,0,0,1,0,0,0,0,1730,100,52,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,-0.021095289989624687,2.862419277460941e-4,0.4658390145398136
0,0,0,0,1,0,0,1,0,0,0,0,6515,100,48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,-0.02948124557586082,0.0010398183235983181,0.4366542995724696
0,0,1,0,0,0,0,0,1,0,0,0,1750,100,42,0.2857143,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,-0.02998720938131118,4.381347748452159e-4,0.5759364618266332
0,0,0,0,0,1,0,0,0,1,0,0,350,100,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,7.121436688847852e-4,0.0010195694650426005,0.39240681558966234
0,0,1,0,0,0,0,0,0,0,0,1,350,100,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-0.025709738598120233,0.001137899929939215,0.522091464332713
0,0,1,0,0,0,0,0,0,0,0,1,250,100,53,0.85714287,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,-0.01774604484480306,1.5484656531823698e-4,0.4373538240076179
0,0,0,0,0,1,0,0,0,0,0,1,1070,100,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,-0.018341074499273725,5.57281515780619e-4,0.4933022400732593
1,0,0,0,0,0,0,0,0,1,0,0,370,100,50,0.14285715,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,-0.010822773168295443,0.0012216571760115017,0.4985194399441952
1,0,0,0,0,0,0,0,0,1,0,0,400,100,41,0.14285715,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0.0014076420252353717,0.0013098075931421208,0.44786614283363546
0,0,0,1,0,0,0,0,1,0,0,0,770,90,52,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,-0.008326569137989657,3.316072233911297e-4,0.5937036114594278
0,0,0,0,1,0,0,0,0,1,0,0,2410,100,53,0.2857143,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-0.010227532233070049,3.9952579865615306e-4,0.44541982671292735
0,0,0,0,1,0,0,0,1,0,0,0,2040,100,38,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,-0.021129620682712336,4.7907237177228297e-4,0.6050218391383618
0,0,0,1,0,0,0,0,0,0,0,1,1500,100,23,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,-0.006938400086051703,1.0859537367455876e-4,0.47527275831196875
1,0,0,0,0,0,0,0,0,0,1,0,430,100,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,-0.011103110132294954,9.869501968530485e-4,0.2822432446998674
1,0,0,0,0,0,0,0,1,0,0,0,230,100,27,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,-0.010179041790035195,0.001291294908192591,0.601502156942129
0,0,0,0,0,1,0,0,1,0,0,0,2850,100,67,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-0.0015517709097215351,6.125732401289141e-4,0.5287449670662566
0,0,0,1,0,0,0,0,0,1,0,0,580,100,53,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,-0.001006776581134392,7.519453839861552e-4,0.4766054240005697
0,0,0,1,0,0,0,0,0,0,1,0,510,100,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.00889073379786704,8.012100679249569e-4,0.28892876845418985
0,0,0,0,1,0,0,0,0,1,0,0,1e3,100,21,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,-0.014825689671836432,6.469177771502517e-4,0.5387624759270657
0,1,0,0,0,0,0,0,0,0,1,0,6420,100,32,0.14285715,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,-0.018384387181982133,5.273523551176734e-4,0.2411169704878488
0,0,0,1,0,0,0,0,0,1,0,0,2300,100,51,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0.007864372330245338,5.166361946680145e-4,0.44033490200118813
0,1,0,0,0,0,0,0,1,0,0,0,6270,100,50,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,-0.021179700566334694,8.466718100849703e-4,0.5711989026041738
1,0,0,0,0,0,0,0,0,0,0,1,1530,80,42,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-0.012236141960815702,5.065434027244762e-4,0.4513118557968795
0,0,0,1,0,0,0,1,0,0,0,0,1170,50,21,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,-0.0012540472955549211,0.001689673275506517,0.5044540622263423
0,0,0,1,0,0,0,0,0,0,1,0,680,100,40,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,-0.022128961116221434,9.624508007000245e-5,0.2461116497813775
0,0,1,0,0,0,0,1,0,0,0,0,1280,100,47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,-0.025620062305618033,3.33843523307223e-4,0.5769822590414605
0,0,1,0,0,0,0,0,0,1,0,0,1200,100,30,0.85714287,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,-0.023507084400666324,6.068297169485205e-4,0.4984449568227743
0,0,0,1,0,0,0,0,0,0,1,0,644,100,23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0011490469107467217,5.019777338028352e-4,0.2729513809465696
0,0,0,0,1,0,0,1,0,0,0,0,5355,70,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,-0.030180034242594155,0.001063841681264076,0.4644670600074776
0,0,0,1,0,0,0,0,0,0,1,0,2370,80,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,-0.007825534504319703,2.0824693260050356e-4,0.3177911714050477
0,0,0,1,0,0,1,0,0,0,0,0,730,75,32,0.14285715,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,-0.009040489647110036,0.0014797100726064915,0.3594637385704216
