
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="def",="def",="def",="def",="def",="def",="def",="def"

="pr1",="-0.26",="0.11",="-0.45",="-0.57",="-0.37",="-0.024",="-0.51",="-0.59"
="",="(0.14)",="(0.14)",="(0.44)",="(0.44)",="(0.15)",="(0.15)",="(0.52)",="(0.52)"

="pr2",="-0.51",="-0.51",="-1.53",="-1.69",="-0.097",="-0.10",="-1.38",="-1.64"
="",="(0.40)",="(0.40)",="(0.46)",="(0.46)",="(0.45)",="(0.45)",="(0.62)",="(0.62)"

="pr3",="0.23",="0.12",="0.53",="0.51",="-0.36",="-0.45",="0.47",="0.50"
="",="(0.94)",="(0.94)",="(0.89)",="(0.89)",="(1.02)",="(1.02)",="(1.08)",="(1.08)"

="num_learning_2",="0.0077",="0.0080",="0.050",="0.050",="0.0028",="0.0030",="0.035",="0.035"
="",="(0.0066)",="(0.0066)",="(0.0077)",="(0.0077)",="(0.0071)",="(0.0071)",="(0.0087)",="(0.0087)"

="num_learning_3",="-0.018",="-0.018",="0.041",="0.041",="-0.0088",="-0.0085",="0.029",="0.028"
="",="(0.0083)",="(0.0083)",="(0.0094)",="(0.0094)",="(0.0085)",="(0.0085)",="(0.0098)",="(0.0098)"

="_cons",="0.74",="0.74",="0.71",="0.71",="0.75",="0.75",="0.73",="0.74"
="",="(0.0028)",="(0.0028)",="(0.0072)",="(0.0072)",="(0.0030)",="(0.0030)",="(0.0076)",="(0.0076)"

="N",="96347",="95092",="60432",="59429",="84400",="83335",="50053",="49299"
="R-sq",="0.005",="0.005",="0.554",="0.550",="0.005",="0.005",="0.567",="0.564"
="DepVarMean",="0.74",="0.74",="0.72",="0.73",="0.75",="0.75",="0.74",="0.74"

="Standard errors in parentheses"
