
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)"
="",="demand_past_immn",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="demand_past_immn",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="demand_past_immn",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="demand_past_immn",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo"

="active_pastn",="0.029",="",="",="0.028",="0.016",="0.012",="",="",="0.0060",="0.0091",="0.028",="",="",="0.026",="0.015",="0.011",="",="",="0.0059",="0.0091"
="",="(0.00087)",="",="",="(0.0017)",="(0.0016)",="(0.0010)",="",="",="(0.0020)",="(0.0019)",="(0.00092)",="",="",="(0.0017)",="(0.0017)",="(0.0011)",="",="",="(0.0023)",="(0.0022)"

="demand_past_immn",="",="0.97",="",="",="",="",="0.51",="",="",="",="",="0.91",="",="",="",="",="0.53",="",="",=""
="",="",="(0.055)",="",="",="",="",="(0.17)",="",="",="",="",="(0.060)",="",="",="",="",="(0.20)",="",="",=""

="residual",="",="-0.54",="",="",="",="",="-0.73",="",="",="",="",="-0.52",="",="",="",="",="-0.77",="",="",=""
="",="",="(0.055)",="",="",="",="",="(0.17)",="",="",="",="",="(0.059)",="",="",="",="",="(0.20)",="",="",=""

="pr",="",="",="0.55",="",="",="",="",="0.78",="",="",="",="",="0.52",="",="",="",="",="0.82",="",=""
="",="",="",="(0.055)",="",="",="",="",="(0.17)",="",="",="",="",="(0.059)",="",="",="",="",="(0.20)",="",=""

="_cons",="-0.0011",="0.041",="0.041",="0.040",="0.040",="0.014",="0.063",="0.044",="0.070",="0.055",="-0.0012",="0.040",="0.040",="0.039",="0.039",="0.013",="0.059",="0.041",="0.066",="0.052"
="",="(0.000100)",="(0.0011)",="(0.0011)",="(0.0011)",="(0.0011)",="(0.00059)",="(0.0035)",="(0.0034)",="(0.0012)",="(0.0011)",="(0.00011)",="(0.0012)",="(0.0011)",="(0.0012)",="(0.0012)",="(0.00065)",="(0.0040)",="(0.0039)",="(0.0013)",="(0.0013)"

="N",="73984",="73984",="72807",="73984",="72807",="27768",="27768",="26885",="27768",="26885",="64785",="64785",="63774",="64785",="63774",="22442",="22442",="21750",="22442",="21750"
="R-sq",="0.019",="0.083",="0.029",="0.029",="0.029",="0.494",="0.537",="0.488",="0.530",="0.488",="0.020",="0.077",="0.032",="0.032",="0.032",="0.524",="0.531",="0.486",="0.523",="0.486"
="DepVarMean",="0.016",="0.057",="0.050",="0.057",="0.050",="0.020",="0.074",="0.060",="0.074",="0.060",="0.016",="0.054",="0.048",="0.054",="0.048",="0.020",="0.069",="0.057",="0.069",="0.057"

="Standard errors in parentheses"
