
="",="(1)",="(2)",="(3)",="(4)",="(5)"
="",="eff_cost_loan",="eff_cost_loan",="eff_cost_loan",="eff_cost_loan",="eff_cost_loan"

="pro_2",="-0.062***",="-0.031***",="-0.067***",="-0.15***",="-0.23***"
="",="(0.0043)",="(0.0048)",="(0.016)",="(0.021)",="(0.019)"

="dummy_dow1",="0.0090",="0.019**",="0",="0",="0.0046"
="",="(0.012)",="(0.0087)",="(0.0080)",="(0.015)",="(0.024)"

="dummy_dow2",="0.0060",="0.014",="0",="0",="0.0046"
="",="(0.013)",="(0.010)",="(0.0080)",="(0.015)",="(0.029)"

="dummy_dow3",="0.022*",="0.018**",="0",="0",="0.016"
="",="(0.012)",="(0.0080)",="(0.011)",="(0.013)",="(0.029)"

="dummy_dow4",="0.032***",="0.022***",="0",="-0.052***",="-0.0000035"
="",="(0.011)",="(0.0072)",="(0.0080)",="(0.014)",="(0.024)"

="dummy_dow5",="0.023**",="0.024***",="0",="0",="-0.0000042"
="",="(0.011)",="(0.0080)",="(0.0080)",="(0.014)",="(0.023)"

="dummy_dow6",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)"

="dummy_suc1",="0.060***",="0.019**",="-0.12***",="0",="-0.0046"
="",="(0.016)",="(0.0079)",="(0.010)",="(0.015)",="(0.038)"

="dummy_suc2",="0.066***",="0.033***",="0",="0.090***",="0.23***"
="",="(0.016)",="(0.0091)",="(0.018)",="(0.015)",="(0.035)"

="dummy_suc3",="0.058***",="0.017**",="0",="0",="0.023"
="",="(0.016)",="(0.0079)",="(0.0040)",="(0.016)",="(0.044)"

="dummy_suc4",="0.043***",="0.019**",="0",="0.052***",="0.24***"
="",="(0.016)",="(0.0094)",="(0.0057)",="(0.020)",="(0.034)"

="dummy_suc5",="0.077***",="0.030***",="0",="0.045***",="0.22***"
="",="(0.015)",="(0.0077)",="(0.0057)",="(0.016)",="(0.037)"

="dummy_suc6",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)"

="num_arms_d3",="-0.016**",="-0.015***",="0",="0",="0.0021"
="",="(0.0080)",="(0.0047)",="(0.0062)",="(0.0059)",="(0.011)"

="num_arms_d4",="-0.050***",="-0.014*",="0",="0",="-0.018"
="",="(0.012)",="(0.0079)",="(0.0031)",="(0.012)",="(0.021)"

="num_arms_d5",="-0.080***",="-0.029**",="0",="-0.045**",="-0.024"
="",="(0.010)",="(0.014)",="(0.0097)",="(0.022)",="(0.033)"

="num_arms_d6",="-0.088***",="-0.056*",="0.028",="0.045",="0.15"
="",="(0.014)",="(0.030)",="(0.12)",="(0.045)",="(0.18)"

="visit_number_d2",="0.0000029",="0.0028",="0",="0",="0.0026"
="",="(0.0094)",="(0.0058)",="(0.000012)",="(0.0082)",="(0.014)"

="visit_number_d3",="0.051***",="0.035***",="0",="0",="0.0063"
="",="(0.0090)",="(0.0072)",="(0.0062)",="(0.018)",="(0.015)"

="visit_number_d4",="0.042***",="0.016",="0",="-0.045***",="-0.17***"
="",="(0.0098)",="(0.013)",="(0.0031)",="(0.015)",="(0.028)"

="visit_number_d5",="0.064*",="0.011",="-0.087***",="-0.10",="-0.22***"
="",="(0.037)",="(0.0092)",="(0.012)",="(0.069)",="(0.017)"

="visit_number_d6",="-0.026",="-0.085**",="-0.18",="-0.045",="0.052"
="",="(0.065)",="(0.034)",="(0.17)",="(0.048)",="(0.28)"

="visit_number_d7",="0.036",="0.0073",="-0.12",="-0.098",="-0.18**"
="",="(0.042)",="(0.017)",="(0.18)",="(0.065)",="(0.090)"

="_cons",="1.14***",="1.21***",="1.43***",="1.58***",="1.67***"
="",="(0.018)",="(0.010)",="(0.0080)",="(0.025)",="(0.039)"

="N",="5050",="5050",="5050",="5050",="5050"
="R-sq",="",="",="",="",=""
="Control Mean",="1.45",="1.45",="1.45",="1.45",="1.45"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
