
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)"
="",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc",="fc_admin_disc"

="pro_5",="-0.43",="",="",="-30.2",="",="",="-32.9",="",="",="-15.1",="",="",="-76.4",="",=""
="",="(29.9)",="",="",="(35.5)",="",="",="(71.0)",="",="",="(119.6)",="",="",="(173.4)",="",=""

="dummy_dow1",="-43.2",="-72.9",="-8.91",="-60.7",="-103.8",="26.1",="147.0",="140.1",="76.9",="90.3",="42.1",="238.4",="400.5",="318.1",="613.1"
="",="(53.5)",="(57.2)",="(56.6)",="(61.3)",="(66.4)",="(84.0)",="(119.7)",="(126.6)",="(152.7)",="(186.2)",="(204.6)",="(237.3)",="(272.1)",="(242.0)",="(431.8)"

="dummy_dow2",="-48.7",="-60.6",="26.5",="-75.7",="-100.7",="58.5",="288.7",="312.0",="361.3",="478.7",="271.0",="798.9",="990.5",="951.0",="1223.7"
="",="(51.8)",="(46.2)",="(68.8)",="(64.0)",="(71.4)",="(95.2)",="(124.1)",="(130.9)",="(148.5)",="(232.3)",="(251.3)",="(248.6)",="(290.7)",="(264.8)",="(480.1)"

="dummy_dow3",="-163.0",="-163.1",="-97.9",="-134.2",="-176.4",="-17.2",="-76.6",="-66.6",="-196.5",="-219.8",="-294.4",="-278.3",="-89.9",="-194.7",="-100.0"
="",="(48.7)",="(42.3)",="(46.3)",="(61.8)",="(70.7)",="(85.2)",="(121.4)",="(126.0)",="(133.8)",="(209.2)",="(225.3)",="(254.8)",="(311.5)",="(281.0)",="(374.6)"

="dummy_dow4",="18.3",="44.5",="120.8",="22.3",="-1.62",="167.8",="140.5",="210.9",="189.6",="-116.4",="-124.2",="-149.2",="106.7",="245.7",="-252.9"
="",="(54.8)",="(45.8)",="(61.9)",="(60.0)",="(68.7)",="(81.4)",="(113.5)",="(117.9)",="(140.6)",="(178.5)",="(194.3)",="(178.9)",="(269.9)",="(279.2)",="(340.0)"

="dummy_dow5",="-43.9",="-45.4",="7.99",="-27.3",="-43.2",="67.7",="355.2",="407.4",="313.7",="390.1",="377.3",="378.3",="785.5",="752.9",="710.5"
="",="(50.0)",="(51.5)",="(57.9)",="(65.1)",="(72.4)",="(84.1)",="(133.7)",="(136.1)",="(152.7)",="(204.3)",="(220.5)",="(245.4)",="(292.6)",="(278.6)",="(390.6)"

="dummy_dow6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="dummy_suc1",="86.3",="95.7",="49.1",="32.1",="62.5",="-30.1",="171.1",="204.6",="117.0",="377.2",="608.8",="306.9",="1007.4",="985.3",="524.1"
="",="(59.8)",="(75.3)",="(68.4)",="(71.3)",="(76.8)",="(93.1)",="(168.2)",="(185.7)",="(163.3)",="(250.5)",="(294.8)",="(292.8)",="(511.8)",="(491.9)",="(482.0)"

="dummy_suc2",="266.2",="216.5",="146.7",="270.0",="278.1",="224.3",="294.1",="325.0",="346.0",="761.1",="679.0",="938.2",="1384.2",="1537.1",="1565.0"
="",="(109.7)",="(105.3)",="(96.0)",="(77.1)",="(85.4)",="(123.0)",="(189.0)",="(207.9)",="(235.7)",="(352.2)",="(399.0)",="(466.1)",="(480.8)",="(447.4)",="(580.8)"

="dummy_suc3",="22.2",="53.6",="-28.0",="-6.55",="52.9",="-57.1",="-148.7",="-81.9",="-70.1",="-210.3",="-93.4",="-156.9",="-289.9",="-281.5",="-717.7"
="",="(47.7)",="(51.3)",="(52.9)",="(65.1)",="(69.0)",="(88.6)",="(124.0)",="(130.9)",="(133.0)",="(216.2)",="(252.5)",="(241.7)",="(278.1)",="(250.0)",="(328.7)"

="dummy_suc4",="6.46",="-16.8",="59.6",="-4.91",="-29.3",="13.9",="-18.9",="22.9",="-64.8",="-260.4",="-157.1",="-453.2",="-281.9",="-330.4",="-818.8"
="",="(41.9)",="(45.5)",="(57.3)",="(59.1)",="(64.0)",="(84.6)",="(118.6)",="(121.6)",="(125.8)",="(196.9)",="(239.5)",="(213.3)",="(262.5)",="(247.1)",="(289.1)"

="dummy_suc5",="159.1",="153.2",="100.8",="133.9",="149.9",="65.5",="128.8",="190.8",="58.0",="132.8",="262.3",="-119.2",="269.0",="225.1",="-375.2"
="",="(46.8)",="(47.2)",="(65.6)",="(59.9)",="(62.6)",="(89.2)",="(117.1)",="(120.2)",="(148.1)",="(211.2)",="(248.7)",="(240.4)",="(266.0)",="(251.2)",="(377.4)"

="dummy_suc6",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"

="num_arms_d3",="-23.6",="-6.19",="-31.4",="33.7",="50.2",="47.9",="-51.1",="-58.6",="53.9",="-99.8",="-145.7",="-2.19",="-159.7",="-88.0",="119.8"
="",="(48.2)",="(48.0)",="(59.1)",="(48.5)",="(50.4)",="(73.9)",="(101.0)",="(102.2)",="(129.3)",="(163.9)",="(167.7)",="(207.7)",="(242.5)",="(260.8)",="(409.8)"

="num_arms_d4",="88.7",="113.4",="44.3",="126.3",="183.2",="24.4",="180.5",="232.1",="268.1",="535.4",="268.2",="801.2",="517.6",="615.7",="892.6"
="",="(59.0)",="(56.9)",="(68.8)",="(74.6)",="(81.7)",="(91.2)",="(162.1)",="(174.7)",="(181.9)",="(248.6)",="(262.8)",="(339.9)",="(332.7)",="(337.4)",="(440.3)"

="num_arms_d5",="119.3",="125.1",="116.2",="95.7",="97.7",="106.9",="7.57",="-2.85",="185.7",="693.4",="707.1",="638.5",="618.7",="885.3",="320.0"
="",="(50.9)",="(55.3)",="(57.8)",="(75.3)",="(94.8)",="(118.4)",="(196.0)",="(216.4)",="(213.1)",="(331.6)",="(318.1)",="(359.5)",="(327.6)",="(340.3)",="(390.0)"

="num_arms_d6",="428.2",="446.7",="411.0",="481.3",="505.6",="280.8",="136.8",="167.9",="993.3",="1145.7",="913.9",="1603.5",="1848.0",="1339.7",="3180.9"
="",="(65.6)",="(66.5)",="(213.6)",="(228.4)",="(177.2)",="(115.3)",="(343.5)",="(410.2)",="(814.6)",="(404.2)",="(469.3)",="(1024.5)",="(1811.3)",="(1663.3)",="(1200.4)"

="visit_number_d2",="19.1",="31.1",="43.2",="-58.1",="-60.2",="-19.6",="-164.6",="-223.6",="-227.8",="-394.8",="-333.9",="-491.0",="-445.9",="-562.5",="-866.5"
="",="(54.6)",="(56.3)",="(72.8)",="(45.7)",="(48.6)",="(68.0)",="(112.4)",="(114.7)",="(148.4)",="(167.2)",="(171.3)",="(203.5)",="(262.6)",="(283.6)",="(391.4)"

="visit_number_d3",="142.3",="142.3",="206.0",="90.7",="128.7",="196.4",="168.0",="150.7",="191.3",="143.0",="437.8",="635.5",="719.7",="784.6",="1116.5"
="",="(66.9)",="(63.4)",="(90.1)",="(104.2)",="(106.5)",="(145.7)",="(129.8)",="(145.4)",="(169.2)",="(314.0)",="(443.2)",="(601.3)",="(310.1)",="(368.3)",="(511.8)"

="visit_number_d4",="-154.0",="-190.5",="-106.4",="-127.0",="-157.9",="-68.8",="-329.9",="-564.8",="-632.5",="131.2",="339.9",="-1014.9",="298.1",="262.0",="-1690.7"
="",="(68.2)",="(74.1)",="(140.0)",="(153.7)",="(162.5)",="(168.4)",="(285.9)",="(266.5)",="(162.5)",="(496.2)",="(430.8)",="(238.8)",="(924.4)",="(1008.0)",="(471.5)"

="visit_number_d5",="-302.7",="-299.3",="-377.1",="-319.0",="-421.2",="-418.0",="-217.6",="-313.2",="-364.9",="-887.9",="-815.3",="-1155.4",="-1346.0",="-1528.3",="-1609.6"
="",="(84.9)",="(56.0)",="(76.0)",="(220.9)",="(174.3)",="(223.0)",="(214.9)",="(235.8)",="(240.5)",="(598.1)",="(587.5)",="(389.3)",="(438.1)",="(337.4)",="(792.2)"

="visit_number_d6",="-236.8",="-118.6",="-472.8",="-131.8",="-70.4",="-273.2",="-249.1",="-256.1",="-696.3",="-1211.8",="-850.0",="-1871.8",="-2254.0",="-2199.8",="-2579.6"
="",="(254.1)",="(170.5)",="(263.5)",="(354.4)",="(326.7)",="(283.3)",="(429.8)",="(437.7)",="(652.2)",="(329.1)",="(361.8)",="(556.3)",="(852.7)",="(395.5)",="(1042.3)"

="visit_number_d7",="-358.4",="-418.5",="-343.5",="-486.2",="-550.2",="-517.2",="-468.4",="-458.8",="-428.7",="-1332.6",="-1661.1",="-1428.4",="-1787.6",="-2342.0",="-1789.8"
="",="(66.9)",="(52.5)",="(126.5)",="(244.5)",="(290.5)",="(281.8)",="(315.2)",="(376.1)",="(458.8)",="(641.9)",="(471.2)",="(388.5)",="(774.6)",="(394.7)",="(478.3)"

="pro_8",="",="15.7",="",="",="-23.7",="",="",="-29.1",="",="",="-75.7",="",="",="-83.5",=""
="",="",="(29.3)",="",="",="(37.6)",="",="",="(76.1)",="",="",="(131.0)",="",="",="(169.1)",=""

="pro_9",="",="",="-45.2",="",="",="-52.9",="",="",="-66.6",="",="",="12.3",="",="",="229.6"
="",="",="",="(40.9)",="",="",="(60.5)",="",="",="(111.6)",="",="",="(144.8)",="",="",="(251.4)"

="_cons",="804.4",="806.0",="777.7",="1160.7",="1168.2",="1089.3",="2047.4",="1988.0",="2073.6",="3770.1",="3712.7",="3814.8",="4807.4",="4804.2",="5122.6"
="",="(54.3)",="(54.8)",="(57.7)",="(74.7)",="(81.5)",="(99.0)",="(140.9)",="(142.4)",="(151.4)",="(230.5)",="(272.6)",="(256.0)",="(320.8)",="(283.6)",="(382.6)"

="N",="5315",="4462",="3419",="5315",="4462",="3419",="5315",="4462",="3419",="5315",="4462",="3419",="5315",="4462",="3419"
="R-sq",="",="",="",="",="",="",="",="",="",="",="",="",="",="",=""
="Control Mean",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4",="3159.4"

="Standard errors in parentheses"
