
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo"

="pr1",="0.58",="0.099",="0.20",="0.43",="0.49",="0.057",="0.083",="0.35"
="",="(0.042)",="(0.036)",="(0.12)",="(0.12)",="(0.043)",="(0.038)",="(0.14)",="(0.13)"

="pr2",="-2.82",="-2.88",="7.98",="8.93",="-2.47",="-2.46",="12.1",="13.9"
="",="(2.14)",="(2.13)",="(3.06)",="(2.98)",="(2.53)",="(2.52)",="(4.45)",="(4.34)"

="def_past_immn",="0.0066",="0.0066",="0.0064",="0.0066",="0.0049",="0.0049",="-0.00082",="-0.0016"
="",="(0.0024)",="(0.0024)",="(0.0046)",="(0.0045)",="(0.0027)",="(0.0027)",="(0.0058)",="(0.0057)"

="_cons",="0.035",="0.035",="0.030",="0.017",="0.035",="0.035",="0.033",="0.023"
="",="(0.0020)",="(0.0020)",="(0.0043)",="(0.0042)",="(0.0023)",="(0.0023)",="(0.0051)",="(0.0050)"

="N",="90416",="89178",="55582",="54593",="79447",="78396",="46196",="45451"
="R-sq",="0.025",="0.022",="0.566",="0.498",="0.026",="0.025",="0.544",="0.488"
="DepVarMean",="0.047",="0.040",="0.040",="0.030",="0.045",="0.039",="0.036",="0.028"

="Standard errors in parentheses"
