
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="dias_primer_pago",="num_p",="mn_p_c",="trans_cost",="dias_al_desempenyo",="pays_c",="sum_porcp_c",="sum_porcp_c"

="pro_2",="-8.54",="0.19",="41.3",="14.2",="-8.44",="-0.011",="0.079",=""
="",="(1.03)",="(0.043)",="(52.4)",="(4.40)",="(2.68)",="(0.018)",="(0.023)",=""

="dummy_dow1",="1.81",="-0.16",="44.4",="-4.31",="-1.64",="-0.032",="-0.0073",="-0.0018"
="",="(2.28)",="(0.068)",="(119.6)",="(7.77)",="(6.33)",="(0.030)",="(0.037)",="(0.014)"

="dummy_dow2",="0",="0",="0",="0",="0",="0",="0.035",="0.015"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(0.043)",="(0.014)"

="dummy_dow3",="3.26",="-0.27",="-100.1",="-15.4",="-9.45",="-0.047",="-0.066",="0.00078"
="",="(2.07)",="(0.076)",="(96.9)",="(7.64)",="(5.82)",="(0.032)",="(0.037)",="(0.014)"

="dummy_dow4",="4.27",="-0.23",="-164.4",="-20.3",="-0.27",="-0.044",="0.0029",="-0.0033"
="",="(2.07)",="(0.066)",="(89.2)",="(6.50)",="(6.08)",="(0.030)",="(0.039)",="(0.012)"

="dummy_dow5",="2.13",="-0.20",="-148.3",="-13.7",="-4.96",="-0.062",="-0.046",="-0.0100"
="",="(1.97)",="(0.074)",="(101.3)",="(6.20)",="(5.69)",="(0.034)",="(0.042)",="(0.013)"

="dummy_dow6",="-1.73",="-0.014",="-151.8",="-10.8",="-7.62",="-0.015",="0",="0"
="",="(2.39)",="(0.080)",="(85.3)",="(8.05)",="(6.13)",="(0.029)",="(.)",="(.)"

="dummy_suc1",="-0.37",="-0.17",="-41.2",="-21.4",="-14.4",="-0.016",="0.14",="0.036"
="",="(1.93)",="(0.086)",="(110.8)",="(8.23)",="(4.05)",="(0.035)",="(0.038)",="(0.015)"

="dummy_suc2",="0",="0",="0",="0",="0",="0",="0.086",="0.082"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)",="(0.052)",="(0.013)"

="dummy_suc3",="-0.35",="-0.15",="-202.2",="-24.7",="-9.75",="-0.082",="0.092",="0.034"
="",="(2.08)",="(0.090)",="(122.4)",="(8.49)",="(5.20)",="(0.040)",="(0.043)",="(0.013)"

="dummy_suc4",="-2.06",="-0.024",="-302.9",="-12.7",="-12.3",="-0.049",="0.053",="0.063"
="",="(2.10)",="(0.091)",="(118.4)",="(8.08)",="(4.32)",="(0.039)",="(0.040)",="(0.013)"

