
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)",="(11)",="(12)",="(13)",="(14)",="(15)",="(16)",="(17)",="(18)",="(19)",="(20)"
="",="demand_past_immn",="def",="def",="def",="def",="demand_past_immn",="def",="def",="def",="def",="demand_past_immn",="def",="def",="def",="def",="demand_past_immn",="def",="def",="def",="def"

="active_pastn",="0.021",="",="",="-0.0090",="-0.0016",="0.011",="",="",="-0.00025",="-0.0023",="0.020",="",="",="-0.0096",="-0.0028",="0.0099",="",="",="-0.0025",="-0.0044"
="",="(0.00066)",="",="",="(0.0031)",="(0.0031)",="(0.00090)",="",="",="(0.0047)",="(0.0047)",="(0.00067)",="",="",="(0.0033)",="(0.0033)",="(0.00096)",="",="",="(0.0050)",="(0.0050)"

="demand_past_immn",="",="-0.43",="",="",="",="",="-0.023",="",="",="",="",="-0.48",="",="",="",="",="-0.25",="",="",=""
="",="",="(0.15)",="",="",="",="",="(0.43)",="",="",="",="",="(0.16)",="",="",="",="",="(0.51)",="",="",=""

="residual",="",="0.067",="",="",="",="",="0.15",="",="",="",="",="0.13",="",="",="",="",="0.40",="",="",=""
="",="",="(0.15)",="",="",="",="",="(0.43)",="",="",="",="",="(0.16)",="",="",="",="",="(0.51)",="",="",=""

="pr",="",="",="-0.074",="",="",="",="",="-0.21",="",="",="",="",="-0.14",="",="",="",="",="-0.44",="",=""
="",="",="",="(0.15)",="",="",="",="",="(0.43)",="",="",="",="",="(0.16)",="",="",="",="",="(0.51)",="",=""

="_cons",="-0.00070",="0.74",="0.74",="0.74",="0.74",="0.0037",="0.72",="0.73",="0.72",="0.73",="-0.00072",="0.75",="0.75",="0.75",="0.75",="0.0028",="0.74",="0.75",="0.74",="0.75"
="",="(0.000079)",="(0.0025)",="(0.0025)",="(0.0026)",="(0.0026)",="(0.00066)",="(0.0050)",="(0.0050)",="(0.0034)",="(0.0034)",="(0.000086)",="(0.0026)",="(0.0026)",="(0.0027)",="(0.0027)",="(0.00072)",="(0.0052)",="(0.0052)",="(0.0038)",="(0.0038)"

="N",="96347",="96347",="95092",="96347",="95092",="60432",="60432",="59429",="60432",="59429",="84400",="84400",="83335",="84400",="83335",="50053",="50053",="49299",="50053",="49299"
="R-sq",="0.013",="0.014",="0.005",="0.005",="0.005",="0.581",="0.553",="0.549",="0.553",="0.549",="0.013",="0.013",="0.005",="0.005",="0.005",="0.577",="0.567",="0.564",="0.567",="0.564"
="DepVarMean",="0.013",="0.74",="0.74",="0.74",="0.74",="0.012",="0.72",="0.73",="0.72",="0.73",="0.013",="0.75",="0.75",="0.75",="0.75",="0.010",="0.74",="0.74",="0.74",="0.74"

="Standard errors in parentheses"
