
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="dias_primer_pago",="num_p",="mn_p_c",="trans_cost",="dias_al_desempenyo",="pays_c",="sum_porcp_c",="sum_porcp_c"

="pro_4",="-2.40",="0.13",="-50.4",="15.1",="0.94",="-0.0051",="0.0082",=""
="",="(0.97)",="(0.049)",="(43.3)",="(4.68)",="(2.88)",="(0.017)",="(0.021)",=""

="dummy_dow1",="-1.05",="0.056",="-51.0",="14.3",="7.33",="0.039",="-0.0013",="0.014"
="",="(1.66)",="(0.069)",="(95.2)",="(8.05)",="(4.87)",="(0.028)",="(0.033)",="(0.011)"

="dummy_dow2",="-0.74",="-0.030",="-139.9",="2.77",="6.16",="0.025",="-0.0018",="0.0074"
="",="(1.68)",="(0.066)",="(91.3)",="(7.62)",="(5.20)",="(0.029)",="(0.033)",="(0.011)"

="dummy_dow3",="-1.95",="-0.066",="-163.4",="1.30",="0",="0.029",="-0.016",="0.0043"
="",="(1.57)",="(0.10)",="(80.3)",="(11.0)",="(.)",="(0.033)",="(0.043)",="(0.014)"

="dummy_dow4",="0",="0",="0",="0",="14.8",="0",="0",="0.017"
="",="(.)",="(.)",="(.)",="(.)",="(5.58)",="(.)",="(.)",="(0.012)"

="dummy_dow5",="-1.05",="-0.11",="-146.2",="-0.42",="2.56",="-0.014",="-0.061",="0.00086"
="",="(1.51)",="(0.065)",="(89.9)",="(7.11)",="(4.48)",="(0.030)",="(0.034)",="(0.011)"

="dummy_dow6",="-3.61",="0.026",="-116.6",="6.03",="4.16",="0.026",="0.017",="0"
="",="(1.74)",="(0.075)",="(82.0)",="(8.22)",="(4.91)",="(0.030)",="(0.036)",="(.)"

="dummy_suc1",="0.24",="-0.18",="87.6",="-19.1",="12.7",="0.0031",="0.073",="0.084"
="",="(1.57)",="(0.061)",="(60.1)",="(7.10)",="(3.90)",="(0.026)",="(0.036)",="(0.012)"

="dummy_suc2",="0",="0",="0",="0",="26.7",="0",="0.019",="0.10"
="",="(.)",="(.)",="(.)",="(.)",="(5.45)",="(.)",="(0.042)",="(0.012)"

="dummy_suc3",="-1.74",="-0.27",="-133.7",="-29.1",="9.28",="-0.13",="0.028",="0.029"
="",="(2.23)",="(0.098)",="(62.4)",="(11.8)",="(5.27)",="(0.028)",="(0.040)",="(0.012)"

="dummy_suc4",="-1.43",="-0.094",="-226.5",="-22.2",="14.5",="-0.096",="-0.014",="0.074"
="",="(1.80)",="(0.066)",="(58.0)",="(7.98)",="(4.35)",="(0.026)",="(0.038)",="(0.013)"

