
="",="(240.6)",="(258.3)",="(.)",="(425.0)",="(533.2)",="(766.8)",="(358.7)",="(592.7)",="(376.2)",="(388.5)",="(423.5)",="(969.3)"

="dummy_suc2",="0",="0",="464.1",="531.9",="0",="0",="1245.7",="0",="2103.9",="1184.0",="1286.4",="0"
="",="(.)",="(.)",="(417.4)",="(480.9)",="(.)",="(.)",="(433.3)",="(.)",="(741.3)",="(464.3)",="(534.3)",="(.)"

="dummy_suc3",="-396.4",="-359.0",="-339.6",="433.6",="-77.4",="-925.9",="1139.1",="-3.31",="1059.2",="773.3",="915.9",="-1334.8"
="",="(237.7)",="(252.9)",="(298.2)",="(376.5)",="(485.0)",="(725.2)",="(417.2)",="(646.6)",="(520.3)",="(233.8)",="(265.3)",="(894.8)"

="dummy_suc4",="-668.8",="-698.9",="-711.9",="-108.4",="-728.0",="-1430.2",="499.8",="-804.5",="467.0",="431.4",="466.7",="-1499.6"
="",="(219.9)",="(229.0)",="(289.6)",="(302.3)",="(408.6)",="(728.4)",="(194.9)",="(451.6)",="(253.8)",="(175.6)",="(203.7)",="(929.7)"

="dummy_suc5",="-477.2",="-471.0",="-358.3",="-85.0",="-651.6",="-1447.1",="0",="-1264.6",="0",="748.7",="821.4",="-1127.6"
="",="(248.7)",="(258.6)",="(311.2)",="(372.3)",="(465.1)",="(757.4)",="(.)",="(468.0)",="(.)",="(386.9)",="(409.5)",="(968.2)"

="dummy_suc6",="-400.7",="-233.2",="-245.4",="0",="-430.1",="-1291.5",="446.8",="-669.6",="511.8",="0",="0",="-1541.6"
="",="(289.9)",="(325.7)",="(331.8)",="(.)",="(553.7)",="(706.9)",="(303.0)",="(547.7)",="(290.1)",="(.)",="(.)",="(892.9)"

="num_arms_d3",="-102.8",="-110.2",="110.6",="-386.1",="-399.6",="-211.5",="-382.6",="-391.5",="-191.7",="-671.6",="-708.1",="-627.5"
="",="(148.7)",="(155.1)",="(251.6)",="(213.6)",="(225.1)",="(342.5)",="(239.6)",="(255.7)",="(404.0)",="(208.5)",="(222.4)",="(363.4)"

="num_arms_d4",="553.0",="578.0",="630.0",="624.8",="714.2",="795.2",="833.3",="933.1",="886.1",="247.4",="285.7",="142.2"
="",="(243.2)",="(255.1)",="(354.3)",="(366.0)",="(386.5)",="(517.3)",="(495.0)",="(553.3)",="(590.7)",="(376.6)",="(403.6)",="(494.5)"

="num_arms_d5",="209.9",="278.4",="345.6",="267.6",="428.9",="624.4",="-194.7",="-51.3",="11.5",="660.9",="843.7",="995.0"
="",="(445.9)",="(466.6)",="(571.9)",="(622.2)",="(660.8)",="(912.3)",="(521.8)",="(578.6)",="(850.8)",="(842.6)",="(898.8)",="(1087.8)"

="num_arms_d6",="1338.1",="1389.4",="1849.5",="2699.6",="2705.6",="1904.2",="1928.1",="1922.0",="2840.6",="2513.8",="2532.7",="-719.8"
="",="(455.6)",="(484.9)",="(1106.9)",="(796.3)",="(791.6)",="(1298.7)",="(1265.6)",="(1351.7)",="(1737.9)",="(1123.1)",="(1101.6)",="(1202.8)"

="visit_number_d2",="-193.3",="-191.5",="-382.0",="-346.5",="-375.4",="-194.4",="-186.0",="-210.1",="-123.8",="-382.3",="-390.6",="-376.4"
="",="(157.5)",="(163.9)",="(232.4)",="(205.3)",="(219.3)",="(309.5)",="(253.6)",="(273.7)",="(392.4)",="(206.4)",="(222.1)",="(309.3)"

="visit_number_d3",="220.0",="200.7",="594.4",="580.7",="525.0",="872.4",="551.7",="479.8",="-129.1",="327.6",="316.0",="993.2"
="",="(353.6)",="(363.3)",="(541.3)",="(654.1)",="(664.0)",="(939.3)",="(829.6)",="(846.7)",="(739.4)",="(679.7)",="(695.7)",="(987.3)"

="visit_number_d4",="-675.7",="-669.8",="-654.6",="-1181.1",="-1257.7",="-1143.4",="-1430.8",="-1518.7",="-1189.8",="-1314.6",="-1475.6",="-1241.0"
="",="(418.7)",="(439.9)",="(673.5)",="(452.2)",="(476.2)",="(706.2)",="(512.0)",="(565.8)",="(756.4)",="(402.1)",="(443.2)",="(475.4)"

="visit_number_d5",="-647.8",="-690.8",="-1174.7",="-1391.9",="-1539.1",="-1423.6",="-1028.1",="-1114.3",="-1025.0",="-1823.6",="-2002.3",="-1878.5"
="",="(391.8)",="(404.6)",="(541.6)",="(422.4)",="(451.2)",="(654.6)",="(553.0)",="(607.3)",="(898.8)",="(511.9)",="(559.3)",="(714.9)"

="visit_number_d6",="-1162.9",="-1162.0",="-1429.3",="-1261.7",="-1399.8",="-1053.8",="-36.0",="-122.2",="-442.7",="-1168.0",="-1286.6",="-1111.9"
="",="(454.0)",="(461.9)",="(637.6)",="(671.3)",="(697.5)",="(970.7)",="(990.8)",="(1020.8)",="(1256.6)",="(885.6)",="(919.9)",="(1238.0)"

="visit_number_d7",="-514.8",="-607.7",="-1182.0",="-2194.6",="-2341.9",="-2380.9",="-1538.4",="-1647.7",="-2328.1",="-1774.3",="-1952.9",="-2561.1"
="",="(529.0)",="(531.7)",="(686.8)",="(593.9)",="(603.3)",="(786.5)",="(863.0)",="(917.2)",="(1049.2)",="(816.5)",="(845.1)",="(1166.8)"

="pro_6",="",="21.4",="",="",="125.3",="",="",="3.98",="",="",="-79.5",=""
="",="",="(125.6)",="",="",="(209.6)",="",="",="(269.0)",="",="",="(223.6)",=""

="pro_7",="",="",="-1008.5",="",="",="-1161.9",="",="",="-1174.8",="",="",="-1121.6"
="",="",="",="(192.3)",="",="",="(266.1)",="",="",="(313.9)",="",="",="(301.6)"

="_cons",="3189.3",="3604.9",="2949.4",="3087.8",="3968.1",="4961.9",="2939.8",="4197.1",="2926.4",="3101.5",="3046.8",="4764.8"
="",="(245.2)",="(299.3)",="(230.1)",="(379.6)",="(501.5)",="(808.0)",="(320.1)",="(565.0)",="(413.3)",="(293.7)",="(300.5)",="(967.9)"

="N",="5978",="5633",="2911",="4255",="3977",="2118",="2702",="2495",="1379",="2910",="2708",="1434"
="R-sq",="0.014",="0.015",="0.030",="0.027",="0.029",="0.038",="0.032",="0.034",="0.046",="0.049",="0.052",="0.065"
="Control Mean",="3157.4",="3157.4",="3157.4",="3576.0",="3576.0",="3576.0",="3637.0",="3637.0",="3637.0",="3484.1",="3484.1",="3484.1"
="p-value",="",="",="0.00011",="",="",="0.0026",="",="",="0.0022",="",="",="0.071"

="Standard errors in parentheses"
