
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="dias_primer_pago",="num_p",="mn_p_c",="trans_cost",="dias_al_desempenyo",="pays_c",="sum_porcp_c",="sum_porcp_c"

="pro_3",="-3.01",="0.17",="-55.1",="21.8",="-1.43",="-0.020",="-0.0032",=""
="",="(1.13)",="(0.048)",="(46.5)",="(5.48)",="(3.22)",="(0.019)",="(0.023)",=""

="dummy_dow1",="-0.53",="-0.17",="-90.9",="8.36",="-2.22",="-0.045",="0.0021",="0.0053"
="",="(1.91)",="(0.083)",="(110.1)",="(11.3)",="(6.28)",="(0.035)",="(0.045)",="(0.017)"

="dummy_dow2",="0",="0",="0",="14.0",="1.71",="0",="0.040",="0.035"
="",="(.)",="(.)",="(.)",="(10.0)",="(7.26)",="(.)",="(0.049)",="(0.018)"

="dummy_dow3",="-0.023",="-0.31",="-138.9",="-12.8",="-10.6",="-0.061",="-0.034",="-0.0073"
="",="(1.81)",="(0.089)",="(86.7)",="(9.92)",="(6.33)",="(0.037)",="(0.048)",="(0.016)"

="dummy_dow4",="2.50",="-0.25",="-147.9",="-3.46",="3.97",="-0.086",="-0.017",="0.00040"
="",="(1.82)",="(0.081)",="(88.5)",="(9.77)",="(6.41)",="(0.033)",="(0.048)",="(0.013)"

="dummy_dow5",="-0.35",="-0.30",="-70.7",="-4.18",="-5.52",="-0.079",="-0.018",="-0.0035"
="",="(1.74)",="(0.087)",="(110.6)",="(9.05)",="(5.40)",="(0.038)",="(0.047)",="(0.014)"

="dummy_dow6",="-1.26",="-0.15",="-245.8",="0",="0",="-0.061",="0",="0"
="",="(2.30)",="(0.11)",="(86.2)",="(.)",="(.)",="(0.040)",="(.)",="(.)"

="dummy_suc1",="-3.16",="0",="0",="18.8",="-17.1",="0",="0.061",="0.064"
="",="(1.56)",="(.)",="(.)",="(9.01)",="(4.37)",="(.)",="(0.038)",="(0.011)"

="dummy_suc2",="0",="0.16",="-123.2",="38.4",="0",="0.023",="0",="0.12"
="",="(.)",="(0.083)",="(103.8)",="(13.0)",="(.)",="(0.033)",="(.)",="(0.016)"

="dummy_suc3",="-2.88",="-0.13",="-271.7",="1.79",="-11.2",="-0.12",="-0.017",="0.039"
="",="(1.78)",="(0.085)",="(93.1)",="(9.95)",="(5.84)",="(0.029)",="(0.042)",="(0.013)"

="dummy_suc4",="-2.72",="-0.039",="-357.6",="8.12",="-14.3",="-0.10",="-0.062",="0.054"
="",="(1.55)",="(0.086)",="(91.9)",="(9.74)",="(4.53)",="(0.030)",="(0.042)",="(0.013)"

