
="",="(1)",="(2)",="(3)",="(4)",="(5)"
="",="fc_all_fee",="fc_all_fee",="fc_all_fee",="fc_all_fee",="fc_all_fee"

="pro_3",="36.4",="-8.68",="-164.8**",="-242.8**",="-185.9"
="",="(33.9)",="(36.0)",="(67.6)",="(121.4)",="(176.0)"

="dummy_dow1",="93.3",="114.9*",="281.1***",="505.2**",="723.7***"
="",="(57.5)",="(59.9)",="(107.0)",="(256.0)",="(231.5)"

="dummy_dow2",="66.2",="148.5*",="506.3***",="905.5***",="1227.9***"
="",="(55.7)",="(78.7)",="(122.8)",="(273.5)",="(311.7)"

="dummy_dow3",="36.2",="123.7**",="68.0",="229.1",="349.0"
="",="(60.4)",="(62.9)",="(100.0)",="(241.0)",="(280.6)"

="dummy_dow4",="58.3",="139.0**",="288.6***",="187.2",="276.5"
="",="(55.1)",="(60.8)",="(105.2)",="(208.2)",="(274.6)"

="dummy_dow5",="142.6**",="254.9***",="427.1***",="551.9**",="1078.0***"
="",="(65.6)",="(66.9)",="(102.1)",="(237.1)",="(338.0)"

="dummy_dow6",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)"

="dummy_suc1",="157.8**",="148.9**",="210.3",="508.1*",="605.6"
="",="(75.1)",="(73.4)",="(149.8)",="(274.5)",="(404.6)"

="dummy_suc2",="152.2*",="243.1***",="415.8***",="689.2***",="663.2"
="",="(86.5)",="(68.4)",="(153.8)",="(235.8)",="(440.8)"

="dummy_suc3",="-40.5",="8.68",="5.41",="-129.4",="-147.0"
="",="(44.1)",="(50.0)",="(108.7)",="(196.0)",="(277.5)"

="dummy_suc4",="31.3",="95.1*",="105.8",="8.91",="-202.8"
="",="(49.4)",="(52.6)",="(109.2)",="(199.9)",="(270.6)"

="dummy_suc5",="87.6",="143.3**",="117.4",="24.4",="-143.0"
="",="(54.4)",="(64.8)",="(130.8)",="(211.8)",="(299.1)"

="dummy_suc6",="0",="0",="0",="0",="0"
="",="(.)",="(.)",="(.)",="(.)",="(.)"

="num_arms_d3",="-6.01",="64.6",="36.6",="-88.1",="244.0"
="",="(54.7)",="(55.2)",="(101.1)",="(199.4)",="(266.6)"

="num_arms_d4",="10.1",="61.6",="157.9",="263.7",="646.8*"
="",="(73.7)",="(64.2)",="(137.1)",="(257.6)",="(342.5)"

="num_arms_d5",="-36.2",="-11.9",="-129.5",="266.2",="937.1**"
="",="(87.4)",="(72.3)",="(155.8)",="(357.1)",="(373.1)"

="num_arms_d6",="242.1**",="104.1",="219.5",="935.0***",="1788.7**"
="",="(103.8)",="(141.6)",="(357.7)",="(356.4)",="(850.5)"

="visit_number_d2",="-15.2",="-49.7",="-136.4",="-372.9*",="-881.6***"
="",="(60.5)",="(57.5)",="(112.6)",="(201.9)",="(233.7)"

="visit_number_d3",="47.2",="34.1",="114.9",="100.2",="476.2"
="",="(92.5)",="(64.0)",="(175.1)",="(385.4)",="(591.5)"

="visit_number_d4",="34.1",="34.8",="-345.7**",="-623.1*",="-1181.5**"
="",="(117.7)",="(105.3)",="(138.2)",="(363.5)",="(585.3)"

="visit_number_d5",="-300.1***",="-398.5***",="-368.2",="-1463.6***",="-2423.4***"
="",="(81.2)",="(138.0)",="(293.1)",="(282.1)",="(529.2)"

="visit_number_d6",="-108.0",="-143.5",="-218.2",="-1348.0***",="-2375.8***"
="",="(106.4)",="(158.7)",="(196.1)",="(379.8)",="(443.3)"

="visit_number_d7",="-211.8",="-131.3",="309.3",="-1141.6***",="-2241.6***"
="",="(168.9)",="(247.3)",="(374.9)",="(327.8)",="(615.8)"

="_cons",="743.9***",="955.7***",="1874.4***",="3546.7***",="4583.8***"
="",="(60.2)",="(66.3)",="(126.7)",="(257.2)",="(299.2)"

="N",="4705",="4705",="4705",="4705",="4705"
="R-sq",="",="",="",="",=""
="Control Mean",="3161.4",="3161.4",="3161.4",="3161.4",="3161.4"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
