
="",="(1)",="(2)",="(3)",="(4)"
="",="pago_fijo",="pago_fijo",="pago_fijo",="pago_fijo"

="pr1",="0.62",="0.14",="0.55",="0.11"
="",="(0.042)",="(0.036)",="(0.044)",="(0.038)"

="pr2",="-0.53",="-0.37",="-0.66",="-0.47"
="",="(3.02)",="(3.01)",="(3.36)",="(3.35)"

="def_past_immn",="0.0083",="0.0083",="0.0077",="0.0078"
="",="(0.0028)",="(0.0028)",="(0.0031)",="(0.0031)"

="_cons",="0.035",="0.035",="0.034",="0.034"
="",="(0.0023)",="(0.0023)",="(0.0026)",="(0.0026)"

="N",="54331",="53519",="47887",="47194"
="R-sq",="0.031",="0.026",="0.032",="0.028"
="DepVarMean",="0.050",="0.043",="0.047",="0.041"

="Standard errors in parentheses"
