
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)",="(9)",="(10)"
="",="demand_past_immn",="def",="def",="def",="def",="demand_past_immn",="def",="def",="def",="def"

="active_pastn",="0.028",="",="",="-0.0074",="0.0029",="0.027",="",="",="-0.0095",="-0.000018"
="",="(0.00098)",="",="",="(0.0038)",="(0.0038)",="(0.0010)",="",="",="(0.0040)",="(0.0040)"

="demand_past_immn",="",="-0.27",="",="",="",="",="-0.35",="",="",=""
="",="",="(0.13)",="",="",="",="",="(0.15)",="",="",=""

="residual",="",="-0.11",="",="",="",="",="-0.0048",="",="",=""
="",="",="(0.14)",="",="",="",="",="(0.15)",="",="",=""

="pr",="",="",="0.10",="",="",="",="",="-0.00067",="",=""
="",="",="",="(0.14)",="",="",="",="",="(0.15)",="",=""

="_cons",="-0.0014",="0.74",="0.74",="0.74",="0.74",="-0.0014",="0.75",="0.75",="0.75",="0.75"
="",="(0.00013)",="(0.0027)",="(0.0027)",="(0.0028)",="(0.0028)",="(0.00014)",="(0.0028)",="(0.0028)",="(0.0030)",="(0.0030)"

="N",="56758",="56758",="55937",="56758",="55937",="49946",="49946",="49246",="49946",="49246"
="R-sq",="0.020",="0.017",="0.007",="0.007",="0.007",="0.020",="0.016",="0.007",="0.007",="0.007"
="DepVarMean",="0.014",="0.74",="0.74",="0.74",="0.74",="0.014",="0.75",="0.75",="0.75",="0.75"

="Standard errors in parentheses"
