1244.1,555.11,593.23,593.23
738.35,0,0,0
1768.7,687.42,655.73,655.73
936.32,713.16,0,0
1636.9,849.38,592.76,0
1062.4,0,0,0
1406.7,470.74,0,0
1122.6,557.76,472.47,0
1384.3,0,0,0
1422.2,656.98,0,0
968.55,448.52,445.87,0
759.3,0,0,0
1398.5,741.47,889.76,889.76
1400.5,0,0,0
1825.4,587.49,536.68,0
1037.2,0,0,0
980.31,450.64,0,0
1840.1,771.02,589.85,589.85
1186.4,0,0,0
2121.6,2545.3,3054.4,3054.4
1489.6,1113.5,627.85,0
1153,0,0,0
1055.3,502.2,0,0
837.73,0,0,0
1462.9,0,0,0
1672.1,1176.8,1057.9,1057.9
1011.1,0,0,0
699.36,0,0,0
815.82,455.99,0,0
1138,627.97,0,0
1539.4,1155.1,0,0
1138.7,0,0,0
876.87,0,0,0
1321.4,0,0,0
1360.5,0,0,0
892.64,0,0,0
1140.8,529.44,0,0
713.4,0,0,0
1174.5,0,0,0
622.34,0,0,0
820.37,0,0,0
1155.2,525.19,0,0
1627.8,765.61,0,0
1627.6,1504.5,881.06,881.06
1107.4,700.26,0,0
1198.3,598.65,0,0
1405.6,463.51,0,0
1222.2,816.19,676.29,676.29
889.88,0,0,0
906.02,0,0,0
1487.1,0,0,0
1252.3,608.47,597.28,0
888.55,0,0,0
821.59,0,0,0
1407.5,474.01,0,0
625.26,0,0,0
981.53,0,0,0
1069.8,540.97,0,0
1068.4,0,0,0
908.36,0,0,0
1787.2,546.31,565.04,565.04
1975.2,1471.7,1762.5,1762.5
1399.5,0,0,0
1314.1,0,0,0
930.73,0,0,0
1242.6,0,0,0
1650.4,481.94,0,0
1120.6,485.56,0,0
994.91,0,0,0
908.86,0,0,0
1508.8,727.35,871.96,871.96
797.81,0,0,0
2080.7,1083,0,0
1219.6,559.86,0,0
1410.7,1216.3,613.67,0
1117.5,0,0,0
1091.4,0,0,0
1972.2,0,0,0
672.74,0,0,0
1663.7,477.1,0,0
945.69,0,0,0
694.68,0,0,0
944.99,533.14,0,0
1013.8,851.81,477.42,0
911.11,0,0,0
960.63,561.33,0,0
1319.9,0,0,0
630.26,0,0,0
782.92,0,0,0
1738.7,1134.1,920.75,920.75
779.62,0,0,0
2150.4,1336.1,600.32,600.32
1036,0,0,0
951.8,0,0,0
1496.2,495.57,0,0
689.03,0,0,0
1025,0,0,0
1061.5,0,0,0
785.35,0,0,0
973.65,0,0,0
754.99,0,0,0
1292.8,479.2,0,0
1183.3,0,0,0
800.49,0,0,0
1222.6,0,0,0
763.75,0,0,0
1160.7,996.58,989.84,989.84
1040.6,531.72,632.23,632.23
1134.6,675.18,0,0
962.56,650.23,0,0
840.44,0,0,0
1231.4,1024.1,463.01,463.01
713.89,0,0,0
985.96,0,0,0
957.31,0,0,0
1405.2,0,0,0
914.67,0,0,0
1534,681.74,0,0
1155.9,569.12,0,0
3342.7,4011.3,4813.6,4813.6
1422.9,1378.1,1652.3,1652.3
1391.8,0,0,0
1640.8,1424.4,487.44,487.44
1411,1013.6,0,0
1058.4,640.76,0,0
1409.6,716.93,0,0
1336.7,471.97,0,0
1409.5,0,0,0
995.85,0,0,0
1896.9,574.82,0,0
954.16,0,0,0
1334.6,481.92,0,0
1202.1,986.55,0,0
2067.5,434.49,0,0
1766.8,0,0,0
1495.8,1078.2,576.13,0
1026.5,549.17,0,0
2257.9,2693.9,3232.7,3232.7
864.05,0,0,0
1544,751.25,0,0
663.34,0,0,0
1245,891.57,482.24,482.24
834.05,529.78,0,0
999.62,0,0,0
1310.6,531.57,0,0
953.96,0,0,0
1119.2,486.08,582.41,0
1271.3,715.45,0,0
1319.9,0,0,0
1117,0,0,0
931.04,0,0,0
2296.4,1116.7,776.83,0
1221.6,0,0,0
1586.8,1023.8,0,0
1673.8,870.82,488.36,0
932.01,0,0,0
1526.6,0,0,0
1576.1,455.93,0,0
640.77,0,0,0
845.53,458.34,0,0
1339.6,1212.4,438.32,438.32
1874.1,1266.8,887.43,0
1915.3,449.8,423.24,0
1344.9,456.71,0,0
1070,0,0,0
979.42,464.59,0,0
1388.1,0,0,0
909.01,512.71,0,0
1483,462.13,0,0
1942.9,1161.1,0,0
895.6,0,0,0
1627.1,1116.7,0,0
1737,700.89,0,0
1536.1,0,0,0
1038.7,561.98,0,0
1842.9,974.66,0,0
991.07,444.35,0,0
1041.9,562.69,0,0
1284.1,824.44,823.93,823.93
1043.4,0,0,0
917.98,442.29,0,0
1414.5,0,0,0
1198.4,528.32,0,0
1582.7,1639.7,1967.6,1967.6
1743.7,0,0,0
1564.8,1326,491.02,491.02
985.11,0,0,0
1634.6,0,0,0
2246.4,1517.5,1821,1821
1374.1,566.03,0,0
817.85,543.81,0,0
1251.2,0,0,0
1597.9,1203.1,634.7,0
1447.9,590.21,606.53,606.53
1533.5,516.09,0,0
988.11,0,0,0
1032.4,0,0,0
1067.9,0,0,0
1166.8,494.29,465.62,0
1210.4,464.91,0,0
1045.9,0,0,0
1363.7,674.33,0,0
1174.3,467.49,0,0
1312.7,476.26,0,0
985.93,0,0,0
823.51,0,0,0
797.66,0,0,0
1583.2,489.13,579.14,0
1114.2,538.71,632.02,0
1669,1090.8,1175.8,1175.8
1532.6,837.43,595.51,595.51
1183.2,0,0,0
1599.9,1271.5,0,0
961.77,0,0,0
1553.9,597.52,0,0
1177.8,539.35,547.96,547.96
1136.1,534.68,0,0
1126.3,0,0,0
735.62,0,0,0
1172.7,568.03,0,0
1466.1,626.54,601.9,601.9
1374.5,715.64,545.45,0
783.23,447.85,0,0
1064.4,0,0,0
743.72,0,0,0
779.92,0,0,0
1284.2,441.27,0,0
610.25,0,0,0
1382.7,865.02,777.04,777.04
1740.2,820,0,0
1182.3,478.05,517.33,517.33
1350,0,0,0
852.64,544.65,0,0
1116.8,659.67,553.15,0
2855.8,3423.3,4107.9,4107.9
1596.4,604.74,0,0
1346.3,1142.1,882.38,882.38
657.11,0,0,0
1221.4,638.42,0,0
1531.4,458.36,503.3,503.3
895.81,499.43,0,0
1140.8,466.72,560.06,0
1435.3,0,0,0
1491.4,609.19,0,0
709.91,0,0,0
1227.4,459.34,503.13,503.13
1291.7,0,0,0
1105,447.94,0,0
989.9,0,0,0
1537.6,0,0,0
919.26,0,0,0
757.68,0,0,0
1656.4,722.53,568.74,0
1214.7,0,0,0
686.66,0,0,0
2301.2,1577.5,476.7,0
1167.5,0,0,0
963.67,0,0,0
975.4,0,0,0
1772.9,974.48,447.67,447.67
1458.4,849.89,0,0
1204.2,900.01,527.38,527.38
1148.5,783.57,0,0
731.63,0,0,0
1038.8,0,0,0
1229.5,445.84,533.81,0
1115.9,531.65,493.88,0
964.45,0,0,0
945.36,0,0,0
589.56,0,0,0
1758.5,0,0,0
1117.1,911.15,683.24,683.24
1845.4,469.46,456.93,0
809.25,492.16,0,0
1656.5,740.58,868.68,0
1353.9,0,0,0
1075.4,0,0,0
2100.3,2515.4,3018.5,3018.5
952.26,0,0,0
985.94,0,0,0
1360.7,0,0,0
1628.9,592.87,448.5,0
889.82,0,0,0
1297.5,465.42,0,0
2342.8,2809.6,3371.5,3371.5
948.27,0,0,0
888.17,0,0,0
1309.9,0,0,0
980.95,0,0,0
669.59,0,0,0
1714.2,1175.3,0,0
871.52,0,0,0
1459.4,0,0,0
1316.8,534.73,0,0
1312.4,0,0,0
1417.4,0,0,0
1309.9,883.23,1008.6,1008.6
1532.7,0,0,0
1548.5,868.91,997.01,997.01
588.69,0,0,0
925.18,530.67,636.81,636.81
755.6,0,0,0
1595.3,1043.9,510.16,0
2042.7,2437.4,2924.8,2924.8
1528,678.27,0,0
1963.1,2353,2823.5,2823.5
1321,460.56,535.61,535.61
896.38,0,0,0
934.02,0,0,0
1375.8,624.33,552.49,0
1522.5,595.92,0,0
1392.3,825.56,0,0
1036.4,610.09,0,0
1833.7,1631,1952.2,1952.2
1385,549.23,0,0
1043.7,622.96,747.56,747.56
1553.9,759.13,727.34,0
1211,524.21,457.68,0
1382.7,456.6,0,0
1309.1,0,0,0
1416.6,0,0,0
1173.8,826.39,0,0
1860.7,1322,434.41,0
1187.1,666.58,0,0
982.91,0,0,0
684.98,0,0,0
1601.8,0,0,0
1473.5,725.79,0,0
854.96,0,0,0
1530,480.63,575.94,0
988.69,522.57,0,0
1543.9,631.91,540.95,0
1283.4,647.52,502.72,0
1483.8,495.04,0,0
786.79,513.49,0,0
1232.7,455.25,0,0
1666.4,1321.3,1582.4,1582.4
1305.3,582.08,0,0
1218.1,0,0,0
1000.7,440.26,0,0
794.77,0,0,0
1319.8,0,0,0
1085.1,0,0,0
1304.7,613.44,0,0
1152.8,854.28,0,0
1109.1,857.74,0,0
1458.4,1030.6,916.5,916.5
1286.8,0,0,0
1045.6,0,0,0
2201.9,2642.3,3170.7,3170.7
2308.3,976.67,1168.7,1168.7
1086.3,519.6,0,0
1162.2,0,0,0
1553.6,1162.8,829.91,0
1390.2,0,0,0
1722.3,1249.7,0,0
1143.3,0,0,0
717.91,0,0,0
1002,0,0,0
535.51,0,0,0
1037.4,642.79,0,0
890.26,0,0,0
913.14,431.54,0,0
976.35,478.94,0,0
815.3,0,0,0
2778.2,3332.6,3999.1,3999.1
1247.7,504.34,442.64,0
837.38,0,0,0
1676.9,1342.5,0,0
1397.8,737.58,0,0
1142.9,574.1,0,0
1029,556.4,0,0
1046.7,0,0,0
1400.1,1091.8,462.57,462.57
819.03,0,0,0
916.83,0,0,0
1667.4,0,0,0
1032,0,0,0
1333.3,792,901.99,901.99
1212.2,789.37,647.62,0
1149.7,0,0,0
1300.4,0,0,0
1028.7,0,0,0
1101.7,0,0,0
1283.1,839.19,0,0
1217.9,1069.8,515.96,515.96
964.82,496.79,444.27,0
1347.5,574.92,0,0
1018.9,0,0,0
1237.2,0,0,0
1386,445.88,0,0
1376.8,1089.7,0,0
768.68,0,0,0
1700.5,1426.6,1711.9,1711.9
945.56,855.22,0,0
1707,870.32,0,0
1469.3,0,0,0
1044.3,0,0,0
1542.1,842.03,570.8,570.8
740.55,0,0,0
935.37,0,0,0
979.32,0,0,0
1444.4,0,0,0
1642.4,737.53,0,0
923.15,0,0,0
1825,0,0,0
1429.6,0,0,0
1817.5,455.23,0,0
739.64,467.02,0,0
1247.4,802.76,424.71,424.71
1473.3,0,0,0
1489.5,458.4,0,0
1288.4,578.92,420.65,0
1203.5,740.83,788.61,788.61
1473.8,481.7,0,0
1124.1,0,0,0
938.95,468.02,0,0
1236.3,991.16,429.57,429.57
1344.1,430.38,0,0
1170.3,624.19,634.03,0
1235.1,580.67,0,0
1767.4,791.67,945.62,945.62
1582.6,559.59,0,0
1741,1165.6,896.69,896.69
736.4,0,0,0
