6,15
10,30
10,30
10,30
20,25
20,25
20,25
20,25
20,25
20,25
3,25
30,20
30,20
30,20
30,20
30,20
30,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
25,20
6,30
6,30
6,30
6,30
6,30
20,15
6,20
10,40
15,30
15,30
4,15
20,5
6,20
6,20
6,20
6,15
6,15
3,15
3,15
25,5
25,5
30,30
30,30
30,30
15,2
20,60
4,20
3,15
20,15
5,10
10,15
10,15
10,15
5,15
5,15
9,15
6,30
6,30
6,30
6,30
6,30
6,30
6,30
3,10
4,10
8,30
8,30
3,30
3,30
3,30
20,15
4,20
4,20
12,15
10,15
26,90
26,90
15,30
3,7
5,30
5,30
30,6
5,5
5,5
5,5
5,5
5,5
5,5
3,10
25,10
9,25
9,25
9,25
9,25
9,25
9,25
9,25
12,60
10,40
10,40
20,30
3,35
3,20
15,20
15,20
15,20
15,20
15,20
6,60
6,60
3,10
3,10
3,10
10,90
10,90
10,90
20,20
20,20
20,20
20,20
20,20
20,20
20,30
6,15
9,10
12,30
12,30
10,20
10,20
20,20
20,20
15,10
3,10
3,10
3,10
3,10
15,15
15,15
15,15
15,15
15,15
5,15
10,20
10,20
10,20
10,20
15,15
20,20
3,30
30,30
20,15
8,40
8,40
8,40
15,30
10,40
10,40
6,10
4,20
4,20
4,20
3,45
6,40
6,40
6,40
6,40
4,20
10,60
10,60
20,30
20,30
20,30
30,60
30,60
30,60
30,60
30,60
30,60
30,60
30,60
30,60
30,60
30,60
5,10
10,5
3,5
3,10
10,30
10,30
10,30
10,30
10,30
10,30
15,60
5,40
3,10
7,45
10,10
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
6,50
5,30
5,30
20,60
20,60
5,60
10,15
10,15
10,15
10,15
4,30
4,30
4,30
30,15
30,15
7,15
7,15
20,15
20,15
3,10
3,10
9,45
3,10
3,10
3,15
12,20
12,20
8,30
4,20
4,20
4,20
5,10
20,10
20,10
30,20
30,20
30,20
30,20
30,20
30,20
12,90
12,90
12,90
20,60
20,60
20,5
20,5
3,15
3,15
3,15
3,10
9,30
9,30
3,15
3,15
30,90
30,90
10,30
10,30
10,30
10,30
15,10
3,5
15,30
20,30
20,30
6,10
3,30
3,30
14,20
6,30
6,30
6,30
6,30
6,30
6,30
6,30
6,30
7,30
7,30
7,30
7,30
7,30
20,15
20,15
12,30
12,30
12,30
5,15
5,15
5,15
5,15
6,20
6,20
3,10
3,10
3,10
15,60
30,45
3,20
12,30
12,30
15,10
3,20
30,15
3,10
3,10
3,10
3,10
15,40
3,10
3,10
3,10
4,45
4,45
3,10
10,10
10,10
20,15
5,10
3,35
30,10
5,5
3.5,5
10,90
30,20
30,20
6,10
3,20
3,10
10,30
10,50
4,90
4,90
3,45
15,20
15,20
15,20
4.5,10
3,5
3,5
3,5
3,5
3,5
3,5
15,4
20,15
20,15
20,15
20,15
6,20
20,90
6,20
6,20
6,20
6,20
6,20
30,15
10,60
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,10
3,20
3,20
20,30
20,30
10,15
10,15
4,30
3,20
3,20
6,40
6,40
6,40
6,40
6,40
6,40
10,60
3.5,15
3.5,15
3.5,15
30,30
30,30
30,30
30,30
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
15,30
15,30
4.5,40
4.5,40
4.5,40
4.5,40
4.5,40
4.5,40
20,50
20,50
20,50
20,50
10,30
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
30,15
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
3,25
30,20
3,15
3,15
3,15
3,15
3,15
3,15
3,10
10,80
20,10
20,30
20,30
4,30
20,30
20,30
20,30
20,30
4,15
5,60
10,60
12,15
15,45
15,45
15,45
15,45
15,45
15,45
17,10
17,10
17,10
17,10
15,10
3,15
12,20
12,30
12,30
20,20
20,20
20,20
20,10
6,20
6,20
6,20
6,10
6,10
10,3
4,10
3,10
3,10
3,10
3,10
3,10
30,20
30,20
20,10
5,5
5,15
20,20
3,20
6,30
6,30
6,30
6,30
6,30
6,30
6,30
9,20
20,20
28,90
28,90
20,30
20,40
20,15
6,30
6,30
6,30
20,50
5,10
5,10
5,10
5,10
5,10
5,10
5,10
5,10
5,10
3,30
