1617.72,1617.72,40,37
2586.1399,2586.1399,60,56
836.18573,921.90002,17,18
2164.6499,2164.6499,52,49
1639.4301,1639.4301,41,38
927.71002,927.71002,19,18
4293.5801,4293.5801,80,75
1784.83,1784.83,44,41
5966.0898,5966.0898,89,84
2611.55,5811.5498,60,84
2512.8101,2512.8101,59,55
1050.62,1050.62,23,22
578.94,578.94,9,9
4678.8887,6107.46,83,85
5276.29,5276.29,86,81
2583.6399,2583.6399,60,56
2912.0801,2912.0801,65,60
3455.75,3455.75,72,68
3379.4399,3379.4399,71,67
1067.23,1067.23,24,23
2088.72,2088.72,51,47
632.15997,632.15997,10,10
1946.05,1946.05,48,44
309.23999,309.23999,3,3
1714.2858,2300,42,51
1371.4286,2000,33,45
3383.79,3383.79,71,67
2479.6257,3665.3398,58,70
5775.1099,5775.1099,89,83
6548.73,6548.73,91,87
3333.5801,3333.5801,71,66
797.18005,797.18005,15,14
1188.86,1188.86,28,26
1179.88,1179.88,28,26
2048.7,2048.7,50,47
722.63,722.63,13,12
990.71997,990.71997,21,19
1264.95,1264.95,30,28
2199.7,2199.7,53,49
488.60001,488.60001,6,6
1438.6072,1395.75,35,31
3161.8901,3161.8901,69,64
7185.7144,9000,93,92
2015.66,2015.66,49,46
2082.3899,2082.3899,51,47
1486.02,1486.02,37,33
1098.8101,1098.8101,25,23
6115.4385,5544.0098,90,82
3849.8599,3849.8599,76,71
7698.9814,3670.4099,94,70
2573.3271,1130.47,60,24
4084.7585,5513.3301,78,82
1600,1900,40,43
5481.3599,5481.3599,87,82
2971.4285,2500,66,54
3660.45,3660.45,74,69
471.42856,1500,6,34
369.54001,369.54001,4,3
606.26001,606.26001,10,9
918.72998,918.72998,19,18
456.70001,456.70001,5,5
950.44,950.44,20,18
356.51999,356.51999,3,3
1731.79,1731.79,43,39
3117.23,3117.23,68,64
3144.99,3144.99,68,64
547.56,547.56,8,8
2701.6001,2701.6001,62,57
1743.36,1743.36,43,40
2719.6399,2719.6399,62,58
282.20001,282.20001,2,2
3535.24,3535.24,73,68
2599.0801,2599.0801,60,56
2512.8601,2512.8601,59,55
4707.7798,4707.7798,83,78
2503.8201,2503.8201,59,55
358.72,358.72,3,3
345.57999,345.57999,3,3
2173.24,2173.24,52,49
1818.3,1818.3,45,42
1716.12,1716.12,43,39
751.80713,3108.95,14,64
1035.8143,3150.1001,23,64
2287.8286,2016.4,55,46
1567.9972,2225.1399,39,50
2105.5698,2105.5698,51,48
2430.6499,2430.6499,57,53
491.57001,491.57001,6,6
3689.02,3689.02,75,70
1217.5757,5303.29,29,81
1731.24,5431.2402,43,82
2492.2185,5620.79,58,83
2342.8572,3500,56,68
1100,770,25,14
1514.2858,3500,37,68
685.71429,600,12,9
885.71429,2000,18,45
1700,3500,42,68
3447.6128,4490.4702,72,76
5539.5356,7825.25,88,90
4629.6602,4629.6602,82,77
1877.27,1877.27,47,43
2759.8401,2759.8401,63,58
1847.3101,1847.3101,46,42
1392.3672,1549.51,34,36
9638.5205,9638.5205,97,93
3861.99,2961.99,76,61
